trial_type.negative_music	trial_type.positive_music	trial_type.response	trial_type.tones	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-6.065032015858219e-16	-5.000898113518222e-08	2.161119206172181e-07	-0.0090906756503185	-0.0307518999999994	5.461215355686371e-16	-5.0186797200959285e-17	0.0009456793536077	-0.0361151000000017	1.1058340644408788e-16	7.455132588515475e-16	0.0013043004480117	0.0539255000000018	1.1844050201353716e-15	-6.464959963774997e-16	0.0029079595502489	-0.0032506499999998	9.437925714810229e-16	1.4115144030248486e-15	1.0566725423944642e-05	0.00060452	-6.905610430045373e-16	8.692687985846055e-17	3.654444303626156e-07	-0.0009022990000001	-1.5185963087424806e-16	4.537915340485125e-16	8.141434854798936e-07	0.1379976685000005	0.1379513417000005	0.1378741418000012	1
-6.829705644856744e-17	1.612939449288958e-07	-6.693665113681694e-07	0.1118098873711332	-0.0399554000000011	-0.0092035000000015	8.470441224976253e-05	0.0015964339891618	-0.0086186599999979	0.0274964400000017	0.0007560542126727	7.428130019373307e-05	0.0301392999999994	-0.0237862000000008	0.0005657833104405	0.0009083774044903	-0.0030350200000007	0.0002156299999995	4.6496294935286855e-08	9.211346399072269e-06	0.0005528470000002	-5.1672999998621584e-05	2.6700986404053167e-09	3.056398062204044e-07	-0.0009198289999999	-1.752999999960713e-05	3.073003856008449e-10	8.460853892975814e-07	0.1378741418000011	0.1374575117000005	0.1367640603000014	1
3.754042535850044e-15	-4.981066929363368e-07	2.0062829693618827e-06	0.6623114881347634	-0.0381725000000008	0.0017829000000005	3.1787324098163656e-06	0.0014571397562503	-0.0197145999999987	-0.0110959400000006	0.0001231198844839	0.0003886654531594	0.0269379000000002	-0.0032013999999987	1.0248961959904398e-05	0.0007256504564095	-0.0033439500000004	-0.0003089300000013	9.543774631456944e-08	1.1182001600855376e-05	0.0003776029999985	-0.0001752440000013	3.0710459997359814e-08	1.425840222007843e-07	-0.0008692279999996	5.060099999980612e-05	2.560461126387597e-09	7.555573165397119e-07	0.1376271992000017	0.1364716194000012	0.134552835000002	1
6.7461669465269904e-15	1.4896641421308048e-06	-5.860054777176379e-06	1.0651478234062646	-0.0351678000000001	0.0030046999999999	9.028222088244698e-06	0.0012367741568387	-0.0051336799999986	0.0145809200000013	0.0002126032280456	2.6354670341878488e-05	0.019752	-0.0071859000000001	5.163715881056395e-05	0.0003901415039996	-0.003579770000002	-0.0002358200000016	5.561107275143296e-08	1.2814753252378475e-05	0.0006512430000002	0.0002736400000021	7.487885061437298e-08	4.241174447465888e-07	-0.0010059900000016	-0.0001367620000009	1.870384425266585e-08	1.0120158869224594e-06	0.1372570616000022	0.1349971942000014	0.1312582694000023	1
6.452772886828588e-15	-4.336745508404901e-06	1.672885958013419e-05	1.1430219437398812	-0.0359343000000002	-0.0007665000000004	5.875222482907063e-07	0.0012912739164892	-0.0064709499999986	-0.0013372699999998	1.7882910529718914e-06	4.187319390229144e-05	0.0241858000000003	0.0044338000000009	1.965858244009604e-05	0.0005849529216396	-0.0033208400000015	0.0002589300000011	6.704474403177055e-08	1.102797830314172e-05	0.000466558999999	-0.0001846840000012	3.4108179745703035e-08	2.176772972846368e-07	-0.0008142339999997	0.0001917560000014	3.6770363407270723e-08	6.629770071777674e-07	0.1367640603000024	0.1330395141000015	0.1269068893000022	1
8.696383581977169e-15	1.2338936813617104e-05	-4.679586298640553e-05	1.108554887269014	-0.0377792000000003	-0.0018449000000005	3.4036560103427214e-06	0.0014272679526392	-0.0215334	-0.0150624500000005	0.000226877400003	0.0004636873155607	0.0241141000000009	-7.169999999948729e-05	5.140890093001111e-09	0.0005814898188087	-0.0037868200000015	-0.0004659800000004	2.1713736328255297e-07	1.434000571332527e-05	0.0004665589999982	-7.944491717308133e-17	-1.1852331709373545e-15	2.176772981517706e-07	-0.0008142349999991	-9.999999603176852e-10	3.54918027076217e-16	6.629786338821499e-07	0.136148636700002	0.1306055871000015	0.1215337296000021	1
6.43500251659643e-16	-3.447697115579534e-05	0.0001287649056561	1.0539563204301845	-0.0307733999999996	0.0070058000000008	4.908123363871716e-05	0.000947002147557	-0.0167827000000003	0.0047507000000012	2.25691504898922e-05	0.0002816590192911	0.0306340000000016	0.0065199000000009	4.250909600961546e-05	0.0009384419559988	-0.0035215100000018	0.0002653100000012	7.038939547900773e-08	1.2401032680834024e-05	0.000777325000001	0.0003107660000013	9.657550746844489e-08	6.042341591188697e-07	-0.0008142339999997	9.99999434767395e-10	-4.764104001163967e-16	6.62977005895719e-07	0.1354113416000018	0.1277041259000013	0.115182051800002	1
2.308259035332816e-14	9.4761919755883e-05	-0.0003489970505878	1.0208007298945478	-0.0396657000000006	-0.0088923000000017	7.90729992908784e-05	0.0015733677564898	-0.0167712	1.1500000000595335e-05	1.3225016203151138e-10	0.0002812731494406	0.0286896000000011	-0.0019443999999998	3.780691360318136e-06	0.000823093148159	-0.0037220100000008	-0.0002004999999998	4.0200250398973465e-08	1.3853358440894288e-05	0.0007564550000019	-2.087000000027363e-05	4.355566751637848e-10	5.722241703798101e-07	-0.0009539590000014	-0.0001397249999998	1.9523075693284344e-08	9.100377766297718e-07	0.1345528350000017	0.124345517200001	0.1079029959000017	1
-4.23334879747034e-14	-0.0002560347268167	0.0009302848440768	1.0053606024037691	-0.0459474000000018	-0.006281700000001	3.9459754890366176e-05	0.0021111635667627	-0.0167805999999997	-9.399999999643548e-06	8.8359946858838e-11	0.0002815885363599	0.0270034000000011	-0.0016861999999997	2.843270440046656e-06	0.0007291836115593	-0.00356031	0.0001617000000008	2.6146888959068284e-08	1.2675807296399282e-05	0.0004665589999996	-0.0002898960000013	8.40396925819041e-08	2.1767729920221066e-07	-0.0008142339999998	0.0001397250000016	1.9523075703945296e-08	6.629770047471481e-07	0.1335738854000015	0.1205417837000009	0.0997551684000014	1
1.4092724754335758e-13	0.0006816635060517	-0.0024099412162129	1.0031472028821398	-0.0543871000000033	-0.0084397000000008	7.122853609232273e-05	0.0029579566464164	-0.0167835999999999	-2.99999999972958e-06	9.000360107709557e-12	0.0002816892289597	0.0345388000000014	0.0075354000000007	5.678225315983008e-05	0.0011929287054398	-0.0035752499999975	-1.4939999999644411e-05	2.2320335335896475e-10	1.2782412564463306e-05	0.0005224969999993	5.593800000170959e-05	3.129059230337854e-09	2.7300311698960405e-07	-0.0008142339999997	-4.5649932052175786e-17	-4.502104940983623e-16	6.62977002674445e-07	0.1324753691000014	0.1163065419000008	0.0908041710000013	1
