img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-1714_run-2	mni152	0.9198117385088375	91.48846028004061	8.511539719959394	10.748755605933667
sub-1710_run-3	mni152	0.9125795468575721	90.09226395838412	9.907736041615879	9.093123149422413
sub-1707_run-2	mni152	0.8926009726220162	90.04539139289443	9.954608607105566	9.045598370248362
sub-1708_run-3	mni152	0.8903227744612915	90.12650858885578	9.873491411144226	9.12812953755445
sub-1714_run-1	mni152	0.9159510888975954	93.55932802985748	6.440671970142521	14.526330243734984
sub-1701_run-3	mni152	0.8756619007677089	88.1575611202551	11.842438879744904	7.444206553688718
sub-1715_run-3	mni152	0.8895576049564691	91.85217300978678	8.147826990213215	11.273211019344824
sub-1700_run-1	mni152	0.9092985926419627	91.92690842754322	8.073091572456766	11.386828404272448
sub-1717_run-2	mni152	0.9056696482933801	91.26713139776706	8.73286860223295	10.450991026525983
sub-1713_run-1	mni152	0.9019102194733738	89.92358175235093	10.076418247649075	8.924161298418808
sub-1710_run-1	mni152	0.9062628221865792	88.62768622173944	11.372313778260553	7.793285337515146
sub-1717_run-1	mni152	0.9008394004282655	90.99584703235854	9.00415296764146	10.105986355337754
sub-1718_run-3	mni152	0.9085456442867861	91.08358156799072	8.916418432009273	10.215265497299622
sub-1717_run-3	mni152	0.9000918612619149	90.06975964130892	9.930240358691083	9.070249700701215
sub-1712_run-2	mni152	0.9286141880044324	92.9810316535875	7.0189683464125086	13.247107988613651
sub-1715_run-2	mni152	0.8892495795170329	91.45216799010558	8.547832009894424	10.698872870249016
sub-1715_run-1	mni152	0.8907300378900316	91.77971285668022	8.22028714331978	11.16502516962136
sub-1701_run-2	mni152	0.8806857688878651	88.60415611615151	11.395843883848485	7.775128987308402
sub-1707_run-1	mni152	0.8899577728683689	90.31948198247368	9.680518017526317	9.330025709259843
sub-1716_run-3	mni152	0.9023638456782976	93.06406045122134	6.935939548778674	13.417657376729684
sub-1713_run-2	mni152	0.9018674636354214	91.89167781454623	8.108322185453778	11.333007706501682
sub-1709_run-3	mni152	0.9131810045277456	90.71252248859881	9.287477511401196	9.767186232993964
sub-1709_run-1	mni152	0.9117869376451112	89.58284743959574	10.417152560404263	8.59955222121843
sub-1700_run-2	mni152	0.9086434969422298	91.71727992950142	8.282720070498588	11.073328465630542
sub-1712_run-3	mni152	0.9283012904699975	93.50926479635517	6.490735203644828	14.406575197189632
sub-1708_run-1	mni152	0.8869466366438581	91.54654993456384	8.453450065436167	10.829489643390989
sub-1700_run-3	mni152	0.9119335421933735	92.24949132541724	7.750508674582757	11.902378953260564
sub-1716_run-1	mni152	0.9042467757408958	92.62693097836237	7.37306902163763	12.562873168083952
sub-1718_run-1	mni152	0.9145911554339885	91.61320240972056	8.386797590279432	10.923502257393597
sub-1708_run-2	mni152	0.8841712419392416	91.78569146945816	8.21430853054184	11.173879228931726
sub-1714_run-3	mni152	0.918278214860625	93.493009236069	6.506990763930998	14.368086974137348
sub-1713_run-3	mni152	0.9041348862777434	91.59038702491995	8.40961297508005	10.891153647180548
sub-1718_run-2	mni152	0.90963597791303	90.3943825917288	9.60561740827119	9.410574953140664
sub-1707_run-3	mni152	0.8903139842255701	90.26713731642481	9.732862683575195	9.274469418823319
sub-1702_run-1	mni152	0.906122431486668	91.59738498663467	8.402615013365335	10.901056973446765
sub-1701_run-1	mni152	0.8805710530723737	89.20922785063483	10.790772149365171	8.267177419354839
sub-1712_run-1	mni152	0.9328044076189332	94.41028046312462	5.589719536875386	16.889985238132237
sub-1710_run-2	mni152	0.9112662637516131	89.63339362099158	10.366606379008411	8.646358349487675
sub-1702_run-2	mni152	0.9089785884967332	91.97944069665476	8.020559303345227	11.467958432561161
sub-1716_run-2	mni152	0.9040821960088768	92.74854948691305	7.25145051308695	12.790344403444035
sub-1709_run-2	mni152	0.9155253665894094	90.11050835485871	9.889491645141288	9.111743210696785
sub-1702_run-3	mni152	0.9207803576820397	94.40076966589908	5.599230334100921	16.85959748627794
