trial_type.fixation	trial_type.printed_word	trial_type.spoken_word	correct	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
1.1266807307252311	5.635112614834336e-16	0.0001030122710969	-0.0073289527557809	-3.877143362141724e-05	-0.0001751593444938	3.068079511315235e-08	1.5032219353156583e-09	-0.0306565263193362	0.0461880784766349	0.0021333385933637	0.0009398226059687	-0.0123820961277944	0.0179094220430191	0.000320747397914	0.0001533163045168	0.0011470038828869	0.000502004124018	2.520081393123173e-07	1.315617910129836e-06	0.0005269999506886	3.000019613566197e-06	8.999931421173536e-12	2.77728949102498e-07	-8.023662094698848e-07	-6.333092155281559e-07	4.0089834484485275e-13	6.460186034462828e-13	0.1028642784000016	0.1003849209000008	0.0962968302000007	0.0906655205000004	1
1.0909290053038745	1.27274474267462e-16	-0.0001917651040074	0.0171285472543466	-0.0084883479106565	-0.008449576477035	7.139534264128136e-05	7.205205025228249e-05	-0.0418593103255936	-0.011202784006258	0.0001255023694885	0.0017522018609382	-0.055307256433196	-0.0429251603054028	0.0018425693872449	0.0030588926141671	-7.003884728611988e-05	-0.0012170427301741	1.4811930096477975e-06	4.905438809053313e-09	0.0004489939498058	-7.800600088375302e-05	6.084935396643749e-09	2.0159556769993654e-07	0.0001730160872911	0.0001738184535008	3.0212855387668104e-08	2.993456650951433e-08	0.1026283421000009	0.0994498111999998	0.0942249791000008	0.0870613528999986	1
1.055767865958621	3.482077563516752e-16	0.0002830325737371	-0.0339101495403829	-0.0087109913832964	-0.0002226434726393	4.9570115479526514e-08	7.588137087986652e-05	-0.017979691458963	0.0238796188666312	0.0005702361972148	0.0003232693049595	-0.0470196417525564	0.0082876146806399	6.868455709411003e-05	0.0022108467105383	-0.0005430391843179	-0.0004730003370308	2.237293193645085e-07	2.948915548372584e-07	0.0006829685858984	0.0002339746360927	5.474413099378937e-08	4.664460918026263e-07	0.0001151853596312	-5.7830727660416365e-05	3.3443923866952844e-09	1.3267667507116404e-08	0.1023631285000008	0.0984012275000004	0.0919112538000008	0.0830599441999993	1
1.0309368601503572	6.882922643710145e-16	-0.0005632039020771	0.0550598847559632	-0.008372869798635	0.000338121584662	1.1432620572688421e-07	7.010494866493734e-05	0.0371050342294992	0.0550847256884607	0.0030343270041742	0.0013767835651693	-0.0883697961424319	-0.041350154389876	0.0017098352680673	0.0078092208702558	0.0001119602735923	0.00065499945791	4.290242895754461e-07	1.2535101954565856e-08	0.0004650096743703	-0.000217958911529	4.750608710687536e-08	2.1623399853470498e-07	0.0001709736102311	5.5788250601566864e-05	3.11232740396228e-09	2.9231974729819425e-08	0.102068713200001	0.0972403663000006	0.089361593700001	0.0786795521000005	1
0.9899379903435844	2.2377567686508027e-16	0.0257164538898197	-0.0591368109515717	-0.009684010871667	-0.0013111410730318	1.7190909131687094e-06	9.378006656345008e-05	0.0222994598084955	-0.014805574421005	0.0002192050339346	0.0004972659077495	-0.0483458188612796	0.0400239772811526	0.0016019187574023	0.0023373182013675	-0.0005540001932245	-0.000665960466817	4.43503343832029e-07	3.069162134780542e-07	0.0005309998953127	6.599022094222821e-05	4.354708566916126e-09	2.819608906740759e-07	1.4708653459496682e-07	-0.0001708265236968	2.9181701855043146e-08	2.3003608594401382e-14	0.1017451803000008	0.0959685520000006	0.0865825436000011	0.0739401632999991	1
0.7324119013535227	1.489334402132851e-16	0.2534615022564814	-0.0459768580081428	-0.0144713010971755	-0.0047872902255085	2.291814770345893e-05	0.0002094185554468	-0.008664227045628	-0.0309636868541227	0.0009587499035991	7.506883029823432e-05	-0.0323654877980465	0.0159803310632328	0.00025537098089	0.0010475248004049	-0.0007140333056423	-0.0001600331124165	2.561059640635996e-08	5.098435615356755e-07	0.0004409468374931	-9.005305782018149e-05	8.109553396507843e-09	1.9443411458650578e-07	0.0001496576928113	0.0001495106062767	2.2353421132874466e-08	2.2397424546215272e-08	0.1013926221000008	0.0945872358000008	0.0835812374000008	0.0688634023999995	1
0.3179130615791806	1.6304384652170986e-16	0.4062893120230131	0.844804476209605	-0.0109379328825993	0.0035333682145769	1.2484690939489992e-05	0.000119638375745	0.0343998166182481	0.0430640436638762	0.0018545118566845	0.0011833473833672	-0.0697734617799048	-0.0374079739818578	0.0013993565174279	0.0048683359687515	-0.0002830093762427	0.0004310239293999	1.857816273556071e-07	8.009430630367603e-08	0.0001519829602216	-0.0002889638772718	8.350012265947066e-08	2.3098820401693748e-08	0.0001230210477483	-2.6636645063179484e-05	7.095091923050582e-10	1.5134177449175205e-08	0.1010111391000007	0.0930979939000012	0.0803653793000007	0.0634724336000012	1
0.020046394079234	-3.4249694157517576e-16	0.411947698739143	-0.0559457553246296	-0.008328362022866	0.0026095708597327	6.809860070993855e-06	6.936161398508894e-05	-0.0287503769936714	-0.0631501936119196	0.0039879469532232	0.0008265841772792	-0.0438350648737766	0.025938396906128	0.0006728004340597	0.001921512912487	-0.0007230004555372	-0.0004399910792947	1.935921493103521e-07	5.227296587569833e-07	-3.048296869638979e-12	-0.0001519829632689	2.3098820692725573e-08	-6.779252641777725e-16	-1.7469648961273688e-11	-0.0001230210652191	1.5134182658323063e-08	5.859588750975976e-16	0.1006008401000003	0.091502525500001	0.0769432245000005	0.0577918547000006	1
-0.1142434890803697	-4.36365423522441e-16	0.5011331703919812	-0.2665467993058879	-0.0144361383356691	-0.0061077763128033	3.730493148775462e-05	0.0002084020900487	-0.0254733794690643	0.0032769975246091	1.0738712775091677e-05	0.0006488930615769	-0.0535220663834521	-0.0096870015096757	9.383799824800776e-05	0.0028646115899535	-0.000453016784332	0.000269983671206	7.289118233858101e-08	2.052242064592792e-07	0.0002009612119261	0.0002009612149745	4.038541033123327e-08	4.0385409113446433e-08	0.0001710455496324	0.0001710455671019	2.9256585732487314e-08	2.925657925428613e-08	0.1001618423	0.0898026510000009	0.0733235575000004	0.0518475847000002	1
-0.1447025662411254	-4.721197555061478e-16	0.3981553096627014	0.6419320414560972	-0.0053538482872573	0.0090822900484128	8.248799252379961e-05	2.866369148310937e-05	-0.0110308498316428	0.0144425296374216	0.000208586662327	0.0001216796480083	-0.0819497200266304	-0.0284276536431781	0.0008081314916567	0.0067157566124424	-0.0007270001426667	-0.0002739833583352	7.506688078135713e-08	5.285292077874861e-07	0.0002249998590815	2.403864715464322e-05	5.778550227894839e-10	5.0624937705171275e-08	8.180699862161612e-08	-0.0001709637426339	2.92286022157085e-08	8.383763137436815e-15	0.0996942707999999	0.0880003101000008	0.0695156700000006	0.0456667462000007	1
