trial_type.cpu_game_play	trial_type.cpu_opponent_screen	trial_type.cpu_outcome_loss	trial_type.cpu_outcome_win	trial_type.human_game_play	trial_type.human_opponent_screen	trial_type.human_outcome_loss	trial_type.human_outcome_win	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	intercept
2.906757294694834e-06	0.00023704302023	-2.4286439076313183e-08	1.1927889516442635e-06	1.2109455252728863e-09	4.2651603557132565e-10	-1.4387746930541933e-12	-5.023420813969474e-10	-0.0428373504742445	1.4234290713651662e-16	-4.474430746249236e-16	0.001835038595654	-0.0241561757831894	-9.192976664101387e-17	3.257559883628992e-16	0.000583520828468	0.177097228017037	-1.156973665522948e-17	-3.777803170996861e-17	0.0313634281713167	0.0048961843088957	-3.3283971789015443e-16	-2.3879883381411863e-16	2.397262078806576e-05	0.0004278979053788	2.976212505582121e-16	-4.219204239195332e-17	1.83096617021366e-07	0.0015904624440995	-2.648544166000046e-16	5.368295125529351e-17	2.529570786422704e-06	0.0741242415000005	0.0741221709000007	0.0741187200000013	0.0741138888000011	0.0741076775000008	0.0741000861000011	0.0740911147000008	0.0740807636000009	0.0740690330000007	0.0740559230000008	1
-9.922989349720837e-06	-0.0005674491591165	7.4358922272051e-08	-2.018094530173496e-06	-3.024121769070504e-09	1.5167821858055735e-09	1.755255097446557e-12	1.4205845796490111e-09	-0.0263880541938451	0.0164492962803996	0.0002705793481204	0.0006963294041368	-0.0154549211645753	0.0087012546186141	7.571183193837153e-05	0.0002388545882028	0.0877009512683284	-0.0893962767487087	0.0079916942965316	0.0076914568533672	0.0038931839061127	-0.0010030004027836	1.006009808484977e-06	1.5156880927204628e-05	0.0006250483651424	0.0001971504597641	3.8868303576108025e-08	3.906854585412992e-07	0.0010502910788261	-0.0005401713652736	2.917851044447386e-07	1.1031113502020385e-06	0.0741187200000009	0.074100086100001	0.0740690330000011	0.074025565900001	0.0739696922000007	0.0739014212000011	0.073820764300001	0.0737277351000011	0.0736223491000009	0.0735046240000012	1
3.1587497599545194e-05	0.0012697217701725	-2.1928516085538026e-07	2.2411592387567943e-06	7.365560614659291e-09	-1.0884933892308714e-08	8.405250791400754e-13	-3.9225005541673825e-09	-0.0336830194933672	-0.0072949652995221	5.32165187209917e-05	0.0011345458021906	-0.0299283627835504	-0.0144734416189752	0.000209480512298	0.0008957068989035	0.1670213575395648	0.0793204062712371	0.0062917268510338	0.0278961338743563	0.003849901931344	-4.328197476846558e-05	1.8733291280934792e-09	1.482174488184359e-05	0.00089262647017	0.0002675781050273	7.159804216755812e-08	7.967820155503833e-07	0.001362788815697	0.0003124977368711	9.76548354623969e-08	1.857193355816767e-06	0.0741076775000008	0.0740559230000009	0.0739696922000012	0.0738490253000011	0.0736939785000008	0.0735046240000011	0.0732810499000009	0.0730233602000009	0.0727316751000007	0.072406130100001	1
-9.601040151700314e-05	-0.0028035598986278	6.276324920055618e-07	2.3302247230184464e-06	-1.7419348944369838e-08	4.6278594447580445e-08	-1.6602164174949118e-11	1.05975274600923e-08	-0.0262863336747757	0.0073966858185914	5.471096109893193e-05	0.0006909713380612	-0.0167173022217491	0.0132110605618012	0.0001745321211676	0.0002794681935729	0.1506603090772782	-0.0163610484622864	0.000267683906785	0.0226985287312587	0.0040467496660809	0.0001968477347365	3.874903063415603e-08	1.6376182861056372e-05	0.0004996283106711	-0.000392998159499	1.544475533006085e-07	2.496284483248556e-07	0.0010504923898419	-0.0003122964258555	9.752905793021442e-08	1.1035342610137903e-06	0.0740911147000007	0.0739896947000009	0.0738207643000013	0.0735844775000011	0.0732810499000008	0.0729107584000011	0.072473940900001	0.0719709959000008	0.0714023823000006	0.0707686190000011	1
0.0002826624169908	0.0527860917961109	-1.7514766711968416e-06	-2.7913696925542977e-05	3.970928217918461e-08	-1.6590590550795756e-07	8.08322535435653e-11	-2.804383947980024e-08	-0.0263207000043338	-3.436632955812263e-05	1.1810446052614904e-09	0.0006927792487177	-0.0176842406630721	-0.0009669384413232	9.34969949668414e-07	0.0003127323678291	0.0634946186589388	-0.0871656904183388	0.0075978575861056	0.0040315665986424	0.0028245851890173	-0.0012221644770639	1.4936860091530323e-06	7.978281489827159e-06	0.0007969854556578	0.0002973571449873	8.84212718067513e-08	6.351858168197443e-07	0.0010503782088063	-1.1418103545712929e-07	1.2669875744424336e-14	1.1032943813402442e-06	0.0740690330000011	0.073901421200001	0.0736223491000011	0.073232237600001	0.0727316751000009	0.072121416500001	0.0714023823000011	0.0705756569000011	0.0696424873000008	0.0686042807000011	1
-0.0007902427479843	0.3004507228468497	4.778460748318164e-06	0.0001322956447773	-8.614408728867978e-08	5.442878773938818e-07	-3.065581471932218e-10	7.269693960716859e-08	-0.046072325855236	-0.0197516258509018	0.0003901267237539	0.0021226592097123	-0.0179551840545854	-0.0002709433915128	7.341032152906082e-08	0.0003223886344337	0.076775540416182	0.013280921757243	0.0001763828827219	0.0058944836061943	0.0027714229498181	-5.3162239198842005e-05	2.8262233447122083e-09	7.680785167299163e-06	0.0011079613825187	0.0003109759268611	9.670602733519784e-08	1.2275784257673698e-06	0.0010494654074738	-9.12801332358855e-07	8.33285301954939e-13	1.101377640920756e-06	0.0740414339000013	0.0737911285000011	0.073374579600001	0.0727927255000008	0.0720468770000012	0.0711387146000007	0.0700702842000013	0.0688439928000011	0.067462603200001	0.0659292275000009	1
0.0019965999990038	0.4027473074055297	-1.276424231687594e-05	-0.0004788472833609	1.7350864167686217e-07	-1.6877025564673414e-06	1.038308343539858e-09	-1.8446482050552137e-07	-0.0460575862820476	1.473957318892248e-05	2.1725489919780938e-10	0.0021213012541297	-0.0165727269529866	0.0013824571015985	1.911187638156756e-06	0.0002746552786579	0.0655053782906194	-0.0112701621255621	0.0001270165543363	0.0042909545849945	0.0034572434058783	0.0006858204560603	4.703496975874882e-07	1.195253196868827e-05	0.0007781646070979	-0.0003297967754207	1.0876591351702798e-07	6.055401556354658e-07	0.0006721566688608	-0.0003773087386129	1.4236188501375385e-07	4.517945870691906e-07	0.0740083194000014	0.073658849700001	0.0730776219000009	0.0722664649000008	0.0712279308000013	0.0699652874000007	0.0684825072000014	0.0667842558000012	0.0648758763000009	0.0627633734000009	1
-0.0030571939838297	0.2610252658503899	3.3403386449636464e-05	0.0012886860262237	-3.065668310016752e-07	5.025389358068927e-06	-3.28868496413971e-09	4.5736563415695845e-07	-0.0460612543254383	-3.668043390527317e-06	1.3454193834091259e-11	0.002121639150034	-0.0166573155416212	-8.458858863495641e-05	7.155229670678612e-09	0.0002774661610527	0.1237840673446326	0.0582786890540141	0.0033964055978543	0.0153224953283787	0.0030828147020259	-0.0003744287038523	1.4019685418796804e-07	9.503746487912453e-06	0.0006958507496386	-8.231385745930489e-05	6.775571422211612e-09	4.842082657678641e-07	0.0005509289647048	-0.0001212277041554	1.469615673823176e-08	3.035227237735845e-07	0.0739696922000008	0.0735046240000009	0.072731675100001	0.0716540830000008	0.0702763613000011	0.0686042807000006	0.0666448450000011	0.0644062613000009	0.0618979062000007	0.0591302861000006	1
0.0996310803162918	0.1076597517888161	-8.565260416214056e-05	0.0027505852903277	3.933404845686909e-07	-1.4497128693807102e-05	9.947882121348778e-09	-1.1046166483399103e-06	-0.0384468668072213	0.0076143875182173	5.797889727753447e-05	0.0014781615672931	-0.0047384593602679	0.011918856181353	0.000142059132672	2.245299710857044e-05	0.0727374223311623	-0.0510466450134716	0.0026057599671311	0.0052907326073796	0.0042643242800783	0.001181509578052	1.3959648823043918e-06	1.818446156775642e-05	0.0006966460764213	7.953267827746424e-07	6.323073286431514e-13	4.853157558009399e-07	0.0005360175982461	-1.4911366458145108e-05	2.2234906746717124e-10	2.873148654838272e-07	0.0739255550000009	0.073328497500001	0.072336971100001	0.0709563095000009	0.0691939402000009	0.0670593437000008	0.064564003000001	0.0617213417000009	0.0585466519000006	0.0550570117000008	1
0.2990254869805226	0.0192162119585813	0.0002148510340071	0.1423426394786653	7.972328608291888e-08	4.073368431659858e-05	-2.9061623474818812e-08	2.5852701993136504e-06	-0.0405417352871364	-0.0020948684799149	4.388473948020635e-06	0.0016436323000933	-0.0181221771003091	-0.0133837177400413	0.0001791239005457	0.0003284133028547	0.0280807961009772	-0.0446566262301857	0.0019942142662623	0.0007885311096617	0.0018517958527231	-0.0024125284273556	5.820293412874752e-06	3.429147879399224e-06	0.0003560699506499	-0.0003405761257713	1.1599209805524933e-07	1.2678580954186752e-07	0.0011551698112884	0.0006191522130429	3.833494627502049e-07	1.334417293230388e-06	0.0738759111000012	0.0731305226000012	0.071893774400001	0.0701739761000008	0.0679826830000009	0.0653346182000008	0.062247573900001	0.058742291800001	0.0548423236000006	0.0505738731000007	1
