img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-21138_run-03	mni152	0.919510207408011	88.49988234371324	11.500117656286768	7.695563209767077
sub-21187_run-03	mni152	0.9135517312875804	89.3869187697801	10.613081230219915	8.422334365561799
sub-22767_run-02	mni152	0.8970955905728215	86.87834933599228	13.121650664007722	6.620992401077776
sub-21138_run-01	mni152	0.9175555728180744	88.58678919072544	11.413210809274565	7.761776302137374
sub-21134_run-03	mni152	0.9048984521156562	86.00228412532897	13.997715874671036	6.144022703086201
sub-21469_run-02	mni152	0.9296979209140028	89.9524604398698	10.04753956013021	8.952685371532299
sub-22605_run-01	mni152	0.8972298993649656	89.28784379592693	10.712156204073063	8.335188742111246
sub-21469_run-01	mni152	0.931313542843386	90.46735771593957	9.532642284060428	9.49027090497358
sub-22610_run-01	mni152	0.9269968307871105	90.17013156734308	9.829868432656923	9.173076138819788
sub-21156_run-01	mni152	0.9234882849032429	89.80296632238523	10.197033677614762	8.806773534496307
sub-21748_run-01	mni152	0.9235456516640814	89.69487001206774	10.305129987932261	8.703904765597734
sub-21509_run-01	mni152	0.8999785839016836	87.48718852091474	12.51281147908526	6.9918090484418
sub-21787_run-02	mni152	0.925015834599764	88.4748636439297	11.525136356070313	7.676686931112083
sub-21509_run-02	mni152	0.9048709932993901	87.48134572069843	12.51865427930157	6.988079051383398
sub-22932_run-02	mni152	0.9126465137324664	88.999391519147	11.000608480853002	8.090406241986885
sub-21160_run-03	mni152	0.8836566000310766	80.68648779308678	19.313512206913224	4.177722152690864
sub-22737_run-02	mni152	0.8977804074320604	87.08093545250203	12.91906454749797	6.740498519249752
sub-21163_run-01	mni152	0.9195410350816828	89.43461863710507	10.56538136289492	8.464873681814732
sub-21755_run-03	mni152	0.926424564265619	90.96016802327482	9.03983197672518	10.062152510961443
sub-21272_run-03	mni152	0.9162125818404815	86.86713610920049	13.13286389079951	6.614485372840649
sub-22741_run-02	mni152	0.8984282032453016	86.3436071675731	13.656392832426894	6.322577874484654
sub-21793_run-03	mni152	0.9090602314931526	85.46166392344354	14.538336076556451	5.8783662362334095
sub-21502_run-03	mni152	0.9197062827441113	89.54373845288778	10.456261547112218	8.563647537835138
sub-21156_run-02	mni152	0.926573057541674	90.49701869631127	9.502981303688731	9.523013442232433
sub-21349_run-03	mni152	0.8944528058918754	85.84321966167509	14.156780338324907	6.0637530293016075
sub-21565_run-01	mni152	0.9130728280333561	87.23420688802898	12.765793111971021	6.833434172313649
sub-22844_run-01	mni152	0.8920793819828522	85.21423911239108	14.785760887608914	5.763263707571801
sub-21346_run-03	mni152	0.9260658325249502	89.85713601991002	10.142863980089977	8.859148283590892
sub-22897_run-02	mni152	0.91431471178107	87.37827686410287	12.62172313589712	6.922848482992987
sub-21173_run-01	mni152	0.8823806717737184	82.19644294810803	17.80355705189197	4.616855087358684
sub-21187_run-01	mni152	0.9158351418869208	88.62679924956073	11.373200750439278	7.792599567552487
sub-22953_run-02	mni152	0.9039422895642941	84.96241442987447	15.037585570125533	5.650003721253319
sub-21303_run-02	mni152	0.9144755051203985	86.76404545696735	13.235954543032646	6.555178561159353
sub-21602_run-02	mni152	0.8975759920059311	85.50482097893509	14.495179021064914	5.898845461285881
