trial_type.English-English-Abstract-Novel	trial_type.English-English-Abstract-Repeat	trial_type.English-English-Concrete-Novel	trial_type.English-English-Concrete-Repeat	trial_type.English-Spanish-Abstract-Novel	trial_type.English-Spanish-Abstract-Repeat	trial_type.English-Spanish-Concrete-Novel	trial_type.English-Spanish-Concrete-Repeat	trial_type.Spanish-English-Abstract-Novel	trial_type.Spanish-English-Abstract-Repeat	trial_type.Spanish-English-Concrete-Novel	trial_type.Spanish-English-Concrete-Repeat	trial_type.Spanish-Spanish-Abstract-Novel	trial_type.Spanish-Spanish-Abstract-Repeat	trial_type.Spanish-Spanish-Concrete-Novel	trial_type.Spanish-Spanish-Concrete-Repeat	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
-4.87430457401887e-05	1.5253002276697167e-09	-5.3751647157590647e-11	2.445160015112193e-14	3.15266369612471e-06	3.2733178090134624e-12	3.983799661347861e-05	-1.1603519347062444e-14	0.0005751320695028	-8.441261095974569e-12	-1.6919512306501976e-16	1.562119792651852e-16	-0.0001128043841783	-1.3289839559904568e-06	2.124801705160452e-11	2.793710967873472e-17	0.1197690000000021	-9.443674375548174e-16	-2.792831562029226e-15	0.0143446133609992	-0.098414500000001	3.82524200215991e-16	-8.613968797007826e-16	0.0096854138102523	0.4129680000000066	-9.292751075910697e-16	-5.3034246098792866e-15	0.1705425690240118	0.0003412870000005	-2.5772229499055576e-16	-7.834842638696717e-16	1.1647681681592137e-07	-0.0003020489999995	2.239178496332197e-16	-5.838507077407623e-16	9.12335993900088e-08	0.0003313400000005	7.857382369448374e-16	-4.9028628621686097e-17	1.0978619527039749e-07	0.0999969158000025	0.0999876632000012	0.0999722430000012	0.0999506560000019	0.0999229036000013	1
0.0001960573821017	-4.311830829937588e-09	1.6966259073686668e-10	-5.2383930648895245e-14	-7.3282284204519825e-06	-8.49939027601976e-12	-0.0001123657540138	2.4970529472281118e-14	0.0154935414300027	2.144530779899944e-11	-1.157407173395091e-16	2.8384963158868603e-16	0.0003114156336064	3.1990377285875853e-06	-5.2722675652008716e-11	-1.51929043595928e-16	0.0361768999999993	-0.0835921000000055	0.0069876391824179	0.0013087680936081	-0.1122870000000025	-0.0138725000000008	0.0001924462562478	0.0126083703690069	0.1913270000000044	-0.2216410000000045	0.0491247328810051	0.036606020928999	0.0005902410000001	0.0002489539999991	6.197809257021823e-08	3.483844373449189e-07	-0.000567710999998	-0.0002656620000002	7.057629730126818e-08	3.222957797101814e-07	0.0001326190000008	-0.0001987210000004	3.9490035996779425e-08	1.7587798882743456e-08	0.0999722430000014	0.0998889875000015	0.0997502796000008	0.0995561965000019	0.0993068457000019	1
0.0160627831067404	1.1927263382518249e-08	-5.130852709490283e-10	1.005887581864383e-13	1.6360300309265525e-05	2.164056771771516e-11	0.0003110431248603	-5.3972110794300203e-14	0.2213383857355772	-5.334750110874136e-11	-1.2987653057805995e-16	-1.2207030445732155e-16	-0.0008247090152601	-7.470887602779802e-06	1.2769011265572612e-10	2.682193471895894e-16	0.0419706	0.005793700000002	3.356695968874772e-05	0.0017615312643589	-0.0668214000000027	0.0454656000000038	0.0020671207833632	0.0044650994979626	0.1064760000000022	-0.0848510000000013	0.0071996922009993	0.0113371385759977	0.0003687980000009	-0.0002214430000005	4.90370016620613e-08	1.3601196556512838e-07	-0.0018101600000029	-0.001242449000004	1.54367952657008e-06	3.2766792243551896e-06	0.0002977940000011	0.000165175	2.7282781324906476e-08	8.86812673502083e-08	0.0999229036000016	0.0996917334000013	0.0993068457000009	0.0987688341000019	0.0980785280000015	1
0.2226266320441361	-3.234557756961735e-08	1.5019862828263894e-09	-1.6448672633993408e-13	-3.4513333340796846e-05	-5.3972986199222076e-11	-0.0008256915139389	1.0563024391556538e-13	0.4070939210180608	1.2958405252109284e-10	4.511185646760001e-17	2.104250220438617e-17	0.0020087726304928	1.6781563242687842e-05	-3.004504136705022e-10	-1.7528727980632425e-15	0.0338940000000007	-0.0080766	6.523146755772694e-05	0.0011488032360002	-0.0447366000000016	0.0220848000000015	0.0004877383910388	0.0020013633795602	-0.036667400000001	-0.1431434000000018	0.0204900329635623	0.0013444982227596	0.000745417	0.0003766190000002	1.418418724253991e-07	5.556465019727506e-07	-0.0011042300000035	0.0007059300000031	4.983371655827336e-07	1.2193238918193187e-06	0.0001326190000009	-0.0001651750000006	2.7282780213861694e-08	1.758779912559956e-08	0.0998489097000012	0.0993960955000013	0.098642925700001	0.0975916762000015	0.0962455236000014	1
0.4072455467087988	8.60804383717933e-08	-4.282144420896401e-09	1.5517179872470357e-13	6.628604783294103e-05	1.3147734992383838e-10	0.0020138354158631	-1.7643886157637106e-13	0.3114519553235768	-3.059706844667699e-10	2.4127139721175463e-16	2.349445013152462e-16	-0.0035001260709604	-3.571834153929236e-05	6.814343502809601e-10	6.798901960842073e-15	0.0241584000000002	-0.0097356000000005	9.478190735920028e-05	0.0005836282905596	-0.0537888000000039	-0.0090522000000002	8.194232484033335e-05	0.0028932350054422	0.0415885999999994	0.078256000000002	0.0061240015359988	0.0017296116499596	0.0007739020000011	2.8485000000761292e-05	8.113954444718516e-10	5.989243042225675e-07	-0.001104230000002	8.239440091891778e-16	-3.34573480862266e-15	1.2193238913685505e-06	0.0002839760000001	0.0001513569999998	2.2908941689443025e-08	8.064236950034701e-08	0.0997502796000008	0.0990023658000018	0.0977599938000005	0.0960293686000013	0.0938191336000017	1
0.3106340034310452	-2.2485337936525483e-07	1.193426460761082e-08	3.326665769430319e-13	-9.948743985796558e-05	-3.1149133249512627e-10	-0.0034686767023983	1.877262943963693e-13	0.1462415856795152	6.970465715223607e-10	2.2075148214776184e-16	1.8202497107713572e-16	0.0954818994001395	6.964231093518078e-05	-1.4695586820800664e-09	-1.88240555919519e-14	0.0422498000000012	0.0180914000000019	0.0003272987539602	0.0017850456000399	-0.0447261000000024	0.0090627000000012	8.213253128930879e-05	0.002000424021211	-0.0077004100000007	-0.0492890100000004	0.002429406506779	5.929631416699041e-05	0.0003687979999996	-0.0004051040000008	1.6410925093992886e-07	1.360119645637145e-07	-0.0006573770000002	0.0004468530000015	1.996776028155429e-07	4.321445195549274e-07	0.0002297110000003	-5.426500000102327e-05	2.944689669933848e-09	5.2767145122373254e-08	0.0996270376000013	0.0985109326000019	0.0966600102000008	0.0940880769000014	0.0908143174000015	1
0.1455706554332508	5.762014812085156e-07	-3.258758803660914e-08	-2.8352445650454308e-12	6.618843853582165e-05	7.126582493346706e-10	0.0965152468527876	2.5062815815764344e-13	0.037337270959849	-1.5125531151625396e-09	5.17528661603231e-16	-1.5885009928469524e-16	0.3505252706811323	-0.0001085225266128	2.934427987959158e-09	5.6556631281433974e-14	0.042256000000002	6.200000000317432e-06	3.843963817238462e-11	0.0017855695360006	-0.0447186000000022	7.500000000043034e-06	5.624969065265236e-11	0.0019997531859612	-0.0180944000000011	-0.0103939899999993	0.0001080350281192	0.0003274073113595	0.000368797999998	8.098606931526503e-16	-5.232261066128101e-16	1.360119652719225e-07	-0.0007854160000003	-0.0001280390000003	1.6393984504748008e-08	6.168782919245392e-07	0.000132619000001	-9.709200000097494e-05	9.426855516083798e-09	1.758780020338072e-08	0.0994792142000011	0.0979222811000013	0.0953454172000013	0.0917754626000016	0.0872496007000014	1
0.0369653096766638	-1.4466164293253289e-06	8.72911181373291e-08	1.2527768388938326e-11	-8.375861329332889e-05	-1.5555480910582147e-09	0.3515002090450521	-2.629901217589994e-12	-0.0164492100088545	3.050013384078127e-09	6.704957985998136e-16	-1.389850970100194e-16	0.3833727017900206	8.94906069228048e-05	-5.096593260267778e-09	-1.625332369153705e-13	0.0361821000000014	-0.0060739000000001	3.689226120940597e-05	0.0013091443604106	-0.0447438000000022	-2.5199999999886897e-05	6.350400416328636e-10	0.0020020076384409	0.0416420000000004	0.0597364000000013	0.0035684374849594	0.0017340561639983	3.0089599997506773e-05	-0.0003387083999998	1.147233794161519e-07	9.053853243002322e-10	-0.0007689020000005	1.6514000000786245e-05	2.727111079416897e-10	5.912102835395147e-07	0.0001326190000008	-5.141123526580464e-16	-9.212555246448638e-16	1.7587799672255663e-08	0.0993068457000011	0.0972369920000008	0.0938191336000013	0.0891006524000019	0.0831469612000015	1
-0.0166085906965691	3.5498543302009825e-06	-2.2947650109813157e-07	-4.5832752090566206e-11	0.0186859357684608	3.1655981367319483e-09	0.3827680663727432	1.2029847353678734e-11	-0.0354835266550787	-5.400225458462834e-09	3.6977013248955476e-16	-8.862035877080524e-17	0.2214579760799604	-0.0001432077843674	6.174779151358109e-09	4.591873027203874e-13	0.021634400000001	-0.0145477000000007	0.0002116355752899	0.00046804726336	-0.0163020000000001	0.0284418000000017	0.0008089359872401	0.0002657552039968	-0.0834478000000018	-0.1250898000000014	0.0156474580640422	0.0069635353248407	7.282729999787401e-05	4.273770000015765e-05	1.8265096326947306e-09	5.303816661297357e-09	-0.000678226000001	9.06760000000764e-05	8.222136556957448e-09	4.599905048358904e-07	-0.000112929	-0.0002455479999997	6.029382001361868e-08	1.2752958157577725e-08	0.0991099747000017	0.0964557418000008	0.0920845480000019	0.0860742027000016	0.0785316931000017	1
-0.0355189934913897	-8.481492265711105e-06	5.918710812989924e-07	1.5257047943944636e-10	0.2306042494246247	-5.703859163937361e-09	0.2207762367482086	-4.466002019634842e-11	-0.0349632539140781	6.954107747028071e-09	3.1004467204728007e-16	-1.307013886187829e-16	0.0821517766467719	0.0191612692166496	3.318125500194649e-09	-1.2655012211983338e-12	0.0105387000000003	-0.0110957000000008	0.0001231145584891	0.00011106419769	-0.0196963000000008	-0.0033943000000006	1.1521272490290725e-05	0.0003879442336896	0.0239838999999989	0.1074317000000027	0.0115415701648902	0.000575227459209	0.001384640000004	0.0013118127000025	1.7208525611651823e-06	1.9172279269761863e-06	-0.0001814189999991	0.0004968070000015	2.4681719582474775e-07	3.291285486977769e-08	0.0001326189999996	0.0002455480000012	6.029382117847688e-08	1.7587799716001146e-08	0.0988886499000021	0.0955793015000012	0.090145511700002	0.0827080574000017	0.0734322509000012	1
