trial_type.ex_stim	trial_type.in_feel	trial_type.in_prep	trial_type.in_stim	exstim_arouscent	exstim_valcent	instim_arouscent	instim_valcent	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
-9.729074914403134e-06	2.513362901352464e-09	-1.374220001599944e-08	5.3769386395172336e-08	7.100009224536135e-06	-3.42350244076353e-05	-8.263146042740022e-08	-8.457174696780055e-08	0.0143930688443276	-3.1893183863483655e-17	-2.849700650685773e-16	0.000207160430758	-0.2616465319996112	1.8385834149120719e-16	-3.5622177650354756e-16	0.0684589077074108	-0.1624947032978603	1.752597720127219e-16	-4.817477164945865e-16	0.0264045285998615	-0.0046553288556525	-6.082293712414898e-16	-1.0878076873368111e-15	2.1672086760041515e-05	-0.0012628774085449	1.407910330607552e-15	-2.096765876670979e-15	1.5948593537178835e-06	-0.0004849422618213	5.7521085514053535e-16	-5.21661246116427e-16	2.3516899960500686e-07	0.0842138855999967	0.0842099662999963	0.0842034341000018	0.0841942893000003	0.0841825323000019	0.0841681633000008	0.0841511828000019	1
2.243624349796583e-05	-1.1240808986667756e-08	5.271500748397813e-08	-1.8218709994507442e-07	-1.6432573363156342e-05	7.904625548963183e-05	2.800445318713093e-07	2.867617337206408e-07	0.0288160973526764	0.0144230285083491	0.0002080237513524	0.0008303674666391	-0.1403080331712389	0.1213384988283677	0.014723031297924	0.0196863441723777	-0.1082240715544881	0.0542706317433715	0.0029453014698243	0.0117124496638319	-0.0037129645979231	0.0009423642577299	8.880503932101207e-07	1.378610610992457e-05	-0.0008267012172704	0.0004361761912752	1.902496705022134e-07	6.834349011042861e-07	0.0001069660148275	0.0005919082766481	3.503554143489821e-07	1.1441726419026509e-08	0.0842034341000004	0.084168163300001	0.084109389600002	0.0840271294000019	0.0839214056000017	0.0837922478000015	0.0836396921000018	1
-4.952402128334284e-05	4.1240930085917354e-08	-1.7978429075743286e-07	5.776424270702328e-07	3.645183255343586e-05	-0.000174774460216	-8.880405961050362e-07	-9.096319328862208e-07	0.0137853808943623	-0.0150307164583151	0.0002259224372507	0.000190036726402	-0.1676303240436159	-0.0273222908723774	0.0007465075785142	0.0280999255389649	-0.1158778417500843	-0.0076537701955953	5.858019820608794e-05	0.0134276742086584	-0.0043360245680359	-0.0006230599701107	3.882037255721604e-07	1.8801109060899043e-05	-0.0008259486106784	7.526065929297904e-07	5.671614935214093e-13	6.821911066421259e-07	-2.579062219697568e-05	-0.0001327566370251	1.7624323532412257e-08	6.651549712215083e-10	0.084182532300003	0.0840845780999998	0.0839214056000023	0.0836931413000012	0.083399962300002	0.0830420959000014	0.0826198197000021	1
0.0001024065552743	-1.3724536667601674e-07	5.724425280072596e-07	-1.7499701137598695e-06	-7.59384271173049e-05	0.0003623210127092	2.6906113204091822e-06	2.7566678363879004e-06	0.0133955453736689	-0.0003898355206932	1.51971732294598e-07	0.0001794406358587	-0.22574537601594	-0.0581150519723232	0.003377359265746	0.0509609747925747	-0.1519705351542839	-0.0360926934042	0.0013026825171685	0.0230950435550813	-0.0025201205105066	0.0018159040575293	3.297507547674309e-06	6.351007385927805e-06	-0.0010342012751377	-0.0002082526644602	4.336917141802357e-08	1.0695722799425895e-06	-0.000238303873898	-0.0002125132517012	4.516188268228959e-08	5.6788735922210256e-08	0.0841511827999997	0.0839592521999976	0.083639692100002	0.0831929883000007	0.0826198197000018	0.0819210577000008	0.0810977646000018	1
-0.00018272361602	4.300466429141852e-07	-1.739555214238627e-06	5.1224602172526e-06	0.0001372125155844	-0.0006492919597528	-7.8765410092832e-06	-8.071384255488798e-06	0.0107983691149228	-0.0025971762587462	6.745324518654278e-06	0.0001166047755423	-0.2128138044406742	0.0129315715752653	0.0001672255434057	0.0452897153605103	-0.1349142125077878	0.0170563226464967	0.0002909181422209	0.0182018447365978	-0.0032450857936469	-0.0007249652831423	5.255746610055448e-07	1.053058180947343e-05	-0.000927224735767	0.0001069765393716	1.1443979919085088e-08	8.5974571149896e-07	-0.0001710054209398	6.72984529595656e-05	4.529081155154146e-09	2.9242853464437736e-08	0.0841093895999989	0.0837922477999981	0.083264563800002	0.0825276632000008	0.0815833979000017	0.0804341403000008	0.0790827782000018	1
0.0002443080517956	-1.2916439336447385e-06	5.104282092700086e-06	-1.4582012814013795e-05	-0.0001902748007169	0.0008792662520432	2.242358466915672e-05	2.298177633204939e-05	0.0167154848482912	0.0059171157333687	3.5012258601913934e-05	0.0002794074337138	-0.2096789337938144	0.0031348706468605	9.827413972057367e-06	0.0439652552769056	-0.1212942129910387	0.013619999516749	0.0001855043868363	0.0147122861051164	-0.0024780814099998	0.0007670043836473	5.882957246978531e-07	6.140887473615413e-06	-0.0009137766500452	1.3448085721764128e-05	1.8085051367875107e-10	8.349877674244424e-07	-0.0001811325578577	-1.0127136918771515e-05	1.0255816808503118e-10	3.2809002788926745e-08	0.084057157799999	0.0835836477999983	0.0827964395000021	0.0816984872000008	0.0802939117000018	0.0785879844000009	0.0765871080000018	1
-0.0004316640912748	3.755154896366502e-06	-1.4559550996047354e-05	4.053224771024216e-05	0.0003675366813781	-0.0016047810541809	-6.23325968670341e-05	-6.389280363939616e-05	0.0228753077153682	0.0061598228670769	3.79434177537052e-05	0.0005232797030727	-0.1733837180305106	0.0362952157633039	0.0013173426873044	0.0300619136780796	-0.1034817217216994	0.0178124912693393	0.0003172848452202	0.0107084667304879	-0.0028321091442665	-0.0003540277342669	1.253356360399224e-07	8.020842206176926e-06	-0.0008951724913554	1.8604158690310828e-05	3.461142076179577e-10	8.013337898168825e-07	-0.0002327681620144	-5.1635604157263215e-05	2.666234344479242e-09	5.418101735254349e-08	0.0839944938000002	0.0833335557999998	0.0822358422000021	0.0807071064000012	0.0787553609000017	0.0763908356000011	0.0736259234000016	1
0.0229637914089317	-1.0628354120662456e-05	4.054123843104124e-05	-0.0001103549662081	-0.0177289104722025	0.0823918851629608	0.0001697192611174	0.0001739887497016	0.0203688221806299	-0.0025064855347386	6.282469735419796e-06	0.0004148889170259	-0.1706677570860818	0.0027159609444281	7.376443851024481e-06	0.0291274833087897	-0.0910568327351197	0.0124248889865798	0.0001543778663289	0.0082913467877519	-0.0015031316881149	0.0013289774561525	1.766181080016485e-06	2.2594048688690005e-06	-0.0008257533118154	6.94191795398303e-05	4.819022149126463e-09	6.818685326374708e-07	-0.0003281209156217	-9.535275360769969e-05	9.092146799004596e-09	1.076633360408851e-07	0.083921405600001	0.0830420958999997	0.0815833979000019	0.079555489000001	0.0769725181000017	0.073852506700001	0.0702172231000018	1
0.2463219620314215	2.939293121925253e-05	-0.0001105580863395	0.0002949100267585	-0.1879683387411994	0.8801820808868941	-0.0004535782123627	-0.0004650425279194	0.0211135557142235	0.0007447335335938	5.54628036006142e-07	0.0004457822348972	-0.1496337546032747	0.0210340024828074	0.0004424292604463	0.022390260516669	-0.0863678323204549	0.0046890004146643	2.198672488864762e-05	0.0074594024597348	-0.0020841073180877	-0.0005809756299729	3.3753268221815944e-07	4.343503312948958e-06	-0.0008257462960782	7.0157376140001324e-09	-6.212518512960756e-16	6.818569463536868e-07	-0.0002448604596179	8.326045600399277e-05	6.932302308096196e-09	5.995664555105e-08	0.0838379021000019	0.0827094127000006	0.0808398353000014	0.0782459216000016	0.0749509135000016	0.0709843346000011	0.0663817260000016	1
0.4240525018112545	-7.967362765509825e-05	0.0002959166738734	-0.0007561813337004	-0.3210633632511531	1.511130155652292	0.0011630988352172	0.0011926623789502	0.0187699635547035	-0.0023435921595203	5.492424210123252e-06	0.0003523115318451	-0.2091236698641463	-0.0594899152608704	0.003539050017746	0.0437327092974416	-0.1059678216865186	-0.0195999893660641	0.0003841595831496	0.0112291792329872	-0.0014851603405743	0.0005989469775129	3.587374817166262e-07	2.205701234423056e-06	-0.0006841442122704	0.0001416020838084	2.0051150388905172e-08	4.680533041445809e-07	-0.0004800083960702	-0.0002351479364529	5.5294552383482026e-08	2.3040806337992067e-07	0.0837439936999998	0.0823356714999981	0.0800059850000008	0.0767810042000012	0.0726968178000014	0.0677991292000005	0.0621427452000018	1
