trial_type.decision	trial_type.loss	trial_type.win	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
0.0009751436928	0.0001194378410193	-1.461103857124022e-07	-2.1285558565283392e-05	9.848967747713775e-16	-1.260296884867492e-15	4.5307576569859265e-10	-0.0028100137230207	-4.572913157555007e-16	-1.0520489347751545e-15	7.896177123436701e-06	-0.0019113099848208	5.5098439106128685e-16	-1.0930751654854201e-15	3.6531058585196497e-06	0.0004919999522321	9.383659859880726e-16	-5.119091038575664e-16	2.420639511556158e-07	1.6499296098488262e-08	-4.92159141509761e-16	-3.9741717813411556e-16	6.250969449508356e-16	6.699998332891568e-05	3.1144707064052236e-16	4.590590641015335e-16	4.488999206011382e-09	-5.198708310007855e-15	1.0118954793949902e-15	-1.587853173064716e-15	5.110054164214058e-16	-1.6572134798475289e-15	-6.687731053719993e-16	1
0.0002350729725138	-0.0003588004982019	1.7600973851461985e-07	0.0055570085881786	0.0055782941467454	3.111736558718528e-05	3.088034444907005e-05	0.0743650291892242	0.0771750429122449	0.0059559872485063	0.0055301575663134	0.1136531955725667	0.1155645055573904	0.0133551549447274	0.0129170488638555	-0.000569999948995	-0.0010619999012256	1.127843790671407e-06	3.248999438709975e-07	0.0001560000004752	0.000155983501179	2.4330852378085376e-08	2.433599996770149e-08	4.4451357637588537e-08	-6.695553197037286e-05	4.4830430089088965e-09	3.66391560183075e-15	-4.723851222743284e-15	6.634918859488344e-16	-1.4885579672481574e-15	2.7385976873680026e-17	-1.62837246109833e-15	-4.520416952932687e-16	1
0.0882434636757574	0.0009215372752355	1.0895133664462596e-07	2.6583232156044947e-05	-0.0055304253560286	3.0585604617943615e-05	7.066667464900153e-10	0.0098860029911094	-0.0644790261981155	0.0041575448194564	9.773305514021872e-05	0.1181640247855707	0.0045108292130044	2.03475801888672e-05	0.0139627367535239	9.199996987069391e-05	0.0006619999188602	4.382438921066861e-07	8.463990107625233e-09	0.0006419994023134	0.0004859994018425	2.3619541891028443e-07	4.121632325550931e-07	-2.9352504101520097e-08	-7.380386597712914e-08	5.0801434392733115e-15	-9.465643426440765e-16	0.0829014594000015	0.0828978361000025	0.0828917973000023	0.0828833433000016	0.0828724743000018	0.0828591905000014	1
0.3776070067234982	-0.0001696213003101	-1.7647486849617236e-06	-0.0001534558533647	-0.0001800390855208	3.241407215705386e-08	2.3548697440313905e-08	0.1157121938811671	0.1058261908900565	0.0111991826782989	0.0133893118127929	0.1390876721573728	0.0209236473718027	0.0004377990193393	0.0193453805461557	-0.0013149099898865	-0.0014069099597573	1.9793956366653693e-06	1.7289882826121022e-06	0.0007806530820131	0.0001386536796981	1.922484175724269e-08	6.09419234954907e-07	-0.0002319871284973	-0.0002319577759937	5.38044102571131e-08	5.381802717418594e-08	0.0828917973000016	0.0828591905000022	0.0828048553000021	0.0827288059000014	0.0826310624000015	0.0825116503000017	1
0.5844169842069648	0.0703951348158151	8.50816655431537e-06	0.0055525242652269	0.0057059801185918	3.255820911388051e-05	3.0830525713635826e-05	0.0170793782913707	-0.0986328155897969	0.0097284323111707	0.0002917051628192	0.1615689937533631	0.0224813215959909	0.0005054098207024	0.0261045397424731	-0.0009048547562534	0.0004100552336343	1.6814529325901747e-07	8.187621292015284e-07	0.0006881907759748	-9.246230603943672e-05	8.5492772018902e-09	4.736065441642627e-07	-0.0004216885561661	-0.000189701427669	3.5986632344709566e-08	1.7782123953693562e-07	0.0828724743000019	0.0827819173000024	0.0826310624000024	0.0824200193000014	0.0821489419000017	0.0818180275000021	1
0.4915268980451667	0.19151504775337	-3.2214166336939075e-05	-0.0002251542618548	-0.0057776785270825	3.338156916204763e-05	5.0694440032525845e-08	0.0703344435173399	0.053255065225969	0.0028361019722213	0.0049469339448935	0.1386806819296284	-0.0228883118237357	0.0005238748181403	0.0192323315404652	-0.0006728546747475	0.000232000081506	5.3824037011785016e-08	4.527334119120988e-07	0.000548678460161	-0.0001395123158139	1.9463685718647853e-08	3.01048052262538e-07	-0.000529815740602	-0.0001081271844352	1.1691487971103266e-08	2.807047217336023e-07	0.0828434924000015	0.0826660526000026	0.0823706009000023	0.0819575592000017	0.0814275172000013	0.080781231500002	1
0.282053860108336	0.1982911287947588	0.0001099896534936	-1.2138148136247751e-05	0.0002130161137184	4.537586411054329e-08	1.4733297575293894e-10	0.0807938026589188	0.010459359141577	0.000109398193651	0.0065276385480881	0.1579397015796358	0.0192590196500077	0.0003709098378796	0.0249449493350631	-0.001567903743649	-0.0008950490689026	8.011128363842417e-07	2.458322151949707e-06	0.0004658303146589	-8.284814550217306e-05	6.8638142147993975e-09	2.169978812042997e-07	-0.0004216348073936	0.000108180933209	1.1703113801485812e-08	1.7777591206111138e-07	0.0828048553000018	0.0825116503000021	0.0820237440000021	0.0813422879000018	0.0804688899000013	0.0794056109000019	1
0.1121072703417591	0.12634045054844	-0.0003410747639655	-0.0121424469580521	-0.0121303088099166	0.0001471443918244	0.0001474390181288	-0.0172856818188347	-0.0980794844777516	0.0096195852754213	0.0002987947959419	0.1665564625787833	0.0086167609991465	7.424857011690183e-05	0.0277410552267565	-0.0001509909103534	0.0014169128332958	2.007641979702303e-06	2.2798251240712176e-08	-0.0005060028646383	-0.000971833179297	9.444597329715536e-07	2.5603890020826e-07	3.596181862834644e-05	0.000457596626023	2.0939467558180082e-07	1.2932507140783095e-09	0.0827565673000012	0.0823187824000026	0.0815908556000025	0.0805753525000016	0.0792758524000014	0.0776969356000014	1
0.103580824155366	0.0577211225453901	0.0008734756493516	-0.0084454657605451	0.0036969811975072	1.3667669974629895e-05	7.132589191206753e-05	0.1160366486620322	0.1333223304808672	0.0177748438048503	0.0134645038327159	0.2037259652046126	0.0371695026258299	0.001381571925452	0.0415042688985503	-0.0009000001587253	-0.0007490092483726	5.610148535228766e-07	8.100002849680619e-07	1.84503123221068e-08	0.0005060213149518	2.560575714650345e-07	6.10442177105565e-17	-4.099998891971097e-05	-7.696180754821898e-05	5.923119093734452e-09	1.6809979369951304e-09	0.0826986341000015	0.0820875389000021	0.0810723896000025	0.0796581830000008	0.0778518803000015	0.0756623723000013	1
0.3464043228438041	0.0143304078350323	0.0001476523109506	0.0027742089849738	0.0112196747455197	0.0001258811013951	7.69623549080107e-06	0.0310410057034438	-0.0849956429585903	0.0072242593219437	0.0009635440350807	0.1781183351869517	-0.0256076300176604	0.0006557507151208	0.0317261413297704	-0.0012319816483312	-0.0003319814896058	1.1021170821275173e-07	1.5177787829910197e-06	0.0004430532265054	0.000443034776192	1.962798125880292e-07	1.962961609589752e-07	-8.572715742107149e-05	-4.472716850162062e-05	2.0005191605858267e-09	7.349143792848288e-09	0.0826310624000018	0.0818180275000019	0.0804688899000022	0.078592489600001	0.0762011215000016	0.0733104548000014	1
0.5315389036545325	-0.0082666656006894	0.0725430869416367	0.0067666917264405	0.0039924827414668	1.5939918440215493e-05	4.578811691884465e-05	0.0918822140488103	0.0608412083453658	0.0037016526329236	0.0084423412585113	0.1351274373420918	-0.0429908978448605	0.0018482172975066	0.0182594243226396	-0.0008659556777181	0.0003660259706146	1.3397501022923434e-07	7.498792356853152e-07	0.0003181212540211	-0.0001249319724855	1.5607996784920748e-08	1.0120113191109813e-07	-0.0002798621599807	-0.0001941350025599	3.7688399907506465e-08	7.83228285546657e-08	0.0825538601000015	0.0815103739000023	0.0797809894000021	0.0773802591000012	0.0743283849000015	0.0706510477000016	1
0.4369905582301593	-0.0175862064473391	0.1913770219622395	0.0182278466450475	0.0114611549186075	0.0001313580720683	0.0003322543933121	0.0584685135756198	-0.0334137004731913	0.0011164753793112	0.0034185670797421	0.1859489380154286	0.0508215006733377	0.0025828249306906	0.0345770075490654	-0.0012959152280794	-0.0004299595503608	1.848652143834594e-07	1.6793962800165693e-06	0.0009901094015688	0.000671988147548	4.515680718790666e-07	9.803166278677313e-07	-0.0001738578302254	0.0001060043297561	1.1236917341508783e-08	3.0226544265456873e-08	0.0824670362000016	0.0811647215000025	0.0790094097000024	0.0760237518000013	0.0722391257000018	0.0676953056000018	1
0.2390073415613709	-0.018451641295744	0.1951724312640646	0.0120025456945573	-0.0062253009504908	3.875437192357168e-05	0.0001440611031475	0.0132654955277608	-0.045203018047858	0.0020433128406343	0.0001759733715969	0.1612073493203783	-0.0247415886950514	0.0006121462111547	0.0259878094749016	-0.0003949508750412	0.0009009643530388	8.117367662050493e-07	1.559861912916013e-07	0.0009760200086313	-1.4089392938845395e-05	1.985096829095872e-10	9.526150586248226e-07	-0.000100307249946	7.355058027898696e-05	5.409687572016191e-09	1.0061543307917089e-08	0.0823706009000013	0.0807812315000028	0.0781549600000026	0.0745254970000011	0.0699394302000018	0.0644556259000014	1
