trial_type.Face	trial_type.Hand	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-5.728757731276633e-16	-1.943440338975085e-11	-0.0091466778155618	-7.568421700025751e-16	-2.440932599842389e-15	8.366171506266716e-05	0.0081322209025816	4.354676060647542e-16	-1.4035804925408217e-15	6.613301680748489e-05	0.0046608903116537	3.4639525979363727e-16	-1.347709496433741e-15	2.1723898498061917e-05	-0.0002909999811587	-6.146114416972654e-17	-7.55148361443255e-16	8.468099042876632e-08	-2.1383144201399722e-08	-4.754757522125083e-16	-6.640965811011782e-16	3.244857067621484e-15	0.0001470000226148	-1.2386219376749485e-15	-9.136514501888558e-16	2.1609012851689616e-08	-8.829047100735333e-16	-9.928367248512196e-16	1.3997398623101105e-15	1.1846118741892153e-15	1
-2.166318837846092e-15	4.5176876319222206e-11	-0.0179051188926404	-0.0087584410770795	7.671029010049213e-05	0.000320593282558	-0.0336311553721634	-0.041763376274744	0.0017441795978649	0.0011310546116658	0.007505650011038	0.0028447596993853	8.092657745972318e-06	5.633478208892931e-05	0.0001929999974546	0.0004839999786134	2.3425598097594105e-07	3.7248998863915834e-08	1.9342826941671563e-10	2.1576571707921643e-08	-5.276754830680845e-16	4.281152815772744e-15	1.999999041086281e-06	-0.0001450000235754	2.1025007040084455e-08	4.004530026045728e-12	-7.845945833118879e-16	-1.0138566859867852e-15	7.693465825229829e-16	5.523013261140716e-16	1
-2.6444511010952624e-15	-1.0125616484861196e-10	-0.0086977326376399	0.0092073862550006	8.477596164857865e-05	7.565055303734843e-05	-0.033661791547759	-3.063617559370233e-05	9.385741165532535e-10	0.0011331162102037	-0.0012642672679735	-0.0087699172790114	7.691144907909022e-05	1.5983717260611555e-06	0.0002450002722792	5.200027482401212e-05	2.7040284153981823e-09	6.00251331946977e-08	-0.0001359991750612	-0.0001359993684905	1.849582753664537e-08	1.8495776959738053e-08	4.016806065711247e-06	2.0168070239932453e-06	4.0661050472047466e-12	1.6139810974468656e-11	-9.085384802277134e-16	-1.3556351507005978e-15	5.719314999699855e-16	5.219356816497263e-16	1
-2.6840537105535934e-15	2.1593778865339735e-10	-0.009351944492847	-0.0006542118552066	4.279931504146297e-07	8.74588657992777e-05	0.0559869986217501	0.0896487901695064	0.0080369055788564	0.0031345440146718	-0.0005215293289348	0.0007427379390362	5.516596460871363e-07	2.719928412328622e-07	-1.1998757986076114e-05	-0.0002569990302666	6.604850051018868e-08	1.4397386927476999e-10	-5.400027726348045e-05	8.199889779611218e-05	6.723818712523631e-09	2.9160361598492915e-09	4.599969199722776e-05	4.198288593772502e-05	1.7625624110228656e-09	2.1159725360871543e-09	0.0770362847000014	0.077033774200002	0.0770295900000019	0.0770237323000019	1
-2.7675472030791524e-15	-4.2702333309664036e-10	-0.0177808968572602	-0.0084289523644131	7.104723796251185e-05	0.0003161602930479	-0.0435965519330198	-0.0995835505547704	0.0099168835410954	0.0019006593404485	0.0042681432737262	0.004789672602661	2.294096363989892e-05	1.8217047005106583e-05	0.0002084941719121	0.0002204929298971	4.8617130740096334e-08	4.346982194753855e-08	-0.0004030032489444	-0.0003490029716828	1.2180307737798846e-07	1.624116195717149e-07	-2.8957865731097458e-05	-7.495755772860872e-05	5.618635046409303e-09	8.385581761179416e-10	0.077029590000002	0.0770069968000019	0.0769693463000016	0.0769166459000017	1
-2.831150475931437e-15	7.374040843505576e-10	-0.0178484446619506	-6.754780469001846e-05	4.562705676015606e-09	0.0003185669768502	-0.0609721026165041	-0.0173755506834819	0.000301909761553	0.0037175972974778	0.0069352910213198	0.0026671477475937	7.113677107451423e-06	4.8098261550549264e-05	0.0001350110947667	-7.348307714690827e-05	5.399761185753e-09	1.8227998841247923e-08	-0.0004029960752103	7.1737340917374615e-09	-8.122468348797806e-16	1.6240583816838316e-07	5.502749690078334e-05	8.398536263336572e-05	7.0535412188654735e-09	3.02802724814851e-09	0.0770162012000024	0.0769534513000013	0.0768489060000012	0.0767026221000016	1
-2.6826230058781896e-15	-9.042755886068387e-10	-0.0137305574463647	0.0041178872155858	1.6956995119870924e-05	0.0001885282077884	0.0430709916290953	0.1040430942455986	0.0108249654601996	0.0018551103199131	-0.0038742608142863	-0.0108095518356061	0.0001168464108864	1.5009896857762328e-05	-8.03627065869482e-06	-0.0001430473654242	2.0462547524639953e-08	6.45847645351877e-11	-0.0004029993898034	-3.3145941318263153e-09	-1.0230697227242885e-15	1.6240850948103353e-07	-0.0001800016507502	-0.0002350291476519	5.5238701823075523e-08	3.2400593304303415e-08	0.076996119300002	0.0768731563000017	0.0766683633000015	0.0763819583000019	1
-2.5917297279343204e-15	-3.484579465744241e-10	-0.0101627460112029	0.0035678114351616	1.2729278436182969e-05	0.0001032814064897	0.0157597083242276	-0.0273112833048693	0.0007459061957572	0.0002483684064641	-0.0038720102411607	2.250573125207627e-06	5.064881091171935e-12	1.4992463308076902e-05	-4.064883135320252e-06	3.9713875238096165e-06	1.5770457068414396e-11	1.6526223305553433e-11	-0.0004029991559779	2.3382564423646824e-10	-2.1176201906737999e-16	1.6240832086710506e-07	-0.0003220006797659	-0.0001419990290158	2.016372490628537e-08	1.0368443541689349e-07	0.0769693463000019	0.0767661397000019	0.0764278594000019	0.0759551005000021	1
-2.6947105543164266e-15	7.968714001531983e-09	-0.017678509555096	-0.0075157635438939	5.648670164808098e-05	0.0003125297000897	-0.090142909192338	-0.105902617516564	0.0112153643968611	0.0081257440776598	0.0229379623426448	0.0268099725838058	0.0007187746299451	0.0005261501164314	0.0005769182813306	0.0005809831644658	3.3754143747083974e-07	3.328347045206974e-07	-0.0005160913840763	-0.0001130922280989	1.2789851323489891e-08	2.663503182340549e-07	-0.00031585081024	6.149869526340508e-06	3.7820209203950327e-11	9.976173308461805e-08	0.0769358844000024	0.0766324388000017	0.0761275823000006	0.0754226420000013	1
-2.7713053872499758e-15	-3.8859385257022894e-08	-0.0176715578138551	6.951741241159599e-06	4.8326286014372674e-11	0.0003122839555685	-0.0183220597252643	0.0718208494670751	0.0051582344181722	0.0003356978725754	0.0205118916770951	-0.0024260706655495	5.885818874711784e-06	0.0004207377001723	0.0004719402807382	-0.0001049780005926	1.1020379847301892e-08	2.227276301817154e-07	-0.0006010466250252	-8.495524095014561e-05	7.217392304088653e-09	3.612570456912422e-07	-0.0001978581598464	0.0001179926503945	1.3922265410679632e-08	3.9147850965518225e-08	0.0768957364000027	0.0764720999000014	0.0757677670000013	0.0747853231000021	1
