trial_type.ChangeHandPosition	trial_type.Face	trial_type.Hand	trial_type.TouchingShoulder	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
4.559292994333759e-16	-2.240642785673488e-15	-1.9431946289669264e-11	-3.5663667037728805e-15	-0.0250856314866782	7.263109543928531e-16	-3.166818220368016e-15	0.0006292889070827	0.0247192619446705	-2.0612136913155694e-16	-1.5145888752310874e-15	0.0006110419110886	-0.0078599373852707	-1.879706191975067e-15	-1.5656775668369564e-15	6.177861570328594e-05	0.0005689999385422	1.3726043443152917e-15	-4.0302363362386925e-16	3.237609388143075e-07	-0.0001149998188597	5.774672415482373e-16	-9.925461839479974e-16	1.3224957146602422e-08	3.2790750573185526e-08	-2.082218976963406e-16	-2.284273134380932e-15	-2.4348535601373757e-15	-4.3525847430809966e-15	-1.7004790655420314e-15	-1.4793968752310238e-16	3.060114899248237e-16	1
-1.5009224308099096e-16	-3.961373358195926e-15	4.5186052724546495e-11	-2.5769087664567832e-15	0.0108548549685296	0.0359404864552071	0.0012917185666435	0.0001178278763878	0.0586771293208159	0.0339578673761447	0.0011531367567344	0.0034430055053329	-0.1304044999288277	-0.1225445625435569	0.0150171698089952	0.0170053336016854	-0.0026557812193941	-0.0032247811579373	1.0399213517819986e-05	7.053173886457544e-06	0.0006689025715664	0.0007839023904269	6.14502955723554e-07	4.474306499620353e-07	0.0008273899921703	0.0008273572014183	6.845199429742045e-07	6.845742019184687e-07	-3.679299098584637e-15	-7.899108533437541e-16	-3.114742501852659e-17	3.3145963817527705e-16	1
2.0683682625581448e-16	-3.248814677796921e-15	-1.0128356288247508e-10	-4.150587815332433e-15	0.0138700371234432	0.0030151821549116	9.091323424994384e-06	0.0001923779298077	-0.1215897059225011	-0.1802668352433165	0.0324961318886413	0.0147840565863201	0.0075347828339913	0.1379392827628171	0.0190272457291244	5.677295235945559e-05	-0.0039530332201226	-0.0012972520007258	1.6828627515195009e-06	1.562647163547813e-05	0.0020810678917139	0.0014121653201478	1.9942108955863265e-06	4.330843571527925e-06	0.0009831190680753	0.0001557290759026	2.4251542223998323e-08	9.665231065507948e-07	-3.773124319630963e-15	-1.0307130204792452e-15	5.856278332936457e-18	1.9122102771857984e-16	1
3.9573426595657815e-17	-3.761431305569569e-15	2.1606521937256863e-10	-4.863765618369955e-15	0.0084602478508083	-0.0054097892726345	2.9265819974666076e-05	7.157579370019477e-05	-0.0477895024933727	0.0738002034291312	0.0054464700261811	0.0022838365485634	-0.0005286772718831	-0.0080634601058741	6.501938887694198e-05	2.794996614249624e-07	-0.0056340022536669	-0.0016809690335422	2.82565689316903e-06	3.174198139532945e-05	0.0012886383074966	-0.0007924295842187	6.279446461675881e-07	1.660588686435543e-06	-4.387039312714022e-05	-0.0010269894612011	1.0547073622125973e-06	1.9246085145663917e-09	0.0774975635999998	0.0774949770000003	0.0774906660000015	0.0774846308000014	1
-1.6451426855880576e-16	-3.918497103582266e-15	-4.2747672334893307e-10	-4.0370698216935005e-15	0.0050186053267127	-0.0034416425240967	1.1844903262617595e-05	2.5186399425741613e-05	0.0313815878165407	0.0791710903099133	0.0062680615408597	0.0009848040538879	-0.1230746611156091	-0.1225459838437253	0.0150175181562305	0.0151473722087195	-0.007276010901756	-0.0016420086480897	2.69619239777342e-06	5.2940334642263205e-05	0.0008819835022278	-0.0004066548052688	1.653681309482595e-07	7.778948978207737e-07	-0.0001292931731122	-8.542277998499473e-05	7.297050771295982e-09	1.6716722715748125e-08	0.0774906660000008	0.0774673883000011	0.0774285971000014	0.0773743004000015	1
-1.6374197126219058e-16	-3.9710899730402585e-15	7.38919035950962e-10	-4.814688719500077e-15	0.0080896465688077	0.0030710412420943	9.431294309701152e-06	6.544238161157837e-05	0.008712750526713	-0.022668837289828	0.0005138761840722	7.591202174111787e-05	-0.1497134151479157	-0.0266387540323056	0.000709623216393	0.0224141066752496	-0.0080341066138918	-0.0007580957121381	5.747091086745169e-07	6.454686908413631e-05	0.000503202595078	-0.0003787809071504	1.4347497559811206e-07	2.532128491858025e-07	7.602342979067138e-05	0.0002053166029014	4.2154906661558096e-08	5.779563205722892e-09	0.0774768715000017	0.0774122206000017	0.0773045090000016	0.0771537967000014	1
-2.7721176481972813e-16	-4.063487895083855e-15	-9.089909322280472e-10	-4.592197818890457e-15	-0.0083146686215795	-0.0164043151903874	0.0002691015568676	6.91337142866198e-05	-0.0718662649497896	-0.0805790154765016	0.0064929777351623	0.0051647600378327	-0.0944583093161812	0.0552551058317342	0.0030531267204762	0.0089223721988705	-0.0079171285638211	0.0001169780500704	1.3683863952788403e-08	6.268092469619219e-05	0.0003373110683108	-0.0001658915267666	2.7519997859290914e-08	1.1377875675700212e-07	0.0003013410520891	0.0002253176222977	5.076803060700377e-08	9.08064327800191e-08	0.0774561813000016	0.0773294936000014	0.0771185011000015	0.0768234336000012	1
-2.8410521948007033e-16	-4.015866694956963e-15	-3.344468018266377e-10	-4.6169976369643444e-15	-0.0084576343614492	-0.0001429657398683	2.043920218524181e-08	7.153157899206869e-05	-0.0015225539540176	0.0703437109957732	0.0049482376766567	2.3181705423777748e-06	-0.0866494962421591	0.0078088130740218	6.097756162421972e-05	0.0075081351990195	-0.0075120989598813	0.0004050296039407	1.640489809821693e-07	5.643163078244611e-05	0.0003389316573814	1.6205890702903755e-06	2.62600744202693e-12	1.1487466750351865e-07	0.0001522748830605	-0.0001490661690294	2.2220721965329583e-08	2.3187642188753306e-08	0.0774285971000014	0.0772192369000012	0.0768707223000014	0.0763836815000014	1
-2.8781626017977922e-16	-4.0117246987589605e-15	7.928862042912972e-09	-4.517701088737549e-15	-0.0059638785015041	0.002493755859945	6.218818287608597e-06	3.556784678026731e-05	0.08195053876233	0.0834730927163466	0.0069677572076313	0.0067158908034373	-0.1621058853356785	-0.0754563890935189	0.0056936666550339	0.0262783180604614	-0.0074870334193609	2.506554052115505e-05	6.282801164524184e-10	5.605566942258396e-05	0.0003413036519176	2.371994535980962e-06	5.625452019857901e-12	1.1648818264615289e-07	-0.0002137240501424	-0.0003659989332035	1.3395521962968849e-07	4.5677968498663e-08	0.0773941216000016	0.0770814895000017	0.0765613712000014	0.0758351667000013	1
-2.092780485515209e-16	-4.015968237492967e-15	-3.8750453285479195e-08	-4.478871365135156e-15	-0.0019560941388331	0.0040077843626714	1.6062335496804742e-05	3.82630428102747e-06	0.020747916887105	-0.0612026218752254	0.0037457609244014	0.0004304760551543	-0.1471235933553187	0.0149822919803603	0.0002244690729842	0.0216453517217788	-0.0073780693261603	0.0001089640931999	1.1873174077150911e-08	5.443590698271951e-05	0.0003960016143833	5.469796246594175e-05	2.9918668407498673e-09	1.5681727866456677e-07	9.612039573466386e-07	0.0002146852541	4.608975837328127e-08	9.243099806156204e-13	0.0773527576000017	0.0769163006000018	0.0761906955000013	0.0751786701000013	1
