trial_type.Alternate	trial_type.Happy	trial_type.Movement	trial_type.Neutral	trial_type.Sad	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-1.0377328372779916e-06	-2.3898218229908862e-08	-2.69004040339982e-05	-3.703789155330669e-10	0.0002877075674793	0.0091236724105953	1.0634960810206328e-16	2.7643364379823053e-16	8.324139825544808e-05	-0.1134198071816142	4.1829772268052776e-18	-9.213861962703677e-16	0.0128640526611136	-0.0113303335689423	-3.558969621550285e-16	-1.4623452822791241e-15	0.0001283764587812	-0.0011098508829185	1.6420819849624202e-16	-8.044951895636422e-16	1.2317689835299123e-06	0.0008732898813902	1.5715395378968994e-16	-3.0788403011857773e-16	7.626352141031333e-07	0.0030859911072108	3.561218711444204e-16	-1.358372698730623e-15	9.523341114669889e-06	0.1117980110000022	0.111781847700001	0.1117549107000011	0.1117172025000011	1
2.539322872161503e-06	6.385340295650794e-08	5.337281896903107e-05	1.0945467332608171e-09	0.0192628791918407	0.0173572462895786	0.0082335738789835	6.779173882070747e-05	0.0003012739987574	-0.1962263081863696	-0.0828065010047534	0.0068569166086489	0.0385047640244538	0.0176513150364184	0.0289816486053599	0.0008399359558862	0.0003115689225151	-0.000585824617424	0.0005240262654928	2.7460352649557125e-07	3.431904793043788e-07	0.00126189059395	0.000388600712558	1.510105141562382e-07	1.592367872505941e-06	0.0020978736171851	-0.0009881174900259	9.763761747878286e-07	4.401073712443346e-06	0.1117549107000009	0.1116094882000005	0.1113672575000014	0.1110284288000013	1
-6.056090474933218e-06	-1.6766632861537188e-07	-8.475295337985297e-05	-3.149109519135797e-09	0.2549327604904568	0.0114244870698596	-0.005932759219719	3.519763195898433e-05	0.000130518904809	-0.0262800203373099	0.1699462878490596	0.0288817407536771	0.0006906394689282	0.0289541259895588	0.0113028109531402	0.0001277535354421	0.0008383414118192	-0.0013300273355968	-0.0007442027181738	5.5383768701918e-07	1.7689727157266117e-06	0.0010510742543783	-0.0002108163395737	4.4443527945265875e-08	1.1047570898642015e-06	0.0028996998423531	0.0008018262251695	6.429252968765257e-07	8.408259176529601e-06	0.1116687268000001	0.1112650350000011	0.1105932959000011	0.1096551279000013	1
1.3992834939711808e-05	4.32514820743064e-07	8.291722809199284e-05	8.857394990066695e-09	0.6662199474865942	0.0113082669737711	-0.000116220096089	1.3507109869231709e-08	0.0001278769019502	-0.1172132888897861	-0.0909332685524771	0.0082688593296354	0.0137389550923593	0.0381644213213425	0.0092102953317834	8.482954009876508e-05	0.0014565230547934	-0.0007989532015453	0.0005310741340532	2.8203973623186055e-07	6.383262186544469e-07	0.0014249115713545	0.0003738373169769	1.3975434063673037e-07	2.030372989149909e-06	0.0027385704299271	-0.0001611294124273	2.596268652071417e-08	7.499768000931076e-06	0.1115394925000001	0.1107490191000016	0.1094357105000014	0.1076057667000016	1
-3.102257745480866e-05	-1.0949612088143938e-06	-0.0002649045260403	-2.441831991922476e-08	0.971932947200688	-0.0032248773648876	-0.0145331443386585	0.0002112122843705	1.0399834015539791e-05	-0.0554707867283642	0.061742502161423	0.0038121365731518	0.003077008180263	0.0300850223832058	-0.0080793989381371	6.527668720159438e-05	0.0009051085717976	-0.0008258381574342	-2.6884955888019948e-05	7.228007544934828e-10	6.820086637743617e-07	0.0012507930623328	-0.0001741185090219	3.031725485207311e-08	1.564483285969832e-06	0.0029370225723166	0.0001984521423884	3.9383252986219145e-08	8.626101592577614e-06	0.1113672575000006	0.1100622363000019	0.1078985167000016	0.1048929802000018	1
6.45615468478274e-05	2.7152839505639766e-06	0.0216826295290312	6.608126898431933e-08	1.0897743955341144	0.0084224585912972	0.011647335956185	0.0001356604348767	7.093780872205325e-05	0.05661327525809	0.1120840619864505	0.0125628369513815	0.0032050629354492	0.0295563381807614	-0.0005286842024419	2.795069857384076e-07	0.0008735771266547	-0.0006509572217317	0.0001748809357033	3.0583341569850444e-08	4.237453053031461e-07	0.0013650690481863	0.0001142759858529	1.3058998700787586e-08	1.8634135079205143e-06	0.0028649480243789	-7.207454793937291e-05	5.194740526824181e-09	8.20792718452351e-06	0.1111520884000012	0.1092057454000025	0.1059870468000012	0.1015334935000015	1
-0.0001139243170162	-6.575270172458078e-06	0.2638355340494337	-1.756747160467444e-07	0.8810350380856123	0.0081226020704144	-0.0002998565208821	8.991393278110387e-08	6.597666439403247e-05	-0.1606282431572201	-0.2172415184153087	0.0471938773233886	0.0258014324997732	0.0205403982606214	-0.0090159399201409	8.128717264376457e-05	0.0004219079607041	-0.0005549389981994	9.601822353249511e-05	9.219498667938926e-09	3.079572932405478e-07	0.0013519109416643	-1.3158106523708813e-05	1.7313433357943435e-10	1.827663197921077e-06	0.0021278741967875	-0.0007370738275914	5.432778267984083e-07	4.527848597710076e-06	0.1108940680000003	0.1081808673000021	0.1037079311000016	0.0975480191000019	1
0.0001546866586636	1.547561530860174e-05	0.6754199810719124	4.588055319122998e-07	0.4505892916677396	0.0105753597411826	0.0024527576707674	6.016020191197937e-06	0.000111838233656	-0.1027694683025994	0.0578587748546235	0.0033476378276753	0.0105615636151981	0.0204611582836531	-7.923997696991762e-05	6.278974490761778e-09	0.0004186589983078	-0.0003477397197038	0.0002071992784962	4.293154049268819e-08	1.2092291194632564e-07	0.0014535861357012	0.0001016751940375	1.0337844530162792e-08	2.112912657760863e-06	0.0023927555952854	0.000264881398499	7.016215478206273e-08	5.72527934175764e-06	0.1105932959000014	0.1069891821000014	0.1010690755000022	0.0929611287000018	1
-0.0004366298692626	-3.514475095891251e-05	0.9772148412277992	-1.1764297719437634e-06	0.1132280678874567	0.0082808357637984	-0.0022945239773843	5.264840281606979e-06	6.85722409458954e-05	0.0876554331571553	0.1904249014597502	0.0362616430959558	0.0076834749619706	0.005065405318767	-0.0153957529648844	0.0002370292093555	2.565833104066405e-05	-0.0002481925836015	9.95471361006566e-05	9.909632067225112e-09	6.159955787874103e-08	0.0005621950113116	-0.0008913911243908	7.945781363924049e-07	3.160632273384259e-07	0.0024610762448228	6.832064953755795e-05	4.6677082757472155e-09	6.056896284684258e-06	0.1102498879000015	0.1056325273000028	0.0980796336000012	0.0878011021000016	1
0.0239932827452801	7.578604856521275e-05	1.0892463417115	2.9545770187322e-06	-0.0581389179065418	0.0167719740664441	0.0084911383026471	7.20994296756358e-05	0.0002812991140853	-0.2191798654060346	-0.3068352985631885	0.0941479004443631	0.0480398133994063	0.0067583383661194	0.0016929330473509	2.866022302536798e-06	4.567513746928366e-05	8.818185624123253e-05	0.000336374439843	1.131477640025869e-07	7.776039105594928e-09	-0.0005729721411109	-0.0011351671524225	1.2886044662168308e-06	3.2829707388434265e-07	0.0006360249294653	-0.0018250513153588	3.330812309107654e-06	4.045277085822702e-07	0.1098639765000006	0.1041129948000016	0.0947499750000016	0.0820997524000018	1
0.272879928430941	-0.0001436148818223	0.8720091995568442	-7.258126672571154e-06	-0.1149284638590447	0.007452304431638	-0.0093196696348076	8.685624210234335e-05	5.553684134100361e-05	0.0072392737319542	0.2264191391379903	0.0512656265679903	5.240708416513418e-05	0.0304007616394501	0.0236424232733319	0.0005589641782372	0.0009242063082582	-0.0002609549586427	-0.0003491368148844	1.218965148510154e-07	6.809748866671664e-08	0.0003736826783458	0.0009466548194602	8.961553483156636e-07	1.3963874371627638e-07	0.0024355538081451	0.0017995288786829	3.2383041938435955e-06	5.931922353811882e-06	0.1094357105000009	0.1024329276000017	0.0910916496000014	0.0758922305000014	1
0.6844938219879874	0.0002293009583687	0.4406823650434936	1.7392607550500837e-05	-0.1110238552733242	0.016690958754255	0.009238654322617	8.535273369335967e-05	0.000278588104137	-0.1117172131523745	-0.1189564868843303	0.0141506457718597	0.0124807357145315	0.0365928862060671	0.0061921245666173	3.834240664831012e-05	0.0013390393208908	-0.0008038863888814	-0.0005429314302408	2.947745409663184e-07	6.46233327093342e-07	0.0003992234416992	2.554076335437606e-05	6.523295304028622e-10	1.5937935410155457e-07	0.0019331601914834	-0.0005023936166634	2.523993440394242e-07	3.7371083262207593e-06	0.1089652549000004	0.1005949163000019	0.0871173473000014	0.0692168078000015	1
0.9823201499404508	-0.0006130126091977	0.1074096971064852	-4.045040471225773e-05	-0.0827978676388867	0.0166206644053959	-7.029434885993374e-05	4.941294170571713e-09	0.0002762464852773	0.0594109734044276	0.1711281865568005	0.0292848562342195	0.003529663760863	0.044185696997369	0.0075928107913028	5.765077571158495e-05	0.0019523758191444	-0.000542172516632	0.0002617138722499	6.849415092810103e-08	2.939510379060802e-07	-0.0003090757430779	-0.0007082991847772	5.016877340112635e-07	9.552781180538617e-08	0.0021219187279453	0.0001887585364618	3.5629781822809805e-08	4.50253908829394e-06	0.1084527911	0.098601794900002	0.0828408542000006	0.062114640400001	1
1.0883602802639545	0.0265583754631381	-0.060552420739159	9.024824296683963e-05	-0.0519896110609579	0.0141329489949846	-0.0024877154104103	6.188727963169181e-06	0.0001997402472948	-0.169219218238738	-0.2286301916431645	0.0522717645307907	0.0286351438213285	0.0211592816689376	-0.0230264153284334	0.0005302158028769	0.0004477152007454	-0.0004373085694534	0.0001048639471789	1.0996447260974069e-08	1.912387854924732e-07	-0.0003752233013293	-6.614755824984399e-05	4.375496748926825e-09	1.40792524620425e-07	0.0010184170435336	-0.0011035016844126	1.2177159659535274e-06	1.0371732718506391e-06	0.1078985167000001	0.0964566367000018	0.078277004400001	0.0546295156000014	1
0.8628146765210375	0.2820588535363575	-0.1153554707469931	-0.0001816271680059	-0.0284894596914208	0.0132307654403419	-0.0009021835546437	8.139351656360964e-07	0.0001750531541386	-0.0373718344950195	0.1318473837437197	0.0173837326000631	0.0013966540135222	0.0382129919051993	0.0170537102362628	0.0002908290328228	0.0014602327503478	-0.000732764480922	-0.0002954559114677	8.72941955890821e-08	5.36943785442373e-07	0.0002617613037594	0.0006369846050906	4.057493875167448e-07	6.851897862333964e-08	0.0020170931986797	0.0009986761551468	9.973540642561728e-07	4.0686649722394e-06	0.1073026454000009	0.0941627493000013	0.0734416290000012	0.0468075816000009	1
