bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-01_ses-01_task-viewFigure_run-03_bold	0.0007926119402985075	0.0016435723880597016	0	23.68386717473685	1.0705508558646626	1.0198774504511279	0.6395511268557825	481.3707275390625	0.08612120379198171	3	2.2388059701492535	3.4608988888888885	3.26723	3.6527	3.4627666666666665	0.0181933	-0.027209840714931488	0.07124415785074234	134	64	64	30	3.0298509202905475	2.0	3.0	3.0	3.0	9.520133754170937	9.194346256214374	55.63615417480469	26.30596923828125	55532.0	19.582088470458984	217.24664154052715	67.63924407958984	-0.6566082377451767	240.27010470252225	621.7579956054688	621.328369140625	37087.0	306.8873046875	956.4260803222655	205.06619262695312	59.40628027217463
sub-01_ses-01_task-viewFigure_run-06_bold	0.000972537313432836	0.0019184932835820897	0	24.349554535338346	1.0715210792481205	1.0249105071428564	0.6401793679199946	473.4338684082031	0.10255399410646342	3	2.2388059701492535	3.466714444444445	3.2699766666666665	3.653	3.4771666666666667	0.022948	-0.026469402015209198	0.07125037908554077	134	64	64	30	3.018634413489677	2.0	3.0	3.0	3.0	9.104715850861384	9.316053632469911	56.389583587646484	26.53731346130371	55493.0	19.746267318725586	220.58954467773415	68.7874984741211	-0.6589145593774481	241.64753392124402	622.7095336914062	622.212646484375	37154.0	306.93505401611327	958.4365264892577	206.12110900878906	55.81443948671222
sub-01_ses-01_task-viewFigure_run-09_bold	0.0007371641791044777	0.002702844776119403	0	24.33110955609022	1.044807636466165	1.0006950533082708	0.6402320828782725	464.3640441894531	0.1106975129210909	12	8.955223880597014	3.491328888888889	3.328186666666667	3.6765333333333334	3.4692666666666665	0.0257499	-0.02605743147432804	0.07038435339927673	134	64	64	30	3.016774717284265	2.0	3.0	3.0	3.0	9.366135994912074	9.714360455591843	56.77406692504883	26.813432693481445	55472.0	19.656715393066406	220.40149230957022	69.17655181884766	-0.6666263930031056	243.14676383491872	623.7285766601562	623.1417846679688	37063.0	307.3358154296875	960.7357849121095	206.55615234375	49.15222447924316
sub-01_ses-01_task-viewFigure_run-12_bold	0.0009714179104477613	0.0019069820895522387	0	23.656472758195488	1.0572615322556393	1.022945132406015	0.6407922758847301	465.41925048828125	0.09741488260388736	8	5.970149253731344	3.4485477777777778	3.25441	3.618	3.4732333333333334	0.0216538	-0.026973266154527664	0.07118118554353714	134	64	64	30	3.0323155881096016	2.0	3.0	3.0	3.0	9.001733676739484	9.459888851361185	57.160011291503906	26.738805770874023	55666.0	19.850746154785156	223.31156539916992	69.79533386230469	-0.6588685309177413	240.7568550280436	622.7953491210938	622.73876953125	36985.0	307.94775390625	957.4984985351563	205.3646240234375	56.018481905572116
sub-01_ses-01_task-viewFigure_run-15_bold	0.0013265671641791044	0.0027279135074626862	0	24.18657586834586	1.0623018769172938	1.0272299189473681	0.6405528893549177	462.9017333984375	0.1194794297026124	14	10.447761194029852	3.468602222222222	3.2719066666666667	3.6310000000000002	3.5029	0.0337635	-0.026110947132110596	0.07039003819227219	134	64	64	30	3.03168501814804	2.0	3.0	3.0	3.0	9.10849175448191	9.448823516123658	57.034461975097656	26.776119232177734	55667.0	19.850746154785156	223.05073852539053	69.72798156738281	-0.6591690440204965	240.93948820232941	621.8624877929688	621.1529541015625	36946.0	307.98693084716797	956.0540924072266	204.88426208496094	49.47445534635335
sub-01_ses-01_task-viewRandom_run-01_bold	0.0007832885906040267	0.0015652057046979864	0	23.844158817027033	1.0603212219594595	1.012661516689189	0.6392112431507189	482.2285461425781	0.09825999730021681	0	0.0	3.4538999999999995	3.2415333333333334	3.6420999999999997	3.478066666666667	0.00512646	-0.027285339310765266	0.0703948587179184	149	64	64	30	3.02976356078723	2.0	3.0	3.0	3.0	9.36886593888437	9.034918331343103	54.89340591430664	26.127517700195312	55420.0	19.51677894592285	214.4328903198239	66.643798828125	-0.6445347192780715	238.7636355202025	618.785400390625	618.8255004882812	37220.0	304.7436218261719	951.3261718749997	204.24603271484375	60.69922773167491
sub-01_ses-01_task-viewRandom_run-02_bold	0.0007835570469798657	0.001573658322147651	0	23.932772146621623	1.06567225527027	1.0115481589189195	0.6394530663358743	485.8423767089844	0.09369007469457556	3	2.0134228187919465	3.4552177777777775	3.25602	3.6458999999999997	3.4637333333333333	0.0248844	-0.027377204969525337	0.0712444856762886	149	64	64	30	3.0380789369559364	2.0	3.0	3.0	3.0	9.454088864849354	9.094619674950225	55.56407928466797	26.214765548706055	55576.0	19.597314834594727	217.44630432128906	67.7022933959961	-0.650987541634263	238.97757853137816	621.5460815429688	621.3355712890625	37091.0	306.8724822998047	955.328857421875	204.51318359375	60.18794458638877
sub-01_ses-01_task-viewRandom_run-04_bold	0.0007362162162162162	0.001802746013513514	1	24.32303041993197	1.0586990005442178	1.0039653843537404	0.6400930152318572	476.94415283203125	0.09814234260339974	4	2.7027027027027026	3.441987777777778	3.2550633333333336	3.6288	3.4421	0.0190901	-0.026261642575263977	0.07111134380102158	148	64	64	30	3.0285598021636173	2.0	3.0	3.0	3.0	8.964085192906568	9.276282900351184	55.98148727416992	26.39189338684082	55515.0	19.594594955444336	220.28378295898438	68.2562026977539	-0.6587647506029444	239.93112594821793	620.4234008789062	619.8243408203125	37168.0	306.79087524414064	954.6686279296875	204.65701293945312	57.47698498982936
sub-01_ses-01_task-viewRandom_run-05_bold	0.0009330872483221475	0.002106385503355705	0	24.056827132905415	1.0571548127027028	1.007119601486486	0.6398392464924584	467.7361145019531	0.09559725967199957	5	3.3557046979865772	3.469375555555555	3.2890599999999997	3.6511333333333336	3.4679333333333333	0.0131931	-0.026177071034908295	0.0709683820605278	149	64	64	30	3.0314922529238872	2.0	3.0	3.0	3.0	9.45437622253907	9.621989084384632	56.25716781616211	26.697986602783203	55499.0	19.63691349029541	219.3127578735351	68.4154281616211	-0.6607221562472758	241.08705616911578	622.6419067382812	622.60400390625	36996.0	307.4882507324219	956.8355712890625	205.37594604492188	53.914149791002274
sub-01_ses-01_task-viewRandom_run-07_bold	0.0009614093959731543	0.0018451069798657719	0	24.037075970540535	1.0618287368918922	1.0122470752702704	0.6397413642644045	473.7825012207031	0.09560641507897824	6	4.026845637583893	3.4737666666666662	3.299633333333333	3.6747	3.4469666666666665	0.0176895	-0.02594916522502899	0.07044655084609985	149	64	64	30	3.026941217831148	2.0	3.0	3.0	3.0	9.368509370266125	9.413031553920394	56.55013656616211	26.570470809936523	55598.0	19.657718658447266	221.5503387451172	69.11099243164062	-0.6583110859937911	241.4452642307585	623.6897583007812	623.28857421875	37021.0	308.1073913574219	958.7852172851562	205.910888671875	56.17281747900415
