trial_type.Familiar	trial_type.Literal	trial_type.Novedoso	trial_type.Pregunta	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
-4.527251315928028e-16	0.0015092401689641	-2.4209864732736314e-16	6.808212115412011e-07	-0.0119078050244779	-3.5919642387225304e-17	-1.4242979629722345e-15	0.0001417958204992	0.0419183282346689	3.5678462302870795e-16	-1.32003426701166e-15	0.0017571462419904	-0.0871091385473201	5.869765849820673e-16	-9.925457594808825e-16	0.0075880020184542	-8.839207212430612e-05	-3.067942637240366e-16	-3.3361630528986784e-16	7.8131579988415e-09	-0.0012079356501129	1.302914216753087e-15	-1.8390909565180826e-15	1.459108540509079e-06	-0.0014770547508961	1.0668862911888486e-15	-2.4510212200292355e-15	2.1816907431684683e-06	0.0940698146000028	0.0940629980000026	0.0940516374000015	0.0940357334000017	0.0940152866000005	0.0939902982000005	1
-4.533112470931126e-16	-0.0017894327722673	-7.021610982900245e-18	-1.80339672340969e-06	-0.0329474651840954	-0.0210396601596167	0.0004426672996319	0.0010855354620565	0.0760316455838822	0.0341133173492119	0.0011637184205709	0.0057808111301916	-0.0417948230428777	0.0453143155044422	0.0020533871896358	0.001746807233184	-0.0001129627401795	-2.457066805355793e-05	6.037175147339844e-10	1.2760578754844317e-08	-0.0007470057568848	0.0004609298932278	2.1245636568559589e-07	5.580175996535711e-07	9.995762290364975e-05	0.0015770123737988	2.486968037216424e-06	9.991526115233254e-09	0.0940516374000024	0.0939902982000026	0.0938880956000016	0.0937450743000016	0.0935612964000009	0.0933368417000005	1
2.6271530703324788e-15	0.1043532679644045	9.54808964202156e-17	4.686661943176846e-06	-0.0329707297701011	-2.3264586004491358e-05	5.412388418086887e-10	0.001087069021573	0.0712574311465217	-0.0047742144373622	2.2793123493031963e-05	0.0050776214935998	-0.0006090231299384	0.0411857999129388	0.0016962701144686	3.7090917213515913e-07	-0.0007825504237557	-0.0006695876835752	4.483476667846352e-07	6.123851637152926e-07	-0.0009399583068837	-0.0001929525500006	3.723068676970669e-08	8.835216195102337e-07	-0.0001068681926642	-0.0002068258155721	4.2776917644338575e-08	1.1420809628323909e-08	0.0940152866000019	0.0938449546000024	0.0935612964000014	0.0931646546000016	0.0926555082000009	0.0920344720000003	1
-9.526495075555887e-15	0.4642673302968016	8.092507277622345e-16	-1.1941364195543692e-05	-0.0245644341185181	0.0084062956515829	7.066580658051982e-05	0.0006034114235626	0.0425691094206382	-0.0286883217258824	0.0008230198034499	0.001812129076867	0.0330587023334081	0.0336677254633464	0.0011335157378752	0.0010928777999692	-0.0016140892797325	-0.0008315388559765	6.914568695775743e-07	2.605284199215167e-06	-0.0012938923153553	-0.0003539340084709	1.2526928166633037e-07	1.6741573286606414e-06	-0.0001350440759211	-2.8175883256227852e-05	7.938798053226051e-10	1.8236900280433065e-08	0.0939607692000005	0.0936270796000019	0.0930718080000016	0.092296268300002	0.0913022960000012	0.0900922435000008	1
3.4353323596690155e-14	0.8445072812554089	9.439953302770517e-16	2.978790114855515e-05	-0.0248028649371164	-0.0002384308185982	5.684925338613692e-08	0.0006151821090885	0.0460267236205115	0.0034576141998752	1.1955095954705676e-05	0.0021184592872393	0.0070422446797113	-0.0260164576536974	0.0006768560688462	4.959321012850724e-05	-0.0007399876992153	0.0008741015805174	7.640535731228191e-07	5.475817945051859e-07	-0.0007510124343309	0.0005428798810252	2.947185658960235e-07	5.640196752797337e-07	3.3222124569501884e-05	0.0001682662004888	2.8313512488985723e-08	1.103709496390867e-09	0.0938880956000001	0.0933368417000017	0.0924204815000015	0.0911425995000019	0.0895081943000011	0.0875236594000011	1
-1.0376437265319065e-13	1.0367053480878397	1.2028458335822317e-15	-7.259295300073609e-05	-0.03817778971464	-0.0133749247775229	0.0001788886128022	0.0014575436274969	0.0811197003239958	0.0350929767034842	0.0012315170139151	0.0065804057806536	0.0436050047041645	0.0365627600244522	0.0013368354206055	0.0019013964352507	0.000536108115666	0.001276095814883	1.6284205283154714e-06	2.87411910600446e-07	-0.0008479318173426	-9.691938301278292e-05	9.393365827087797e-09	7.189883665142066e-07	0.0002547269868934	0.0002215048623228	4.9064401769673263e-08	6.488583995977217e-08	0.0937972800000003	0.0929744652000011	0.0916084496000018	0.0897072141000016	0.087281866700001	0.084346577400001	1
3.181655444229273e-13	0.8715068783142722	9.12974635049523e-16	0.0001719445573127	-0.0174055270838819	0.0207722626307589	0.0004314868948011	0.0003029523730661	0.0723437765908288	-0.0087759237331688	7.701683736999075e-05	0.005233622011422	-0.000356064783686	-0.0439610694878509	0.001932575630516	1.267821296589209e-07	-0.0003773768295083	-0.0009134849451747	8.344547466271325e-07	1.4241327121460474e-07	-0.0010110456643855	-0.0001631138470425	2.6606124963839545e-08	1.0222133363391245e-06	0.000244309549088	-1.0417437806694618e-05	1.0852079255423583e-10	5.968715815039209e-08	0.0936883399000011	0.0925402301000017	0.0906371242000019	0.0879945489000018	0.0846340639000012	0.0805830858000007	1
-9.255943160428402e-13	0.4632209910677766	4.823517211770599e-16	-0.0003830100465075	0.0123296667263888	0.0297351938102696	0.0008841817509355	0.0001520206815842	0.0582651816739743	-0.0140785949168541	0.0001982068348327	0.0033948313955002	-0.0328987181312634	-0.0325426533475767	0.0010590242869003	0.0010823256546793	-0.0003051902432926	7.218658621568219e-05	5.2109023300814435e-09	9.314108373675529e-08	-0.0005283907022406	0.0004826549621467	2.3295581120727107e-07	2.7919673274575805e-07	-0.0007180807255145	-0.0009623902746036	9.261950441736568e-07	5.156399285390943e-07	0.0935612964000019	0.0920344720000021	0.0895081943000017	0.0860098976000017	0.0815775718000008	0.0762593499000004	1
2.633718087499603e-12	0.1333401912899562	1.2544090787701106e-16	0.0007866601144819	-0.0260420918630899	-0.0383717585894803	0.0014723918572527	0.0006781905486042	0.0502994744082613	-0.0079657072657123	6.345249224206643e-05	0.0025300371257476	0.0483027391190966	0.0812014572503598	0.0065936766595832	0.0023331546064082	-0.0013809927950929	-0.0010758025517998	1.1573511308703495e-06	1.9071410985410208e-06	-0.0013920095082362	-0.0008636188059964	7.45837443867584e-07	1.9376904770459598e-06	1.2038800826252678e-05	0.0007301195263422	5.33074523267659e-07	1.44930871711912e-10	0.0934161739000004	0.0914575819000022	0.0882236230000013	0.0837593946000019	0.078127149900001	0.0714054299000003	1
-7.320429310089528e-12	-0.0411839363435557	8.560461305868883e-19	-0.0017857756377722	0.005649420184313	0.0316915120474044	0.0010043519358526	3.191594841841523e-05	0.0430289459911664	-0.0072705284170948	5.286058346308862e-05	0.0018514901931116	0.0408330363425217	-0.0074697027765754	5.579645956971687e-05	0.0016673368569503	0.0007499331393179	0.0021309259344116	4.540845340102911e-06	5.623997149904856e-07	-0.0001707945494351	0.0012212149588018	1.4913659845090923e-06	2.9170775742187224e-08	-0.0007849361049085	-0.0007969749057347	6.351690014094704e-07	6.161246887898199e-07	0.0932530005999995	0.0908100055000026	0.0867856440000009	0.0812499962000019	0.074299459900001	0.0660550721000001	1
