trial_type.break	trial_type.food	trial_type.nonfood	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
2.6807566362481083e-16	0.0010119447481657	-2.292215593941644e-15	-0.0819630000000016	2.1095059340920844e-16	-1.460714953376896e-16	0.0067179333689998	-0.0055947900000002	-1.2244945172220814e-16	-3.696073884546844e-16	3.1301675144342936e-05	-0.3591590000000032	5.359949125692182e-16	-7.682464084728621e-16	0.1289951872810022	-0.0022999900000022	1.5602421347394261e-16	1.760314010825151e-16	5.2899540010767264e-06	0.0020822600000004	5.1313871960745495e-16	-5.06339568479809e-16	4.335806707485644e-06	0.0005787709999996	8.621385380867228e-17	-2.228847900864873e-16	3.349758706809702e-07	0.073520799700002	0.0735188119999989	0.0735154993000009	0.0735108616000005	0.0735048990000004	0.0734976116000004	0.0734889995000009	0.0734790629000008	1
-2.72417561500831e-16	0.0068340974419371	-2.3202967015336473e-14	-0.083738700000003	-0.0017757	3.153110490008174e-06	0.0070121698776895	-0.0085965700000004	-0.0030017800000001	9.01068316804682e-06	7.39010157652016e-05	-0.3614270000000024	-0.0022679999999995	5.143823999204826e-06	0.1306294763290017	-0.0024326600000024	-0.0001326700000001	1.7601328906800312e-08	5.917834676880652e-06	0.0022900200000011	0.0002077600000012	4.3164217530698906e-08	5.244191601357745e-06	0.0003863519999984	-0.0001924190000003	3.70250719566869e-08	1.4926786566823874e-07	0.0735154993000021	0.0734976115999986	0.0734678020000008	0.0734260752000004	0.0733724382000004	0.0733068996000003	0.0732294699000008	0.0731401619000008	1
-6.800526184189254e-17	0.1273687786911767	6.478281132408839e-14	-0.0764866000000023	0.0072521000000006	5.259295440960368e-05	0.0058501999795585	-0.0102558000000007	-0.0016592299999999	2.753044192686235e-06	0.0001051814336401	-0.3470950000000024	0.0143320000000006	0.0002054062239993	0.1204749390250013	-0.0021748800000017	0.000257780000001	6.645052803081991e-08	4.730103015280903e-06	0.0021595600000014	-0.0001304600000001	1.70198114357844e-08	4.663699394127218e-06	0.0002814479999979	-0.0001049039999999	1.1004849491852445e-08	7.921297396363773e-08	0.0735048990000023	0.0734552168999988	0.0733724382000008	0.0732566003000004	0.0731077553000004	0.0729259704000004	0.0727113273000008	0.0724639229000007	1
-1.3353034699689156e-17	0.4205303087073545	-2.756042709116717e-13	-0.0811436000000029	-0.0046569999999998	2.168764900014561e-05	0.0065842838209587	0.0057445999999996	0.0160004000000003	0.0002560128001597	3.300042916026784e-05	-0.3752570000000025	-0.0281619999999997	0.0007930982439993	0.1408178160490023	-0.0018922700000013	0.0002826099999998	7.986841201571173e-08	3.580685752787411e-06	0.00188838	-0.0002711800000008	7.353859238117488e-08	3.5659790234538988e-06	0.0003455549999984	6.410700000104406e-05	4.109707365489916e-09	1.1940825619305568e-07	0.0734889995000024	0.0733916400999988	0.0732294699000009	0.0730026322000006	0.0727113273000004	0.0723558124000005	0.0719364015000009	0.0714534649000007	1
-2.6836950284516077e-17	0.7419452027594674	8.932044891640843e-13	-0.0631156000000019	0.0180280000000012	0.0003250087839993	0.0039835789633571	0.0031753699999998	-0.002569229999999	6.600942792530212e-06	1.0082974636278682e-05	-0.3056170000000031	0.0696400000000015	0.0048497296000002	0.0934017506890001	-0.0018922700000007	5.86952411113907e-16	-5.623448292094637e-16	3.5806857547961734e-06	0.0017328699999998	-0.0001555100000001	2.4183360179842917e-08	3.0028384362837822e-06	0.0002773679999994	-6.818700000069278e-05	4.649467338943842e-09	7.693300572717692e-08	0.0734678020000022	0.0733068996000001	0.073038989900001	0.0726644640000007	0.0721838686000006	0.0715979052000007	0.070907429200001	0.070113448400001	1
-3.5780544432347716e-17	0.9709762838262675	-2.836546433716904e-12	-0.0691840000000022	-0.0060684	3.682547855997723e-05	0.0047864258559982	0.0323499000000007	0.0291745300000002	0.0008511532007211	0.0010465160300099	-0.3567610000000016	-0.0511439999999998	0.0026157087359997	0.1272784111210016	-0.0014579100000008	0.0004343599999993	1.8866860932253042e-07	2.1255015679510144e-06	0.0018584500000003	0.0001255800000004	1.5770336055898973e-08	3.45383640383936e-06	0.0003539379999996	7.657000000078985e-05	5.862964695898207e-09	1.2527210725713898e-07	0.073441307900002	0.0732010197000004	0.0728011217000013	0.072242485600001	0.0715263296000006	0.0706542153000009	0.069628044200001	0.068450053800001	1
-4.048908055337308e-17	1.0935490630828744	8.497067575753139e-12	-0.0751917000000025	-0.0060077000000005	3.609245929025289e-05	0.0056537917488896	-0.0016668999999998	-0.034016800000001	0.0011571426822407	2.7785556090773262e-06	-0.279696000000002	0.077065000000001	0.0059390142250001	0.0782298524159993	-0.0017258300000002	-0.0002679199999995	7.178112560114001e-08	2.9784891910497897e-06	0.0018453700000004	-1.3079999999635878e-05	1.7108604326820207e-10	3.405390437465325e-06	0.0004280619999999	7.412400000007562e-05	5.494367305977098e-09	1.8323707541740012e-07	0.0734095192000016	0.0730740311000005	0.0725160196000008	0.0717371838000009	0.0707398954000007	0.0695271915000009	0.0681027648000009	0.0664709530000009	1
-2.361063420942278e-17	1.1399137051042862	-2.4726412733524708e-11	-0.0779558000000028	-0.0027640999999998	7.640248809922906e-06	0.0060771067536398	0.0239292000000004	0.0255961000000002	0.00065516033521	0.0005726066126394	-0.3264050000000015	-0.0467090000000003	0.0021817306809994	0.1065402240250006	-0.0013750900000005	0.0003507399999994	1.2301854714195316e-07	1.8908725085295845e-06	0.0018975200000004	5.215000000023599e-05	2.7196222863000404e-09	3.6005821517955563e-06	0.0002390639999993	-0.0001889980000002	3.572024415195973e-08	5.7151594224731364e-08	0.0733724382000013	0.0729259704000003	0.072183868600001	0.071149141300001	0.0698259831000007	0.0682197581000008	0.0663369775000009	0.0641852741000009	1
-3.711759433400854e-17	1.1415015672353908	6.989293702725657e-11	-0.080267200000003	-0.0023114	5.342569960047568e-06	0.0064428233958405	-0.0063011600000001	-0.030230360000001	0.0009138746657301	3.970461734471411e-05	-0.2593690000000019	0.0670360000000007	0.0044938252959996	0.0672722781609987	-0.0013333799999995	4.171000000112536e-05	1.7397230850321575e-09	1.777902225639699e-06	0.0019880200000012	9.050000000050172e-05	8.190250115320662e-09	3.952223522173688e-06	0.0004169009999995	0.0001778370000007	3.1625998601612695e-08	1.738064434831601e-07	0.0733300676000012	0.0727568801000006	0.0718048842000006	0.0704790364000009	0.0687862397000005	0.0667353076000008	0.0643369183000009	0.0616035591000007	1
-1.4502156369845115e-17	1.1203369092751998	-1.9301911373461075e-10	-0.0779209000000031	0.0023463000000002	5.5051236896106725e-06	0.0060716666568105	0.0239749000000003	0.0302760600000007	0.000916639809124	0.0005747958300092	-0.2932820000000017	-0.033913	0.0011500915689989	0.0860143315239995	-0.0008681979999994	0.0004651819999994	2.163942925272597e-07	7.537677666962438e-07	0.0019854700000015	-2.550000000572248e-06	6.502433026667662e-12	3.942091123778647e-06	0.0004460980000002	2.9197000000513707e-05	8.524641723570632e-10	1.9900342647382293e-07	0.0732824103000008	0.0725668092000006	0.0713793124000008	0.0697276420000009	0.0676225388000006	0.0650776920000007	0.0621096506000009	0.0587377154000007	1
