img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-25_run-03	mni152	0.8379140212652031	89.53007956649135	10.46992043350865	8.551170960187354
sub-26_run-01	mni152	0.8680960548885077	93.61216141229303	6.387838587706959	14.654747474747476
sub-05_run-02	mni152	0.8641227762010587	92.59818539432777	7.401814605672229	12.510200582890452
sub-08_run-02	mni152	0.8744779221400903	93.65920976176642	6.340790238233584	14.770904925544103
sub-19_run-03	mni152	0.8730691951509314	92.67280932208716	7.327190677912839	12.647795505232457
sub-21_run-03	mni152	0.8668301163117029	91.48001431515556	8.519985684844446	10.737108922363847
sub-22_run-02	mni152	0.8775849670878474	92.79033140746867	7.209668592531321	12.870263066403988
sub-13_run-02	mni152	0.8757812054397158	95.71908201159508	4.280917988404919	22.35947576451009
sub-04_run-03	mni152	0.8757128217965064	91.86234003881329	8.137659961186717	11.288544922859737
sub-11_run-01	mni152	0.8666706467661691	93.39083294375989	6.609167056240109	14.130499675535367
sub-03_run-03	mni152	0.860831222152597	90.21655486392297	9.783445136077033	9.221348268335873
sub-14_run-02	mni152	0.8789488719775903	93.1877552909107	6.8122447090893035	13.679449178708163
sub-18_run-03	mni152	0.8783026358197926	92.32421891139262	7.675781088607386	12.027990095812251
sub-09_run-01	mni152	0.8524868778852842	92.62713975280647	7.37286024719352	12.563257222739981
sub-03_run-02	mni152	0.8516193334784452	89.54898449232648	10.451015507673528	8.56844814999808
sub-25_run-01	mni152	0.8394796656191842	89.2998405685981	10.7001594314019	8.345655141037307
sub-16_run-02	mni152	0.8612447936200872	92.59138214970883	7.408617850291166	12.497794328272702
sub-14_run-01	mni152	0.8807463925424595	93.73481695404739	6.265183045952603	14.961225596529284
sub-22_run-01	mni152	0.8840226056959359	93.37654377996255	6.623456220037445	14.097857776651033
sub-10_run-02	mni152	0.8544723707592728	94.96191860072788	5.038081399272112	18.848825788016786
sub-17_run-03	mni152	0.8707114204575293	94.84838217109866	5.151617828901337	18.411377808148973
sub-18_run-01	mni152	0.8766862446409222	92.2086824381522	7.791317561847816	11.834799660801359
sub-06_run-01	mni152	0.9003319585554773	94.63500253764168	5.364997462358315	17.639337800551832
sub-26_run-03	mni152	0.8684506003031591	94.11828615880714	5.881713841192857	16.001847199645336
sub-25_run-02	mni152	0.8413368378642826	89.8479757416817	10.152024258318308	8.850252270433906
sub-08_run-01	mni152	0.8665543500772674	93.45552324457597	6.544476755424021	14.280060383302704
sub-20_run-02	mni152	0.8569080514530729	93.08256928212249	6.9174307178775045	13.456234413965086
sub-12_run-01	mni152	0.8671386046358217	96.91006188170135	3.0899381182986447	31.36310766477781
sub-18_run-02	mni152	0.8778815147075575	92.25758782810416	7.7424121718958325	11.915871408007677
sub-01_run-01	mni152	0.8639889537398178	93.07908336646106	6.920916633538939	13.448953122104873
sub-04_run-01	mni152	0.8765749983343719	92.04930345494577	7.950696545054221	11.57751436409752
sub-10_run-01	mni152	0.8567231373563311	94.8102596211901	5.189740378809902	18.26878662530162
sub-10_run-03	mni152	0.8601813251305298	94.98111774038568	5.01888225961431	18.924755120213714
sub-06_run-02	mni152	0.9004299897736514	94.69144949933315	5.3085505006668505	17.83753389695326
sub-19_run-02	mni152	0.8739828892459661	92.69291483651072	7.307085163489278	12.685347544553322
sub-09_run-02	mni152	0.8565293757770717	92.53158565757438	7.468414342425625	12.389723094490439
sub-22_run-03	mni152	0.878077221053963	92.83382993927896	7.166170060721047	12.954455330067647
sub-01_run-03	mni152	0.863270627379467	93.82133326379291	6.1786667362070915	15.184721440630275
sub-15_run-02	mni152	0.8846500558900948	94.13505113764745	5.864948862352545	16.050447045140654
sub-08_run-03	mni152	0.8741515047579546	93.63553641688134	6.364463583118664	14.71224325412807
sub-27_run-01	mni152	0.8588884587910882	93.58674997934577	6.413250020654239	14.59271815038308
sub-11_run-03	mni152	0.8728708892127701	93.22749213189573	6.772507868104275	13.765579006701321
sub-15_run-01	mni152	0.8867840365210192	94.43538620208582	5.56461379791418	16.970699069445512
sub-03_run-01	mni152	0.8577264538141703	89.75587497148072	10.244125028519278	8.761692650334076
sub-20_run-01	mni152	0.8583104428319652	93.07658202511267	6.923417974887329	13.443732902263118
sub-04_run-02	mni152	0.874268468602301	91.80651570633344	8.193484293666563	11.204819880755549
sub-21_run-02	mni152	0.8688247922791015	92.114965295694	7.885034704305998	11.682252361602195
sub-11_run-02	mni152	0.8749483503909478	93.28354731718889	6.716452682811116	13.888811806256308
sub-26_run-02	mni152	0.8685192718598066	92.68595946993963	7.314040530060356	12.672333314124359
sub-19_run-01	mni152	0.871804891141319	92.65246882249059	7.347531177509407	12.61001370175839
sub-06_run-03	mni152	0.8983414618520209	94.16658272052652	5.8334172794734895	16.142610447546414
sub-21_run-01	mni152	0.8667071930419331	91.45435855263158	8.545641447368421	10.701871722080545
sub-13_run-01	mni152	0.8764181077211146	95.8537825924009	4.146217407599093	23.11836866458625
sub-16_run-03	mni152	0.8663580784642919	92.90545848283476	7.094541517165241	13.095343548000958
sub-14_run-03	mni152	0.8769728295419995	92.72970953074832	7.270290469251678	12.75460862573939
sub-17_run-01	mni152	0.8741835418208584	94.98297189813898	5.017028101861007	18.93211877025488
sub-12_run-02	mni152	0.8617674019142312	97.04911324597543	2.950886754024571	32.88811849984242
sub-05_run-03	mni152	0.8661576827464678	92.29160467231357	7.708395327686433	11.972868638538497
sub-17_run-02	mni152	0.8684889993332929	94.8606029578565	5.1393970421434965	18.4575354229283
sub-01_run-02	mni152	0.8619246861924686	93.11033920837085	6.889660791629143	13.514502676459605
