bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-001_task-sar_run-01_bold	0.003277662835249042	0.0027251449770114944	0	15.976523854115388	1.1670602841538462	1.0007351185	0.36397661333466047	67885.3203125	0.0722787232400943	16	6.130268199233717	2.5314983333333334	2.4957175	2.718725	2.3800525	0.11449	0.0004976430791430175	0.001444169320166111	261	64	64	35	3.9214935308858356	2.0	4.0	4.0	4.0	52.67884913357437	10.16235718744788	40.39655685424805	7.164750576019287	101446.0	0.05747126415371895	166.37068939208984	124.78203582763672	0.2362167936363253	420.55354812245054	1797.728271484375	1760.2413330078125	14019.0	1131.3850708007812	2601.5274414062487	448.8541259765625	71.06722708884627
sub-001_task-sar_run-02_bold	0.0025952362204724405	0.0021395489960629923	0	14.694343721699607	1.1119002975889325	0.9994786302766796	0.36452123810355097	65106.8125	0.06158774627952013	12	4.724409448818897	2.540876666666667	2.5114	2.71925	2.39198	0.0948088	7.7753298683092e-05	0.0015182328643277287	254	64	64	35	3.850057874720419	2.0	4.0	4.0	4.0	50.931008872801776	10.162245797089883	39.91918182373047	7.1732282638549805	101344.0	0.06299212574958801	167.35373382568355	122.92872619628906	0.16440595758483623	428.29685084690885	1771.3927001953125	1732.1181640625	14107.0	1103.5212890625	2576.1085693359373	449.87811279296875	76.5090147187002
sub-001_task-sar_run-03_bold	0.0018707843137254906	0.0017269556784313726	0	15.286935934015744	1.1274338583858259	0.9848514137007873	0.36454828333812317	64634.28515625	0.07017696878101826	13	5.098039215686274	2.5400000000000005	2.509325	2.726025	2.38465	0.194217	0.00047541793901473284	0.0018048185156658292	255	64	64	35	3.8460740286898343	2.0	4.0	4.0	4.0	51.13196034966619	10.20379223555814	39.987388610839844	7.196078777313232	101373.0	0.05882353335618973	167.62745666503906	123.45440673828125	0.14766030621549975	427.30344220709225	1774.825927734375	1732.85888671875	14153.0	1105.25810546875	2583.412744140625	450.5367431640625	72.97011621005367
sub-002_task-sar_run-01_bold	0.007090957854406129	0.0063082248275862065	0	18.488948792769236	0.9059578243461542	0.884893864653846	0.3371316112521403	67278.203125	0.14626175355035023	46	17.624521072796934	2.6018666666666665	2.511775	2.727125	2.5667	0.051574	-0.010926386341452599	0.0013358015567064285	261	64	64	35	3.9315834155633707	2.0	4.0	4.0	4.0	140.26816040323357	10.76448733364869	29.59088897705078	7.770114898681641	103811.0	0.12068965286016464	115.79501342773438	84.2093505859375	0.34324676050484504	445.11023325674637	1918.3485107421875	1875.7891845703125	12629.0	1214.7831298828125	2761.8275390625	477.08892822265625	47.513259849278256
sub-002_task-sar_run-02_bold	0.0041768503937007866	0.00275018455511811	0	15.77581221288538	1.0857767694071145	0.973250208063241	0.3357443210570656	69632.1796875	0.07705072881899902	11	4.330708661417323	2.5544475	2.5052	2.660475	2.4976675	0.0619945	-0.011374307796359062	0.0023281441535800695	254	64	64	35	3.9350172019592438	2.0	4.0	4.0	4.0	161.1446226876739	10.594185041063598	28.856918334960938	7.6732282638549805	103813.0	0.10236220061779022	114.48504028320306	84.1730728149414	0.5131800886654112	432.05023065764954	1931.4505615234375	1877.1339111328125	12537.0	1242.903125	2796.2251464843744	477.0141906738281	78.18390520708635
sub-002_task-sar_run-03_bold	0.0029725098039215686	0.002922269882352941	0	14.776208392992134	1.0775267098818897	0.9807260500787398	0.3389321287360905	67237.8359375	0.07601291586790468	12	4.705882352941177	2.576775	2.521225	2.6943	2.5148	0.0670862	-0.009797859936952591	0.0013707780744880438	255	64	64	35	3.898883293819085	2.0	4.0	4.0	4.0	152.17534077508088	10.732878010901464	30.097267150878906	7.74509859085083	103607.0	0.10196079313755035	120.82236328124999	85.08441925048828	0.521909841088354	436.42564462671584	1908.52490234375	1862.6392822265625	12765.0	1215.381201171875	2759.378173828125	477.7178955078125	76.18955792393535
sub-003_task-sar_run-01_bold	0.003217854406130268	0.0019275817203065135	0	13.83169414811539	1.1624224826153848	1.0065127871923076	0.36028781712365027	76705.4609375	0.05553159624733979	1	0.3831417624521073	2.6555916666666666	2.5938	2.697025	2.67595	0.0337557	-0.00879457127302885	-0.0013577714562416077	261	64	64	35	3.6036608078490735	2.0	4.0	4.0	4.0	47.84200252708036	9.639754277917971	31.887378692626953	7.157087802886963	100723.0	0.14942528307437897	152.71072998046864	87.6326675415039	0.8768612669608533	461.84452665663673	1961.885986328125	1889.9693603515625	14679.0	1220.5558715820314	2933.681176757812	524.4403076171875	87.46808601729572
sub-003_task-sar_run-02_bold	0.0008184645669291339	0.0011147670590551182	0	15.005835736521737	1.2296884726482211	1.010179308339921	0.36041123137177344	74821.4765625	0.05041311566214772	2	0.7874015748031497	2.6665833333333335	2.586525	2.72315	2.690075	0.0467215	-0.009069855324923992	-0.0008246041834354401	254	64	64	35	3.6436297195946716	2.0	4.0	4.0	4.0	47.562063115149144	9.765328989545983	32.19685363769531	7.2480316162109375	100765.0	0.15354330837726593	154.66772155761686	88.74420928955078	0.7276649735434968	460.8500321265234	1954.81005859375	1890.100341796875	14678.0	1217.5314636230469	2919.0953124999996	518.723388671875	103.9256400866434
sub-003_task-sar_run-03_bold	0.0005830980392156862	0.0012630251137254903	0	15.54445336535434	1.2225863470078742	0.9856789706299207	0.3601230475620195	73398.6328125	0.057328433251537816	1	0.39215686274509803	2.703075	2.6289	2.7625	2.717825	0.0505844	-0.00856791716068983	-0.0005771287251263857	255	64	64	35	3.541884626536942	2.0	4.0	4.0	4.0	47.903227052348285	9.756104754442134	31.988784790039062	7.247059345245361	100737.0	0.14901961386203766	154.53490905761717	88.11634826660156	0.8104273370992408	467.2580517494028	1939.2156982421875	1869.9412841796875	14759.0	1189.9514892578125	2920.333886718748	527.9330444335938	98.02806025044993
sub-004_task-sar_run-01_bold	0.0007351724137931034	0.0017137361685823753	0	15.070724006499999	1.1002470199230776	0.9769685898461536	0.3348228823121122	67385.125	0.07667605876200709	6	2.2988505747126435	2.7620333333333336	2.66295	2.9017	2.72145	0.0410768	-0.010692592710256577	0.0002357053745072335	261	64	64	35	3.4277127039238873	2.0	4.0	4.0	4.0	122.64339892183051	10.80993115328214	29.894126892089844	7.938697338104248	103763.0	0.17624521255493164	122.61646881103513	77.53194427490234	1.237522533223916	448.558115930666	2038.0426025390625	1924.8466796875	12637.0	1321.4198730468752	3155.887939453125	561.5320434570312	85.4769135885872
sub-004_task-sar_run-02_bold	0.002055629921259843	0.0018308708897637796	0	15.143243457826083	1.1212700840316208	0.9986924746640317	0.3361505698064982	64302.28515625	0.08503013747852532	4	1.5748031496062993	2.7981416666666665	2.68695	2.95705	2.750425	0.0364929	-0.008831111714243889	-0.00019483361393213272	254	64	64	35	3.391952366781184	2.0	4.0	4.0	4.0	129.60115418323338	10.98526523244742	30.478609085083008	8.078740119934082	103605.0	0.16929133236408234	126.11338653564425	78.53150939941406	1.2834323078381402	448.46382445656434	2037.661865234375	1921.464599609375	12718.0	1314.7523376464844	3175.7099609375	566.4552001953125	86.64145650342107
sub-004_task-sar_run-03_bold	0.0005956470588235295	0.0019228584039215687	0	16.22682099440946	1.117486275866141	0.9948523116141731	0.33625136489759466	64037.41796875	0.0990114542740592	10	3.9215686274509802	2.7848749999999995	2.661375	2.907	2.78625	0.0576983	-0.008508454076945782	-0.0004331895033828914	255	64	64	35	3.3698712803381765	2.0	4.0	4.0	4.0	132.4516329103105	10.922829103113267	30.249004364013672	8.02100658416748	103537.0	0.12777492105960847	126.85321044921872	77.18607330322266	1.251521969418211	451.88546478164574	2028.21728515625	1913.8759765625	12727.0	1300.3678588867188	3175.2523193359375	567.9151000976562	82.67990112304688
sub-005_task-sar_run-01_bold	0.0012087739463601534	0.0023739931494252877	0	14.078239829615375	1.1005886648461538	1.0018532246153848	0.36111888785589646	47319.1328125	0.06992714396060759	2	0.7662835249042146	2.590411666666667	2.467835	2.693425	2.609975	0.0480034	-0.0003993497521150857	-0.004124831408262253	261	64	64	35	3.7753943970596286	2.0	4.0	4.0	4.0	80.88650088102975	12.940106321367248	37.05072784423828	9.1532564163208	101524.0	0.07662834972143173	160.70305633544888	93.4238510131836	0.22467387456740617	464.58857143654177	1916.3062744140625	1858.1685791015625	14259.0	1199.6716430664062	2801.7140624999997	492.1614074707031	84.2523686173372
sub-005_task-sar_run-02_bold	0.0030813779527559056	0.002288781901574803	0	14.024020338379454	1.12599212770751	1.0317722916996046	0.36288054818053656	47270.77734375	0.06508721241429322	5	1.968503937007874	2.606223333333333	2.49522	2.7234	2.60005	0.0328914	-0.0010777910938486457	-0.003755733137950301	254	64	64	35	3.6955936618123357	2.0	4.0	4.0	4.0	111.91958068048012	12.660489437397343	37.024742126464844	8.948819160461426	101254.0	0.07086613774299622	159.69882202148403	94.0071029663086	0.2383981786659497	472.14455808480943	1900.6229248046875	1836.7008056640625	14437.0	1182.593701171875	2805.2999999999997	496.98028564453125	88.50866226106882
sub-005_task-sar_run-03_bold	0.005106980392156862	0.0033897698823529415	0	14.569103195669303	1.0585090283464567	0.9923319448425204	0.36441867801220634	46537.14453125	0.0888988942141751	13	5.098039215686274	2.588023333333333	2.49212	2.68695	2.585	0.0424316	0.000320592982461676	-0.00535964360460639	255	64	64	35	3.699881746030759	2.0	4.0	4.0	4.0	83.07593349142677	12.820148714872529	38.05671691894531	9.054902076721191	101132.0	0.08235294371843338	166.70039672851553	94.75188446044922	0.270582366271348	470.6534497256459	1897.799072265625	1839.478515625	14465.0	1180.58671875	2792.8998535156247	497.1550598144531	70.98662975232583
