trial_type.Alternate	trial_type.Happy	trial_type.Neutral	trial_type.Sad	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
-4.572001997064055e-15	-1.868627110361889e-15	0.0002597694310288	-2.4268587436824e-08	0.0373016063951471	-3.2191662362981653e-16	-6.223482901948443e-16	0.0013914098396555	-0.1076192675348191	-2.937257287474543e-15	-5.984439380680495e-16	0.0115819067447288	0.100350208772018	2.9271529720543713e-16	-3.8943952296542783e-17	0.0100701644005852	7.237228160923861e-07	-2.3950391944783896e-16	4.94899397577676e-16	5.244003742387395e-13	-0.0006750016843519	3.5130262637638664e-16	-1.322738639587173e-17	4.556272736639052e-07	-0.0023000004044296	-8.39297167264201e-16	-7.312982702614152e-16	5.290001860645845e-06	0.0816485389000009	0.0816451812000012	0.0816395852000011	0.0816317510000017	0.0816216788000012	0.0816093689000003	0.0815948217000008	0.0815780374999999	1
-4.129402615452845e-15	-6.895110393715751e-16	0.0190548460527558	6.481439746357229e-08	0.0738278007266053	0.0365261943314587	0.0013341628723398	0.0054505441601285	-0.180488843880031	-0.072869576345216	0.0053099751567301	0.032576222765149	0.1439610057818263	0.0436107970098126	0.0019019016158311	0.0207247711857161	0.000525080449097	0.0005243567262818	2.74949976252896e-07	2.757094777262423e-07	-0.0005739264867966	0.0001010751975547	1.0216195356438708e-08	3.293916126350847e-07	0.0002801505779655	0.0025801509823951	6.657179093264295e-06	7.848434582842866e-08	0.0816395851999995	0.0816093689000004	0.0815590168000003	0.0814885411000009	0.081397959400001	0.0812872940000001	0.0811565722000006	0.0810058261999997	1
-1.9231023821024583e-15	3.321197015634734e-16	0.252751302032548	-1.6967082221307765e-07	0.0850504072039385	0.0112226064773322	0.0001259468961448	0.0072335717655586	-0.14549004358982	0.0349988002902078	0.0012249160217536	0.0211673527837664	0.1626254782099683	0.0186644724281423	0.0003483625310206	0.0264470461630227	0.0003222238874192	-0.0002028565616787	4.115078460011862e-08	1.0382823346046743e-07	-0.0006438880657771	-6.9961578980834e-05	4.894622551622077e-09	4.145918416266624e-07	0.0006946036807797	0.0004144531028132	1.7177137353864978e-07	4.824742727894498e-07	0.0816216787999985	0.0815377600999996	0.0813979594	0.0812023727000004	0.0809511339000008	0.0806444152999999	0.0802824270000004	0.0798654171999998	1
-7.029208584085259e-16	8.89721280536742e-16	0.6630657691063021	4.352140907398122e-07	0.0556965184750313	-0.0293538887289074	0.0008616507835096	0.0031021021702397	0.0573218248580628	0.2028118684478789	0.0411326539833215	0.0032857916050563	0.137615160579011	-0.0250103176309581	0.0006255159880009	0.0189379324211882	0.0007627921100477	0.0004405682226266	1.941003574702718e-07	5.818518020540583e-07	-0.0010330495234121	-0.0003891614576345	1.5144664032440738e-07	1.0671913171164946e-06	0.0024978977618616	0.0018032940810805	3.2518695421227444e-06	6.239493231228299e-06	0.0815948216999996	0.0814303861000003	0.0811565722000008	0.080773747700001	0.0802824270000007	0.0796832699000005	0.0789770813000005	0.0781648097000004	1
4.862049916431635e-16	1.7645183065061613e-15	0.9692447249440574	-1.0925124786423295e-06	0.0599626702068874	0.0042661517318553	1.820005059900993e-05	0.0035955218183413	0.0554908550063673	-0.0018309698516991	3.3524505971532964e-06	0.0030792349893362	0.1057968925179952	-0.0318182680610168	0.0010124021824023	0.0111929824664652	0.0003239648294153	-0.0004388272806317	1.92569382623289e-07	1.0495321054341077e-07	-0.0008611384620221	0.00017191106139	2.9553413390299626e-08	7.415594506791432e-07	0.0022391449975263	-0.0002587527643367	6.695299047214312e-08	5.013770321389422e-06	0.0815590168000002	0.0812872940000003	0.0808350932000009	0.080203418200001	0.0793936715000006	0.0784076511000005	0.0772475461000007	0.0759159322000007	1
1.009175320541047e-15	2.397234351636657e-15	1.110460432011643	2.677709150603024e-06	0.0513303496639715	-0.0086323205429153	7.451695795570214e-05	0.0026348047966262	-0.0921502218351298	-0.147641076841499	0.0217978875709156	0.0084916633842631	0.128522931590378	0.0227260390723814	0.0005164728519192	0.016518143944585	-0.0001123032957383	-0.0004362681251545	1.903298772584154e-07	1.2612029890971556e-08	-0.0006546205638886	0.0002065178981334	4.2649642621517234e-08	4.285280825357705e-07	0.0021299688563902	-0.0001091761411362	1.191942762776251e-08	4.536767331305597e-06	0.0815142679999997	0.0811085467000002	0.0804338397000007	0.079492384500001	0.0782873035000008	0.0768225931000008	0.0751031108000006	0.073134559000001	1
1.6048325300941466e-15	2.3862407008764495e-15	1.1447480391667493	-6.382866956162219e-06	0.0585904689944823	0.0072601193305107	5.270933269332542e-05	0.003432843056995	0.014481686388135	0.1066319082232609	0.0113703638513343	0.000209719240643	0.1323988250513135	0.003875893460936	1.5022550120230908e-05	0.0175294488749686	0.0005988572479822	0.0007111605437207	5.057493185276007e-07	3.58630002166469e-07	-0.0007348034248419	-8.018286095358208e-05	6.429291095707553e-09	5.399360733280727e-07	0.0023307227617529	0.000200753905363	4.030212857965668e-08	5.432268593900198e-06	0.0814605802999991	0.0808942224	0.0799532077000008	0.0786418943000008	0.0769663555000008	0.0749343514000009	0.0725552932000005	0.0698401994000008	1
-4.74719971301539e-16	2.1626634802921997e-15	1.1267748911665525	1.47050572213176e-05	0.065842425145834	0.0072519561513507	5.259086802080063e-05	0.0043352249490875	0.1730798407753577	0.1585981543872182	0.0251533745750329	0.0299566312828214	0.0723064954463631	-0.0600923296049493	0.0036110880773496	0.0052282292837352	0.000436225366101	-0.0001626318818802	2.6449128795274872e-08	1.902925705027704e-07	-0.0008611333853211	-0.0001263299604799	1.595925850098438e-08	7.415507080413619e-07	0.0016841880383572	-0.0006465347233963	4.180071459782622e-07	2.8364893479764285e-06	0.0813979594000006	0.0806444153000002	0.079393671500001	0.0776534394000009	0.0754344479000007	0.0727503781000006	0.0696177779000007	0.0660559610000008	1
5.156683122308567e-15	1.9583535680175978e-15	1.0908417305059626	-3.240719954397707e-05	0.0342490969630098	-0.0315933281828232	0.0009981383856679	0.0011730006427815	-0.147599110866938	-0.3206789516422974	0.1028349900264009	0.0217854975287104	0.0689105964556531	-0.0033958989907106	1.1532129954770571e-05	0.0047486703038744	0.0006687181796089	0.0002324928135067	5.4052907996362746e-08	4.471840039653122e-07	-0.0008631068747749	-1.9734894537896427e-06	3.893915300480264e-12	7.449534779843028e-07	-0.0018127127528425	-0.0034969007912002	1.2228315145674114e-05	3.285927523194504e-06	0.0813264124000005	0.0803592349000004	0.0787557834000012	0.0765287540000016	0.0736957799000011	0.0702792922000013	0.0663063423000009	0.0618083875000008	1
-9.50074416766086e-15	2.225144184183449e-15	1.0558848243507892	6.673365627199394e-05	0.0344114727809597	0.0001623758179504	2.636590622392355e-08	0.0011841494589545	-0.0798174629317466	0.0677816479351898	0.0045943517968099	0.00637082738886	0.1002643462613707	0.0313537498057175	0.0009830576268795	0.0100529391312205	0.0004455872099584	-0.0002231309696509	4.9787429536100456e-08	1.985479609985079e-07	-0.0008629722028183	1.3467195669044446e-07	1.7746981049639922e-14	7.447210231905977e-07	-0.0021168111400193	-0.0003040983871741	9.247582902239829e-08	4.480889401242049e-06	0.0812459470999996	0.0800388062000003	0.0780401729000009	0.0752698111000011	0.0717551168000013	0.067530846100001	0.0626387723000006	0.0571272725000006	1
