trial_type.Happy_INCREMENTAR	trial_type.Happy_OBSERVAR	trial_type.Happy_SUPRIMIR	trial_type.Negativo_OBSERVAR	trial_type.Negativo_REDUCIR	trial_type.Negativo_SUPRIMIR	trial_type.Neutral_OBSERVAR	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	cosine12	cosine13	cosine14	cosine15	cosine16	cosine17	cosine18	cosine19	cosine20	cosine21	cosine22	cosine23	cosine24	intercept
2.6435705635262667e-16	4.703015993037225e-16	-1.744393999664296e-16	-9.292104748358957e-16	-9.0162801641513e-16	-9.246582043592492e-16	1.7178094846079503e-11	-0.0147279192276297	3.746842909864618e-16	-1.668732037408509e-15	0.0002169116047767	0.1099944979840244	-2.86437467280686e-16	-8.908807963804832e-16	0.0120987895867349	-0.1201204419194544	-4.913649250178622e-16	1.7998496344692192e-16	0.0144289205669219	0.0021763753706721	8.057571348716026e-16	8.603234529519739e-16	4.7366097567263925e-06	0.0013270296436347	-1.442770067129105e-17	-3.8122440957017484e-16	1.761007677551585e-06	0.0009440583905563	-3.7573466519791183e-16	-1.842007272616713e-17	8.912462451791779e-07	0.0489701238000009	0.0489698632999991	0.0489694290000008	0.0489688209999992	0.0489680393000032	0.0489670838000019	0.0489659547000055	0.0489646519000026	0.0489631754000033	0.048961525100006	0.0489597013000039	0.0489577037000041	0.0489555324000047	0.0489531875000046	0.0489506689000043	0.0489479767000044	0.0489451109000053	0.0489420714000045	0.0489388583000062	0.0489354716000045	0.0489319113000054	0.0489281774000058	0.048924270000004	0.0489201890000058	0.0489159345000073	1
2.3651839012907066e-15	-2.1680855133368895e-16	-5.337453542582531e-16	-9.773276955779038e-16	4.982231566845916e-16	-1.229761089291194e-15	-5.1354586027265896e-11	-0.0105463205942055	0.0041815986334247	1.748576712977458e-05	0.0001112248780768	0.0945238399991432	-0.0154706579848788	0.0002393412584839	0.0089347563281807	-0.1123426868620803	0.0077777550573756	6.049347373271822e-05	0.0126208792913936	0.0020630624931098	-0.0001133128775616	1.2839809714338711e-08	4.256226851089283e-06	0.001091840854357	-0.0002351887892784	5.531376693016588e-08	1.19211645264397e-06	0.0008138758751397	-0.0001301825154178	1.694748802009126e-08	6.623939399187157e-07	0.0489694290000024	0.048967083800001	0.0489631754000006	0.0489577037000001	0.0489506689000039	0.048942071400003	0.0489319113000053	0.0489201890000036	0.0489069049000039	0.0488920593000058	0.0488756528000042	0.0488576859000045	0.0488381591000046	0.048817073100005	0.0487944286000047	0.0487702262000047	0.0487444668000057	0.0487171511000047	0.0486882801000061	0.0486578547000049	0.0486258757000052	0.0485923444000059	0.0485572616000044	0.0485206286000061	0.048482446500007	1
1.0698152395668477e-15	8.029620613094143e-16	-3.9649628631421605e-16	2.442928583531092e-16	2.3312952845042286e-16	-2.5114172349727983e-15	1.483859869706921e-10	-0.0159387274809053	-0.0053924068867028	2.9078052030615237e-05	0.0002540430337101	0.0202707043084152	-0.0742531356907305	0.0055135281599048	0.0004109014531564	-0.1119462619403866	0.000396424921695	1.5715271809263937e-07	0.0125319655624267	0.0017539514888003	-0.0003091110043082	9.554961459196338e-08	3.076345821299075e-06	0.0013562164618184	0.0002643756074607	6.989446246689091e-08	1.839323093903176e-06	0.0008138118755568	-6.399958456988145e-08	5.316527450338178e-15	6.622897673493518e-07	0.0489680393000086	0.0489615251000087	0.0489506688999949	0.0489354715999976	0.0489159345000045	0.0488920593000039	0.0488638482000045	0.0488313037000055	0.0487944286000037	0.0487532262000054	0.0487077002000044	0.0486578547000047	0.0486036939000033	0.0485452228000047	0.0484824465000046	0.0484153707000043	0.0483440011000058	0.0482683442000048	0.0481884067000059	0.0481041957000052	0.048015718600006	0.0479229833000054	0.0478259980000045	0.0477247713000067	0.0476193122000063	1
1.2886984755320953e-15	8.700235494949905e-17	-5.337361226640161e-16	-1.5017658146939361e-16	-1.403358177502336e-16	-8.075089954008203e-16	-4.1689247647386e-10	0.0001317177696617	0.0160704452505709	0.0002582592105533	1.7349572719155006e-08	0.0745208182472388	0.0542501139388245	0.0029430748623752	0.0055533523522336	-0.1192159980024722	-0.0072697360620847	5.2849062412675554e-05	0.0142124541797272	0.0020110411416027	0.0002570896528026	6.60950900883886e-08	4.044286472293435e-06	0.0011348196789088	-0.0002213967829091	4.9016532985763416e-08	1.2878157045553692e-06	0.0008138606104661	4.8734912366662766e-08	2.1246679210267248e-15	6.623690917690724e-07	0.0489659547000081	0.0489531875000004	0.0489319112999965	0.0489021297999995	0.0488638482000043	0.0488170731000043	0.0487618127000053	0.0486980765000036	0.0486258757000041	0.048545222800006	0.0484561318000037	0.0483586182000034	0.0482526990000044	0.0481383925000049	0.0480157186000041	0.0478846987000043	0.0477453555000053	0.0475977133000045	0.0474417976000057	0.0472776357000047	0.047105256000005	0.0469246886000058	0.0467359647000043	0.046539117200006	0.0463341804000064	1
1.3985495334380673e-15	-8.788406606301352e-17	-1.1264753437738223e-16	-8.621179632071619e-16	1.1608994374740324e-15	-1.3633799520659706e-15	1.1427261729575464e-09	-0.0032137734743863	-0.0033454912440495	1.1192311662591562e-05	1.0328339947275254e-05	0.1267331000875099	0.0522122818402726	0.0027261223749682	0.0160612786577874	-0.1228980597689604	-0.0036820617664898	1.3557578852210162e-05	0.0151039330949787	0.0021981638623135	0.0001871227207103	3.501491179727694e-08	4.831924368220566e-06	0.0008543829680993	-0.0002804367108103	7.864474928475334e-08	7.299702576869994e-07	0.0008020618194096	-1.179879105625586e-05	1.3921115209886395e-10	6.433031620396453e-07	0.0489631753999982	0.0489420713999954	0.0489069049000003	0.0488576859000009	0.0487944286000037	0.048717151100003	0.0486258757000056	0.0485206286000024	0.0484014400000039	0.0482683442000061	0.0481213794000032	0.0479605879000032	0.0477860158000051	0.0475977133000047	0.0473957345000039	0.0471801374000044	0.046950984000005	0.0467083402000042	0.0464522756000057	0.0461828639000044	0.0459001824000044	0.0456043123000059	0.0452953387000037	0.0449733504000053	0.0446384398000065	1
1.2714590799251617e-15	-5.731019243439616e-17	-9.018405183662244e-17	-5.59562029049313e-16	8.927312866066556e-16	-2.0566914660888837e-15	-3.061842198155866e-09	3.1805584360963763e-06	0.0032169540328231	1.0348793248383165e-05	1.011838170728011e-11	0.1069261347724407	-0.0198069653150709	0.0003923158749914	0.0114331982973718	-0.1191990048977415	0.0036990548712192	1.3683006940072126e-05	0.0142084027686137	0.0021987471744753	5.833121622964762e-07	3.405019410248779e-13	4.834489139940563e-06	0.0006099119280463	-0.0002444710400521	5.976609044650855e-08	3.7199256179582267e-07	0.0008283310964964	2.626927708636308e-05	6.900748490373413e-10	6.861324048548751e-07	0.0489597012999972	0.0489281773999976	0.0488756527999994	0.0488021499000001	0.048707700200004	0.0485923444000034	0.0484561318000052	0.0482991210000032	0.0481213794000039	0.0479229833000058	0.0477040178000032	0.0474645768000036	0.0472047632000049	0.0469246886000046	0.046624473000004	0.0463042454000041	0.045964143100005	0.0456043123000041	0.0452249073000054	0.0448260910000043	0.0444080345000043	0.0439709173000054	0.0435149270000036	0.0430402594000055	0.0425471181000061	1
1.3024664882531453e-15	5.1902042585686785e-17	-1.216650835130064e-16	-5.889076936553746e-16	1.484473877076925e-16	-1.15301443343663e-15	8.025614750746382e-09	-0.0001324231050016	-0.000135603663438	1.8388352055198105e-08	1.7535881159936692e-08	0.1070213187763063	9.518400386772316e-05	9.059993686923708e-09	0.0114535626726235	-0.1377810889514082	-0.0185820840536644	0.0003452938477773	0.0189836284726391	0.0024733052391003	0.0002745580646254	7.538213138954491e-08	6.117238812092402e-06	0.000505971129342	-0.0001039407987027	1.0803690891031092e-08	2.5600678691063296e-07	0.0007848753412976	-4.345575519836674e-05	1.888403042072081e-09	6.16029300278371e-07	0.0489555323999972	0.0489115063999952	0.0488381590999958	0.0487355343999971	0.0486036939000027	0.0484427166000024	0.0482526990000048	0.0480337549000017	0.047786015800003	0.0475096300000056	0.0472047632000022	0.0468715983000023	0.046510335000004	0.046121189700004	0.0457043959000032	0.0452602033000034	0.0447888782000044	0.0442907033000035	0.0437659771000052	0.0432150141000037	0.0426381448000039	0.0420357148000054	0.0414080854000029	0.040755632800005	0.0400787482000058	1
1.2877891298619893e-15	-1.8102299768229327e-16	-8.972542890779764e-17	-6.229816377029229e-16	7.660962798885667e-17	-1.0750361305118448e-15	-2.05747171425246e-08	-0.0050334172923407	-0.0049009941873412	2.4019744023529637e-05	2.533528964045097e-05	0.117076901949876	0.0100555831735685	0.0001011147529595	0.0137070009701775	-0.1146574545759873	0.0231236343754183	0.0005347024667284	0.0131463318898464	0.0023677234593791	-0.0001055817797219	1.1147511339693828e-08	5.606114386324057e-06	0.0006629971367722	0.0001570260074312	2.4657166822172464e-08	4.395652061146736e-07	0.0008412161489844	5.634080768583943e-05	3.174285747325944e-09	7.076446094646303e-07	0.0489506688999977	0.0488920592999959	0.0487944286000003	0.0486578547	0.0484824465000038	0.0482683442000025	0.0480157186000049	0.0477247713000028	0.0473957345000036	0.0470288708000055	0.0466244730000031	0.0461828639000034	0.0457043959000045	0.0451894509000042	0.0446384398000038	0.0440518025000037	0.0434300072000047	0.0427735500000038	0.0420829549000051	0.0413587732000037	0.0406015827000038	0.0398119877000049	0.0389906186000028	0.0381381307000044	0.0372552045000053	1
1.2621469756457725e-15	1.5714639839096646e-16	-3.1477606059776905e-17	-5.21522589505396e-16	1.9989780845185912e-16	-1.223309040238995e-15	5.1523380061913793e-08	0.0002155849714122	0.0052490022637552	2.7552024763505763e-05	4.6476881198330235e-08	0.0848439664967939	-0.0322329354530977	0.0010389621279225	0.007198498650862	-0.1399519594454302	-0.0252945048694391	0.0006398119765899	0.0195865509526167	0.0014562661219353	-0.0009114573374433	8.307544802282258e-07	2.12071101200001e-06	0.0005221573810559	-0.0001408397557157	1.9835836338974284e-08	2.726483336164056e-07	0.0009021206116625	6.0904462679079055e-05	3.709353853836465e-09	8.138215953318161e-07	0.0489451108999976	0.0488698371999958	0.0487444667999931	0.0485691281999949	0.048344001100002	0.0480693164000017	0.0477453555000042	0.0473724506000014	0.0469509840000021	0.0464813877000051	0.0459641431000018	0.0453997805000019	0.0447888782000029	0.0441320627000034	0.0434300072000028	0.0426834313000026	0.0418931005000039	0.0410598248000029	0.0401844584000046	0.039267898800003	0.0383110855000035	0.0373149993000045	0.0362806612000021	0.0352091317000043	0.0341015091000049	1
1.2575855194184492e-15	-1.277735987028441e-16	1.4645117349343032e-19	-6.705211770387504e-16	2.0926216834836942e-16	-1.0326370639207725e-15	-1.257158775265275e-07	0.0002639008783506	4.83159069371487e-05	2.334424971812492e-09	6.964367516966399e-08	0.1184314121041616	0.0335874456073833	0.0011281165024284	0.014025999372987	-0.1204897919386933	0.0194621675067334	0.0003787759640604	0.0145177899614318	0.0019792128787521	0.0005229467568188	2.734733095964996e-07	3.917283621789103e-06	0.0006453930826996	0.0001232357016442	1.5187038210006263e-08	4.1653223397628137e-07	0.0009018618788271	-2.587328353035905e-07	6.59919432724717e-14	8.133548479163446e-07	0.0489388582999968	0.0488448412999932	0.0486882800999983	0.0484693750999986	0.0481884067000033	0.047845734600002	0.0474417976000048	0.046977113000002	0.0464522756000031	0.0458679577000053	0.0452249073000023	0.0445239479000027	0.043765977100004	0.0429519653000036	0.042082954900003	0.0411600588000031	0.0401844584000041	0.0391574033000031	0.0380802083000043	0.036954252800003	0.035780978700003	0.0345618882000043	0.0332985423000019	0.0319925587000035	0.0306456097000043	1
