trial_type.friendGroupBlock	trial_type.friendRoleBlock	trial_type.friendTraitBlock	trial_type.selfGroupBlock	trial_type.selfRoleBlock	trial_type.selfTraitBlock	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
1.8246324304237847e-16	6.958300556457466e-16	-3.6842022051675757e-16	0.0001990076174245	7.985271909399891e-16	7.015657258191259e-16	-0.0154570483134053	-2.2160505381519062e-16	-1.92108138783106e-16	0.0002389203425587	-0.080120099165786	8.051366966824159e-16	-8.717045966583421e-16	0.0064192302903385	-0.208460106475548	5.795783870261096e-16	-1.4750875238492046e-16	0.0434556159917999	0.0026732128293713	1.3048980766986837e-15	-2.374087531640425e-15	7.146066832521275e-06	0.00038102084452	4.531593419854185e-16	-1.0947826199940072e-15	1.4517688447196573e-07	-0.0011070110938593	-6.937649160491252e-16	-3.380988587693285e-15	1.2254735671023086e-06	0.0750579277000005	0.0750557234000014	0.0750520496000004	0.0750469064000015	0.0750402939000017	0.0750322122000016	0.0750226614000015	1
1.1429354977290606e-16	-3.154206164890144e-16	-1.3003136018831445e-15	-0.0003722765019852	-1.4540318939246898e-16	8.341219751502147e-17	-0.018264149943091	-0.0028071016296854	7.879819558626488e-06	0.0003335791731423	-0.0947591128554347	-0.0146390136896448	0.0002143007218046	0.0089792894691568	-0.1934650653404669	0.0149950411350812	0.0002248512586431	0.0374287315071918	0.0023940033781657	-0.0002792094512035	7.795791732686744e-08	5.73125217571274e-06	-1.8689030184047608e-06	-0.0003828897475372	1.4660456012190353e-07	3.4898858400727512e-12	-0.0007259985088163	0.0003810125850428	1.4517058974593026e-07	5.270738321961833e-07	0.0750520496000004	0.0750322122000015	0.0749991537000008	0.0749528799000019	0.0748933990000015	0.0748207215000012	0.0747348602000017	1
-1.4264960344753703e-16	2.475992353084623e-16	-5.589958305802908e-16	0.0199895693828484	-3.052550223016908e-17	3.760711871230463e-17	-0.0110979006497135	0.0071662492933779	5.135512893569522e-05	0.0001231633988258	-0.0378464658988254	0.0569126469566069	0.0032390493836098	0.0014323549810262	-0.1827488475598424	0.0107162177806266	0.0001148373235216	0.0333971412844521	0.0019152047357988	-0.0004787986423707	2.2924814256270085e-07	3.668009176276016e-06	0.0004566417252857	0.0004585106283052	2.1023199844542487e-07	2.085216671632206e-07	-0.0008969375978058	-0.00017093908899	2.9220172094795105e-08	8.044970557822235e-07	0.075040293900001	0.0749851971000017	0.0748933990000011	0.0747649446000018	0.0745998968000019	0.0743983362000018	0.0741603617000017	1
-2.0204020093882099e-16	-1.0872736937021991e-16	-3.129744630760474e-16	0.1705568000373247	-2.310763175823379e-16	-6.37731898530573e-17	-0.0191527105052524	-0.0080548098555387	6.48799618093427e-05	0.0003668263196984	-0.0677658609207906	-0.0299193950219637	0.0008951701984799	0.0045922119063408	-0.1571821486614381	0.0255666988984032	0.0006536560925618	0.0247062278578259	0.0014855220540105	-0.0004296826817887	1.846272093175931e-07	2.206775771848664e-06	9.91135210688072e-05	-0.0003575282042173	1.278264175001838e-07	9.823489781007091e-09	-0.0005200736506488	0.0003768639471576	1.420264352699267e-07	2.704765989381075e-07	0.0750226614000005	0.0749146928000013	0.0747348602000009	0.0744833361000018	0.0741603617000016	0.0737662470000017	0.0733013699000016	1
-4.273743524567673e-17	-5.602921032021383e-17	-1.733395688230112e-16	0.4612594211099582	-5.541334934663793e-16	-1.66143413076888e-16	-0.0130271980381444	0.0061255124671089	3.75219029849367e-05	0.0001697078887212	-0.0147538831582219	0.0530119777625676	0.0028102697863006	0.0002176770682416	-0.1527732570755283	0.0044088915859106	1.9438325015560044e-05	0.0233396680774673	0.0014040549855384	-8.146706847350548e-05	6.636881503869068e-09	1.9713703981240804e-06	0.0001479902352557	4.887671418716896e-05	2.3889332620824007e-09	2.1901107964203888e-08	-0.0007261041455289	-0.0002060304948799	4.24485662378497e-08	5.27227230624429e-07	0.0749991536999997	0.0748207215000002	0.0745236489000003	0.0741084071000007	0.073575654300001	0.0729262354000011	0.0721611801000014	1
3.0389726832489166e-17	-3.9616880411212936e-17	4.097598074065733e-17	0.7529131741358321	-1.4880302234081962e-16	2.4930014101787238e-15	-0.0221581530854861	-0.0091309550473417	8.337434007726618e-05	0.0004909837481616	-0.0461019303169387	-0.0313480471587163	0.0009827000606643	0.0021253879789516	-0.1358928925573105	0.0168803645182159	0.0002849467062672	0.0184668782475936	0.0012790935378193	-0.0001249614477209	1.5615362623900528e-08	1.6360802778066892e-06	0.0002590361379957	0.0001110459027395	1.2331191478366174e-08	6.709972237099197e-08	-0.0007261658345713	-6.168904104416977e-08	1.0174618416387377e-15	5.273168204399532e-07	0.0749697723999986	0.0747033125999992	0.0742599140999994	0.0736406274	0.0728469190000001	0.0718806691000004	0.0707441661000007	1
3.1909760858778297e-16	-7.588832463437265e-17	2.2330302606208633e-16	0.8683383175902294	-2.443715691530193e-16	3.414249252335238e-16	-0.0204841697538861	0.0016739833316	2.802220193913648e-06	0.0004196012105041	-0.0300186840673583	0.0160832462495797	0.0002586708099236	0.0009011213931343	-0.1703263117800484	-0.0344334192227379	0.001185660359369	0.0290110524845994	0.0011810675530877	-9.802598472636964e-05	9.609092612368906e-09	1.3949205651055282e-06	0.0002121305600572	-4.690557793902253e-05	2.2001327572844126e-09	4.499937394306952e-08	-0.0006261251236836	0.0001000407108862	1.000814423078036e-08	3.920326713116725e-07	0.0749345198999975	0.0745625027999983	0.0739438416999987	0.073080583099999	0.0719755824999993	0.0706324952999998	0.0690557641000004	1
2.9828160131616067e-16	-2.1107584161781542e-16	-1.0680076525309868e-16	0.7284139541335042	-2.823769164457879e-16	2.958369816251683e-15	-0.0269141412271406	-0.0064299714732536	4.134453314644265e-05	0.0007243709980001	-0.0225902678289894	0.0074284162383691	5.518136780941713e-05	0.0005103202005857	-0.12325389116454	0.0470724206155088	0.002215812782604	0.0151915216872002	0.0012580915889814	7.702403588882353e-05	5.932700887285264e-09	1.5827944450491065e-06	0.0002119663318396	-1.6422821801305937e-07	2.6594720249523005e-14	4.4929727328719896e-08	-0.0008481339354485	-0.0002220088117623	4.928791145312781e-08	7.193311761521375e-07	0.0748933989999984	0.0743983361999992	0.0735756542999997	0.0724289758000002	0.0709633505	0.0691852321000007	0.0671024509000009	1
7.661119144240031e-17	-3.0676720670857056e-17	-1.4647992797054158e-16	0.4892456982879354	-1.9145400841573287e-16	-4.386039655926239e-15	-0.0227393504350476	0.0041747907920934	1.7428878157822053e-05	0.0005170780582089	-0.0433547401208908	-0.0207644722919021	0.0004311633095599	0.0018796334909508	-0.1608625170136589	-0.0376086258491185	0.0014144087382597	0.0258767493799726	0.0010610997426928	-0.0001969918462824	3.8805786998675954e-08	1.1259326657130407e-06	0.0002776152204321	6.564888859369012e-05	4.3097757884659845e-09	7.707021217670697e-08	-0.0007261471420167	0.0001219867934293	1.4880777295388626e-08	5.272896736160856e-07	0.0748464128999997	0.0742108644000001	0.0731556115000003	0.0716866221000004	0.0698122043000007	0.0675429589000008	0.0648917199000009	1
1.731723513986531e-16	-1.1063916729415155e-16	-2.7055059118571515e-16	0.4053985363237241	-3.7295594194801873e-16	1.3357544184500131e-14	-0.0283801129941875	-0.0056407625591399	3.181820224937916e-05	0.0008054308135688	0.0130848206403474	0.0564395607612348	0.0031854240189229	0.0001712125311822	-0.139764619776263	0.0210978972373974	0.0004451212678389	0.0195341489412046	0.0013419972270831	0.0002808974843874	7.890339617816927e-08	1.8009565553246638e-06	-7.331461493450124e-06	-0.0002849466819263	8.11946129381409e-08	5.374948183051441e-11	-0.0004939951041224	0.0002321520378965	5.3894571081891615e-08	2.440311609696683e-07	0.0747935651999999	0.0740001460000001	0.0726840093000006	0.0708544519000011	0.0685243974000009	0.0657103047000014	0.062432051800001	1
