trial_type.successfulgo	trial_type.successfulstop	trial_type.unsuccessfulstop	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-0.0001733234646692	2.4341730417052503e-11	-0.0005985648731102	-0.0008443148977223	-0.00393074	-1.7816523264781154e-16	-1.3060499165463749e-15	1.5450716947065527e-05	-0.0369447000000043	6.754576926217445e-16	-7.262724137854889e-15	0.0013649108580935	-0.0731432000000035	6.37752728470661e-16	-3.3326478126378044e-15	0.0053499277062399	-6.536870000070626e-05	3.807912207412126e-17	3.5221628060918404e-16	4.273065920679249e-09	-0.0006601450000023	1.242160982549249e-15	-1.8156940591446608e-15	4.357914224760714e-07	-0.0001628400000003	1.3042355993925922e-16	2.424465565468149e-16	2.6516866038390483e-08	0.1042534080000009	0.1042420110000025	0.1042230170000022	0.1041964274000014	1
0.0004120506502585	-6.578182482375386e-11	0.0211382616995385	0.0141610794913948	-2.1588799999920358e-05	0.0039091512000018	1.5281463104785336e-05	4.660755669345295e-10	0.0043454999999976	0.0412902000000024	0.0017048806160394	1.888337025056201e-05	0.020159700000001	0.0933029000000043	0.0087054311484186	0.000406413504087	-0.0005232090000006	-0.0004578403000016	2.0961773909750077e-07	2.7374765702983345e-07	-0.0009094010000011	-0.0002492560000009	6.212855331895754e-08	8.270101816112234e-07	-0.0001058309999981	5.7008999999242105e-05	3.250025116779524e-09	1.1200201068843608e-08	0.1042230170000017	0.104120469500002	0.1039496317000018	0.1037106156000017	1
0.0085049886155693	1.7453085089263904e-10	0.2022354205077443	0.0844341859265732	-2.0844600000245088e-05	7.442000003704666e-07	5.536757922833339e-13	4.3449712307853017e-10	0.0290899	0.0247444000000012	0.0006122853313612	0.0008462222820095	0.0189461000000018	-0.0012136000000008	1.4728249573187994e-06	0.0003589547052097	-0.0011682600000029	-0.0006450510000008	4.1609079310013764e-07	1.3648314327895096e-06	-0.0009722380000017	-6.283699999940702e-05	3.9484871189790965e-09	9.452467328710216e-07	-0.0001310769999983	-2.52460000008758e-05	6.373601417664344e-10	1.7181178657575613e-08	0.104162244100002	0.1038775282000018	0.1034035780000018	0.1027412570000018	1
0.1743441983720539	-4.5472065327535746e-10	0.3103161975725814	0.1609324290475055	-2.902219999996644e-05	-8.17760000025292e-06	6.687343733709859e-11	8.422880422587949e-10	0.0234787999999996	-0.0056111	3.1484443209862385e-05	0.0005512540494402	0.0379171000000027	0.0189710000000001	0.0003598988409985	0.0014377064724128	-0.0002665270000007	0.0009017330000026	8.131224044353518e-07	7.103664183770846e-08	-0.0010796900000028	-0.0001074520000002	1.154593010315845e-08	1.1657305015762974e-06	2.607642476769491e-15	0.0001310770000013	1.71811793143794e-08	-4.636208899453327e-15	0.1040711067000023	0.1035134703000016	0.1025862884000017	0.1012928712000019	1
0.4816117050326624	1.162627674116859e-09	0.2116510302293535	0.2150143228417555	-2.3688600000008174e-05	5.333599999250644e-06	2.844794329609881e-11	5.611493607042029e-10	0.0238004999999997	0.0003217000000002	1.034908903495604e-07	0.0005664638002501	-0.0266115999999999	-0.0645287000000035	0.0041639531236942	0.0007081772545579	-0.0002768649999989	-1.0337999998262996e-05	1.0687101648985727e-10	7.66542279630412e-08	-0.0009094010000027	0.0001702890000016	2.8998343641520943e-08	8.270101805725989e-07	-0.0001878009999986	-0.0001878010000023	3.526921691096138e-08	3.5269214588461554e-08	0.1039496317000022	0.103028720300002	0.1014999067000018	0.099372211300002	1
0.6944692458226905	-2.913063184878447e-09	0.0917374959161104	0.2268037926442848	-0.0052875400000006	-0.0052638514000016	2.770813156128713e-05	2.795807925218556e-05	0.0238125000000005	1.1999999999848453e-05	1.4400042137996458e-10	0.0005670351562497	-0.0376310000000015	-0.0110194	0.0001214271763591	0.0014160921609997	-0.0005993800000009	-0.0003225150000005	1.04015924436009e-07	3.592563848453136e-07	-0.0005111290000018	0.0003982720000024	1.586205868877656e-07	2.6125285321473213e-07	-0.0001987139999995	-1.0913000000105436e-05	1.19092473537016e-10	3.9487252925658584e-08	0.1037978542000019	0.1024238435000022	0.1001472826000018	0.096988232300002	1
0.6847556512144527	7.1353104234502e-09	0.0179470229897249	0.1893130942163698	-2.5912100000103e-05	0.005261627900001	2.7684728159067552e-05	6.714365350337907e-10	0.0305981000000006	0.0067856000000001	4.6044367360299104e-05	0.0009362437236113	0.0046029400000005	0.0422339400000021	0.0017837056879253	2.118705664347813e-05	6.787740000112715e-05	0.0006672574000022	4.45232437977004e-07	4.607341049443781e-09	-0.0009094010000027	-0.0003982720000027	1.586205877991775e-07	8.270101817153869e-07	-0.00024681	-4.809600000071677e-05	2.3132244665427422e-09	6.091517717363362e-08	0.1036158186000023	0.101699545000002	0.0985319640000015	0.094152049300002	1
0.6000634780513965	-1.7018229506302758e-08	-0.0162841484197107	0.1624590901842884	-0.0026148700000004	-0.0025889579000011	6.702703007936858e-06	6.837545117067976e-06	0.0301868000000008	-0.0004113000000002	1.6916769125689502e-07	0.0009112428942405	0.0001831480000011	-0.0044197920000006	1.9534561322305185e-05	3.3543189396337524e-08	2.0850000002964028e-05	-4.7027400001261737e-05	2.211574323190599e-09	4.347211435714116e-10	-0.0006926860000025	0.0002167150000019	4.69653916667497e-08	4.79813894358272e-07	-0.0003260400000007	-7.92300000005194e-05	6.2773918691343805e-09	1.0630208123568907e-07	0.1034035780000022	0.1008566694000019	0.0966581881000018	0.0908768861000019	1
0.538912259343218	3.927158468363055e-08	-0.0283883198844413	0.1447524541473721	-0.0080920000000017	-0.0054771300000011	2.9998953036544383e-05	6.54804640015561e-05	0.0352494000000015	0.0050625999999995	2.5629918761595654e-05	0.0012425202003603	0.0081029200000012	0.0079197719999997	6.2722788530838e-05	6.56573125264319e-05	-0.0006797409999999	-0.0007005910000027	4.908277502195576e-07	4.620478276324856e-07	-0.0007091580000016	-1.6471999999814636e-05	2.7132616403302267e-10	5.029050695221366e-07	-0.0005015950000021	-0.0001755550000014	3.0819558598653524e-08	2.515975467526931e-07	0.1031611942000016	0.099896199500002	0.0945308701000016	0.0871780128000015	1
0.5325564007788461	-8.6737189559662e-08	-0.0232432174631707	0.1438002327908913	-0.0056267600000014	0.0024652400000003	6.07740825727645e-06	3.1660428098759775e-05	0.0237977000000005	-0.0114517000000007	0.0001311414328907	0.00056633052529	0.0230589000000024	0.0149559800000001	0.0002236813377595	0.0005317128692112	-7.637669999923168e-05	0.000603364300001	3.640484781461008e-07	5.833399389315293e-09	-0.0009094020000024	-0.0002002440000011	4.009765935294855e-08	8.270119999754762e-07	-0.000592681000004	-9.108600000028352e-05	8.296658791982795e-09	3.512707708141446e-07	0.1028887378000015	0.0988192551000019	0.0921555899000015	0.0830726755000014	1
