trial_type.ex_stim	trial_type.in_feel	trial_type.in_prep	trial_type.in_stim	exstim_arouscent	exstim_valcent	instim_arouscent	instim_valcent	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
1.0126333580065471e-08	-1.0657163762730848e-06	3.7413472003055495e-06	-8.89961737391817e-06	5.097055969999251e-09	9.415778509275344e-09	1.843989058627217e-05	-4.556684502343526e-06	0.0184952899074495	-1.838402842544534e-16	-1.0561363899923545e-15	0.0003420757487604	-0.0425753816962005	-2.39708466161164e-16	-4.07955331917622e-16	0.0018126631265697	-3.7207362876396177e-06	1.4908628188877443e-16	-2.810077524515898e-16	1.3843969224367976e-11	-0.0018040264097827	3.576271725518033e-16	-3.959381425429799e-16	3.2545112876003777e-06	-6.996862376810342e-05	-7.834499705765395e-16	-1.6437463940909575e-16	4.8956081440579915e-09	-0.0005890640121465	3.937479905880296e-16	1.2117379797241176e-16	3.469964136349777e-07	0.0842138856000026	0.0842099663000016	0.0842034341000019	0.0841942893000014	0.0841825323000018	0.0841681633000013	0.0841511828000016	1
-2.52498921643456e-08	2.610833724043462e-06	-8.995811485006815e-06	2.067768295221814e-05	-1.3000005906537029e-08	-2.2877403262557747e-08	-4.284378862033114e-05	1.0587229112368514e-05	0.0257025045803671	0.0072072146729173	5.1943943340888335e-05	0.0006606187417052	-0.1049972408903737	-0.0624218591941757	0.0038964885052575	0.0110244205945896	-0.0002470065457841	-0.0002432858094958	5.9187985051840936e-08	6.101223397291692e-08	-0.0016700490383624	0.0001339773714204	1.7949936057665217e-08	2.789063790593726e-06	-0.0001630081017749	-9.303947800603912e-05	8.656344433878752e-09	2.6571643228780026e-08	-0.0005891361852736	-7.217312701588633e-08	5.003129346574625e-15	3.470814470507991e-07	0.0842034340999998	0.0841681632999993	0.0841093896000021	0.0840271294000006	0.083921405600002	0.0837922478000012	0.0836396921000016	1
6.143155427863096e-08	-6.2220167712623065e-06	2.095821635444937e-05	-4.611002033844841e-05	3.24398844433304e-08	5.3981509470176e-08	9.553883823271774e-05	-2.3609105357458984e-05	0.028241900435335	0.0025393958549669	6.448531307316997e-06	0.0007976049402011	-0.0715675258310173	0.0334297150593564	0.0011175458489493	0.0051219107535712	-0.0116158541077456	-0.0113688475619615	0.0001292506948871	0.0001349280666524	-0.0006509997233737	0.0010190493149888	1.0384615077422286e-06	4.238006394591339e-07	1.9171808966481213e-07	0.0001631998198647	2.663418209357989e-08	3.682846665311432e-14	-0.0005889996985784	1.364866954163165e-07	1.8375530255702e-14	3.469206478411164e-07	0.0841825323000003	0.084084578100001	0.0839214056000016	0.0836931413000012	0.0833999623000018	0.0830420959000014	0.0826198197000016	1
-1.451833006097905e-07	1.4335142817989637e-05	-4.6903874473947865e-05	9.681105666420094e-05	-7.899017104317755e-08	-1.227719133246312e-07	-0.0002005892158695	4.956953190694754e-05	0.0145649845530191	-0.0136769158823163	0.0001870580280526	0.0002121387750296	-0.1157357098097027	-0.044168183978685	0.0019508284759747	0.013394754525154	-0.01484305655994	-0.0032272024521941	1.041483566709211e-05	0.0002203163280414	-0.0009890002005611	-0.0003380004771876	1.142443228922363e-07	9.78121395982416e-07	2.3686134818175827e-07	4.514325780593849e-08	1.865960866137444e-15	5.6058308153708094e-14	-0.0004789995689761	0.000110000129603	1.2100028569171245e-08	2.294405886504132e-07	0.084151182799999	0.0839592521999989	0.0836396921000019	0.0831929883000004	0.0826198197000017	0.0819210577000012	0.0810977646000015	1
3.308551035703099e-07	-3.1606239369132915e-05	9.900070141223397e-05	-0.000177360295889	1.8686049432407786e-07	2.656174111144976e-07	0.0003674811483313	-9.08149421904489e-05	0.004263127676494	-0.0103018568765242	0.0001061282551042	1.817425758564233e-05	-0.0649383167177325	0.05079739309197	0.0025803751449399	0.0042169849781295	-0.0206257192040842	-0.005782662644144	3.343918725558533e-05	0.0004254202926854	-0.000720041228651	0.0002689589719106	7.233892852058654e-08	5.184593709330275e-07	-0.0002488813613274	-0.0002491182226759	6.205988982574519e-08	6.194193481778405e-08	-0.0003300897869254	0.0001489097820511	2.217412344025005e-08	1.0895926794846225e-07	0.0841093896000002	0.083792247800001	0.0832645638000016	0.0825276632000012	0.0815833979000014	0.0804341403000015	0.0790827782000017	1
-7.177801003727414e-07	6.515424738003401e-05	-0.0001831851836664	0.0002556990664032	-4.2634140054452957e-07	-5.329298484593971e-07	-0.000529782358757	0.000130935922192	0.021468777472322	0.0172056497958285	0.0002960343848985	0.000460908406157	-0.1056477836349267	-0.0407094669171936	0.0016572606966817	0.0111614541869699	0.014873670726985	0.0354993899310698	0.0012602066854785	0.0002212260808953	-0.0006509997233714	6.904150527834302e-05	4.766729433069514e-09	4.238006400551465e-07	1.279207082430171e-07	0.000249009282037	6.200562239825637e-08	1.5680801450435125e-14	-0.000392999684663	-6.290989773809e-05	3.957654727140918e-09	1.5444875281101966e-07	0.0840571577999992	0.0835836477999991	0.082796439500002	0.0816984872000007	0.0802939117000018	0.0785879844000011	0.0765871080000015	1
1.4463650402361935e-06	-0.0001129424531931	0.0002703842105758	-0.0005317898052404	9.264262885585818e-07	9.346917387642684e-07	0.0011017974040956	-0.0002723253828483	0.0096685571128033	-0.0118002203595194	0.0001392452005332	9.348099664319016e-05	-0.0743757801378316	0.0312720034970943	0.0009779382027217	0.0055317566711085	0.0058795293444193	-0.0089941413825659	8.089457920908632e-05	3.456886531214288e-05	-0.000921029645777	-0.0002700299224044	7.291615870552804e-08	8.48295608386492e-07	-0.0002829040334407	-0.0002830319541497	8.010708816277679e-08	8.003469565464931e-08	-0.0002081299012701	0.0001848697833923	3.4176836956729944e-08	4.331805526225109e-08	0.0839944937999995	0.0833335558000005	0.0822358422000017	0.0807071064000012	0.0787553609000017	0.0763908356000011	0.0736259234000014	1
-2.5580741520664937e-06	0.0001460329402237	-0.0005671526107035	0.0229798465745705	-1.871446140789668e-06	-1.1715177430389546e-06	-0.047614052512865	0.011765812163261	0.0215017530525622	0.0118331959397593	0.0001400245261493	0.0004623253843341	-0.0632133471896758	0.0111624329481544	0.0001245999093214	0.0039959272629209	0.0217418596501705	0.0158623303057514	0.0002516135227287	0.0004727084610484	0.0001690000046731	0.0010900296504497	1.1881646402259536e-06	2.8561001886750998e-08	-7.35141180074087e-09	0.0002828966820298	8.003053357408133e-08	-7.276553350808906e-16	-8.69999969328033e-05	0.0001211299043367	1.4672453020174524e-08	7.568998301011497e-09	0.0839214056000005	0.0830420959000007	0.0815833979000017	0.0795554890000013	0.0769725181000015	0.073852506700001	0.0702172231000013	1
3.292093535210803e-06	-0.0003965255413443	0.0233374937053063	0.2419132767391134	3.3264770206630425e-06	-3.902823967443614e-07	-0.5012448051672036	0.1238592558746164	0.0188737423844296	-0.002628010668133	6.906440071152229e-06	0.0003562181515941	-0.100110480990542	-0.036897133800864	0.0013613984827188	0.0100221084041553	0.0030587981704931	-0.0186830614796784	0.0003490567862536	9.356246247285214e-06	-0.0006459998814494	-0.0008149998861227	6.642248144977016e-07	4.173158463013622e-07	2.8101085955833087e-08	3.545249765129182e-08	1.7261415574498829e-15	5.330477786360942e-16	-8.699994963571265e-05	4.7296107941750306e-11	-8.118232103027192e-16	7.568991095257711e-09	0.0838379020999978	0.0827094126999992	0.0808398353000014	0.0782459216000008	0.0749509135000007	0.0709843346000011	0.0663817260000012	1
6.136172773455087e-07	0.0231675889841952	0.2428469383396568	0.4084976863519344	-4.348991710205583e-06	1.020028028176248e-05	-0.8464059358384767	0.2091516912173125	0.0048628154825391	-0.0140109269018903	0.0001963060726511	2.364697441631347e-05	-0.0471827203337681	0.0529277606567732	0.0028013478481408	0.0022262090980924	0.0130407672485409	0.0099819690780474	9.963970667540412e-05	0.0001700616104298	6.299999941689135e-05	0.0007089998808664	5.026808315078722e-07	3.968999930379521e-09	2.8351939949757736e-10	-2.7817565995747844e-08	1.122431962911852e-15	-6.735431247737428e-16	8.999996115013142e-06	9.599994575133756e-05	9.215989019772761e-09	8.099989131074142e-11	0.0837439936999988	0.0823356715000014	0.0800059850000008	0.0767810042000013	0.0726968177999998	0.0677991292000014	0.0621427452000015	1
