trial_type.belief	trial_type.photo	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	intercept
-2.1454620004340024e-12	2.5631742125721296e-06	3.320072968665899e-06	-4.446089999980951e-05	-4.551487964195402e-17	-2.566454534752523e-16	1.976771702694496e-09	-0.0177071999999998	-6.139271902851849e-17	-3.0401000919295514e-16	0.0003135449318398	0.0913713999999998	-2.0526788297908375e-16	2.91291301422862e-17	0.0083487327379597	2.40776000000026e-05	2.412289951981785e-17	9.010340656299266e-17	5.797307106650638e-10	0.0011161500000013	-3.0442029755230524e-16	-4.4107769031983746e-17	1.2457908217719857e-06	-0.0004013819999998	-5.718928399747844e-17	1.090254525620296e-16	1.6110750991847778e-07	0.1348262246000008	0.134784983800002	1
9.041728567721553e-12	-6.164865229613343e-06	-7.943709446225325e-06	2.9542800002103425e-06	4.7415179999957206e-05	2.2481990240792366e-09	8.727670967295447e-12	-0.0141322999999998	0.0035748999999998	1.2779910009701965e-05	0.0001997219032898	0.0782422999999996	-0.0131291000000003	0.0001723732668099	0.0061218575092897	-0.000178864	-0.0002029415999999	4.118529292185711e-08	3.1992330452466484e-08	0.0005714960000008	-0.0005446540000008	2.96647980055074e-07	3.2660767743557455e-07	-0.0004013819999999	-1.1103277180614329e-16	1.652520070989051e-16	1.611075099064969e-07	0.1347162584000008	0.134345343200002	1
-3.2690153866540177e-11	1.4427616168337628e-05	1.8467957415430503e-05	-0.0209959000000005	-0.0209988542800002	0.0004409518810726	0.00044082781681	-0.0341753000000001	-0.0200429999999999	0.0004017218489995	0.0011679511300898	0.1502659999999999	0.0720237000000001	0.0051874133616904	0.0225798707559997	-0.0006567019999999	-0.0004778380000001	2.2832915472607586e-07	4.312575171959314e-07	0.0003886710000002	-0.0001828250000004	3.3424980005225085e-08	1.5106514602195476e-07	-0.0007019290000007	-0.0003005470000001	9.032849957533835e-08	4.927043210668209e-07	0.1344964157000006	0.133467496000002	1
1.084215721920092e-10	-3.2600900662809266e-05	-4.13571376798677e-05	0.0310732000000008	0.0520691000000009	0.002711191174811	0.0009655437582413	-0.0300488999999997	0.0041263999999998	1.702717695954371e-05	0.0009029363912101	0.1271809999999999	-0.0230850000000004	0.0005329172250001	0.0161750067609996	-0.0008802199999999	-0.0002235180000001	4.9960296308582514e-08	7.747872489999198e-07	-0.000407334	-0.0007960050000006	6.336239602823299e-07	1.6592098812189024e-07	-0.0005570230000004	0.0001449059999996	2.09977486895343e-08	3.1027462267285346e-07	0.1341668758000009	0.1321543056000019	1
-3.412563428127657e-10	6.989064816591372e-05	8.756516101167862e-05	-0.0185151999999997	-0.0495884000000012	0.0024590094145613	0.0003428126310395	0.0538648000000006	0.0839137000000001	0.0070415090476901	0.0029014166790403	0.0865452999999999	-0.0406357000000005	0.0016512601144896	0.0074900889520896	-0.0005898379999999	0.0002903819999999	8.432170587761022e-08	3.479088665650872e-07	1.562560000022056e-05	0.0004229596000004	1.7889482321324738e-07	2.441596769816668e-10	-0.0001678589999999	0.0003891640000005	1.5144861965253228e-07	2.8176643740558027e-08	0.1337279074000008	0.1304100553000018	1
1.034401177007129e-09	-0.000130738826177	-0.0001614874748091	-0.027037100000001	-0.0085218999999999	7.262277960954663e-05	0.0007310047764105	-0.0805531000000002	-0.1344179000000006	0.0180681718404106	0.0064888019196096	0.1401619999999999	0.0536167	0.00287475051889	0.0196453862439998	0.0001084020000003	0.00069824	4.87539097930737e-07	1.1750993245494044e-08	0.0002226289999999	0.0002070034000003	4.2850408029086834e-08	4.9563671891876053e-08	-0.0004035470000004	-0.0002356879999999	5.554883321548218e-08	1.6285018079658342e-07	0.1331798687000008	0.1282404345000019	1
-3.042527793875567e-09	0.0002043155089495	0.0002340497248012	0.0058690899999996	0.0329061900000009	0.0010828173403164	3.4446217427342205e-05	-0.0379203000000004	0.0426328000000003	0.0018175556358399	0.00143794915209	0.0948619999999998	-0.0453000000000005	0.0020520900000001	0.0089987990439996	7.781160000412532e-06	-0.0001006208400002	1.0124553550804462e-08	6.054645907635983e-11	0.0005056200000001	0.0002829910000006	8.008390591778025e-08	2.556515843033794e-07	-0.0005627410000006	-0.0001591939999998	2.5342729780042078e-08	3.1667743253012134e-07	0.1325232065000009	0.1256525201000019	1
8.712939886154594e-09	-0.0005755366747232	-0.0005250394297353	0.0034180100000004	-0.0024510800000001	6.007793166029624e-06	1.168279236019037e-05	0.0086700700000002	0.0465903700000001	0.0021706625767369	7.5170113804716e-05	0.0837016999999998	-0.0111603000000001	0.0001245522960899	0.0070059745828897	0.0001656100000001	0.00015782884	2.4909942642366015e-08	2.742667201577393e-08	0.0005056200000005	-8.897491329852715e-17	7.787739568903667e-17	2.556515838853782e-07	-0.0005792410000003	-1.650000000012174e-05	2.7225005151239597e-10	3.355201361063161e-07	0.1317584565000008	0.1226547532000018	1
-2.4475771823650358e-08	0.0257992378896272	0.0275059183936998	-0.0085411699999999	-0.0119591800000002	0.0001430219862722	7.295158496877057e-05	-0.0031556599999995	-0.01182573	0.0001398478900325	9.958190035250874e-06	0.0989426999999997	0.0152409999999996	0.0002322880809998	0.0097896578832895	0.0001500250000003	-1.5585000000060245e-05	2.4289236327753225e-10	2.2507500436645267e-08	1.2715199999818569e-05	-0.0004929048000005	2.429551419560602e-07	1.6167656267906942e-10	-0.0003813950000003	0.0001978460000003	3.914303998150224e-08	1.4546214607809062e-07	0.1308862425000008	0.1192569121000018	1
6.757968887872734e-08	0.2798656159393728	0.2730529320427703	-0.0023229099999998	0.0062182600000001	3.866675742742011e-05	5.3959108680316e-06	-0.0213758999999998	-0.0182202400000002	0.0003319771456574	0.0004569291008097	0.0676370999999999	-0.0313056000000002	0.0009800405913597	0.0045747772964097	-2.7634699999901173e-05	-0.0001776597000001	3.1562969396308435e-08	7.636766236730647e-10	0.0003365709999998	0.0003238558000006	1.0488257916273065e-07	1.132800379526122e-07	-0.0004058170000006	-2.442199999996663e-05	5.964338954584823e-10	1.6468743738733156e-07	0.1299072757000007	0.1154700797000017	1
