Subject,num_runs,run_numbers,Session
sub-001,2,"1, 2",ses-all
sub-002,2,"1, 2",ses-all
sub-003,2,"1, 2",ses-all
sub-004,2,"1, 2",ses-all
sub-005,2,"1, 2",ses-all
sub-006,2,"1, 2",ses-all
sub-007,2,"1, 2",ses-all
sub-008,2,"1, 2",ses-all
sub-010,2,"1, 2",ses-all
sub-011,2,"1, 2",ses-all
sub-012,2,"1, 2",ses-all
sub-013,2,"1, 2",ses-all
sub-014,2,"1, 2",ses-all
sub-016,2,"1, 2",ses-all
sub-017,2,"1, 2",ses-all
sub-018,2,"1, 2",ses-all
sub-019,2,"1, 2",ses-all
sub-020,2,"1, 2",ses-all
