trial_type.Face	trial_type.Hand	trial_type.Swallow	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-1.1021441492451732e-14	1.4674177374685722e-07	-1.6055380643646016e-10	-0.0184935726858733	-0.0120622788086007	0.0001454985700564	0.0003420122306926	-0.0664511551997582	-0.0904253784252533	0.0081767490633512	0.0044157560273822	-0.0085641309511139	0.0222586617088463	0.0004954480210682	7.334433894724784e-05	-0.0006874821743653	0.0002634927147592	6.94284095827292e-08	4.7263173794665516e-07	-0.0001126068893693	0.0001984703063302	3.9390462380304e-08	1.268030975306167e-08	0.0003109612727302	0.00014860896329	2.20846239463202e-08	9.669691344980804e-08	0.0765120611000018	0.0756219368000011	0.0741460590000016	0.0720958598000017	1
-1.1002620019179412e-14	-4.942224764931786e-07	3.567258031493008e-10	0.0117621009537312	0.0302556736396067	0.0009154057873984	0.0001383470188437	-0.0663087152759534	0.0001424399238062	2.0289130744216504e-08	0.0043968457215473	-0.007804924035838	0.0007592069152761	5.763951402248803e-07	6.091683920503422e-05	-0.0003819999797583	0.0003054821946074	9.331937128171535e-08	1.45923984158376e-07	-5.4804077001928224e-08	0.0001125520852928	1.2667970529620524e-08	3.333120236722344e-15	0.0002869999985726	-2.396127415845069e-05	5.741422467590198e-10	8.236900210166237e-08	0.0764461904000019	0.0753595875000013	0.0735600088000022	0.0710644802000017	1
-1.0694933176825762e-14	1.5566889944244882e-06	-7.509639913328184e-10	0.0150720075758967	0.0033099066221634	1.0955481846355927e-05	0.000227165412367	0.0187171406136606	0.085025855889613	0.0072293961697608	0.0003503313527504	-0.0105691022920088	-0.0027641782561701	7.64068143197564e-06	0.0001117059232587	-0.0007460001279294	-0.0003640001481707	1.3249610839779054e-07	5.565161894929537e-07	-6.0679437954778e-08	-5.875357789275561e-09	-7.465362955952481e-17	4.086001117316341e-15	0.0001629997362284	-0.0001240002623457	1.5376065197765324e-08	2.6568914725230053e-08	0.0763737545000016	0.075071350900002	0.0729171051000018	0.0699354616000017	1
-1.077940115906235e-14	-4.705056469473543e-06	1.4529907789084067e-09	-0.0009667303547478	-0.0160387379306457	0.0002572411144102	9.345675795620366e-07	0.0066898106966289	-0.0120273299170327	0.000144656664932	4.475356715578936e-05	-0.0149731116996594	-0.0044040094076508	1.939529886266276e-05	0.0002241940739696	-0.0009379996686934	-0.0001919995407636	3.686382341258713e-08	8.798433764544924e-07	-6.505491368109809e-08	-4.375476266521146e-09	-9.472248893330305e-16	4.208745699316195e-15	0.0001389995519258	-2.400018430102541e-05	5.760084271441175e-10	1.9320875643846708e-08	0.0762947594000012	0.0747573261000019	0.0722178449000016	0.0687103552000017	1
-1.115505850657514e-14	1.3988479674196483e-05	-2.3965263368541283e-09	-0.0009388210641116	2.7909290637441912e-05	7.789271080302853e-10	8.813849908585314e-07	-0.0954712099415377	-0.1021610206381655	0.0104368741378334	0.0091147519277022	-0.0057367149515808	0.0092363967480775	8.531102488634427e-05	3.2909898435048145e-05	-0.0001419905109615	0.0007960091577321	6.336305803497194e-07	2.0161304991724087e-08	-6.102208792291111e-05	-6.0957033010345175e-05	3.7157594606188718e-09	3.7236949965888804e-09	0.0003109956336078	0.0001719960816833	2.9582652824564997e-08	9.671828601775733e-08	0.0762092122000018	0.0744176209000011	0.0714627686000019	0.0673908444000015	1
-1.0950739862802142e-14	-3.728783593114093e-05	2.489368138305399e-09	-0.0008853169184147	5.350414569682692e-05	2.8626920993007284e-09	7.837860466688596e-07	-0.041531983356039	0.0539392265854999	0.0029094401646405	0.0017249056414853	-0.0168005922176918	-0.0110638772661105	0.0001224093801597	0.0002822598988645	-9.50206956030008e-05	4.696981535778928e-05	2.2061630060012875e-09	9.028932936249868e-09	9.297887022410444e-05	0.0001540009581466	2.3716295404666437e-08	8.645070327379365e-09	0.000445004234786	0.0001340086011788	1.7958305317838376e-08	1.9802877158395242e-07	0.0761171200000022	0.0740523519000013	0.0706524599000018	0.0659787419000016	1
-1.0890942520104015e-14	7.390519598571791e-05	3.470891013359018e-09	0.0137244250020959	0.0146097419205111	0.0002134445589856	0.0001883598416368	0.034711774880962	0.0762437582369992	0.0058131106701016	0.001204907315386	-0.0245036007787282	-0.007703008561036	5.933634089153759e-05	0.0006004264511225	-0.00038899998838	-0.0002939792927767	8.642382508682484e-08	1.5132099135981618e-07	-2.8197318556287005e-08	-9.300706754209584e-05	8.650313757052052e-09	1.291316329906754e-15	0.0001450000148058	-0.0003000042199817	9.000253500024464e-08	2.10250045223771e-08	0.0760184907000015	0.0736616448000019	0.0697875448000017	0.0644759881000016	1
-1.1037247875054861e-14	0.0006441632243952	-3.4963840155790723e-08	-0.0009862258892076	-0.014710650891305	0.0002164032496474	9.726415053364734e-07	-0.0251013531810992	-0.0598131280620618	0.0035776102885685	0.0006300779315213	-0.0200514091337417	0.0044521916449861	1.9822010443339614e-05	0.0004020590082476	-8.497443225336188e-05	0.0003040255561268	9.243153903838692e-08	7.220654830604008e-09	-0.0003430063108794	-0.0003429781135601	1.176339878117851e-07	1.1765332833061337e-07	0.0001494854423517	4.485427546863122e-06	2.0118212929790635e-11	2.2345897810974593e-08	0.0759133330000015	0.0732456336000018	0.0688686921000017	0.0628846475000014	1
-1.0785103090599091e-14	0.0201767634203986	1.57321659188446e-07	-0.0009610778907086	2.514799850027699e-05	6.324205229331709e-10	9.236707122549484e-07	-0.1069643522048993	-0.0818629990237988	0.0067015506091707	0.0114413726426152	0.0211110353376977	0.0411624444714395	0.0016943468348643	0.0004456758130305	0.0002030000004385	0.0002879744326914	8.292927328260076e-08	4.120899983306171e-08	3.595571410653127e-08	0.0003430422665937	1.1767799847401689e-07	2.6067331030298978e-17	0.0003510000639512	0.0002015146215999	4.060814250742463e-08	1.2320104758262646e-07	0.0758016557000014	0.072804461400001	0.0678966117000017	0.0612069066000014	1
-1.0725906442078611e-14	0.1020074148093524	-5.756718276177378e-07	-0.0109023333462114	-0.0099412554555032	9.882856003153608e-05	0.0001188608723947	-0.0378706048949348	0.0690937473099654	0.0047739459173322	0.0014341827151069	0.018077311543125	-0.0030337237945722	9.203480062253663e-06	0.0003267891926282	0.0002940197483225	9.101974788391912e-05	8.284594611689838e-09	8.644761110892531e-08	-0.000249976490542	-0.000250012446258	6.250622368362341e-08	6.248824362094059e-08	0.0001580363733044	-0.0001929636906472	3.7234986247963937e-08	2.4975494978478245e-08	0.0756834685000012	0.0723382796000009	0.0668720551000016	0.0594450706000015	1
-1.087869456554182e-14	0.2609549719904581	1.9061118998982288e-06	-0.0009563900429315	0.009945943303281	9.892178819210216e-05	9.146819143657416e-07	-0.0032588173146302	0.0346117875803033	0.0011979758395031	1.0619890289095796e-05	0.0001029947801228	-0.0179743167630026	0.0003230760630971	1.0607924783326116e-08	0.0001409999958792	-0.0001530197524427	2.3415044381573893e-08	1.988099802208291e-08	1.2765229665222509e-08	0.0002499892557724	6.249462868249324e-08	-7.394814860835965e-16	0.0001820002558889	2.3963882585077668e-05	5.742669588976068e-10	3.3124094024663114e-08	0.0755587815000007	0.0718472483000013	0.0657958141000016	0.0576015600000014	1
-1.0620147720327724e-14	0.4655344111159568	-5.958884097155592e-06	-0.0174717534298341	-0.0165153633869031	0.0002727572278036	0.0003052621679177	-0.0697047371339753	-0.0664459198193451	0.0044150602606388	0.0048587503789165	0.0160609144848264	0.0159579197047032	0.0002546552013012	0.0002579529740896	5.700663724660878e-05	-8.399335863345168e-05	7.054882643996146e-09	3.249754597177424e-09	-8.399551997841357e-05	-8.400828520978789e-05	7.0573910831466075e-09	7.055245213023936e-09	0.0001580024426033	-2.399781328517531e-05	5.758942574553578e-10	2.496477168518449e-08	0.0754276054000006	0.0713315364000009	0.0646687204000014	0.0556789079000013	1
-1.1872476004979408e-14	0.6705281010251536	1.813997935841822e-05	-0.0175458692611452	-7.411583130950767e-05	5.493154773235032e-09	0.0003078575281335	-0.1066962248093422	-0.0369914876753653	0.0013683701604356	0.0113840843885672	0.0318652666735784	0.0158043521887515	0.0002497775481058	0.0010153952201798	0.0005439999558735	0.0004869933186269	2.3716249215308225e-07	2.9593595007811413e-07	6.293117665643645e-08	8.405845115342812e-05	7.065822902708488e-09	1.6599642265281728e-15	0.0002309996216794	7.299717907640741e-05	5.3285869781671624e-09	5.336082570330528e-08	0.0752899516000007	0.0707913209000004	0.0634916453000015	0.0536797558000014	1
-7.819844308341734e-15	0.8439206158171281	-5.046975527096676e-05	-0.017586488969986	-4.06197088404829e-05	1.649959226502633e-09	0.0003092845942957	0.017946264474973	0.1246424892843144	0.0155357501349917	0.0003220684086042	0.0185836705602629	-0.0132815961133148	0.0001764007953172	0.0003453528114939	0.0002190041076361	-0.0003249958482377	1.0562230071082573e-07	4.7962796189728814e-08	-9.79907396388864e-05	-9.805367081665645e-05	9.614522019080718e-09	9.602182476469024e-09	8.401060636543195e-05	-0.0001469890153145	2.1605770468576047e-08	7.057781170472243e-09	0.0751458317	0.0702267873000009	0.0622654984000012	0.0516068504000014	1
-1.979142162987461e-14	0.973292737710564	0.0001094621978175	-0.0070701521476928	0.0105163368222943	0.00011059334016	4.9987051392535295e-05	0.0044681858537267	-0.0134780786212481	0.0001816586033198	1.996468482254956e-05	0.016578179088031	-0.0020054914722324	4.021996045500397e-06	0.0002748360218758	0.0003719904974063	0.0001529863897708	2.3404836052276042e-08	1.383769278008003e-07	-8.603927174060191e-05	1.1951467899341754e-05	1.4283636894510898e-10	7.402754665234498e-09	-0.0002089837272501	-0.0002929943336171	8.58456818129862e-08	4.3674196357356114e-08	0.0749952582999993	0.0696381297000012	0.0609912275000012	0.0494630399000014	1
1.4699715247560554e-14	1.060076243822235	0.0006535383947699	0.0071068962242572	0.0141770483719501	0.0002009887005409	5.050797394126154e-05	0.0846929930754088	0.0802248072216824	0.0064360196937562	0.0071729030760722	-0.0936537508742971	-0.110231929962329	0.012151078383224	0.008771025052821	-0.0020130618845727	-0.0023850523819796	5.688474863605263e-06	4.0524181498727735e-06	-0.0002500121549154	-0.0001639728831722	2.6887106213993668e-08	6.250607839068505e-08	-0.0004847519655361	-0.0002757682382856	7.60481213957145e-08	2.3498446545678806e-07	0.0748382442000014	0.0690255502000021	0.0596698174000014	0.0472512696000012	1
-8.514633122690166e-14	1.1119230946467962	0.0203715014452203	-0.0003227424119392	-0.0074296386361972	5.5199530263833634e-05	1.0416266432869537e-07	-0.0506326815969796	-0.1353256746723897	0.0183130382255411	0.0025636684457008	-0.0682457753163576	0.0254079755579388	0.0006455652219511	0.0046574858485287	-0.0007510560982572	0.0012620057863165	1.5926586072243925e-06	5.640852629561164e-07	-0.0003168675729934	-6.68554180788336e-05	4.469646875896322e-09	1.0040505844480157e-07	-0.0003536190927494	0.0001311328727878	1.7195830463615092e-08	1.2504646036792408e-07	0.0746748029000021	0.0683892593000021	0.0583022893000013	0.0449745786000012	1
1.919000978440213e-13	1.1375951015670898	0.0833782705151622	0.0121436114744572	0.0124663538863973	0.0001554099792217	0.0001474672996413	-0.051183227892211	-0.0005505462952293	3.031012215314433e-07	0.0026197228174658	-0.053930554911092	0.014315220405266	0.0002049255352515	0.0029085047530168	-0.0001099886432371	0.0006410674550188	4.10967482966844e-07	1.2097503116066968e-08	7.701626688554045e-05	0.0003938838398791	1.5514448149049478e-07	5.931505789478276e-09	-0.0002949958508551	5.862324189459589e-05	3.436683475921574e-09	8.702254983976325e-08	0.0745049485000019	0.0677294756000019	0.0568897003000016	0.0426360947000011	1
-5.622732770376975e-13	1.1447304566530716	0.1600379517362541	0.0169630530042907	0.0048194415298331	2.3227016658616245e-05	0.0002877451672258	-0.1003993533363444	-0.0492161254441329	0.0024222270037316	0.0100800301503577	-0.0218543285532749	0.032076226357816	0.0010288842973576	0.0004776116765136	0.0002349926203981	0.0003449812636345	1.1901207260907014e-07	5.5221532843900546e-08	-5.00350286350606e-05	-0.0001270512955199	1.6142031726665396e-08	2.503504209701877e-09	-0.0002949942186312	1.6322228388257071e-09	-1.2787266249958624e-15	8.702158708647806e-08	0.074328695500001	0.0670464256000015	0.0554331421000019	0.0402390311000009	1
1.4479429078458908e-12	1.1393932729834684	0.204554862082594	0.0084704745265331	-0.0084925784777589	7.212388920092867e-05	7.174893870479187e-05	-0.0020763499667847	0.0983230033695596	0.0096674129916104	4.311229183581431e-06	-0.0376816399910919	-0.0158273114378177	0.0002505037873494	0.0014199059924167	0.00012896312832	-0.0001060294920788	1.12422537523311e-08	1.6631489155309806e-08	-0.0002500193986899	-0.0001999843700548	3.9993748894168875e-08	6.250969896163391e-08	-0.000294983612098	1.0606533917901852e-08	-6.359631621995418e-16	8.70153293659808e-08	0.0741460590000004	0.0663403441000016	0.0539337405000018	0.0377866810000007	1
-3.808340118398986e-12	1.1262370540330602	0.2040370699037603	0.0182313778124563	0.0097609032859236	9.52752329573651e-05	0.0003323831369399	0.0269091930756266	0.0289855430424094	0.0008401617054624	0.000724104671981	-0.0534053702704393	-0.0157237302793481	0.0002472356938975	0.0028521335737205	2.200000016932496e-05	-0.000106963128151	1.1441111583650228e-08	4.840012979430231e-10	-3.252399964044804e-09	0.0002500161462907	6.250807425621624e-08	1.7635115144778899e-16	-0.0002950000581021	-1.6446003675271227e-08	-3.4813898173261274e-16	8.702503231526068e-08	0.0739570549	0.0656114735000019	0.0523926543000017	0.0352824140000009	1
9.680537048095527e-12	1.1089666680897243	0.1720214201536852	0.0081874981492835	-0.0100438796631737	0.0001008795186888	6.703512594450423e-05	-0.073470822385559	-0.1003800154611855	0.0100761475039893	0.0053979617420108	-0.0262234908746275	0.0271818793958108	0.0007388545674874	0.0006876714736504	0.000596999934732	0.0005749999345623	3.306249252423188e-07	3.564089241859728e-07	-6.560559590634874e-09	-3.308159634294282e-09	-2.323475842426289e-16	-3.065612385350716e-16	-2.200000085313161e-05	0.00027300005725	7.452903304335287e-08	4.840003743651567e-10	0.0737616992000002	0.0648600643000015	0.0508110745000016	0.0327296708000007	1
-2.4262606338917417e-11	1.0900936628449247	0.128018377621079	0.0165214021581771	0.008333904008894	6.94539560294275e-05	0.0002729567292715	-0.0584520167067103	0.0150188056788502	0.0002255645240173	0.0034166382570813	-0.0059652601510855	0.0202582307235424	0.0004103959120485	3.5584328670438423e-05	0.0005040072340148	-9.299270071836954e-05	8.647642375680888e-09	2.5402329262205853e-07	0.0001499755139809	0.0001499820745403	2.2494622798470572e-08	2.2492654982489633e-08	-9.703776035559764e-05	-7.503775950350572e-05	5.630664694876655e-09	9.41632653463288e-09	0.0735600088000003	0.0640863746000014	0.0491902237000016	0.0301319586000008	1
5.93611254108904e-11	1.0711075535257075	0.085666225091683	0.0122225863694048	-0.0042988157887736	1.8479817185188475e-05	0.000149391617557	0.0400835305826793	0.0985355472893885	0.0097092540796196	0.0016066894239721	-0.0239593089203101	-0.0179940487692244	0.0003237857911089	0.0005740484839381	0.0002380321566531	-0.0002659750773612	7.074274230740949e-08	5.6659308362710384e-08	0.0002179649025363	6.798938855584526e-05	4.622556522957611e-09	4.750869933178774e-08	-0.0002950259849545	-0.0001979882245992	3.9199338250590086e-08	8.704033009287949e-08	0.0733520009999999	0.0632906701000018	0.0475313545000012	0.0274928467000007	1
-1.417807143081523e-10	1.0334063475235986	0.0510187454667587	0.0138524235098893	0.0016298371404844	2.656369103351213e-06	0.0001918896370966	-0.01679979180676	-0.0568833223894401	0.0032357123660611	0.0002822330047498	-0.0290912922124698	-0.0051319832921605	2.6337252510308465e-05	0.0008463032825903	0.0002969999826546	5.89678260012653e-05	3.477204310287707e-09	8.820899046715923e-08	-4.38099036837706e-08	-0.0002180087124404	4.752779908187088e-08	2.014809841306868e-15	-0.00029500007172	2.591323533620545e-08	1.1731441806218036e-16	8.702504092820632e-08	0.0731376936000002	0.0624732243000018	0.0458357490000012	0.0248159611000007	1
3.2848062964871956e-10	0.9342243566093048	0.0251013058624568	-0.0002345363482312	-0.0140869598581212	0.0001984424380459	5.5007299208258194e-08	-0.0881428436237015	-0.0713430518169398	0.0050898310425545	0.0077691608820732	-0.0168988548858523	0.0121924373266171	0.0001486555279624	0.0002855712964525	0.0005929999056685	0.0002959999230128	8.761595383536297e-08	3.516488900423515e-07	-8.7474920928746e-08	-4.36650180325694e-08	1.443388132361379e-15	6.553322858253916e-15	-0.000295000058041	1.3680173554920834e-11	-3.008384420299698e-16	8.702503245799222e-08	0.0729171051000012	0.0616343178000012	0.0441047177000012	0.0221049795000006	1
-7.324207019256662e-10	0.7610726408112671	0.0067705575753704	0.0136347150178297	0.0138692513660619	0.0001923561334567	0.0001859054536161	-0.0104002278750529	0.077742615748649	0.0060439143034414	0.000108164739852	-0.0243156598271383	-0.0074168049412853	5.500899553725963e-05	0.000591251312829	0.0005780163142772	-1.4983591391799674e-05	2.2450757488307718e-10	3.34102861358306e-07	0.0001689439032144	0.0001690313781346	2.8571607186436084e-08	2.8542042545397343e-08	-0.0001940488066401	0.0001009512514016	1.0191154843184975e-08	3.7654938672724163e-08	0.0726902544000012	0.0607742389000015	0.0423395986000011	0.0193636268000006	1
1.5480859168688035e-09	0.5466925953083877	-0.0055561224435653	0.0178638792275063	0.0042291642096759	1.788582991147847e-05	0.000319118181054	-0.00581663211615	0.0045835957589019	2.1009350079788853e-05	3.383320917383986e-05	-0.0246450638128687	-0.0003294039857305	1.0850698591904527e-07	0.0006073791703399	0.0004500205642227	-0.0001279957500544	1.6382911788350065e-08	2.025185099750917e-07	0.0001429335640996	-2.601033911371605e-05	6.765375985412831e-10	2.0430004104324257e-08	-0.0002950320952944	-0.0001009832886549	1.0197624550599274e-08	8.70439355070321e-08	0.072457161000001	0.0598932831000018	0.040541755800001	0.0165956696000005	1
-3.013409551286905e-09	0.3358626307860928	-0.0132378482656789	0.0141470069735596	-0.0037168722539468	1.3815139351450988e-05	0.0002001378063091	-0.0757062314833665	-0.069889599367216	0.0048845560997099	0.0057314334854131	0.0113283941892928	0.0359734580021615	0.0012940896806333	0.0001283325149091	0.0004110299286554	-3.899063556774413e-05	1.5202686643021111e-09	1.6894560222245118e-07	0.0002029391993495	6.000563525039153e-05	3.600675890853305e-09	4.1184318812573836e-08	-0.0002950412647561	-9.169461841785056e-09	-9.318198311929534e-16	8.7049346768153e-08	0.0722178449000009	0.0589917529000012	0.038712578900001	0.0138049107000004	1
5.043778386978222e-09	0.1593955014242414	-0.0173361202161805	0.0165536983231369	0.0024066913495775	5.792163251382443e-06	0.0002740249281728	-0.1094155484733249	-0.0337093169899561	0.0011363180519282	0.0119717622477201	0.0133689083089626	0.0020405141196691	4.163697871538577e-06	0.0001787277093741	0.0004875351989652	7.650527031027061e-05	5.853055742239609e-09	2.3769057056064918e-07	0.0005489680733539	0.0003460288740042	1.197359826112294e-07	3.013659484387186e-07	-0.0001291341189077	0.0001659071458489	2.7525181612823233e-08	1.6675620626127543e-08	0.0719723267000014	0.0580699580000007	0.0368534816000013	0.0109951845000002	1
-5.558523411408805e-09	0.028551877510443	-0.0187238856375259	0.016577200514576	2.3502191438545937e-05	5.523525769018915e-10	0.0002748035768999	-0.002053733861459	0.1073618146118654	0.011526559236753	4.217822772283345e-06	-0.0025065169090213	-0.0158754252179838	0.0002520291258519	6.282627015834986e-06	0.0007710148499944	0.0002834796510297	8.036071283005404e-08	5.944639003284274e-07	0.0006569831193001	0.0001080150459449	1.1667249542245e-08	4.316268229485173e-07	-4.425317546225894e-05	8.488094344599872e-05	7.204774591946565e-09	1.958343660583295e-09	0.0717206274000011	0.0571282152000012	0.034965900900001	0.0081703516000003	1
-5.6153505299976555e-09	-0.0588777409382841	-0.0181731658864655	0.0153253833649533	-0.0012518171496229	1.5670461749127085e-06	0.0002348673752823	0.0007908936637481	0.0028446275252059	8.091905756186514e-06	6.255127865242556e-07	-0.0251946345979367	-0.022688117688916	0.0005147506842662	0.0006347696125225	0.0004970173684293	-0.0002739974815654	7.50746192877051e-08	2.47026266421317e-07	0.0001179266393482	-0.0005390564799528	2.9058189162894465e-07	1.3906692846052397e-08	-0.0002950291914554	-0.0002507760159931	6.288861135501073e-08	8.704222163416242e-08	0.0714627686000011	0.0561668478000014	0.0330512955000009	0.0053342929	1
