Subject,num_runs,run_numbers,Session
sub-xp204,3,"01, 02, 03",ses-all
sub-xp205,3,"01, 02, 03",ses-all
sub-xp207,3,"01, 02, 03",ses-all
sub-xp210,3,"01, 02, 03",ses-all
sub-xp213,3,"01, 02, 03",ses-all
sub-xp216,3,"01, 02, 03",ses-all
sub-xp217,3,"01, 02, 03",ses-all
sub-xp221,3,"01, 02, 03",ses-all
