trial_type.EyeMovement	trial_type.EyesCenter	trial_type.EyesLeft	trial_type.EyesRight	trial_type.Face	trial_type.Hand	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
4.954933707473828e-16	0.0002324048599773	-1.4848817375946224e-15	-2.914919460763495e-15	3.289932691419331e-15	-1.943695762255608e-11	-0.0198324918501253	-1.0015950906625736e-16	-1.452304977629451e-15	0.0003933277329846	0.0160916451666512	-3.4449773551570563e-16	-4.606966009849983e-16	0.0002589410441683	0.0037987943293472	3.50514000240241e-16	-4.663792471577794e-16	1.4430838352460494e-05	-0.000350795467519	-2.9633089726413724e-17	-4.910964198384665e-17	1.230574610561406e-07	0.0003592120573651	-1.0831835081602655e-16	-1.995157596384216e-15	1.290333104018638e-07	0.0016440619945517	-2.215454588104339e-15	-1.7646365227290857e-15	2.702939848993842e-06	-2.5154998607395322e-15	-7.827007810557744e-16	-1.1147182661003462e-15	-9.021132736247973e-16	1
6.072347628613323e-16	0.0004128440761156	-3.2545825780966925e-15	-1.7311985768887382e-15	3.0130163325934844e-15	4.518143641446241e-11	-0.020004861103332	-0.0001723692532071	2.9711159538754884e-08	0.0004001944677634	0.0399343627775846	0.0238427176109324	0.0005684751830742	0.0015947533304504	-0.009041113088736	-0.0128399074180828	0.0001648632225043	8.174172587794398e-05	-8.556126561200228e-07	0.0003499398548645	1.2245790244855602e-07	7.319146489374924e-13	0.00054499850178	0.0001857864444212	3.451660286716888e-08	2.970233656263409e-07	0.0013050048711658	-0.0003390571233733	1.1495973458660493e-07	1.7030377116738962e-06	0.0772658915000006	0.0772633433000015	0.0772590964000006	0.0772531509000015	1
2.3958647901622533e-16	0.0183499840412804	-2.480404414536339e-15	-2.9905671902366785e-15	1.846576708712831e-15	-1.0128782423312681e-10	-0.0199055219835188	9.933911981293628e-05	9.868260988134451e-09	0.0003962298054359	-0.0029767936882214	-0.042911156465807	0.0018413673492325	8.8613006608065e-06	-0.0407696426153686	-0.0317285295266321	0.0010066995859215	0.0016621637589801	0.000499011313209	0.0004998669258646	2.4986694365344465e-07	2.490122907455535e-07	-1.9207512928857693e-05	-0.0005642060147092	3.183284280823792e-07	3.6892559932471925e-10	0.0011700048696213	-0.000135000001543	1.8224999740260185e-08	1.3689113924827414e-06	0.0772590964000011	0.0772361645000011	0.077197949700001	0.0771444595000013	1
2.4847271862138843e-16	0.0968142078304604	-3.2003349111065908e-15	-2.152298617295465e-15	1.7677599128104209e-15	2.160610394241115e-10	-0.0034102083000104	0.0164953136835087	0.0002720953735182	1.1629520650005766e-05	-0.0916400389127614	-0.0886632452245393	0.0078611710537464	0.0083978967319306	-0.0208162237287394	0.0199534188866297	0.0003981389252648	0.0004333151703197	0.0009239296377107	0.0004249183245014	1.8055558199365285e-07	8.536459751291282e-07	0.0001036361260558	0.0001228436389855	1.509056060734065e-08	1.0740444029378151e-08	0.0013749512915812	0.0002049464219598	4.2003034362837535e-08	1.890491053726361e-06	0.0772455069000016	0.0771818164000007	0.077075704500001	0.076927229500001	1
2.9744331344640373e-16	0.2529657713581081	-1.4836858059306725e-15	-1.9859103585534096e-15	1.6224079613184288e-15	-4.2748121071868447e-10	-0.0035109296093472	-0.0001007213093376	1.0144782403691973e-08	1.2326626721557258e-05	-0.0046577242018515	0.0869823147109107	0.0075659230724674	2.169439473884123e-05	-0.0199221567228514	0.0008940670058887	7.993558104430461e-07	0.0003968923284848	0.0006329152094759	-0.0002910144282346	8.468939733898054e-08	4.005816614569503e-07	0.0001723127199763	6.867659392010826e-05	4.716474656069556e-09	2.9691671520731752e-08	0.0009889453464039	-0.0003860059451783	1.4900059120187558e-07	9.780128963567186e-07	0.0772251240000015	0.0771003181000008	0.0768924577000017	0.0766017666000015	1
3.480574309653333e-16	0.4565923393981851	-8.773510986822689e-17	-9.260618057222418e-16	1.2863584772656998e-15	7.389151640233164e-10	-0.0082112050778844	-0.0047002754685376	2.20925894802702e-05	6.74238888307249e-05	0.0217770077064877	0.0264347319083384	0.0006987950510652	0.0004742380646469	-0.0198245827320368	9.757399081497322e-05	9.520683156778004e-09	0.0003930140804941	0.000362921073967	-0.0002699941355087	7.289683355728534e-08	1.317117059249733e-07	0.0001721658146001	-1.4690537672184144e-07	2.1684464713004182e-14	2.9641066739504485e-08	0.0009139686156464	-7.497673075784e-05	5.6215110327916095e-09	8.353386292220029e-07	0.077197949700001	0.0769916984000013	0.0766483543000016	0.076168528700002	1
3.365103705592864e-16	0.6623846134334861	1.2854866477291469e-15	-1.671204141389927e-17	1.4793079553347462e-15	-9.089944780354003e-10	-0.0085858777806463	-0.000374672702762	1.4037963412348288e-07	7.37172972640431e-05	-0.0244265787152807	-0.0462035864217693	0.0021347713982333	0.0005966577477321	-0.0198814501120616	-5.686738002426973e-05	3.2338983893616956e-09	0.0003952720585531	0.0005694234927556	0.0002065024187882	4.2643249468744886e-08	3.242431141189108e-07	0.0001722531516817	8.73370818329827e-08	7.731374056441372e-15	2.9671148335180826e-08	0.0008889511605525	-2.501745509487428e-05	6.258731387103864e-10	7.902341656270299e-07	0.0771639862000012	0.0768559953000013	0.0763435874000017	0.0756281254000022	1
2.918822428745374e-16	0.8374922489336346	2.6592547197954767e-15	6.66890038064341e-16	1.3652334158772473e-15	-3.3444992246231767e-10	-0.0196785791819003	-0.0110927014012545	0.0001230480243771	0.0003872464786175	-0.0862100017077305	-0.0617834229924491	0.0038171913566633	0.0074321643944452	0.0191561677355211	0.0390376178475838	0.0015239356072135	0.0003669587623081	0.0003630567271921	-0.0002063667655642	4.258724235733933e-08	1.3181018713466736e-07	-0.0001628729268584	-0.0003351260785399	1.1230948883067257e-07	2.652758984148676e-08	0.0007000294535412	-0.0001889217070127	3.5691411098689404e-08	4.900412361117808e-07	0.0771232366000014	0.0766932567000011	0.0759783984000017	0.0749813170000022	1
4.469478907407751e-16	0.9687582446329548	3.409697713536448e-15	1.2585648141727072e-15	1.3228596719330325e-15	7.928858670796962e-09	-0.0092895337301823	0.0103890454517182	0.0001079322653978	8.629543692402903e-05	0.0087311060111947	0.0949411077189252	0.009013813934896	7.623221217713633e-05	-0.0054329485694446	-0.0245891163049653	0.0006046246406586	2.951693015333622e-05	0.0003109290763094	-5.2127650883463735e-05	2.717291379799661e-09	9.667689028354159e-08	0.0001536433746937	0.0003165163015518	1.0018256896334146e-07	2.360628727266303e-08	0.0009229758928471	0.0002229464393056	4.970511411672463e-08	8.518845010594054e-07	0.0770757045000011	0.0765035398000015	0.0755530762000021	0.0742290135000028	1
4.430115282662057e-16	1.057197987805967	4.0793346394228985e-15	1.725937412076184e-15	1.331018215265936e-15	-3.8750456537969914e-08	-0.0033715637759279	0.0059179699542544	3.50223683793676e-05	1.1367442295060557e-05	0.0205911674761676	0.011860061464972	0.0001406610579525	0.00042399617803	-0.016081859547137	-0.0106489109776923	0.0001133993050101	0.0002586262064892	5.199558948243986e-05	-0.0002589334868264	6.704655130940544e-08	2.7035411038756484e-09	1.5015061641036752e-05	-0.000138628313053	1.9217808459654306e-08	2.2545266289343962e-10	0.0005879995393331	-0.0003349763535153	1.12209157191126e-07	3.457434595725402e-07	0.0770213940000008	0.0762869114000017	0.0750679574000021	0.0733722734000029	1
