trial_type.colordots	trial_type.missed	COHERENCE	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
0.0005567644600357	-1.305435748459685e-15	-9.009310305241544e-05	0.0005845803696138	-0.0026650427579516	-4.370749665162856e-16	-5.760656527407307e-16	7.102452902134978e-06	0.0081440281126235	4.3921671078602847e-16	-8.951118809884736e-16	6.632519389802536e-05	0.0552552816506821	-6.385045209855983e-17	-3.830628940279784e-16	0.0030531461502958	0.0011809071091141	-6.496624690612011e-16	1.3564794956891182e-16	1.3945416020130878e-06	-0.000327845152582	5.74975253935771e-17	-4.934040583502647e-16	1.074824443095306e-07	-0.0005848063364952	8.295228407879687e-16	-3.7733664792024094e-16	3.41998450793585e-07	3.0131850494922557e-15	-4.899698052898997e-15	1.9136938936950176e-15	-3.501985499378173e-15	1.1472443327824965e-15	1
-0.0013193091954078	-1.5326187603252664e-16	0.0001757117566601	-0.0013961137184794	-0.0091739866581273	-0.0065089439001726	4.236635069460034e-05	8.416203120227748e-05	-0.0336231273758341	-0.0417671554884586	0.0017444952775991	0.0011305146945326	-0.0029861257835437	-0.0582414074342255	0.0033920615399211	8.916947195004902e-06	0.0008643815056054	-0.0003165256035059	1.001884559858147e-07	7.471553881020208e-07	-0.0003008418837321	2.7003268849368548e-05	7.29176389458507e-10	9.050583937442725e-08	-0.0007908703323819	-0.0002060639958893	4.2462370373363e-08	6.25475883412287e-07	0.1010120104	0.1010022786000023	0.1009860596000002	0.1009633545000018	0.1009341646000007	1
0.0208746554210486	-1.816150544081141e-16	-0.0047644277017771	0.0211265472675532	0.0002239275706295	0.0093979142287576	8.832079185209031e-05	5.0143557451170336e-08	-0.0044474383282428	0.0291756890475922	0.0008512208314023	1.977970768368932e-05	0.0247488727619185	0.027734998545463	0.0007692301443173	0.0006125067029852	0.0009199284579107	5.554695230506308e-05	3.0854625624619154e-09	8.462683688583794e-07	-0.0002287901078165	7.205177591524164e-05	5.1914581583969085e-09	5.2344913053316256e-08	-0.0006308948381141	0.0001599754942689	2.5592158389505043e-08	3.980282967680399e-07	0.1009860596000006	0.1008984920000013	0.1007526021000007	0.100548474400001	0.1002862268000009	1
0.1625701939449011	-9.772314705191944e-17	-0.0418486523580354	0.1631074777824837	-0.0051518664305522	-0.0053757940011826	2.8899161143703635e-05	2.6541727717679918e-05	0.0047408444687982	0.0091882827970412	8.442454075808207e-05	2.2475606276892504e-05	0.0295975596129097	0.0048486868509913	2.350976417872216e-05	0.0008760155350395	0.0004799995572145	-0.000439928900697	1.935374389105269e-07	2.303995752032815e-07	-1.868141278036876e-07	0.0002286032936892	5.225946635718012e-08	3.424019387536468e-14	-0.0007789999079164	-0.0001481050698029	2.193511213075401e-08	6.068408575028536e-07	0.1009341646000014	0.1006910253000005	0.1002862268000008	0.0997204190000006	0.0989945105000009	1
0.2179924419103793	2.411536814634539e-18	-0.0524680672635213	0.2215360430582277	-0.0065529491677983	-0.0014010827372459	1.9630328366814907e-06	4.294114279455641e-05	0.0174139232255469	0.0126730787567488	0.0001606069251746	0.0003032447221046	0.0247583224195295	-0.0048392371933803	2.341821661353501e-05	0.0006129745290291	0.0006589206835998	0.0001789211263854	3.2012770126473914e-08	4.341764685701314e-07	-0.0001882771977031	-0.0001880903835752	3.5377992809210264e-08	3.5448303185149016e-08	-0.0008419384272082	-6.293851929184547e-05	3.961257082782682e-09	7.088603164765003e-07	0.1008563388000013	0.1003800917000006	0.0995880118000008	0.0984825911000007	0.0970673078000009	1
0.218992145645975	-4.688756860592869e-17	-0.1133758149506013	0.2041257667319247	-0.0037963535500015	0.0027565956177969	7.598819400153619e-06	1.4412300276115086e-05	-0.0026913459227137	-0.020105269148261	0.0004042218475242	7.243342875432055e-06	0.0293376085183253	0.0045792860987963	2.096986117433194e-05	0.0008606952735744	0.0005058926337531	-0.0001530280498459	2.3417584146387977e-08	2.559273569861261e-07	-0.0002317344163302	-4.345721862663114e-05	1.8885297280697853e-09	5.3700840049034e-08	-0.0009279416748421	-8.600324763382888e-05	7.3965586064377605e-09	8.610757536082507e-07	0.100752602100002	0.0999660109000004	0.0986595713000007	0.0968400771000007	0.094516990200001	1
0.2711723041795535	2.5017109582647217e-18	-0.2280184582042141	0.2115372775294387	0.0003173537410249	0.0041137072910264	1.6922587676538026e-05	1.00713396958685e-07	0.018525471659458	0.0212168175821724	0.0004501533483152	0.0003431931002047	0.0464333555721628	0.0170957470538371	0.0002922645673289	0.0021560565096908	0.0007992877601671	0.0002933951264143	8.608069990672612e-08	6.38860924190945e-07	-0.0004583708417239	-0.0002266364253937	5.1364069806908846e-08	2.101038296430304e-07	-0.0009278168824696	1.247923721829475e-07	1.5394193315811556e-14	8.608441685843769e-07	0.1006229812000015	0.0994492082000002	0.0975030516000008	0.0947996265000006	0.0913599293000008	1
0.3106570538094245	-6.607843917957214e-17	-0.3032433661392917	0.2143930745986064	7.901095467897038e-05	-0.0002383427863463	5.680728391707754e-08	6.242730940629914e-09	0.0147843736444169	-0.0037410980150411	1.3995814357865797e-05	0.0002185777040571	0.0386448436698575	-0.0077885119023054	6.066091765208103e-05	0.0014934239422677	0.0003059478762456	-0.0004933398839221	2.43384241911583e-07	9.360410203866205e-08	-0.0001261264948219	0.000332244346903	1.103863074709987e-07	1.5907892619643304e-08	-0.0008279806601669	9.983622230265949e-05	9.967271539756414e-09	6.855519743855081e-07	0.1004675095000016	0.0988302147000002	0.0961211263000007	0.0923696238000006	0.0876163914000008	1
0.3080450593938565	-8.79521309860422e-17	-0.3165280985648416	0.1897240305562972	9.752397919331222e-05	1.8513024514472877e-05	3.4273216504433563e-10	9.510926450055809e-09	0.0265577802748567	0.0117734066304397	0.0001386131036854	0.0007053156931271	0.0302862474174502	-0.0083585962524074	6.986613131050395e-05	0.0009172567826308	0.0004569885906911	0.0001510407144455	2.2813297322092662e-08	2.0883857218853425e-07	-3.06685681932452e-05	9.545792662860724e-05	9.112215618262954e-09	9.40560773691e-10	-0.0007379933261561	8.998733401100029e-05	8.09772017297977e-09	5.446341500533701e-07	0.1002862268000013	0.0981096665000004	0.0945169902000006	0.0895600545000007	0.0833104080000006	1
0.2882806903791974	-3.628546338958791e-17	-0.2099023586003034	0.1953600471543512	0.0001179566067299	2.0432627536521367e-05	4.174921175100279e-10	1.3913761152476738e-08	0.009881146882904	-0.0166766333919533	0.0002781101012896	9.763706372118218e-05	0.0185763661351851	-0.011709881282265	0.0001371213196444	0.0003450813787883	0.0002849482927599	-0.0001720402979311	2.9597863892706185e-08	8.119552904038668e-08	-0.0001436032120609	-0.0001129346438677	1.2754233719370942e-08	2.0621882798054355e-08	-0.0007224800891964	1.551323695978626e-05	2.4066019395927595e-10	5.219774799058215e-07	0.1000791797000013	0.0972883040000003	0.0926943516000007	0.0863824638000006	0.0784696209000006	1
