trial_type.ChangeHandPosition	trial_type.Face	trial_type.Hand	trial_type.TouchingShoulder	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-9.221336260136009e-16	-5.439901243201874e-15	-1.9432246776396352e-11	-4.979800313734728e-15	-0.0073682538507739	1.0862964106227668e-15	-6.21042574854996e-16	5.429116480827321e-05	0.1841622152985731	-2.558973685108798e-16	-3.0784061752631776e-16	0.0339157215436774	-0.162742068234225	-7.816104246301121e-17	1.1028455186436002e-18	0.0264849807731531	0.0032441544865419	-5.917931847957489e-16	3.355974229175202e-16	1.0524538330631062e-05	-0.0016781879121759	3.4485109474414773e-16	2.7993793308225787e-15	2.8163146700231758e-06	-0.0004217784071575	-1.5590100605272686e-16	-7.475725640661747e-16	1.778970261721114e-07	0.0771508319000017	0.0771483026000028	0.0771440872000023	0.077138185900002	1
-9.9054351701516e-16	-5.038314715297953e-15	4.5184774266008195e-11	-8.955616984629268e-15	-0.0032543816608261	0.0041138721899487	1.6923944394581977e-05	1.059099999331074e-05	0.1863804951389081	0.0022182798403347	4.920765449625049e-06	0.0347376889682237	-0.16790494433194	-0.0051628760977138	2.6655289600158024e-05	0.0281920703311102	0.0027793725119092	-0.0004647819746333	2.1602228473821933e-07	7.724911558089646e-06	-0.0020648559718969	-0.0003866680597204	1.4951219137959445e-07	4.263630186946432e-06	-0.0006141316213094	-0.0001923532141521	3.699975801235935e-08	3.771576504580516e-07	0.0771440872000017	0.0771213255000026	0.0770833944000023	0.0770303011000019	1
-8.402897419719506e-16	-2.2722041644276044e-14	-1.0128320316325572e-10	1.4453999999678798e-14	-0.0041130826345346	-0.000858700973707	7.373673610997715e-07	1.6917448757241617e-05	0.1264624119058637	-0.0599180832330438	0.0035901766983218	0.0159927416250475	-0.1013807144431251	0.0665242298888135	0.0044254731622997	0.0102780492609978	0.0024880040959761	-0.0002913684159337	8.489555380235896e-08	6.190164380933739e-06	-0.0006859988360765	0.0013788571358206	1.90124700388374e-06	4.7059440185480565e-07	1.8532167450770084e-06	0.0006159848380548	3.794373189599073e-07	3.434036432809594e-12	0.0771305986000016	0.0770673808000023	0.0769620563000021	0.0768146826000017	1
3.961916527991416e-17	-7.290377261985351e-15	2.1606685700329763e-10	-7.963198681389094e-15	0.0839737191604315	0.0880868017949699	0.0077592846504702	0.0070515855096378	-0.1856322453116803	-0.3120946572175448	0.0974030750637366	0.0344593304994568	0.5244377203689096	0.6258184348120407	0.3916487133505886	0.2750349225457386	0.0066700302885915	0.0041820261926133	1.7489343072175725e-05	4.448930404642224e-05	0.0173689621012293	0.0180549609373024	0.0003259816144523	0.0003016808444718	0.0084224089968557	0.0084205557801105	7.090575965256346e-05	7.093697331395366e-05	0.0771103670000047	0.076986487299999	0.0767801686000011	0.076491631700002	1
-7.91201187863095e-16	-7.207273959216578e-15	-4.274776587178995e-10	-6.524393783901944e-15	0.0736848811562611	-0.0102888380041783	0.000105860187471	0.005429461711016	-0.0217565617199551	0.1638756835917267	0.0268552396726532	0.0004733479778725	-0.0034260764374652	-0.5278637968063782	0.2786401879788426	1.1737999754610146e-05	-0.0031363593140896	-0.0098063896026869	9.61652770416018e-05	9.836749743199838e-06	0.0042777152352748	-0.013091246865959	0.0001713807445155	1.829884763484045e-05	0.0017942220918205	-0.0066281869050406	4.3932861654455135e-05	3.2192329105928754e-06	0.0770833944000015	0.0768786732999998	0.0765378743000012	0.0760616004000013	1
-7.785416355633092e-16	-7.751538133826191e-15	7.389182858929027e-10	-5.965793437171946e-15	0.0627378964270009	-0.0109469847292609	0.000119836474663	0.0039360436480892	0.0170953655853326	0.0388519273052885	0.0015094722553347	0.0002922515244953	0.0087188063806131	0.0121448828180774	0.0001474981786646	7.601758470155903e-05	-0.0010390193352745	0.0020973399788198	4.398834986491816e-06	1.0795611779989827e-06	0.0039370865973252	-0.0003406286379433	1.1602786486930972e-07	1.5500650875566288e-05	0.001785053904211	-9.168187606966614e-06	8.4053779184209e-11	3.186417443447504e-06	0.0770496830000008	0.0767439765000007	0.0762353640000011	0.075525190100001	1
-8.544667874112208e-16	-7.217511014762012e-15	-9.089916609031355e-10	-6.088218958211933e-15	0.0569873031330184	-0.0057505932939832	3.3069323232736155e-05	0.0032475527183777	0.0120684785304226	-0.00502688705491	2.5269593462484028e-05	0.0001456481740387	0.0029723013276714	-0.0057465050529411	3.302232032353093e-05	8.834575181646397e-06	-0.0014501517404035	-0.0004111324051273	1.6902985359470053e-07	2.1029400697837856e-06	0.0033498670304752	-0.0005872195668502	3.4482681555580485e-07	1.1221609122604943e-05	0.0015799349586672	-0.0002051189455426	4.207377939571768e-08	2.496194475266899e-06	0.0770092358000011	0.076582444000001	0.0758728758000013	0.0748831509000013	1
-8.322484778674338e-16	-7.208213007903659e-15	-3.3444710874244643e-10	-6.432732508435523e-15	0.0438575062527676	-0.0131297968802517	0.0001723915661169	0.0019234808547131	0.010547150782074	-0.001521327748349	2.3144381174824453e-06	0.0001112423896193	0.0587828301874947	0.055810528859823	0.0031148151316135	0.0034554211248513	-0.0005161191561787	0.0009340325842269	8.724168680539776e-07	2.6637898283112264e-07	0.002676193130081	-0.0006736739003943	4.538365215094656e-07	7.162009670192299e-06	0.0012091935190961	-0.0003707414395711	1.3744921360104217e-07	1.4621489680002252e-06	0.0769620563000015	0.0763941324000011	0.0754506947000014	0.0741363809000015	1
-9.316181567057944e-16	-7.280472899652437e-15	7.928861258808114e-09	-6.823417358417895e-15	0.0278468073177322	-0.0160106989350363	0.0002563424803888	0.0007754446777906	0.0309360237753541	0.0203888729932804	0.0004157061419356	0.0009570375670286	0.0660399580413422	0.0072571278538472	5.266590468715481e-05	0.0043612760581013	-0.0004480724633513	6.804669282829845e-05	4.630351518294064e-09	2.007689329097318e-07	0.0024272135033488	-0.0002489796267328	6.199085149876801e-08	5.891365391339111e-06	0.0012950463632922	8.585284419690076e-05	7.3707109573884144e-09	1.6771450833528034e-06	0.0769081487000018	0.0761791073000013	0.0749691531000014	0.0732859245000017	1
-9.343098211723513e-16	-7.018956466115628e-15	-3.875045426835064e-08	-6.937842206016658e-15	0.0307034007934306	0.0028565934756984	8.160126284982063e-06	0.000942698820282	0.0093902862004995	-0.0215457375748545	0.0004642188076441	8.817747492692093e-05	0.0686401965717047	0.0026002385303621	6.761240414762685e-06	0.0047114765854022	-0.0006429066100886	-0.0001948341467368	3.7960343975594944e-08	4.133289098059018e-07	0.0024271309722797	-8.253106892562745e-08	3.357153510923789e-15	5.890964756630649e-06	0.0011582826075204	-0.0001367637557719	1.8704323548377098e-08	1.3416185986772815e-06	0.0768475177000017	0.0759374441000011	0.0744286297000015	0.0723329710000016	1
