trial_type.Rest	trial_type.Task-NF	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
1.4572654714463823e-05	-8.4305197296756e-14	1.7724699998829045e-05	-1.4922112145522942e-16	-1.486225477576008e-16	3.1416263376052453e-10	-0.0597858000000025	-3.6988564273888446e-16	-1.1307097642353964e-15	0.0035743418816427	-0.0161989999999981	2.09992733374164e-16	-1.116449364675613e-15	0.0002624076009988	0.0014594900000033	-4.01544565633621e-16	-6.015352893209701e-16	2.1301110682292504e-06	-0.0005984310000038	-2.8814910422170813e-16	-1.910704260796476e-15	3.581196663074312e-07	-0.0003253940000045	5.88943604495959e-16	-5.789963598436994e-16	1.05881255325402e-07	0.077614183899999	0.0776115777000006	0.0776072342000002	0.0776011535000014	1
-3.8040783025024745e-05	1.9653768041258286e-13	5.4623299992820885e-06	-1.2262369999663412e-05	1.5036606972870082e-10	2.9835908712021614e-11	-0.0446848000000017	0.015101000000001	0.0002280402009995	0.0019967313510401	-0.0130929999999992	0.003106	9.647235999041448e-06	0.0001714266489991	0.0008542270000014	-0.0006052630000018	3.6634330066411284e-07	7.297037678270779e-07	-0.0009132250000056	-0.0003147940000014	9.909526217087644e-08	8.339799154522653e-07	-0.000168783000002	0.0001566110000019	2.4527005151878146e-08	2.8487699663410624e-08	0.0776072342	0.0775837808000009	0.0775446969000007	0.077489990600001	1
7.607801210976463e-05	-5.316508135373344e-13	-1.030619998924452e-06	-6.492949997664178e-06	4.2157286491874405e-11	1.063597134876559e-12	0.0008266580000009	0.0455114580000004	0.0020712928092878	6.8336344805968e-07	0.075696200000004	0.0887892000000027	0.0078835220366412	0.0057299146944451	-0.0002120540000008	-0.0010662809999988	1.1369551718722705e-06	4.4966893042664153e-08	-0.0003476680000032	0.0005655570000042	3.198547202861538e-07	1.2087303750933814e-07	1.933258939020439e-15	0.0001687830000019	2.8487700728129186e-08	1.172264321814568e-15	0.0775933356000002	0.0775281968000009	0.077419672700001	0.0772678240000008	1
0.0005016177776693	1.3440348351892878e-12	-3.372849998664488e-06	-2.342230000502008e-06	5.4862158021819175e-12	1.137712589169366e-11	-0.0118016999999973	-0.0126283580000007	0.0001594754257759	0.0001392801228889	0.0479420000000039	-0.0277542000000021	0.0007702956176376	0.0022984353640034	0.0008449590000017	0.0010570130000043	1.1172764826521956e-06	7.139557111142299e-07	-0.0005290160000024	-0.0001813480000018	3.288709429115633e-08	2.798579320935445e-07	-9.604659999883956e-05	-9.604660000360612e-05	9.224950110379196e-09	9.224949623153404e-09	0.0775724892000004	0.0774448458000009	0.077232262400001	0.076934972000001	1
0.0185587381970431	-3.413843346853469e-12	1.7428399999695276e-05	2.080124999837693e-05	4.3268981376955006e-10	3.0374840221687715e-10	-0.0504521999999997	-0.0386505000000008	0.0014938611502502	0.0025454244848403	-0.0319371999999993	-0.0798792000000033	0.0063806865926438	0.0010199847438379	0.0003944549999997	-0.0004505040000048	2.0295385345518248e-07	1.555947475744567e-07	0.0005510920000032	0.0010801080000044	1.1666333017641804e-06	3.037023838794733e-07	1.9533477158181924e-15	9.60466000005188e-05	9.224948969382811e-09	-6.506174223500004e-16	0.0775446969000005	0.0773337575000009	0.0769826168000007	0.0764919114000011	1
0.0975053463000476	8.418711253338184e-12	0.0065159600000013	0.006498531600001	4.223091295606576e-05	4.245773472444412e-05	-0.0596142000000019	-0.0091619999999992	8.394224399839686e-05	0.0035538528416414	-0.0730271000000018	-0.0410899000000007	0.0016883798820109	0.0053329573344074	0.0003811749999973	-1.328000000088954e-05	1.7635790069461603e-10	1.4529438078945446e-07	0.0006577830000064	0.0001066909999984	1.1382965523973688e-08	4.32678467968489e-07	-5.63939999992409e-05	-5.6394000001400914e-05	3.180284103943493e-09	3.180283288197223e-09	0.0775099612000013	0.0771949718000012	0.0766709374000011	0.0759392769000009	1
0.2540105374740227	-2.0366117615713108e-11	5.70450000134943e-06	-0.0065102555000017	4.238342667612875e-05	3.254215840689913e-11	-0.031362300000001	0.0282519000000017	0.0007981698536101	0.0009835938612874	-0.0566355000000026	0.016391600000001	0.0002686845505593	0.0032075798602477	8.318459999828665e-05	-0.0002979903999986	8.879827863752779e-08	6.919676467147401e-09	0.0004377840000044	-0.0002199990000036	4.839955730827072e-08	1.9165482559607657e-07	3.9836668428828363e-16	5.639400000037671e-05	3.1802838445225362e-09	6.24855418593013e-16	0.0774682853000024	0.0770285384000014	0.0762974751000017	0.0752778601000006	1
0.4577780454701032	4.791034304421258e-11	-0.0118360000000014	-0.0118417045000025	0.000140225965469	0.000140090895998	-0.0145553999999992	0.0168068999999999	0.0002824718876094	0.0002118596691567	-0.0266978000000009	0.0299377000000013	0.0008962658812888	0.0007127725248386	-0.0005748840000014	-0.0006580685999993	4.330542827909639e-07	3.304916123034849e-07	0.000952493000005	0.0005147090000004	2.6492535456628977e-07	9.072429104947796e-07	5.158917366342239e-16	1.634892948681737e-16	-2.5421318551157463e-16	6.369353436994703e-16	0.077419672700003	0.0768345168000016	0.0758625309000019	0.0745086085000011	1
0.6634683939529017	-1.0909897135674344e-10	5.704500000143188e-06	0.0118417045000025	0.0001402259654678	3.254078424335008e-11	-0.070858700000002	-0.0563033000000037	0.0031700615908929	0.0050209553656944	-0.0425385999999996	-0.0158407999999985	0.000250930944637	0.0018095324899582	0.000135751999999	0.0007106360000013	5.050035237366535e-07	1.842860378687296e-08	0.0004377840000016	-0.0005147090000037	2.6492535773162224e-07	1.916548288182447e-07	-4.1340747724366567e-16	-9.140848039471312e-16	1.481556250366296e-16	-3.9649441941897466e-17	0.0773641280000007	0.0766129766000017	0.0753664553000015	0.0736326240000018	1
0.8383544951665939	2.3780535262300104e-10	8.064360001009303e-06	2.3598599994777582e-06	5.5677647323335705e-12	6.50348531529181e-11	-0.0604819000000027	0.0103768000000015	0.000107677978239	0.0036580602276116	-0.0613798999999998	-0.0188413000000011	0.0003549945856886	0.0037674921240088	8.3028899999183e-05	-5.272310000050979e-05	2.779724608628312e-09	6.893797126595529e-09	0.0006042149999995	0.0001664310000012	2.769927665502777e-08	3.6507576442474194e-07	-4.685437223876829e-16	-2.0323985575651145e-17	-2.736418140172034e-16	-6.143092841755708e-16	0.0773016560000003	0.076363997100002	0.0748096482000017	0.0726511615000021	1
