trial_type.decision	trial_type.loss	trial_type.win	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
0.0009448278124713	0.0001267042135331	-7.484765173053459e-08	0.1392015915483728	1.9617317678723746e-16	2.4704253938712465e-16	0.0193770830896022	-0.1618081669069536	3.159465298067273e-17	-7.063000995504675e-16	0.026181882877788	-0.164724094823035	-3.453772212237756e-17	-1.1662501567316727e-16	0.0271340274152644	-0.0004887223988735	-1.5052215329432336e-16	1.5274782352789862e-16	2.388495832159133e-07	-0.0004922793311455	-1.5460706043264808e-16	2.1041682858426878e-16	2.4233893972665585e-07	-0.0009041208884559	9.248792938158343e-17	-1.944541701911804e-17	8.174345817796322e-07	0.082618051200001	0.0826144894000002	0.0826085531000006	0.0826002426000006	0.0825895581000007	0.0825764998000004	0.0825610682000006	1
-1.445324266939894e-06	-0.0003733386413847	-6.471958621934491e-09	0.09169711571795	-0.0475044758304235	0.0022566752239237	0.0084083610309909	-0.0798870140257168	0.0819211528812363	0.0067110752893904	0.0063819350099444	-0.0985848397271583	0.0661392550958772	0.0043744010646377	0.0097189706240253	0.0001991326613699	0.0006878550602441	4.731445842649602e-07	3.9653816935989366e-08	-0.0009700760416314	-0.0004777967104853	2.282896965574245e-07	9.410475267318496e-07	-0.000757903833707	0.0001462170547494	2.137942703503221e-08	5.744182219770345e-07	0.0826085531000012	0.0825764998000002	0.0825230869000006	0.0824483281000009	0.0823522428000008	0.0822348559000004	0.0820961977000008	1
0.0838057139318074	0.0009549172599155	5.682889464862396e-07	0.0918358940000143	0.0001387782820644	1.9259411041835145e-08	0.0084338314267815	-0.1519986564885036	-0.0721116424627873	0.0052000889786801	0.0231035915743096	-0.1182357647972824	-0.0196509250701242	0.0003861588561115	0.0139796960771937	0.0001877331000135	-1.1399561356793085e-05	1.2994973611624512e-10	3.524371692580289e-08	-0.0008115620874329	0.000158513954199	2.512667392823781e-08	6.586330218593057e-07	-0.0006579238792182	9.997995448921278e-05	9.995991048659852e-09	4.32863831298618e-07	0.0825895581000014	0.0825005382000001	0.0823522428000008	0.0821447785000008	0.0818782943000008	0.0815529816000006	0.0811690742000007	1
0.3702813259327503	-0.0004964179020478	-2.8918577592522134e-06	0.1076966871087014	0.0158607931086868	0.0002515647580366	0.0115985764141897	-0.1960878443788406	-0.0440891878903358	0.0019438564888288	0.0384504427131396	-0.1556071734528712	-0.0373714086555882	0.0013966221849028	0.0242135924299863	0.000433766133488	0.0002460330334745	6.05322531642283e-08	1.8815305844622966e-07	-0.0009701049926686	-0.0001585429052362	2.5135852503878377e-08	9.411036969636996e-07	-0.0004817895680231	0.0001761343111943	3.1023295454056886e-08	2.321211879464136e-07	0.082561068200001	0.0823866395000004	0.0820961977000009	0.0816901521000006	0.0811690742000008	0.0805336979000009	0.0797849180000005	1
0.5832051722110375	0.0675441357685772	1.120313490986803e-05	0.1011269959475117	-0.0065696911611898	4.316084195295275e-05	0.0102266693093679	-0.0861904090663779	0.1098974353124623	0.0120774462882568	0.0074287866150286	-0.1422612438888319	0.0133459295640391	0.0001781138359279	0.0202382615127923	-6.764465042363478e-05	-0.0005014107839113	2.5141277425620375e-07	4.575798875931359e-09	-0.0005929837001287	0.0003771212925398	1.4222046931194433e-07	3.51629668517699e-07	-0.0004880201619653	-6.230593942148396e-06	3.882036458439286e-11	2.3816367870240285e-07	0.0825230869000009	0.0822348559	0.0817552165000007	0.0810852849000006	0.0802266206000006	0.0791812221000005	0.0779515227000003	1
0.4958811703796216	0.1897118560383095	-3.844539885049915e-05	0.1180800856052309	0.016953089657719	0.000287407248943	0.0139429066165394	-0.2302086792120724	-0.1440182701456944	0.020741262135758	0.0529960359845661	-0.1560833237990448	-0.0138220799102129	0.0001910498930438	0.0243620039681519	0.000566887930308	0.0006345325807314	4.026315960558024e-07	3.213619254222191e-07	-0.0005511158811189	4.1867819009444144e-05	1.7529136893107679e-09	3.037287144358556e-07	-0.0004088437302409	7.917643172354113e-05	6.268907291376994e-09	1.6715319573911058e-07	0.0824756184000009	0.0820452574000002	0.0813296518000009	0.0803312895000004	0.0790536414000006	0.0775011496000008	0.0756792115000004	1
0.2866643853100318	0.1994417939629605	0.0001236022783849	0.119651728008679	0.0015716424034481	2.470059844032517e-06	0.0143165360154641	-0.0774897697598673	0.152718909452205	0.0233230653042711	0.0060046644174364	-0.1005097104131413	0.0555736133859032	0.0030884265047656	0.0101022018873286	0.0003059738905603	-0.0002609140397474	6.80761359700451e-08	9.362002208355043e-08	-0.0001515535413405	0.0003995623397781	1.5965006320341077e-07	2.296847589336945e-08	-0.0003494767927263	5.936693751465802e-05	3.5244333650953673e-09	1.221340291109489e-07	0.0824186682000011	0.0818179311	0.0808199441000006	0.0794295525000006	0.0776535072000005	0.0755004314000006	0.0729807789000005	1
0.114716635490798	0.128118296652415	-0.000368934433901	0.109824696569179	-0.0098270314394999	9.657054691276066e-05	0.0120614639765127	-0.2053101239435504	-0.1278203541836838	0.0163380429436419	0.0421522469937155	-0.146355176990134	-0.0458454665769927	0.0021018068056623	0.0214198378318082	0.0004283812811417	0.0001224073905806	1.4983568395475956e-08	1.8351052181976218e-07	-0.0005790882704561	-0.0004275347291155	1.82785945010865e-07	3.35343225101708e-07	-0.0004108759322365	-6.139913951028754e-05	3.76985394923035e-09	1.688190317810181e-07	0.082352242800001	0.0815529816000001	0.0802266206000008	0.0783817324000006	0.0760302412000007	0.0731873452000006	0.0698714189000005	1
0.097315602179745	0.0590139896948812	0.0009385206604814	0.1049294077643186	-0.0048952888048602	2.396385248269428e-05	0.0110101806137706	-0.1305521663839243	0.0747579575596263	0.0055887522184863	0.0170438681475349	-0.1695739138384993	-0.023218736848364	0.0005391097408335	0.0287553122545001	0.0007228577828795	0.0002944765017378	8.671641011165759e-08	5.225233742168511e-07	-0.0008086282413374	-0.000229539970881	5.2688598086521425e-08	6.538796327850286e-07	-0.0003532080875905	5.7667844645945e-05	3.325580077551281e-09	1.247559533750577e-07	0.0822763500000011	0.0812505306000004	0.0795502952000008	0.0771897563000005	0.0741885076000006	0.0705714608000006	0.0663686390000004	1
0.3345472345923735	0.0150518812364461	-0.0004588540538378	0.1174491961834881	0.0125197884191694	0.0001567451020607	0.0137943136841481	-0.1130773539387648	0.0174748124451579	0.0003053690699927	0.0127864879737918	-0.1772534628539187	-0.007679549015421	5.897547308002295e-05	0.0314187900937002	-7.457036596268594e-05	-0.0007974281488423	6.358916526101863e-07	5.560739690880982e-09	-0.0004069871089826	0.0004016411323547	1.613155991920333e-07	1.656385069316038e-07	-0.00034601523821	7.192849380400238e-06	5.173699384799503e-11	1.1972654522870386e-07	0.082190998300001	0.0809107173000002	0.0787916676000007	0.0758558164000003	0.0721335987000007	0.0676636010000005	0.0624921622000002	1
