trial_type.gas	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-0.0090905095690699	4.406829219659672e-05	3.446475252914292e-16	-6.491460610783652e-16	1.942014157692669e-09	3.27511268948668e-05	-1.5660328573647482e-16	-3.0614425893462674e-16	1.0726353328529983e-09	0.1040967832205901	-4.246712212884635e-16	-8.113870280703487e-16	0.0108361402768734	-0.001358094411033	-2.1908601311144062e-16	-1.8086564577369943e-16	1.84442042988745e-06	-0.000344121511392	3.4309704095572637e-17	-4.5016952790914415e-16	1.1841961444001117e-07	-0.0005577339584297	2.6083997703042312e-17	-3.622980706134545e-16	3.1106716738768506e-07	0.1290883846000027	0.129055205700001	0.1289999139000012	0.1289225186000005	1
0.1113877255355631	0.0083349191818339	0.0082908508896367	6.873820847352455e-05	6.947087776694306e-05	-0.0226652324903406	-0.0226979836172351	0.0005151984602886	0.0005137127638412	0.1426991878569757	0.0386024046363857	0.0014901456437109	0.0203630582150393	-0.0017241206292761	-0.0003660262182429	1.339751921613717e-07	2.972591945960126e-06	-0.0003659213691112	-2.179985771951755e-05	4.752328671130408e-10	1.3389844786444832e-07	-0.0006713159155236	-0.000113581957094	1.2900860720048237e-08	4.506650579875334e-07	0.1289999139000022	0.1287014744000007	0.1282045865000014	0.1275100165000004	1
0.6609336974490084	-5.897570804393731e-05	-0.0083938948898775	7.045747142208243e-05	3.478134447570284e-09	0.0002300847363584	0.0228953172266987	0.0005241955509112	5.2938984938556376e-08	0.0952216607936771	-0.0474775270633011	0.0022541155760462	0.0090671646843054	-0.0012109593173839	0.000513161311892	2.6333453202924216e-07	1.4664224675289006e-06	9.60672352075853e-05	0.0004619886043194	2.134334715684677e-07	9.22891331157711e-09	-0.0009369418292667	-0.0002656259137422	7.05571261346152e-08	8.77859992744906e-07	0.1288230331000004	0.1279949812000009	0.1266188352000011	0.1247004880000003	1
1.0644411904496136	0.0001587828970445	0.0002177586050889	4.7418809452636194e-08	2.5212008767921645e-08	-0.0133841276734463	-0.0136142124098056	0.0001853467795388	0.0001791348735789	0.160666728716722	0.0654450679230449	0.0042830569154525	0.0258137977165319	-0.0019331606955225	-0.0007222013781381	5.215748302401546e-07	3.7371102769761993e-06	-0.0003150148151465	-0.0004110820503534	1.6898845257636249e-07	9.923433397172676e-08	-0.0010198052751139	-8.286344584633695e-05	6.866349957662301e-09	1.040002800090193e-06	0.1285578633999997	0.126937662700001	0.124252436700001	0.1205247148000003	1
1.1430363843713771	0.0058617235678462	0.0057029406708017	3.252353229438379e-05	3.435980318583528e-05	-0.0178911907682957	-0.0045070630948492	2.031361774063708e-05	0.0003200947071078	0.1226503449073441	-0.0380163838093787	0.0014452454379415	0.01504310710589	-0.0013050259708136	0.0006281347247095	3.945532323188456e-07	1.7030927837992165e-06	-6.602755214951767e-05	0.0002489872629976	6.199465713855599e-08	4.359637611326091e-09	-0.0007240429351745	0.0002957623399399	8.747536171515199e-08	5.242381720692823e-07	0.1282045864999991	0.1255324169000008	0.1211199807000011	0.1150284477000002	1
1.1088466860107475	0.0002087848316413	-0.0056529387362051	3.195571635512655e-05	4.359110643255832e-08	-0.0213369681735	-0.003445777405204	1.187338192591024e-05	0.0004552662108372	0.1544342636027829	0.0317839186954392	0.001010217487638	0.0238499417745332	-0.0018551456082822	-0.0005501196374689	3.02631615527129e-07	3.441565229649253e-06	-0.0002669981252354	-0.0002009705730859	4.038917116385306e-08	7.128799923389848e-08	-0.001080751868661	-0.0003567089334861	1.2724126353456146e-07	1.1680246030943136e-06	0.1277634446999992	0.1237830955000008	0.117240779600001	0.1082719048000001	1
1.0543698534087156	0.0118980381619453	0.0116892533303036	0.0001366386434199	0.0001415633121029	-0.0394614431262722	-0.0181244749527716	0.0003284965923135	0.0015572054936096	0.1014845283773639	-0.0529497352254195	0.0028036744604416	0.0102991094999758	-0.0012400579849164	0.0006150876233663	3.783327847687713e-07	1.5377438044573542e-06	-0.000132955794687	0.0001340423305475	1.796734598418091e-08	1.7677242807563764e-08	-0.0008780826407621	0.0002026692278986	4.1074815825830534e-08	7.710291254117807e-07	0.1272347400999987	0.1216944932000007	0.112638750200001	0.1003291122000001	1
1.0207315877415242	-0.0050536387300045	-0.0169516768919498	0.0002873593494499	2.5539264414449297e-05	-0.0035150104417884	0.0359464326844839	0.0012921460227408	1.2355298405313742e-05	0.0413351964046251	-0.0601493319727386	0.0036179421367667	0.0017085984618093	-0.000749450835541	0.0004906071493741	2.4069537369295165e-07	5.616765532665403e-07	0.0001527410107673	0.0002856968054535	8.162266457219433e-08	2.3329816800457992e-08	-0.0006419429821757	0.0002361396585866	5.576193798424877e-08	4.120907925024349e-07	0.1266188351999988	0.1192723348000009	0.1073422654000009	0.0912870928999999	1
1.0061098124887549	0.0019773676770561	0.0070310064070614	4.9435051095859325e-05	3.909982930400629e-06	-0.0211321416441591	-0.0176171312023708	0.0003103633118011	0.0004465674104691	0.1075582730931627	0.0662230766885385	0.0043854958860966	0.011568782110783	-0.0013000642074165	-0.0005506133718753	3.031750850867628e-07	1.6901669428697744e-06	-0.0001689822098834	-0.0003217232206509	1.035058308941856e-07	2.8554986649786703e-08	-0.0007976100107756	-0.0001556670286008	2.423222315770055e-08	6.361817301534213e-07	0.1259161520999993	0.116523259200001	0.101383979800001	0.0812449131	1
1.0014424502721548	0.0152338302378616	0.0132564625608048	0.0001757337996262	0.0002320695837153	-0.0262185118196504	-0.0050863701754903	2.5871161561964125e-05	0.000687410362038	0.1023776789648293	-0.0051805941283335	2.6838555521793784e-05	0.0104811891502253	-0.0012010003662354	9.906384118117162e-05	9.813644380711229e-09	1.4424018798922163e-06	-2.1963940925210837e-05	0.0001470182689575	2.1614371320075493e-08	4.824145549818443e-10	-6.001315946101391e-05	0.0007375968513149	5.44049117688591e-07	3.601577744275461e-09	0.1251271723999992	0.1134548014000008	0.094800628300001	0.0703125970999999	1
