img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-23_run-02	mni152	0.9104161583086042	84.94190914031404	15.058090859685972	5.640948107686306
sub-33_run-03	mni152	0.9105825829200792	86.44342918979885	13.55657081020115	6.376496711450897
sub-39_run-02	mni152	0.9124117370155342	84.88759124087592	15.112408759124088	5.617078825347759
sub-24_run-02	mni152	0.9026881614083672	84.60086759853176	15.399132401468243	5.493872342474659
sub-46_run-02	mni152	0.9027856714651635	83.44235280572227	16.557647194277735	5.039505421673657
sub-50_run-01	mni152	0.9059748257792664	83.11985782460314	16.88014217539686	4.924120718944653
sub-15_run-02	mni152	0.8919338544362178	81.14269631297495	18.85730368702505	4.302985074626866
sub-47_run-02	mni152	0.8987260661836851	85.14672292246868	14.85327707753132	5.732521010549979
sub-11_run-03	mni152	0.9185147511640468	85.82791167173835	14.172088328261653	6.05612311211625
sub-49_run-03	mni152	0.9304271228596027	87.77788640876	12.222113591239998	7.181890902378242
sub-10_run-03	mni152	0.915681614091984	85.98152760249724	14.018472397502766	6.13344486934353
sub-42_run-01	mni152	0.8965942768494269	83.320045288569	16.679954711430995	4.995220114804549
sub-11_run-02	mni152	0.9182950308480355	85.70593898594076	14.29406101405925	5.995912491323685
sub-16_run-02	mni152	0.9242756491450285	86.6645635391924	13.335436460807601	6.498817177367733
sub-28_run-03	mni152	0.8955292393149206	82.13876309085762	17.861236909142374	4.598716399580056
sub-30_run-01	mni152	0.9050396250130313	84.40878954764429	15.591210452355705	5.413870193439074
sub-12_run-03	mni152	0.892163026758564	83.58091738225248	16.419082617747517	5.090474256576869
sub-35_run-02	mni152	0.9239186665034416	86.45507689806296	13.544923101937048	6.382839994543718
sub-15_run-03	mni152	0.8919974149436144	81.22827911382267	18.77172088617733	4.327162096983638
sub-33_run-01	mni152	0.9087062510190366	85.5552144253162	14.444785574683811	5.9229134266459305
sub-10_run-02	mni152	0.9146539564810853	85.83501888812873	14.164981111871263	6.059663490563561
sub-36_run-02	mni152	0.9014326846092259	82.533903800609	17.466096199391	4.725377832482495
sub-31_run-03	mni152	0.8380063329279382	86.71458697081698	13.285413029183013	6.527052398020139
sub-51_run-01	mni152	0.917058408563454	88.55952451474045	11.440475485259562	7.7408954399530545
sub-40_run-01	mni152	0.8849717235249089	81.15096414641305	18.84903585358695	4.305311145714124
sub-02_run-01	mni152	0.9149792026169877	84.94307655422439	15.056923445775606	5.641463002726241
sub-12_run-02	mni152	0.8910383069684529	83.2844282902158	16.715571709784204	4.982445694122836
sub-04_run-03	mni152	0.8938342775226721	81.55189055352722	18.448109446472785	4.420609645131938
sub-12_run-01	mni152	0.893552110817942	83.19818963500234	16.80181036499766	4.951739593985944
sub-14_run-03	mni152	0.9165034896773878	84.9279085333864	15.072091466613601	5.634779268790359
sub-40_run-03	mni152	0.8804976304232794	80.84681566385554	19.153184336144466	4.221063936156424
sub-25_run-01	mni152	0.9147892806407859	86.82602800249859	13.173971997501411	6.590725106973515
sub-19_run-01	mni152	0.8983633400835337	84.17894627609108	15.821053723908918	5.320691513036145
sub-48_run-02	mni152	0.9067286851910479	86.95371249747	13.04628750253001	6.665015812399308
sub-09_run-02	mni152	0.9025699455139987	82.6381619987101	17.3618380012899	4.759758845380914
sub-04_run-01	mni152	0.8923891259529175	81.46681373321428	18.53318626678572	4.3957262696493355
sub-48_run-01	mni152	0.9065241529094525	87.09896757352425	12.901032426475762	6.751317622826679
sub-14_run-02	mni152	0.9173285099833188	85.04277218829903	14.957227811700962	5.685730889367782
sub-49_run-02	mni152	0.9285030943222462	87.28142514907495	12.71857485092505	6.862516136603684
sub-07_run-03	mni152	0.9006735563621792	82.53682961623751	17.46317038376248	4.726337074107775
sub-36_run-03	mni152	0.9007007526602647	82.39171341645711	17.608286583542903	4.679144278209456
sub-27_run-01	mni152	0.9200625506547901	85.99803147429304	14.001968525706953	6.141852934207409
sub-13_run-02	mni152	0.9003490156682488	82.30026653369245	17.699733466307542	4.649802591115608
sub-31_run-02	mni152	0.9176585067713192	87.25530678411941	12.74469321588059	6.846403071938561
sub-52_run-02	mni152	0.9296493781874028	88.07187000876371	11.92812999123629	7.383543780414109
sub-21_run-02	mni152	0.9117039742027497	84.7357266152468	15.264273384753208	5.551245347838535
sub-52_run-01	mni152	0.932162584909714	88.5323182894782	11.467681710521799	7.720158313100741
sub-17_run-03	mni152	0.8736282346565506	78.53291022761103	21.46708977238897	3.6582932787014415
sub-06_run-01	mni152	0.9148817165775933	86.2171034120538	13.782896587946203	6.255368953972618
sub-52_run-03	mni152	0.9253321920194288	87.20962083262978	12.790379167370219	6.818376507172822
sub-31_run-01	mni152	0.9181469137178228	87.9180490076247	12.081950992375297	7.27680894113113
sub-13_run-03	mni152	0.9038939695264623	82.91439147559781	17.0856085244022	4.85287903893952
sub-08_run-03	mni152	0.9070791756777389	83.34073208584446	16.659267914155528	5.002664733846384
sub-29_run-02	mni152	0.8909232115967788	80.67464725281906	19.325352747180947	4.174549790020642
sub-06_run-03	mni152	0.9143889543346938	85.89349985469124	14.106500145308761	6.088930561791819
sub-44_run-02	mni152	0.9267040904561349	87.5856419703221	12.414358029677892	7.0551889804482
sub-29_run-03	mni152	0.8864437019005428	79.96467443192668	20.035325568073326	3.9911841791756015
sub-45_run-02	mni152	0.9165814982194471	86.5955312151112	13.40446878488881	6.460198654998734
sub-30_run-02	mni152	0.9042342408453805	84.94479410044008	15.055205899559917	5.6422206821444485
sub-37_run-02	mni152	0.9060608911046311	84.23307876173264	15.76692123826736	5.342392309114438
