trial_type.Absurdo	trial_type.Literal	trial_type.Metafora	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
0.001310989479622	3.642124379455028e-06	8.535172076310482e-09	0.0290089994668963	-1.610134539191538e-16	-2.8492948748664234e-16	0.0008415220500707	-0.030306913648119	1.9657227833321135e-16	-1.6824203041980192e-16	0.0009185090148751	-0.0172369041328721	3.9076074064509706e-17	-2.1889673306851903e-16	0.0002971108640856	0.0007290009032639	6.735961243941809e-17	-1.6878786140112846e-17	5.314423169405969e-07	4.616759584320472e-17	2.103471937184093e-17	-1.2662808033554674e-16	-1.0582249666920551e-16	3.1281249066463513e-16	-1.29489548647679e-16	-7.971011977702285e-17	-2.42214361211314e-16	0.0894409535999996	0.0894356571000002	0.0894268298000003	0.0894144721000002	0.0893985845000007	0.0893791675999998	1
-0.0014532133530483	-9.48429620724835e-06	-2.2733894589513447e-08	0.0169604612639063	-0.0120485382029901	0.000145167272829	0.0002876572462842	-0.0238772365357964	0.0064296771123226	4.134074776845828e-05	0.0005701224245867	-0.0518856530955677	-0.0346487489626954	0.0012005358046799	0.0026921209971537	0.0005889562775159	-0.0001400446257475	1.9612497133640938e-08	3.468694968696891e-07	-0.0001386840609212	-0.0001386840609212	1.923326875356077e-08	1.9233268636732636e-08	-0.0006249587970235	-0.0006249587970237	3.905734981529182e-07	3.905734981245548e-07	0.0894268297999999	0.0893791676000003	0.0892997494000002	0.0891886034000002	0.0890457691000006	0.0888712972999998	1
0.0985325814106203	2.421243324659545e-05	5.9388925815459214e-08	0.0149009849073138	-0.0020594763565923	4.241442863169286e-06	0.0002220393512077	0.0159460664069113	0.0398233029427078	0.0015858954572669	0.0002542770338533	-0.0355316654718082	0.0163539876237596	0.0002674529111978	0.0012624992512004	0.0007290006433886	0.0001400443658726	1.961242441754529e-08	5.314419379565457e-07	0.0001860000968501	0.0003246841577713	1.0541980243879513e-07	3.4596036193626424e-08	-6.779709817242297e-08	0.0006248909999253	3.904887618757807e-07	4.373124244406067e-15	0.0893985845000001	0.0892662243000002	0.0890457691000003	0.0887374365000002	0.0883415308000004	0.0878584425999999	1
0.4535232826075107	-6.056793408079298e-05	-1.5209394789723165e-07	0.0225793011605333	0.0076783162532195	5.89565404844004e-05	0.000509824840898	-0.0178860436909931	-0.0338321100979044	0.0011446116736768	0.0003199105589165	-0.0190121068955448	0.0165195585762634	0.0002728958155543	0.0003614602086074	0.0007290095667954	8.923406950067946e-09	6.77134550848945e-17	5.314549483895052e-07	0.000136949770259	-4.905032659106692e-05	2.405934421031476e-09	1.875523973613041e-08	-0.0001380500100502	-0.0001379822129521	1.9039091001603935e-08	1.905780497358237e-08	0.0893562220999996	0.0890968986000003	0.0886652500000002	0.0880621112000002	0.0872886488000003	0.0863463586999998	1
0.6695263858179348	0.0001480323019673	3.813531858254252e-07	0.0126478584359686	-0.0099314427245648	9.863355459136056e-05	0.0001599683230161	0.0004998137460317	0.018385857437025	0.0003380397536943	2.498137808098867e-07	-0.0561976752747315	-0.0371855683791867	0.0013827664956832	0.0031581787062844	0.0004839999514345	-0.0002450096153608	6.002971162186344e-08	2.342559528759863e-07	-7.7923993447364e-08	-0.0001370276942525	1.877658907125191e-08	6.1139273393856785e-15	-0.0003219999960162	-0.0001839499859658	3.383759732948852e-08	1.0368399720067093e-07	0.0892997493999998	0.0888712973000004	0.0881587327000002	0.0871643333000004	0.0858912784000004	0.0843436376000001	1
0.4919287707990965	-0.0003384615856762	-9.339315334817212e-07	0.0091933116651998	-0.0034545467707689	1.19338933912676e-05	8.451697937334725e-05	0.0292444479839701	0.0287446342379384	0.0008262539974729	0.0008552377378868	-0.03975530405738	0.0164423712173517	0.0002703515712489	0.0015804842006948	0.0005409999339167	5.699998248225388e-05	3.2489980369362543e-09	2.926809284359095e-07	-6.762499565636192e-08	1.0298997848143233e-08	2.2106174153151366e-16	4.549573488152531e-15	-0.0002500000066659	7.199998935019464e-05	5.1839983675567205e-09	6.250000317997885e-08	0.0892291752000001	0.0885895631000003	0.0875269369000003	0.0860463708000002	0.0841549343000004	0.0818616591	1
0.2248109079698181	0.0007003985430305	2.225134180763107e-06	0.0127662396369173	0.0035729279717172	1.2765814290972628e-05	0.000162976874467	0.0193732406777088	-0.0098712073062614	9.744073368303075e-05	0.0003753224543562	-0.0240139305808072	0.0157413734765728	0.0002477908389288	0.0005766688619397	0.000893999930825	0.0003529999969084	1.246089978359584e-07	7.992358765198642e-07	-7.512138631267197e-07	-6.835888674785177e-07	4.672561118411031e-13	5.643431413945711e-13	-0.0005619999896799	-0.0003119999830139	9.734398935607305e-08	3.158439884899286e-07	0.0891445106000001	0.0882518737000003	0.0867707607000002	0.0847110477000002	0.0820864692000004	0.0789145262999999	1
0.0506797040364142	-0.0014226769551474	-5.1243030675927744e-06	0.0125892224353947	-0.0001770172015226	3.133508949437868e-08	0.0001584885215276	0.0028692910915282	-0.0165039495861807	0.000272380351943	8.23283136795907e-06	-0.0088354454197626	0.0151784851610445	0.0002303864117839	7.806509576550954e-05	0.001143999480767	0.0002499995499417	6.249977494643701e-08	1.30873481223152e-06	-1.3899595119194321e-07	6.122179118890828e-07	3.746452514753198e-13	1.922329263927862e-14	-0.0002429999974454	0.0003189999922343	1.0176099503733449e-07	5.904899842631857e-08	0.0890457690999999	0.0878584426000003	0.0858912784000004	0.0831617371000001	0.0796940463000004	0.0755189855	1
-0.0337033347833537	0.0528316777851267	1.128378651788153e-05	0.0114518833815964	-0.0011373390537983	1.2935401231571904e-06	0.0001311456329854	0.00536599097164	0.0024966998801119	6.233510291197921e-06	2.879385910774303e-05	-0.0198664548183843	-0.0110310093986215	0.0001216831683522	0.0003946760270508	0.0009510392447962	-0.0001929602359707	3.723365267153845e-08	9.04475645329302e-07	0.0001567632547195	0.0001569022506706	2.4618316114767737e-08	2.457471829073204e-08	-0.0004970746193525	-0.0002540746219071	6.45539133791215e-08	2.470831772861649e-07	0.0889329662999996	0.0874095183000004	0.0848897399000003	0.0814023527000001	0.0769871073000005	0.0716943306999998	1
-0.0614069552049861	0.3636862663190747	-2.3300028761527035e-05	0.0118141693737215	0.0003622859921249	1.3125113996583145e-07	0.0001395745979907	0.0191495948721183	0.0137836039004783	0.000189987736485	0.0003667069837659	-0.0268005561799642	-0.0069341013615798	4.808176169244224e-05	0.0007182698115553	0.0008489996704115	-0.0001020395743846	1.0412074748933154e-08	7.208004405546188e-07	-2.1352351898070973e-07	-0.0001569767782385	2.4641708808995973e-08	4.563379650354995e-14	-0.0005030002008031	-5.925581450476756e-06	3.5112408721061556e-11	2.53009202130718e-07	0.0888061199	0.0869053842000003	0.0837675684000004	0.0794373389000002	0.0739763355000005	0.0674622943999998	1
