trial_type.att_neg	trial_type.att_neut	trial_type.rating_par	trial_type.suppr_neg	rt_reg.rt	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
-7.132865957110216e-07	0.0014100466200279	-9.559633799410374e-05	-6.4350270315624376e-12	-7.458855813113098e-05	-0.0236616000000032	9.239547051694523e-16	-3.4496025579281023e-16	0.0005598713145563	-0.2168370000000056	5.990807427575324e-16	-1.6461579642700237e-15	0.0470182845690032	-0.4515470000000057	-2.2288134219074527e-16	-9.813050808303357e-16	0.2038946932090047	0.0021564899999942	1.5438712223819605e-15	5.128640259204298e-16	4.650449120921766e-06	0.0007903209999979	8.647697992724233e-17	5.935435698207703e-16	6.246072808773915e-07	9.30817000028594e-05	-1.4819432367371368e-15	7.795119915227978e-16	8.664204192049406e-09	-1.2155105517612378e-14	-4.108867730181646e-15	1.72013372325337e-16	-1.3630885762456197e-15	-2.6219611135854287e-15	1
2.4853722187400567e-06	-0.0017186060157051	0.000261127785727	1.6856308091401026e-11	0.0002878325305062	-0.0254349999999978	-0.0017734000000004	3.144947558570345e-06	0.0006469392249989	-0.1863330000000021	0.0305040000000006	0.0009304940160001	0.0347199868890004	-0.4274430000000053	0.0241039999999995	0.0005810028160009	0.1827075182490036	0.0015248000000047	-0.0006316900000016	3.990322572011166e-07	2.3250150375038453e-06	0.0004269610000006	-0.0003633600000019	1.3203049116547604e-07	1.822956972956397e-07	2.480150000059079e-05	-6.828020000016338e-05	4.662185334913975e-09	6.151160187962708e-10	0.1002478183000017	0.1002384490999984	0.1002228344000024	0.1002009753000014	0.1001728729000006	1
-8.03284888869796e-06	0.1020191470171641	-0.0006790998763915	-4.333962753842162e-11	0.0004825447257587	-0.0338975000000002	-0.0084625000000008	7.161390624957235e-05	0.0011490405062518	-0.1465879999999984	0.0397450000000001	0.0015796650250008	0.0214880417439981	-0.3984420000000079	0.0290010000000001	0.0008410580010005	0.1587560273640035	0.0012356600000027	-0.0002891400000003	8.360193938780706e-08	1.526855634483744e-06	0.0005354940000005	0.0001085330000024	1.1779410340093311e-08	2.867538243008988e-07	4.734530000271613e-05	2.2543800002615332e-05	5.08221765004832e-10	2.241578071612816e-09	0.1002228344000014	0.1001385291999995	0.099998073100002	0.0998015448000016	0.099549054500001	1
2.4710151827662712e-05	0.4611798691117906	0.0015787377260526	1.0920981104963187e-10	0.0039154608440816	-0.0224913999999984	0.0114061000000014	0.0001300991172107	0.0005058630739588	-0.1837990000000027	-0.0372110000000025	0.0013846585210015	0.0337820724010018	-0.401461000000006	-0.003019	9.114361000720051e-06	0.1611709345210027	0.0011916500000012	-4.401000000029206e-05	1.936878968199597e-09	1.4200297210059588e-06	0.000475231000001	-6.026300000129815e-05	3.6316268314426323e-09	2.2584450485702386e-07	0.0001175350000004	7.018969999992623e-05	4.926591721707158e-09	1.3814479235052218e-08	0.1001728729000018	0.0999387890999987	0.0995490545000025	0.0990042761000012	0.0983053023000005	1
-7.343177344234924e-05	0.8201086315921923	-0.0017432522175068	-2.6919834524095526e-10	-0.0008558013083255	-0.0271718999999992	-0.0046805000000002	2.190708024916669e-05	0.0007383121496092	-0.125727999999999	0.058071000000001	0.0033722410410015	0.0158075299839972	-0.3780030000000069	0.0234579999999995	0.0005502777640002	0.1428862680090038	0.0009230389999998	-0.0002686109999992	7.215186898515087e-08	8.520009943503605e-07	0.0004809550000006	5.724000000483162e-06	3.276242766788914e-11	2.3131771100627362e-07	8.355940000020623e-05	-3.397559999860104e-05	1.154341783072217e-09	6.9821758654038325e-09	0.1000979463000008	0.0996394278000004	0.0988767856000023	0.0978123473000011	0.0964493619000008	1
0.0002130713101749	0.7967796700817086	0.1072000857912954	6.468424917447857e-10	0.0988105377445865	-0.0363488000000006	-0.0091769000000017	8.421549360911542e-05	0.0013212352614412	-0.1435470000000005	-0.017819000000002	0.0003175167609996	0.0206057412090006	-0.3529470000000062	0.0250560000000003	0.000627803136	0.1245715848090024	0.0012339800000002	0.0003109410000001	9.668430527128983e-08	1.5227066402863564e-06	0.0009970560000034	0.0005161010000038	2.663602452132029e-07	9.941206689372294e-07	-0.0004395740000028	-0.000523133400002	2.7366855856620706e-07	1.932252968278239e-07	0.0999980731000007	0.0992407438000001	0.0979827740000023	0.0962305098000011	0.0939927908000007	1
-0.0005818731294692	0.4653595380076025	0.4460267161879843	-1.5066840434565434e-09	0.267905927451241	-0.0592804000000054	-0.0229316000000026	0.000525858278559	0.0035141658241711	-0.1100020000000023	0.033545000000001	0.0011252670249975	0.0121004400040018	-0.2623600000000037	0.0905870000000013	0.0082060045690006	0.0688327696000002	0.0013189300000029	8.495000000044347e-05	7.216501821867854e-09	1.739576346197708e-06	0.0005320100000008	-0.0004650460000023	2.1626778317811017e-07	2.8303463763647734e-07	-0.0008553890000021	-0.0004158150000009	1.729021095977117e-07	7.316903365278149e-07	0.0998732782999993	0.0987431344000011	0.096869024600002	0.0942650692000015	0.0909508872000008	1
0.0014014713390065	0.1657168975776552	0.5802809756307351	3.370614445021535e-09	0.2429174877700625	-0.0248121000000022	0.0344683000000078	0.0011880637048992	0.0006156403064107	-0.0752541000000015	0.0347479000000012	0.001207416554409	0.0056631795668101	-0.1907050000000036	0.0716550000000012	0.005134439025	0.0363683970249997	0.0005340050000016	-0.0007849250000022	6.16107257670808e-07	2.851613397920904e-07	0.0001874599999995	-0.0003445500000024	1.18714703564178e-07	3.514125148511008e-08	-0.0001018400000007	0.0007535490000041	5.678360967020537e-07	1.037138361174931e-08	0.0997235930000001	0.0981470957000019	0.0955380353000018	0.0919238605000013	0.0873425944000013	1
-0.0012394089897688	-0.0026442235477223	0.3838516006281285	-7.122061298218288e-09	0.1257269668507025	-0.0124920999999991	0.0123200000000013	0.0001517823999994	0.0001560525624081	-0.0975144000000051	-0.0222603000000004	0.0004955209560897	0.009509058207363	-0.1765930000000007	0.0141119999999998	0.0001991485439998	0.0311850876489989	0.0005590470000026	2.5041999999457e-05	6.270996744397376e-10	3.125335463628535e-07	0.0001874600000004	-7.325350477451041e-16	-1.909381690726959e-15	3.5141251551732024e-08	-0.0002874690000027	-0.0001856290000028	3.445812464047321e-08	8.263842412652723e-08	0.0995490545000012	0.0974532219000016	0.0939927908000023	0.0892162162000015	0.0831903826000013	1
0.1112326560911732	-0.0723975789548278	0.1602860508626278	1.3736923209806548e-08	0.0409766967281594	-0.0127552999999994	-0.0002632000000001	6.927423766274077e-08	0.0001626976780884	-0.0497315000000017	0.047782900000002	0.0022832055324106	0.0024732220922493	-0.1554990000000027	0.0210939999999995	0.0004449568359997	0.0241799390009985	9.556780001035955e-06	-0.0005494902200009	3.019395032868466e-07	9.133295831592288e-11	0.0001874600000011	4.2443839357940197e-16	-1.2386316598603697e-15	3.5141249602947685e-08	-0.000439574000004	-0.000152105	2.313593202348252e-08	1.932252973568609e-07	0.0993497063000009	0.0966622046000024	0.092236756600002	0.0861529300000015	0.0785201094000018	1
