trial_type.cue_largeloss	trial_type.cue_largewin	trial_type.cue_neutral	trial_type.cue_smallloss	trial_type.cue_smallwin	trial_type.fix_largeloss	trial_type.fix_largewin	trial_type.fix_neutral	trial_type.fix_smallloss	trial_type.fix_smallwin	trial_type.probe	trial_type.fb_largelosshit	trial_type.fb_largelossmiss	trial_type.fb_largewinhit	trial_type.fb_largewinmiss	trial_type.fb_neutralhit	trial_type.fb_neutralmiss	trial_type.fb_smalllosshit	trial_type.fb_smalllossmiss	trial_type.fb_smallwinhit	trial_type.fb_smallwinmiss	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	cosine11	intercept
1.0404498414768478e-76	-1.3507172138972655e-46	6.586725624121951e-17	1.654593287387172e-28	8.945094799310676e-96	1.5541191837731807e-78	-5.362222230546653e-49	-4.539403390312712e-18	4.5001016927832156e-29	2.039722376687348e-97	-3.685639881237216e-19	-8.584227221465881e-82	4.312776937977311e-225	3.184989324044574e-51	-5e-324	-8.263701311253597e-21	-5.9849301810410804e-61	7.907597482361976e-93	5.808151586180569e-32	7.811926867999755e-122	2.4544993078381158e-101	-0.0046997171196778	0.0	0.0	2.2087341004992595e-05	0.000271583922796	0.0	0.0	7.375782712126367e-08	0.0014255741426012	0.0	0.0	2.0322616360531464e-06	-0.0003289999946856	0.0	0.0	1.0824099650312485e-07	0.0001619999952182	0.0	0.0	2.6243998450696824e-08	2.6648999021600464e-08	0.0	0.0	7.101691488532625e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
-2.7897032590059356e-76	3.9952354298229686e-46	-3.1591571058279564e-16	6.290552752654145e-28	-2.2209385061665946e-95	-4.672507864072334e-78	3.2244458117520634e-48	7.63640255670934e-18	-8.90082833395689e-29	-5.36670511923459e-97	8.256008764514472e-19	1.5950274861213854e-81	-1.1645214236894643e-224	-7.130685048514944e-51	-5e-324	1.9876266294566156e-20	1.2122266377452435e-60	-1.6344359460329764e-92	-1.4273708819922088e-31	-2.6876206568336216e-121	-1.0320579437544776e-100	-0.0191480297130368	-0.014448312593359	0.0002087537367954	0.0003666470418913	0.0002823081963612	1.0724273565200049e-05	1.1501004350124855e-10	7.969791773271388e-08	0.0765790744781327	0.0751535003355315	0.0056480486126827	0.0058643546479273	-8.500000616538237e-05	0.0002439999885202	5.9535994397866347e-08	7.22500104811504e-09	-0.0003969999752986	-0.0005589999705168	3.1248096703778324e-07	1.57608980387089e-07	-1.6872500383331094e-08	-4.352149940493157e-08	1.894120910453458e-15	2.846812691855079e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
7.352395266268835e-76	-1.1404146911352924e-45	1.1586779320175513e-15	-4.1686472285203306e-27	5.438020270135615e-95	1.3497858838194772e-77	-1.2680129678413055e-47	-9.511816569798472e-18	1.6050429598477787e-28	1.3904774765424729e-96	-1.7953049418863696e-18	-2.5498664829659737e-81	3.088249091945581e-224	1.5495218611114286e-50	-5e-324	-4.704650046486704e-20	-2.276240316037494e-60	3.1706027101343895e-92	3.4577706845249663e-31	8.471443174692166e-121	3.5952949009011107e-100	-0.0498674852957776	-0.0307194555827408	0.0009436849512999	0.0024867660897245	0.0119998690084344	0.0117175608120732	0.0001373012313846	0.0001439968562195	0.0679843845234273	-0.0085946899547054	7.386869541751392e-05	0.0046218765390292	-0.0002640002279911	-0.0001790002218257	3.2041079413656114e-08	6.969612037935277e-08	-0.0008629996645264	-0.0004659996892278	2.171557103604062e-07	7.447684209726789e-07	-1.1391606177135101e-07	-9.704356138801993e-08	9.41745280687039e-15	1.297686912949426e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
-1.907919037739216e-75	3.167572348733449e-45	-3.783155150781093e-15	1.679605009555315e-26	-1.312238555684881e-94	-3.78439697972765e-77	4.2862499341910387e-47	-5.918729673515148e-19	-2.4010072363212434e-28	-3.5512237576761593e-96	3.752453607308591e-18	2.6785399241724127e-81	-8.059365950171011e-224	-3.2356235689131524e-50	-5e-324	1.0937227351614541e-19	3.719296295059046e-60	-5.5201034210651285e-92	-8.24858552153054e-31	-2.528839412536456e-120	-1.1413813727588876e-99	-0.0971032557530975	-0.0472357704573199	0.0022312180106966	0.0094290422778514	0.0225817910050523	0.0105819219966178	0.0001119770731425	0.0005099372849958	0.0293773590578609	-0.0386070254655663	0.0014905024152988	0.0008630292252144	-0.0004630010825539	-0.0001990008545628	3.9601340116724695e-08	2.1437000244608335e-07	-0.0016660015998621	-0.0008030019353357	6.448121081528796e-07	2.7755613307430764e-06	-8.856803294467251e-07	-7.717642676753741e-07	5.956200848605065e-13	7.844296459688596e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
4.879925238622257e-75	-8.605382473882632e-45	1.1554010759584214e-14	-5.741846976914611e-26	3.117138275789593e-94	1.0360838348212687e-76	-1.3371332800445756e-46	6.263935338751337e-17	1.8749184636350942e-28	8.945157262576193e-96	-7.405901947710779e-18	2.673538863790317e-81	2.0723591717597085e-223	6.3765492180539705e-50	-5e-324	-2.4900137067588195e-19	-4.2226596757390154e-60	7.570957350808232e-92	1.9346143204047374e-30	7.267440179572113e-120	3.4233783439493078e-99	-0.068486031965719	0.0286172237873785	0.0008189454972969	0.0046903365744094	0.0224227414886826	-0.0001590495163696	2.529674865743496e-08	0.0005027793358682	0.0171061648544252	-0.0122711942034356	0.0001505822071784	0.0002926208760267	-0.0004850007138539	-2.199963129999999e-05	4.83983777335939e-10	2.352256924387926e-07	-0.0010359993592283	0.0006300022406337	3.969028232036084e-07	1.0732946723214485e-06	-7.512298500187721e-07	1.34450479427953e-07	1.807693141840641e-14	5.643462875592269e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
-1.2309651370740553e-74	2.2942854719266765e-44	-3.375248218154104e-14	1.8031586682459012e-25	-7.27608252705123e-94	-2.780724600917583e-76	3.963847801545716e-46	-3.079903182456317e-16	5.738337613965914e-28	-2.222591128252944e-95	1.3303416281423869e-17	-3.0114030866727315e-80	-5.254528341765974e-223	-1.1424698785010885e-49	-5e-324	5.526761174815057e-19	-2.32888648033648e-60	-3.0313222108047162e-92	-4.450334271675105e-30	-2.0293579281805197e-119	-9.872256477469488e-99	-0.0340472541109875	0.0344387778547314	0.0011860294201275	0.0011592155124981	0.0109047817246477	-0.0115179597640349	0.0001326633971259	0.0001189142644622	0.0576368451603883	0.0405306803059631	0.0016427360460641	0.0033220059200425	-0.0004539999724426	3.1000741411300024e-05	9.61045968050292e-10	2.0611597497788162e-07	-0.0002099999952458	0.0008259993639825	6.822749492994944e-07	4.409999800323602e-08	-4.7669996979833726e-08	7.035598530389384e-07	4.949964668081726e-13	2.2724286120573563e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
3.0629563480305774e-74	-6.016205723314038e-44	9.544772843579293e-14	-5.369373637377323e-25	1.6644524629334606e-93	7.335124456051372e-76	-1.1333235554363037e-45	1.139504723878199e-15	-4.032177458641569e-27	5.44620343947622e-95	-1.9722095839063815e-17	1.3307454110158907e-79	1.314174940626194e-222	1.6833290145192429e-49	-5e-324	-1.1875298252776356e-18	3.80897414435888e-59	-3.2429696442683036e-91	1.0004389016601709e-29	5.537546572021085e-119	2.7641674513627915e-98	-0.0243485482292413	0.0096987058817462	9.406489578061838e-05	0.0005928518008716	0.0053857074958756	-0.0055190742287721	3.046018034269635e-05	2.9005845231130628e-05	0.0407733090237201	-0.0168635361366681	0.0002843788510327	0.0016624627287437	-0.000541999960994	-8.799998855140004e-05	7.743997985046537e-09	2.937639577174976e-07	-0.00026999998298	-5.999998773420002e-05	3.599998528104152e-09	7.28999908092003e-08	-7.31699923825946e-08	-2.5499995402760886e-08	6.502497655408258e-16	5.353847785268952e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
-7.516519335753987e-74	1.5539231826530362e-43	-2.6314122292743534e-13	1.540271209557736e-24	-3.716280449835783e-93	-1.9049612311207986e-75	3.151990413801632e-45	-3.737501674112204e-15	1.64636367193943e-26	-1.3152727789460082e-94	1.4650645915477375e-17	-4.7321444949386536e-79	-3.2419293056886685e-222	-1.206594818902459e-49	-5e-324	2.440867250375469e-18	-1.7492659610991673e-58	1.804010407717331e-90	-2.1854162506469932e-29	-1.4819977210578816e-118	-7.559362574703471e-98	-0.0150935752593852	0.0092549729698561	8.565452467276704e-05	0.0002278160141107	0.0039542308117859	-0.0014314766840897	2.0491254970924427e-06	1.563594131287698e-05	0.0085831175608035	-0.0321901914629166	0.0010362084264192	7.366990706257342e-05	-0.0004279999754663	0.0001139999855277	1.2995996700315814e-08	1.831839789991534e-07	-0.0001019999977969	0.0001679999851831	2.8223995021521824e-08	1.0403999550567604e-08	-2.1827998625452167e-08	5.134199375714244e-08	2.636000322958453e-15	4.764615239927416e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
1.8181017342170752e-73	-3.956947259569141e-43	7.104272611134565e-13	-4.294957692805328e-24	8.047077023359845e-93	4.876048314255131e-75	-8.572361022738701e-45	1.1447200228521624e-14	-5.662108429272468e-26	3.1270988214045605e-94	5.086917914280916e-17	1.5196551410724579e-78	7.88491056395315e-222	-4.560133024045344e-49	-5e-324	-4.6934638303013225e-18	6.3142529086552774e-58	-6.941892212207473e-90	4.596448717666173e-29	3.899432390698479e-118	2.0269385154667637e-97	-0.0632237259879104	-0.0481301507285252	0.0023165114091505	0.0039972395277943	0.009645975802357	0.005691744990571	3.2395961037691204e-05	9.304484917965675e-05	-0.0686469188230205	-0.077230036383824	0.0059644785198467	0.0047123994638943	-0.0005419337078103	-0.000113933732344	1.298089536583424e-08	2.936921436610197e-07	-0.0008980403201193	-0.0007960403223224	6.336801947631505e-07	8.064764165599748e-07	0.0001477567745857	0.0001477786025843	2.1838515381776e-08	2.183206443596936e-08	0.0337099797	0.0337099394	0.0337098723	0.0337097783	0.0337096575	0.0337095098	0.0337093353	0.0337091339	0.0337089056	0.0337086505	0.0337083686	0.0337080598	1
-4.329973926327143e-73	9.938359208486105e-43	-1.8837923124894192e-12	1.17060557580122e-23	-1.672097259675182e-92	-1.2308925573663632e-74	2.287635401871765e-44	-3.3507584670443064e-14	1.7843482897492325e-25	-7.306596869769721e-94	-3.4508323254567513e-16	-4.592290508948602e-78	-1.8890991809448376e-221	3.026478106210756e-48	-5e-324	8.037031997059218e-18	-2.044289577028899e-57	2.3222600727814465e-89	-9.157456280484653e-29	-1.010355149398707e-117	-5.342305644890478e-97	-0.0952761812466747	-0.0320524552587642	0.001027359888115	0.0090775507129492	0.0108207635098693	0.0011747877075123	1.3801261577220067e-06	0.0001170889229365	-0.1008073128251538	-0.0321603940021333	0.0010342909423724	0.0101621143190284	-0.0002180003493772	0.0003239333584331	1.049328207057473e-07	4.7524152328581284e-08	-0.0014880004476229	-0.0005899601275036	3.480529520440641e-07	2.214145332125951e-06	-1.6219233918257476e-07	-0.0001479189669248	2.1880020776124508e-08	2.6306354889515376e-14	0.0337098723	0.0337095098	0.0337089056	0.0337080598	0.0337069723	0.0337056432	0.0337040725	0.0337022601	0.0337002061	0.0336979105	0.0336953734	0.0336925947	1
