trial_type.cashout	trial_type.explode	trial_type.pumps	rt_reg.rt	demeaned_pumps	demeaned_explode	demeaned_cashout	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
5.47220871606769e-07	3.7704693021844776e-05	-0.0004403053518862	-0.0011374058318861	-0.6516610272761854	-0.0255270108213734	-0.0012074627685234	-0.0326880000000031	1.6388805409042495e-16	2.4620556647945003e-16	0.001068505344004	-0.0285142000000009	-2.5381433720369224e-16	-7.803650201585993e-16	0.0008130596016401	0.0337708999999986	2.3424845844212474e-16	-1.9567612384103558e-15	0.0011404736868067	-0.0020272900000017	1.141812903487076e-15	-6.889953529062803e-16	4.109904744091157e-06	-7.707749999990965e-05	5.533126557593349e-16	2.899494227069882e-16	5.940940664150702e-09	-0.0004727129999998	-2.9994347432137034e-16	1.0294384517566335e-16	2.234575794927518e-07	0.0865469666999995	0.086542473500003	0.0865349849000014	0.0865245012000013	0.0865110228000015	0.0864945502000025	0.0864750839000014	1
-1.3505422703726115e-06	-0.0001095746290669	0.021160770322373	0.0216899989858802	-0.8587148784457118	0.0472005107990595	0.0024520811866521	-0.0213386000000017	0.0113494000000022	0.0001288088803614	0.000455335849961	-0.034326600000002	-0.005812399999999	3.378399375840562e-05	0.0011783154675594	0.1035920000000021	0.0698211000000022	0.0048749860052108	0.0107313024640033	-0.0015922400000011	0.0004350499999998	1.892685013515024e-07	2.535228216323108e-06	-0.0002018039999994	-0.0001247264999999	1.5556698656049373e-08	4.0724854009878914e-08	-0.0004727129999994	-7.795915087683599e-16	-1.6183054660012081e-15	2.234575800860546e-07	0.0865349848999993	0.0864945502000016	0.0864271730000014	0.086332874400001	0.0862116837000015	0.0860636387000021	0.0858887854000012	1
3.2473522698638982e-06	0.0003112088716296	0.2363207932975226	0.1698079967595416	-0.0941929722058177	-0.0670997270125422	-0.0040349329691924	-0.0171669000000016	0.0041717000000005	1.7403080889662223e-05	0.000294702455611	-0.0009387220000004	0.0333878780000012	0.0011147503973437	8.811989934667084e-07	0.0526714000000011	-0.0509206000000022	0.0025929075043608	0.0027742763779586	-0.0023058800000017	-0.0007136399999996	5.092820497365336e-07	5.317082579438346e-06	-0.0003489110000005	-0.0001471070000002	2.164046795415227e-08	1.2173888565723413e-07	-0.000530286	-5.75730000005613e-05	3.31465040269611e-09	2.812032423800699e-07	0.0865110227999998	0.0863987302000014	0.0862116837000013	0.085950045300001	0.0856140413000011	0.0852039625000019	0.0847201635000014	1
-7.565597569914497e-06	-0.0008439396513282	0.5742522731007124	0.2875600066272105	0.4269996165415154	0.0460675912681044	0.0046570709708394	-0.0099532600000007	0.0072136400000007	5.203660204967995e-05	9.906738462747804e-05	-0.0048436599999994	-0.0039049380000001	1.5248540783536204e-05	2.34610421954127e-05	0.0698655000000007	0.0171941000000005	0.0002956370748088	0.0048811880902503	-0.0018240400000017	0.0004818400000015	2.321697848676628e-07	3.3271219238991584e-06	-0.0005658750000021	-0.0002169640000001	4.70733766561163e-08	3.202145148491624e-07	-0.0004727130000009	5.757300000005352e-05	3.314649312502751e-09	2.2345758077439145e-07	0.086475083900001	0.0862550665000013	0.0858887854000012	0.0853768617000012	0.0847201635000012	0.0839198044000016	0.0829771415000013	1
1.6924453421256988e-05	0.0020790701465253	0.8655692251211515	0.2784110693382124	1.0796948362674132	0.1571440448803005	6.662678161949017e-05	-0.0104654000000012	-0.0005121400000005	2.6228737929756624e-07	0.0001095245971604	-0.0186385000000001	-0.0137948400000006	0.0001902976106254	0.0003473936822498	0.0564639000000009	-0.0134016000000006	0.0001796028825591	0.0031881720032086	-0.0019095500000014	-8.551000000074788e-05	7.311959133991259e-09	3.6463812048645927e-06	-0.0001637080000008	0.0004021670000025	1.617382966265562e-07	2.6800308970824752e-08	-0.0004727130000007	2.630537527440979e-16	-8.049404666710462e-16	2.2345758055034565e-07	0.0864271730000008	0.0860636387000019	0.0854588803000016	0.0846145930000016	0.0835331432000013	0.0822175621000017	0.0806715369000014	1
-3.577741262089789e-05	-0.0031329024933904	1.0134542485976896	0.258009963585584	-0.053298117330332	-1.295903672329793	-0.0221927798321429	-0.0091902900000004	0.0012751099999999	1.625905511612309e-06	8.446143028375919e-05	-0.0075500200000006	0.0110884800000002	0.0001229543887098	5.700280200072325e-05	0.0812575000000012	0.0247936000000006	0.0006147226009583	0.0066027813062513	-0.0019961700000011	-8.662000000019499e-05	7.503022555878077e-09	3.984694672356527e-06	-0.0002234449999995	-5.9736999999900566e-05	3.568509003856518e-09	4.9927667526276564e-08	-0.0004727130000006	-7.331426557501739e-16	1.90144917804502e-17	2.234575807521609e-07	0.0863672969000009	0.0858245528000019	0.0849225041000018	0.0836649275000018	0.0820570877000015	0.0801057160000006	0.0778189817000014	1
6.891679786548336e-05	0.1066269117194807	0.9316724322324714	0.2176853748441156	-0.2855150866288682	0.1594237377735132	0.0868705051504326	-0.0111823000000006	-0.0019920100000005	3.968103839179997e-06	0.00012504383329	-0.0047622999999998	0.0027877200000006	7.771382796918028e-06	2.267950128944343e-05	0.1152570000000037	0.0339995000000008	0.0011559660002491	0.0132841760490051	-0.0014020700000008	0.0005940999999992	3.5295480905851613e-07	1.965800284454909e-06	-4.6809499999640255e-05	0.0001766355000008	3.1200099630702417e-08	2.191129302991788e-09	-0.0004080919999998	6.46210000009031e-05	4.1758721311724315e-09	1.665390797973112e-07	0.0862954639000004	0.0855379411000011	0.0842803251000019	0.0825299684000018	0.0802971043000013	0.0775947873000008	0.074438816200001	1
-0.0001043397250062	0.3595344096888716	0.5888618404000322	0.1265158981987698	-0.6799556122486672	0.0427099348289923	-0.2408927252749335	-0.0085743200000008	0.0026079800000001	6.80155968003907e-06	7.351896346245758e-05	0.0071025400000005	0.0118648400000002	0.0001407744282259	5.0446074452076494e-05	0.0825872000000021	-0.0326698000000016	0.0010673158320404	0.0068206456038412	-0.0021954600000018	-0.0007933900000019	6.294676923565587e-07	4.820044616424436e-06	-0.0001189719999996	-7.216249999980201e-05	5.20742556869716e-09	1.4154337263015222e-08	-0.0004727129999999	-6.462100000057939e-05	4.175873937818356e-09	2.234575804225208e-07	0.0862116837000011	0.0852039625000014	0.0835331432000019	0.0812122292000019	0.0782592828000013	0.0746972852000005	0.0705539577000012	1
7.327069375554354e-05	0.377705163727309	0.4446212654227753	0.1262692635817389	0.5911947547860505	-0.0637152409309182	0.5533292296551306	-0.0083851800000009	0.0001891399999994	3.5773939141837914e-08	7.031124363281378e-05	-0.0097402700000002	-0.0168428100000007	0.0002836802486962	9.487285967260392e-05	0.0913782000000025	0.0087909999999999	7.72816809992584e-05	0.0083499754352417	-0.001374180000001	0.0008212800000011	6.745008384735426e-07	1.8883706719570168e-06	0.000101390000001	0.0002203620000002	4.8559411470216716e-08	1.0279932734634152e-08	-0.0003812219999999	9.149100000101516e-05	8.370601714343748e-09	1.453302126665104e-07	0.0861159682000013	0.0848228017000013	0.082681889500002	0.0797146284000014	0.0759506742000015	0.0714276451000012	0.0661907455000012	1
-8.864393664119672e-05	0.2139716019504818	0.648998351911204	0.1676036720819838	0.3665466366714486	0.0446105461989526	-1.0438079009275785	-0.0040675700000007	0.0043176100000004	1.8641756112285897e-05	1.654512570447562e-05	0.0004111300000006	0.0101514000000002	0.0001030509219603	1.6902787750110294e-07	0.0484488000000004	-0.0429294000000017	0.0018429333843612	0.0023472862214384	-0.0017950000000015	-0.0004208199999997	1.770894715866931e-07	3.222025002333421e-06	-7.240849999929325e-05	-0.0001737985000012	3.020591846643561e-08	5.242991490920746e-09	-0.000376298	4.923999999794055e-06	2.424499642327223e-11	1.4160018564084242e-07	0.0860083304000013	0.0843946700000018	0.0817276244000019	0.0780404828000018	0.0733792667000015	0.0678021560000004	0.0613787620000011	1
0.0186520408737696	0.0774000693581365	0.81608231076329	0.1978086379131759	-0.0661460568296628	-0.0242797938873999	-1.1554372025120734	-0.0065454800000007	-0.0024779100000007	6.140037967220806e-06	4.28433084299454e-05	-0.0047777199999988	-0.0051888500000002	2.6924164321754105e-05	2.2826608398787507e-05	0.0720784000000008	0.0236296000000008	0.0005583579961595	0.0051952957465606	-0.0012801700000016	0.0005148300000003	2.650499280037282e-07	1.638835227932813e-06	-7.357739999683236e-06	6.505076000011663e-05	4.231601272528295e-09	5.4136597429749745e-11	-3.273979999872064e-05	0.000343558200003	1.1803224038989949e-07	1.0718923010106563e-09	0.0858887854000015	0.0839198044000016	0.0806715369000017	0.0761935001000021	0.0705539577000012	0.0638388799000002	0.0561506324000009	1
