trial_type.Rest	trial_type.Task-NF	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
1.4572654714530509e-05	-8.54167336120713e-14	-0.0090074200000001	-5.638806357157725e-16	-1.0517667559073018e-15	8.113361505624377e-05	-0.0241371000000029	1.7199994526405772e-16	-1.2555603802232042e-16	0.0005825995964124	-0.1274890000000015	-4.022734365060318e-16	-8.943965713403819e-16	0.0162534451209966	-2.258200000101231e-05	-4.759786910210647e-16	-5.761458719087326e-16	5.09949270050978e-10	-5.275598872294951e-15	-1.3426424467989206e-16	-1.9500760822690186e-15	-2.1712872930795054e-15	0.0003607620000001	-8.433575050378405e-17	1.7602146032977192e-16	1.3014922186288238e-07	0.0776141839000043	0.0776115777000031	0.0776072342000003	0.0776011535000011	1
-3.804078302535239e-05	1.9532390683544632e-13	-0.020121500000001	-0.0111140800000019	0.0001235227742455	0.0004048747622505	-0.013818900000002	0.010318200000001	0.0001064652512398	0.0001909619972112	-0.0738375000000005	0.0536515000000027	0.0028784834522524	0.0054519764062483	-0.0001316660000014	-0.0001090839999985	1.1899316819064628e-08	1.733593714492105e-08	0.0004989419999982	0.0004989420000032	2.489431201614895e-07	2.489431186432815e-07	0.0003977880000009	3.702600000184592e-05	1.3709239687964743e-09	1.58235293743967e-07	0.077607234200003	0.077583780800002	0.0775446969000013	0.0774899906000015	1
7.607801211005067e-05	-5.320900616355339e-13	-0.0221697000000013	-0.0020481999999998	4.195123237007522e-06	0.0004914955980909	0.0007822329999996	0.014601133000001	0.0002131930848834	6.118884656231167e-07	-0.0069996599999977	0.0668378400000033	0.004467296855869	4.899524011577614e-05	-0.0010463500000039	-0.0009146840000005	8.366468190595448e-07	1.0948483254510816e-06	0.000555389000001	5.644700000092279e-05	3.186262041075409e-09	3.084569407720114e-07	0.0003048770000012	-9.291100000021363e-05	8.63245562833869e-09	9.294998381285441e-08	0.0775933356000005	0.0775281968000007	0.0774196727000024	0.077267824000002	1
0.0005016177776693	1.3429451472004626e-12	-0.0097133500000001	0.012456350000002	0.0001551606553218	9.43491682225013e-05	-0.0282634000000014	-0.0290456330000023	0.000843648796371	0.0007988197795617	-0.0255780999999982	-0.0185784400000018	0.0003451584328317	0.0006542391996091	-0.0006193610000041	0.0004269889999999	1.823196045852362e-07	3.836080491041759e-07	0.0010146200000034	0.0004592309999999	2.1089311107766534e-07	1.0294537491010424e-06	0.0003418610000002	3.698399999925146e-05	1.3678168628330235e-09	1.1686894297671664e-07	0.0775724891999999	0.077444845800001	0.0772322624000018	0.0769349720000015	1
0.0185587381970427	-3.415171193620133e-12	0.0189128000000016	0.0286261500000043	0.0008194564638244	0.0003576940038395	0.0029447200000005	0.0312081200000017	0.0009739467539345	8.671375876871764e-06	0.0128988000000034	0.0384769000000016	0.0014804718336094	0.0001663790414403	0.0011367200000029	0.0017560810000059	3.083820484589306e-06	1.292132355919801e-06	0.0002917560000005	-0.0007228640000038	5.225323634786562e-07	8.512155958149942e-08	0.0004494449999998	0.0001075839999977	1.1574313231360792e-08	2.020008096527889e-07	0.0775446968999994	0.0773337575	0.0769826167999998	0.0764919113999999	1
0.0975053463000475	8.417875722814861e-12	0.0189292000000024	1.6399999999653705e-05	2.6895823711145406e-10	0.0003583146126387	-0.0001753399999991	-0.0031200600000006	9.734774403094529e-06	3.074411419035676e-08	0.026409500000004	0.0135106999999997	0.0001825390144883	0.0006974616902504	0.0013815700000047	0.0002448499999995	5.995152052604609e-08	1.9087356612080445e-06	0.0009322950000019	0.0006405390000027	4.102902116168334e-07	8.69173969480246e-07	0.0004494449999991	7.877317975706698e-16	1.5001617562786526e-15	2.020008107184414e-07	0.0775099611999991	0.0771949718	0.0766709374	0.0759392769000002	1
0.2540105374740223	-2.036690182093086e-11	-0.0122834999999996	-0.0312127000000051	0.0009742326412975	0.0001508843722491	-0.0057476199999997	-0.0055722800000003	3.105030439830981e-05	3.303513566348534e-05	0.0330453000000051	0.0066357999999993	4.403384163817852e-05	0.0010919918520905	6.294660000074611e-05	-0.0013186234000057	1.7387676747485362e-06	3.962273228355501e-09	0.0006526360000025	-0.0002796590000023	7.820915420643148e-08	4.259337497721195e-07	3.0577999999692545e-05	-0.0004188670000002	1.7544956401288994e-07	9.350127357053867e-10	0.0774682852999992	0.0770285384	0.0762974751000018	0.0752778601000013	1
0.4577780454701026	4.790934918055473e-11	-0.0154158000000007	-0.0031323000000004	9.811303288845311e-06	0.0002376468896396	-0.0031210199999983	0.0026265999999999	6.899027560000515e-06	9.740765839395588e-06	-0.0001549529999967	-0.0332002530000028	0.0011022567992633	2.4010434127422085e-08	0.0005147870000029	0.0004518403999994	2.041597458973938e-07	2.6500565319534985e-07	-0.0002172260000023	-0.0008698620000044	7.566599037844509e-07	4.71871332182452e-08	-3.8008200000166784e-05	-6.85861999993372e-05	4.7040677895221615e-09	1.444620501344546e-09	0.0774196726999995	0.0768345168000011	0.075862530900001	0.0745086085000011	1
0.6634683939529009	-1.0909988740661624e-10	-0.0025655899999998	0.0128502100000017	0.0001651278970431	6.5822520471183854e-06	-0.0198290000000002	-0.0167079800000015	0.0002791565956804	0.0003931892410008	-0.0683379999999994	-0.0681830470000045	0.0046489278982075	0.0046700822439984	-5.0019599982278735e-06	-0.0005197889600036	2.7018056101258376e-07	2.5019957289532597e-11	0.0004977529999982	0.0007149790000032	5.111949728279922e-07	2.4775804884692575e-07	0.0001263270000003	0.0001643352000006	2.7006057222666524e-08	1.5958511971674494e-08	0.0773641280000019	0.0766129766000033	0.0753664553000016	0.0736326240000022	1
0.8383544951665926	2.3780468079726196e-10	0.012447600000001	0.0150131900000022	0.0002253958739761	0.0001549427457584	-0.0067580600000005	0.0130709400000008	0.0001708494724834	4.567137496369718e-05	-0.0615930999999987	0.0067449000000002	4.549367600917378e-05	0.0037937099676091	-0.0002676269999989	-0.0002626250400006	6.89719108798626e-08	7.162421219913589e-08	0.000900843000001	0.0004030900000017	1.624815477158773e-07	8.1151811356154e-07	0.0003076770000014	0.0001813499999999	3.2887821534830396e-08	9.46651411866813e-08	0.0773016560000025	0.0763639971000028	0.0748096482000016	0.0726511615000018	1
