trial_type.mental	trial_type.motor	trial_type.pseudo	trial_type.symbol	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-8.587954276726535e-06	-8.869189161457643e-15	-4.111122908656951e-15	2.4982114060813364e-15	0.018352251593229	1.5288825344568248e-18	-1.0852378721084834e-15	0.0003368051385399	0.063001256787093	-6.954736225303259e-16	-6.002504363654539e-16	0.0039691583567546	0.0268643534397141	3.5010920869969994e-16	-1.1162354687643886e-15	0.0007216934857308	0.0015811028568128	-5.576067176034802e-16	1.6899210355779343e-16	2.499886244804224e-06	0.0004411383689683	-1.640995686978373e-16	-5.407788609139416e-16	1.9460306215157178e-07	-0.0004578490922819	-2.589014266733112e-16	-1.2166152819286317e-15	2.0962579038064025e-07	0.107206884800004	0.1071937792000008	0.1071719376000021	0.1071413620000007	1
2.260064828668781e-05	3.7565480975605654e-14	-4.141553762010249e-15	2.4457914242271624e-15	0.020414518874419	0.0020622672811897	4.252946338260256e-06	0.0004167525808725	0.0654401333918777	0.0024388766047843	5.948119093058825e-06	0.0042824110583489	0.0507437446074969	0.0238793911677831	0.0005702253225433	0.0025749276167889	0.0017785887017102	0.000197485844897	3.900065930465846e-08	3.163377769751135e-06	0.0004421426096436	1.004240675210799e-06	1.0082202356364066e-12	1.954900885640939e-07	-0.0004018936553191	5.595543696232897e-05	3.1310099883952333e-09	1.61518508677747e-07	0.1071719376000035	0.1070540189000009	0.106857583900002	0.1065827765000007	1
-5.844047364580607e-05	-8.461568654582078e-14	-4.1637610015132406e-15	2.5380251614468995e-15	0.0197931694000327	-0.000621349474386	3.8607516798055405e-07	0.000391769554897	0.0557932005115054	-0.0096469328803733	9.306331399819213e-05	0.0031128812233171	0.0336922797822671	-0.01705146482523	0.0002907524526849	0.0011351697169237	0.001581141795889	-0.0001974469058221	3.89852805988082e-08	2.500009379677207e-06	0.0004920509093351	4.990829969112817e-05	2.490837944523158e-09	2.421140999470278e-07	-0.0005688892962843	-0.0001669956409654	2.7887542814037786e-08	3.236350314040426e-07	0.1071020547000036	0.1067746807000008	0.1062297984000019	0.1054685178000006	1
0.0001482288949089	2.2878440912452985e-13	-4.0246463819625466e-15	2.1665516582411803e-15	-0.0021660535309988	-0.0219592229310324	0.0004822074717355	4.691787898049647e-06	0.0106008323125769	-0.0451923681989289	0.0020423501434308	0.0001123776457171	0.0165676244714856	-0.0171246553107809	0.0002932538195123	0.000274486180625	0.0010919996582345	-0.0004891421376546	2.392600299380613e-07	1.1924632545260057e-06	1.0574639262005931e-06	-0.0004909934454085	2.410745647457334e-07	1.1178848265256317e-12	0.0010209995910757	0.0015898888873612	2.5277466810888125e-06	1.0424401658704033e-06	0.1069972587000045	0.1063561286	0.105290422700002	0.1038043951000005	1
-0.0003622420856965	-5.586018607606441e-13	-4.0864690433542875e-15	2.2449779507800825e-15	0.000472535186674	0.0026385887176728	6.962150421476233e-06	2.2328950167406286e-07	-0.0034235205388897	-0.0140243528514645	0.0001966824729015	1.1720492880932582e-05	0.0373786044869128	0.0208109800154275	0.0004330968892021	0.0013971600733872	0.0010919996932345	3.4999974728695364e-11	-1.6271360734939621e-15	1.192463328830973e-06	1.0192445401862068e-06	-3.821938402555728e-08	2.5687721898636333e-15	1.0379831377975404e-12	0.0009509996307003	-6.999996037661686e-05	4.899992352627905e-09	9.04400297898154e-07	0.1068575839000045	0.1057989084999995	0.1040422119000017	0.1015990844000002	1
0.000853532019572	1.3775771619124962e-12	-4.137346921419866e-15	2.2602530532550928e-15	-0.0127782426725681	-0.0132507778592422	0.0001755831138753	0.0001632834858003	0.0142383114946784	0.0176618320335699	0.0003119403107813	0.0002027295142168	0.0679402793292323	0.0305616748423194	0.000934015969167	0.004615881555333	0.0015490163765637	0.0004570166833288	2.0886424851292465e-07	2.399451734460201e-06	-6.614133837333254e-05	-6.716058291351315e-05	4.510545619513564e-09	4.374675459428512e-09	0.0004630515580035	-0.0004879480726974	2.380933204458445e-07	2.1441674390806014e-07	0.1066830757000033	0.1051037466999997	0.1024888275000018	0.0988640830000003	1
-0.0022016705963493	-3.263544681136833e-12	-4.130948940448069e-15	2.3795465170332618e-15	-0.0170722361048392	-0.00429399343227	1.843837959588221e-05	0.0002914612456196	-0.010431894704796	-0.0246702061994749	0.0006086190739235	0.0001088244271336	0.0106871294309004	-0.057253149898332	0.0032779231732823	0.0001142147354693	0.0005059999680438	-0.0010430164085194	1.087883226980402e-06	2.5603596696734496e-07	2.4541005421394296e-07	6.638674842819203e-05	4.407200317302816e-09	6.012028173776763e-14	0.0009700001809016	0.0005069486228992	2.569969064167083e-07	9.409003526074536e-07	0.1064737912000041	0.1042715496999996	0.1006348256000019	0.0956136501000003	1
0.0251241818242394	7.518190355805621e-12	-4.1864285266013095e-15	2.4261741348044818e-15	-0.0241414523787591	-0.0070692162739191	4.997381872700089e-05	0.0005828097229578	-0.0103160995359862	0.0001157951688107	1.3408517933434362e-08	0.0001064219096378	-0.0452793498771703	-0.0559664793080704	0.003132246806142	0.0020502195252941	-0.0006949999625407	-0.0012009999305842	1.4424008326314849e-06	4.830249473413105e-07	-7.887726234469237e-07	-1.034182677872042e-06	1.0691558740304937e-12	6.222155006763955e-13	0.0008310003600059	-0.0001389998208964	1.9320950167203475e-08	6.905615997802871e-07	0.106229798400006	0.1033034024999992	0.0984856445000019	0.0918647318999999	1
0.1580590653366874	-1.6519044410351376e-11	-3.996626440701722e-15	2.437322986160473e-15	-0.0191392279805615	0.0050022243981977	2.5022248930430013e-05	0.0003663100476939	-0.0045615853636051	0.0057545141723818	3.31144333577991e-05	2.080806103006323e-05	-0.034133908749873	0.0111454411272983	0.0001242208579216	0.001165123726541	-0.0004990002275307	0.0001959997350114	3.8415894080977055e-08	2.490012263160706e-07	-2.148195288696441e-07	5.739530947999424e-07	3.295096294419877e-13	4.6610979529286064e-14	0.0008609996487586	2.999928875055643e-05	8.999557331142728e-10	7.413203959307527e-07	0.1059511770000064	0.1022005673999987	0.096047588000002	0.0876368734999997	1
0.2888947913745557	3.4015626859251295e-11	-3.84172666117084e-15	2.4737636476085227e-15	-0.005881258774395	0.0132579692061665	0.0001757737474722	3.458920477130303e-05	0.0024433758949541	0.0070049612585602	4.906948223315684e-05	5.9700857640284665e-06	0.0097198491005431	0.0438537578504159	0.0019231520776046	9.447546653539196e-05	0.0011109995911521	0.0016099998186836	2.59209942045502e-06	1.234320092893146e-06	1.028834516088613e-06	1.2436540444030566e-06	1.5463799942709524e-12	1.0590391381009457e-12	0.0009520001361331	9.100048737257328e-05	8.281087820395871e-09	9.063042590190988e-07	0.1056380177000052	0.1009644821999982	0.0933278074000017	0.0829521170999994	1
