trial_type.foodchoice	trial_type.missed	rt_reg.rt	DELTAVALUE	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
0.0004505436733282	6.963719192046084e-17	0.000624671647817	6.283167753417596e-05	-1.081274230197608e-05	-2.406409905687424e-16	-3.964057374589244e-16	1.1691505776599164e-10	0.1171813173652102	1.1656773972703328e-17	-4.649444697071782e-16	0.0137314611394464	0.1296946463948823	-2.1899597217104803e-16	5.994753766202578e-16	0.0168207013034933	0.0021965990561099	-2.475075824304511e-16	-1.1668650090750706e-16	4.825047413708954e-06	0.0003488900903707	1.302589776756403e-16	-2.0085256660324807e-16	1.2172429452726445e-07	-0.0005558836718169	5.662137989034326e-16	5.4092442384028503e-17	3.090066586029127e-07	0.0971259201000018	0.097117921800001	0.0971045918000004	0.0970859309000008	0.097061940000001	1
-0.001069280050106	-1.06878916230685e-16	-0.001553267968038	-0.0001483921722397	-0.0097120468131784	-0.0097012340708756	9.41139424992668e-05	9.432385330185348e-05	0.132373815049705	0.015192497684496	0.0002308119858932	0.0175228269108151	0.1180910253361633	-0.0116036210587186	0.0001346440216746	0.0139454902649466	0.0028530940263142	0.0006564949702041	4.309856470965685e-07	8.140145527099816e-06	0.0003282073789877	-2.068271138256203e-05	4.2777398864000056e-10	1.07720084632049e-07	-0.0005559691046329	-8.543281584894925e-08	7.212976482053211e-15	3.091016448044938e-07	0.097104591800002	0.097032620500001	0.0969127078000006	0.0967449130000007	0.0965293190000007	1
0.0224869147723504	-4.686460166063376e-16	0.0202588812946319	0.0028750657666424	-0.0107690091181226	-0.0010569623049427	1.1171693132544483e-06	0.0001159715573874	0.109523734432203	-0.022850080617503	0.0005221261842263	0.0119954484039758	0.1000372053153741	-0.0180538200207894	0.0003259404173429	0.0100074424473099	0.0020315965332018	-0.0008214974931126	6.748581324707746e-07	4.127384473546011e-06	0.0003284356400027	2.2826101486358146e-07	5.1845045224675497e-14	1.0786997020518561e-07	-0.0005558344740448	1.346305881050148e-07	1.8646045243100123e-14	3.089519652912238e-07	0.0970619400000017	0.0968620929000008	0.0965293190000005	0.0960640751000008	0.0954669997000007	1
0.2021095324368824	9.357801509726952e-17	0.1246326169927425	0.0255511553855141	8.170298148805244e-07	0.0107698261479373	0.0001159891552583	6.668024489489317e-13	0.1334283312133254	0.0239045967811233	0.0005714297472679	0.0178031195703746	0.1033233297244465	0.0032861244090718	1.0798613632202707e-05	0.0106757104653467	0.0022100805386183	0.0001784840054163	3.185653964660746e-08	4.884455988043643e-06	0.0003284823829391	4.6742936357365626e-08	2.0470932419934465e-15	1.079006760179415e-07	-0.0004688642893976	8.697018464741388e-05	7.563812069053126e-09	2.198337220601085e-07	0.0969979740000019	0.0966064886000008	0.0959551829000005	0.0950458086000007	0.0938808115000009	1
0.3006707724400448	2.075218864363748e-16	0.1530790033999907	0.0382010767358299	-0.008126409428001	-0.008127226457817	6.60518098973833e-05	6.603853019094206e-05	0.111580935575562	-0.0218473956377644	0.0004773086961526	0.0124503051839169	0.0762007851434272	-0.0271225445810193	0.0007356324245494	0.0058065596564746	0.0020490909963025	-0.0001609895423165	2.591763197942056e-08	4.198773911422737e-06	0.0003284307521353	-5.163080395589882e-08	1.966723908898021e-15	1.0786675840629857e-07	-0.0005558370156453	-8.697272624770429e-05	7.564254582075315e-09	3.089547915176265e-07	0.0969127078000015	0.0962660323000009	0.0951914342000005	0.0936936903000008	0.0917794585000011	1
0.226918829793516	7.274321682092505e-17	0.1166296998458554	0.0259498572693587	1.955225438728294e-05	0.0081459616823887	6.635669173141564e-05	3.8228968205913337e-10	0.0951767637266284	-0.0164041718489339	0.000269096854049	0.0090586163534735	0.0851039475513456	0.0089031624079184	7.926630086189232e-05	0.0072426818888217	0.0015850031204532	-0.000464087875849	2.153775563866303e-07	2.51223489061114e-06	0.0002700006443606	-5.843010777524741e-05	3.414077160362088e-09	7.290034750010458e-08	7.862669878010711e-07	0.0005566232826329	3.09829480441966e-07	6.150005807516864e-13	0.0968061602000013	0.0958410229000011	0.0942395819000005	0.0920124695000007	0.089174471700001	1
0.2923113161250651	2.6300756898859715e-16	0.1881792676107123	0.0122846984999121	-0.0089405712235759	-0.0089601234779635	8.028381274119229e-05	7.993381380373295e-05	0.0953180908227449	0.0001413270961167	1.997334744823661e-08	0.0090855384380919	0.0691256292731378	-0.015978318278208	0.0002553066549998	0.0047783526224072	0.0017250115192416	0.000140008398788	1.960235130564386e-08	2.975664741724455e-06	0.000189406658689	-8.059398567157768e-05	6.495390195462168e-09	3.5874882100680444e-08	-0.0001081638296529	-0.000108950096642	1.1870122372326531e-08	1.1699412645467706e-08	0.0966783546000012	0.0953318337000009	0.0931015070000005	0.0900080514000008	0.086080145900001	1
0.3162358505027504	2.597782676999835e-16	0.1962955662884377	0.0043783759637369	-0.0073068990826789	0.0016336721408979	2.668884663472676e-06	5.3390774203965255e-05	0.084556481422198	-0.0107616094005471	0.0001158122368895	0.0071497985505016	0.0889552145088361	0.0198295852356981	0.0003932124506199	0.0079130301883126	0.0014820011952178	-0.0002430103240232	5.905401730352036e-08	2.196327542272451e-06	0.0003299937509825	0.0001405870922932	1.9764731353459297e-08	1.0889587473825449e-07	-8.744730629198111e-06	9.941909902367591e-05	9.884157069816482e-09	7.646912432930198e-11	0.0965293190000013	0.0947389121000008	0.0917794585000007	0.0876874769000009	0.0825134610000008	1
0.2108794775534651	1.2262539253381282e-16	0.1349903813062178	-0.0014710760731802	-0.006740933090342	0.000565965992337	3.2031750386554845e-07	4.544017892800329e-05	0.0755017889314761	-0.0090546924907219	8.198745610129847e-05	0.0057005201318522	0.0888571311534395	-9.80833553969656e-05	9.620344754758897e-09	0.0078955897568188	0.0014070312837943	-7.496991142336254e-05	5.6204872397412356e-09	1.9797370332371487e-06	0.0002438231391665	-8.617061181648481e-05	7.425374414831991e-09	5.9449722898014554e-08	-0.0002511712344162	-0.0002424265037872	5.8770610314674175e-08	6.308698968019644e-08	0.0963590862000013	0.0940627787000008	0.0902760487000007	0.0850588969000009	0.0784939888000009	1
0.2648772031184198	1.8930402220010871e-16	0.1910026870777106	-0.0029048881136905	-0.0086388714841951	-0.0018979383938528	3.6021701464119345e-06	7.463010052017576e-05	0.0622965286541585	-0.0132052602773175	0.0001743788989914	0.0038808574823573	0.0732990454005538	-0.0155580857528863	0.0002420540322941	0.0053727500566316	0.0014619903263715	5.495904257707256e-05	3.020495725898739e-09	2.137415714068929e-06	0.0003300363636847	8.62132245177532e-05	7.432720545393725e-09	1.089240004250876e-07	4.975874751865742e-05	0.0003009299819351	9.055885475963546e-08	2.4759310114749663e-09	0.0961676935000008	0.0933040274000007	0.0885942485000007	0.0821315443000009	0.0740437861000008	1
