trial_type.angry	trial_type.fearful	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-1.4770723579868993e-15	-8.782415615926702e-16	-0.0096185900000018	3.5270975103590947e-16	-1.4816557465580091e-16	9.251727358957794e-05	-0.0963498000000017	1.7678123304045616e-16	-9.004990447873396e-16	0.0092832839600414	-0.1997200000000017	3.110599128267306e-16	-4.519016544791442e-16	0.0398880784	0.0025319100000006	-2.147339814869284e-16	-1.035868378313267e-15	6.410568250216135e-06	0.0005629389999997	-4.47490403767494e-19	-2.3296086540246627e-16	3.169003183765849e-07	0.0004248200000008	-1.8148914559783367e-16	1.735227619216129e-16	1.8047203191542854e-07	0.1091041759000007	0.1090898686000005	0.109066024500001	0.1090326458	1
-2.074048306760735e-15	-1.1567922168868e-15	-0.0048077900000016	0.0048108000000004	2.314379664006264e-05	2.311484468521921e-05	0.0056990100000001	0.1020488100000018	0.0104139596224179	3.2478714978905965e-05	-0.2111660000000015	-0.0114459999999989	0.0001310109159992	0.0445910795560002	0.0021627600000003	-0.0003691499999999	1.3627172176356413e-07	4.677530818986267e-06	0.0002167859999983	-0.0003461529999996	1.1982189958856058e-07	4.699616903043211e-08	0.0004248200000001	-2.3764044595376494e-18	-1.2881938673828818e-15	1.804720314320194e-07	0.109066024500001	0.1089372966000007	0.1087228625000008	0.1084228910000006	1
-1.538501075932667e-15	-8.946973101559513e-16	0.1204910000000021	0.125298790000003	0.0156997867754665	0.0145180810809967	-0.0233142999999995	-0.0290133100000009	0.0008417721571557	0.0005435565844898	-0.2053930000000009	0.0057730000000001	3.3327528999921804e-05	0.0421862844489995	0.0012128000000002	-0.0009499600000014	9.024240013022896e-07	1.4708838395830004e-06	-0.0006648230000012	-0.0008816089999996	7.77234428782383e-07	4.419896211209434e-07	0.0026229100000013	0.0021980900000006	4.831599648305622e-06	6.879656870665074e-06	0.1089897352000017	0.1086323659000014	0.1080376181000015	0.1072067914000014	1
-1.3791870741807886e-15	-7.63053147754362e-16	0.0998740000000022	-0.0206170000000008	0.0004250606889982	0.0099748158759979	-0.0105602999999996	0.0127539999999995	0.0001626645159993	0.0001115199360893	-0.2592660000000014	-0.0538730000000009	0.0029023001289994	0.0672188587560012	0.0014338200000005	0.0002210200000003	4.8849840843768396e-08	2.0558397918348263e-06	-6.453599999993567e-05	0.0006002870000007	3.6034448315018987e-07	4.164896160061586e-09	0.0015444499999993	-0.0010784600000017	1.1630759719418042e-06	2.3853258022649515e-06	0.1088753345000017	0.1081755030000017	0.1070124473000016	0.1053911480000013	1
-1.8202983445061552e-15	-9.229648124739862e-16	0.0806024000000009	-0.0192716000000007	0.0003713945665588	0.0064967468857585	0.0054324400000003	0.0159927399999995	0.0002557677327069	2.951140435266724e-05	-0.3031620000000019	-0.0438960000000001	0.001926858815999	0.0919071982440025	0.0020484200000004	0.0006146000000007	3.777331600104264e-07	4.196024496696246e-06	0.0004667860000011	0.0005313220000004	2.8230306819405296e-07	2.17889172292792e-07	0.0015350699999993	-9.379999998764545e-06	8.798359838424222e-11	2.356439904853909e-06	0.1087228625000014	0.1075673469000011	0.1056505759000012	0.1029861145000008	1
-8.134907179626616e-16	-8.140812362221807e-16	0.0379667999999991	-0.0426356000000009	0.0018177943873601	0.0014414779022403	-0.0377324000000002	-0.0431648400000012	0.001863203412225	0.0014237340097592	-0.3275570000000029	-0.0243950000000004	0.0005951160249986	0.1072935882490035	0.0019463999999998	-0.0001020199999997	1.0408079870775994e-08	3.78847295930465e-06	0.0004667860000009	-6.07750825067473e-16	-5.261906011345523e-16	2.178891709846155e-07	0.0009663000000001	-0.0005687699999991	3.2349931202381306e-07	9.337356898034184e-07	0.1085323724000007	0.1068087481000003	0.1039562886000007	0.1000051408999999	1
-3.2596189004539564e-15	-9.031509402186412e-16	0.0547749000000002	0.0168081000000008	0.0002825122256087	0.0030002896700086	-0.0308043000000004	0.0069281000000006	4.799856960894916e-05	0.0009489048984893	-0.2251170000000018	0.1024400000000021	0.0104939536000007	0.0506776636890002	0.0003840599999985	-0.0015623400000012	2.440906276750501e-06	1.4750208240856806e-07	0.0004667860000005	-1.9118778980729536e-17	-8.813359256365121e-16	2.178891722286805e-07	0.0018653200000026	0.0008990200000009	8.082369590716806e-07	3.4794187026709847e-06	0.1083039310000011	0.1059007676000008	0.101934916400001	0.0964648979000003	1
2.838041780544316e-15	-8.916823897015227e-16	0.057629299999999	0.0028544	8.147599359573332e-06	0.00332113621849	0.0600776000000008	0.0908818999999999	0.0082595197476101	0.0036093180217585	-0.4090630000000027	-0.1839460000000017	0.033836130916001	0.1673325379690068	0.002794859999999	0.0024108000000027	5.8119566410078e-06	7.811242419487055e-06	-0.0005276900000012	-0.0009944760000006	9.889825158994084e-07	2.7845673387564575e-07	0.000453011	-0.0014123090000027	1.994616712268001e-06	2.052189664524737e-07	0.1080376181000007	0.1048446753000006	0.0995928192000005	0.0923851842000003	1
-1.2278287538212635e-14	-8.584427361990618e-16	0.1531620000000018	0.0955327000000025	0.0091264967692899	0.0234585982439984	-0.0464713000000002	-0.1065489000000016	0.0113526680912108	0.0021595817236895	-0.3061270000000026	0.1029360000000021	0.0105958200960001	0.0937137401290022	0.0024999300000006	-0.0002949300000007	8.698370349362935e-08	6.249650006273303e-06	-0.0005276899999996	1.877264748755413e-15	-5.98755975710632e-16	2.784567352380553e-07	0.0025598299999992	0.0021068190000017	4.438686302078219e-06	6.552729629836879e-06	0.1077335267000011	0.1036419483000006	0.096937366100001	0.0877888150000002	1
2.404843479366225e-14	-8.824659645755814e-16	0.0574792000000008	-0.0956828000000022	0.0091551982158412	0.0033038584326389	-0.0692566000000011	-0.0227852999999996	0.0005191698960888	0.0047964766435605	-0.2187020000000018	0.0874250000000012	0.0076431306249996	0.0478305648040003	0.0020226100000007	-0.0004773200000007	2.2783438111587594e-07	4.090951212069697e-06	-0.0005789820000002	-5.129200000213917e-05	2.630868239725366e-09	3.352201553631145e-07	0.0017700100000007	-0.0007898199999987	6.238156299249708e-07	3.1329354005925417e-06	0.1073917633000012	0.1022942687000007	0.0939769123000011	0.0827014951000001	1
