trial_type.DOOR-CON	trial_type.DOOR-VG-go	trial_type.DOOR-VG-no-go	trial_type.DOOR-VM-go	trial_type.DOOR-VM-no-go	trial_type.Inst_CON	trial_type.Inst_VG	trial_type.Inst_VM	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
-1.1461177300891235e-09	7.601303388088767e-16	-5.657070248095042e-39	-2.8037715323668425e-18	-3.329242764675087e-07	-1.3809740597031662e-08	-1.711900474181173e-15	1.5027447812969792e-07	-0.0033136142255898	1.1971777553299902e-05	1.4332345778569539e-10	1.098003923603109e-05	-0.0122773728616607	-0.1852662942743421	0.0343235997941471	0.0001507338843842	-0.0187549121880294	-0.0885471858737644	0.0078406041261629	0.0003517467311806	-0.0008339689488645	-0.0005369273393426	2.882909677335236e-07	6.955042076701591e-07	0.0006420407424998	0.0001350653745735	1.8242655408679864e-08	4.122163150296945e-07	-9.72323480629058e-05	-0.0002613079400341	6.828183952486783e-08	9.454129509826062e-09	0.0726876095	0.0693212204	0.0638255809	0.0563694933	1
4.256181980821891e-09	-7.385403086497723e-16	1.60223159483876e-38	9.53345804851181e-18	6.251550352070955e-07	3.288837115638368e-08	1.2953051540020456e-14	-1.6925862922689054e-06	-0.0134431196148199	-0.0101295053892301	0.0001026068794304	0.0001807174649783	-0.0113770806516129	0.0009002922100477	8.105260634727504e-07	0.0001294379641533	-0.0015295104775105	0.0172254017105189	0.0002967144640887	2.339402300814398e-06	0.000515907275696	0.0013498762245605	1.8221658216337093e-06	2.661603171160686e-07	0.0004656021570783	-0.0001764385854215	3.113057442553996e-08	2.16785368675966e-07	0.0003968802798893	0.0004941126279522	2.441472891018349e-07	1.575139565650091e-07	0.0725746232	0.0688765618	0.0628520716	0.0547046405	1
-1.4208548474873673e-08	-1.3658926366417577e-15	-4.432296356633441e-38	-3.021083391643061e-17	-8.626584433831665e-07	-7.597722309224765e-08	-5.5366245131948216e-14	0.0003224998339133	-0.0113589789809083	0.0020841406339116	4.343642181921447e-06	0.0001290264034887	0.074570215745183	0.0859472963967959	0.0073869377579186	0.0055607170762831	0.0229247658698739	0.0244542763473844	0.0005980116316742	0.0005255448901885	0.000715496644731	0.0001995893690349	3.98359162317894e-08	5.119354486213188e-07	-5.504694030178392e-05	-0.00052064909738	2.710754826026961e-07	3.030165636588162e-09	-0.0001309804603952	-0.0005278607402844	2.786369611337003e-07	1.715588100533855e-08	0.0724563188	0.0684117154	0.0618371142	0.0529756566	1
4.4496645776326787e-08	1.2113090200114218e-14	1.2006476107285973e-37	9.130936732784421e-17	4.230381330353215e-07	1.688262039602019e-07	1.9818804565979822e-13	0.0041097543076168	0.0135197713401424	0.0248787503210506	0.0006189522175371	0.0001827842170897	0.1555809617479013	0.0810107460027182	0.0065627409679169	0.0242054356584019	0.0298193177819001	0.0068945519120262	4.753484606762417e-05	0.0008891917129779	0.000426996691149	-0.0002884999535819	8.323222321681611e-08	1.823261742521945e-07	-2.005919694902936e-05	3.498774335275456e-05	1.2241421849182212e-09	4.0237138223994877e-10	-0.0002779952957271	-0.0001470148353319	2.161336180766568e-08	7.728138444639779e-08	0.0723327051	0.0679268175	0.0607813778	0.0511845684	1
-1.3333687375291725e-07	-5.3383824508892524e-14	-3.189502157327838e-37	-2.6643763204146753e-16	-2.3292425810335457e-06	-3.555977366499597e-07	-6.479956623305752e-13	0.0118826736899341	0.0154486192698612	0.0019288479297187	3.7204543359804985e-06	0.0002386598373451	0.04485042283234	-0.1107305389155612	0.0122612522485306	0.0020115604282396	-0.0293444845682557	-0.0591638023501558	0.0035003555085283	0.0008610987745765	0.0012799254441257	0.0008529287529767	7.274874576543886e-07	1.6382091425203706e-06	-0.0006986383715648	-0.0006785791746157	4.604696962222205e-07	4.880955742227155e-07	-0.0002150530386344	6.294225709269999e-05	3.961727727923542e-09	4.624780942588874e-08	0.0722037911	0.0674220101	0.0596855588	0.0493334756	1
3.865148006631255e-07	1.9366775960334874e-13	8.314271573253712e-37	7.559117101736201e-16	0.0003326267692862	6.850490412722196e-07	2.0015165485591226e-12	0.0186911787499279	0.0080052529753373	-0.0074433662945239	5.540370179445445e-05	6.408407519914669e-05	0.0448750965253594	2.4673693019394705e-05	6.08791127215327e-10	0.0020137742881603	-0.0247511913987779	0.0045932931694778	2.1098342140771427e-05	0.0006126214756589	0.0016339647518392	0.0003540393077134	1.2534383140625424e-07	2.6698408102529383e-06	-0.0009580640166837	-0.0002594256451189	6.730166534535745e-08	9.17886660064105e-07	-7.721710374564606e-05	0.0001378359348887	1.899874494665681e-08	5.962481110865866e-09	0.0720695862	0.0668974414	0.0585503797	0.0474245484	1
-1.092483858139996e-06	-6.381446416172392e-13	-2.126539600438913e-36	-2.094175659252724e-15	0.004156244246858	-1.0145998679546826e-06	-5.937552435011055e-12	0.0211184240176006	0.0191043884307333	0.011099135455396	0.0001231908078572	0.0003649776573123	0.16002459351526	0.1151494969899006	0.0132594066570271	0.0256078705297241	0.0142416638074109	0.0389928552061887	0.0015204427571308	0.0002028249880033	0.0012229326137728	-0.0004110321380663	1.68947418523436e-07	1.4955641778291727e-06	-0.000641129564106	0.0003169344525777	1.0044744723072637e-07	4.110471179707496e-07	-0.0002121076520944	-0.0001348905483487	1.8195460033827524e-08	4.498965607699903e-08	0.0719301004	0.0663532649	0.0573765892	0.0454600245	1
3.029832663435768e-06	1.981406688204606e-12	5.3320996238614575e-36	5.680282294366286e-15	0.0119430638012907	7.867230060299378e-07	1.7072888211702737e-11	0.0193672279241076	0.0216257224152087	0.0025213339844754	6.357125061270602e-06	0.0004676718699796	0.1590927289889094	-0.0009318645263506	8.683714954706402e-07	0.0253104964171385	0.0086792209368127	-0.0055624428705982	3.0940770688668745e-05	7.532887607000793e-05	0.0010319605692276	-0.0001909720445452	3.6470321797773926e-08	1.064942616440552e-06	-0.0005765696997055	6.455986440050002e-05	4.1679760914109506e-09	3.324326186184905e-07	-0.0001357026577477	7.64049943467e-05	5.837723161119259e-09	1.84152113197894e-08	0.0717853437	0.0657896402	0.0561649613	0.043442207	1
-7.908151290032032e-06	-5.9007334092148134e-12	-1.3083940706225145e-35	-1.5107851864418558e-14	0.0187272194202563	-3.178117632304098e-06	-4.784577401917708e-11	0.0153511536234306	0.0163260783551777	-0.005299644060031	2.8086227163021865e-05	0.0002665408344594	0.0430422877581264	-0.1160504412307829	0.0134677049098594	0.0018526385354533	-0.0314081549910554	-0.040087375927868	0.0016069977087822	0.0009864721999421	0.0015719658079341	0.0005400052387065	2.916056578304643e-07	2.471076501313908e-06	-0.0008250664090594	-0.0002484967093539	6.175061455971667e-08	6.807345793581733e-07	-8.385154671866407e-05	5.185111102903593e-05	2.688537714945411e-09	7.0310818871123026e-09	0.0716353269	0.0652067326	0.0549162951	0.0413734615	1
1.8133974619615296e-05	1.7019559808144812e-11	3.13262884631864e-35	3.942785597346852e-14	0.0211194806979725	0.0003461293497825	1.3112498179576223e-10	0.0108634992862142	0.0124726826804533	-0.0038533956747244	1.4848658225984717e-05	0.0001555678132472	0.0871521383920566	0.0441098506339302	0.0019456789229476	0.0075954952263081	-0.0094827161868238	0.0219254388042315	0.0004807248667581	8.992190627985011e-05	0.0015199732549853	-5.199255294880008e-05	2.7032255621337803e-09	2.310318695870608e-06	-0.0007250588506249	0.0001000075584344	1.0001511744029926e-08	5.257103368695011e-07	-7.694894775905317e-05	6.902598959610895e-06	4.7645872397221417e-11	5.921140561225494e-09	0.0714800609	0.0646047128	0.0536314139	0.0392562132	1
-1.0298836568917662e-05	-4.7820773802249896e-11	-7.283235267470447e-35	-1.009580775220348e-13	0.0193436829536406	0.0042182308325114	-3.5214003154037865e-10	0.0069143646360076	0.0254844370567184	0.0130117543762651	0.0001693057519482	0.0006494565320978	0.1899147049758198	0.1027625665837632	0.0105601450908823	0.0360675951660526	0.0295163283808648	0.0389990445676886	0.0015209254771925	0.000871213641087	0.0010649499950402	-0.0004550232599451	2.0704616709106614e-07	1.134118491936122e-06	-0.0005131028859985	0.0002119559646264	4.4925330940707737e-08	2.632745716199897e-07	-0.0001932269467195	-0.0001162779989604	1.3520573042245674e-08	3.733665293854049e-08	0.071319557	0.0639837573	0.0523111652	0.0370929442	1
0.0016499250485541	1.3135821424996795e-10	1.6313392682368112e-34	2.534310913322378e-13	0.0153181660240155	0.0120235839497696	9.276804508411159e-10	0.0038375816562596	0.0245376400948913	-0.0009467969618271	8.964244869250277e-07	0.0006020957814264	0.0863257049621495	-0.1035890000136703	0.0107306809238321	0.007452127337212	-0.0202258199132927	-0.0497421482941575	0.0024742813169179	0.0004090837911649	0.0015229400107877	0.0004579900157475	2.097548545243953e-07	2.3193462764580395e-06	-0.0006991335863775	-0.000186030700379	3.460742148350128e-08	4.887877716010654e-07	-0.0001749679013488	1.82590453707e-05	3.33392737849281e-10	3.0613766502403415e-08	0.0711538271	0.0633440481	0.0509564195	0.0348861904	1
0.0079284464617505	-3.5351277611765316e-10	-3.471703299251772e-34	-6.226131596460086e-13	0.0108316092153254	0.0187752736473642	-2.398061102198336e-09	0.0016018077282294	0.0138878529431707	-0.0106497871517205	0.0001134179663769	0.0001928724593711	0.0401214308100037	-0.0462042741521458	0.0021348349499266	0.0016097292102419	-0.0223324413761929	-0.0021066214629002	4.43785398795178e-06	0.000498737937821	0.0022204502938139	0.0006975102830262	4.865205949272897e-07	4.930399507298235e-06	-0.0008781344398929	-0.0001790008535153	3.204130555924168e-08	7.711200945260173e-07	-0.0001200253720278	5.494252932100001e-05	3.018681528188946e-09	1.4406089930411794e-08	0.0709828834	0.0626857727	0.0495680702	0.0326385389	1
0.0158633847993704	9.331767478268868e-10	6.8319581868499115e-34	1.492643620194477e-12	0.0068882461353734	0.0211208896051466	6.080060464282404e-09	5.498737401576429e-05	0.0184937156609521	0.0046058627177813	2.1213971375048657e-05	0.0003420175189481	0.0773716970994229	0.0372502662894192	0.0013875823386326	0.0059863795120448	0.00626058821355	0.0285930295897429	0.0008175613411199	3.919496477964118e-05	0.0019939493588983	-0.0002265009349155	5.130267351764086e-08	3.975834045850942e-06	-0.0007561377173286	0.0001219967225643	1.4883200316430794e-08	5.717442475669058e-07	-0.0001372461774502	-1.7220805422400013e-05	2.965561393961617e-10	1.883651322469179e-08	0.0708067382	0.062009124	0.048147033	0.0303526248	1
0.0205586012983361	-2.417086741113272e-09	-1.165769969774924e-33	-3.4755817884410232e-12	0.0038180272568306	0.019312289659682	-1.510074247515161e-08	-0.0009560684854272	0.0278161041190543	0.0093223884581022	8.69069265637571e-05	0.000773735648362	0.2826301936365496	0.2052584965371267	0.0421310504006816	0.0798798263550335	0.0589390094162212	0.0526784212026711	0.002775016060406	0.0034738068309654	0.0007498310325389	-0.0012441183263594	1.5478304099833143e-06	5.622465773583529e-07	-0.0008846435973555	-0.0001285058800269	1.6513761201488013e-08	7.8259429434208e-07	-0.0003821683807502	-0.0002449222032999	5.99868856693265e-08	1.4605267124522984e-07	0.0706254046	0.0613143005	0.0466942448	0.0280311277	1
