trial_type.control_cond	trial_type.end_fixation	trial_type.fixation	trial_type.irrelevant_cond	trial_type.semantic_cond	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	intercept
-6.730146857356811e-08	1.2491765296169224e-05	-0.009449454451218	-4.596539648520968e-15	6.953146406517441e-15	-0.0208328099479778	0.0001602615258634	2.5683756640140493e-08	0.0004340059703303	-0.0622759964357165	-0.0164444913676648	0.0002704212963404	0.0038782997320612	0.0088889616049101	0.0448539361227355	0.0020118755857022	7.901363841201444e-05	-0.0015580731130256	-9.203401988417365e-05	8.470258537456702e-09	2.427591829670804e-06	0.0007803482377838	0.0001504355737883	2.2630862044065498e-08	6.089433717450092e-07	0.0001951077533747	7.514577821042618e-05	5.646888482533986e-09	3.8067032830551807e-08	0.0905683553000018	0.0901084137000016	0.0893435737000017	0.0882764233000026	0.0869105735000022	0.0852506458000015	0.0833022569000024	0.0810719995000015	0.078567420100002	0.0757969935000016	1
-7.737237688857362e-07	-3.325672565429268e-05	0.1142013230496311	-4.3989136157086894e-15	-4.0819994883462914e-14	-0.0126758353786026	0.0081569745693749	6.653623412546088e-05	0.0001606768025461	-0.0863304039432382	-0.0240544075075205	0.0005786145205371	0.0074529386450038	0.0415637817622655	0.0326748201573542	0.0010676438723149	0.0017275479543808	-0.0008989101623296	0.0006591629506944	4.3449579687611596e-07	8.080394762890641e-07	0.0007011151843493	-7.923305343480238e-05	6.277875651515675e-09	4.915625032667604e-07	-0.0002566853200076	-0.0004517930733828	2.0411698198488614e-07	6.58873542443113e-08	0.0904925912000012	0.0898059965000012	0.0886655282000016	0.0870769501000021	0.0850482909000021	0.0825898032000013	0.0797139121000022	0.0764351521000012	0.0727700938000021	0.0687372603000012	1
4.526471468897983e-06	8.682636283589424e-05	0.6615990034952186	-3.572851811537956e-16	1.1318364143260096e-13	-0.0115313886480971	0.0011444467305075	1.3097583190144398e-06	0.0001329729241555	-0.0382178772250511	0.0481125267181865	0.002314815227208	0.0014606061395869	0.047180326252134	0.0056165444898677	3.1545572005618e-05	0.0022259831852576	-0.0014149562411143	-0.0005160460787864	2.6630355482156e-07	2.0021011650166147e-06	0.000890072575686	0.0001889573913362	3.570489570656845e-08	7.922291950256813e-07	-0.0001018702896532	0.0001548150303541	2.3967694081772076e-08	1.0377554588712148e-08	0.090401702100001	0.0894435410000019	0.0878541213000021	0.0856446605000028	0.0828307522000025	0.079432255800002	0.0754731567000024	0.0709813966000017	0.0659886768000022	0.0605302339000018	1
-1.8304717786705788e-05	-0.0002222977461277	1.063463389935953	2.157315284731393e-15	-3.398580912224836e-13	0.0001974119005704	0.0117288005486685	0.0001375647623102	3.897145967453685e-08	-0.1283345784458189	-0.090116701220766	0.0081210198389121	0.0164697640248703	0.0391546101211452	-0.0080257161309877	6.441211941391199e-05	0.0015330834937385	-0.0009089403225076	0.0005060159186056	2.560521098754176e-07	8.261725077479955e-07	0.0006400849442651	-0.0002499876314202	6.249381581761052e-08	4.097087401749322e-07	-0.000187709213966	-8.583892431425461e-05	7.36832096750555e-09	3.5234747947439405e-08	0.0902957033000005	0.0890212896000024	0.0869105735000022	0.083983384000003	0.0802672203000025	0.0757969935000023	0.0706146988000022	0.064769020800002	0.0583148762000022	0.0513128978000019	1
6.424454530242826e-05	0.0005570850001054	1.142408045896386	1.4595842705025998e-15	1.003832175390845e-12	0.016307216351465	0.0161098044508934	0.0002595257994469	0.0002659253051325	-0.0968437135973549	0.0314908648484669	0.0009916745689031	0.0093787048633274	0.061179593112131	0.022024982990985	0.0004850998757519	0.0037429426133668	-0.0017769442448054	-0.0008680039222968	7.534308104274887e-07	3.157530853118572e-06	0.0003402981670197	-0.000299786777246	8.987211228301706e-08	1.1580284308203476e-07	-0.0003356976001874	-0.0001479883862214	2.1900562168185523e-08	1.1269287767430619e-07	0.0901746124000011	0.0885395244000027	0.0858363039000023	0.0820975622000026	0.0773684033000019	0.0717058791000021	0.0651783020000017	0.0578644199000017	0.0498524669000017	0.0412390983000016	1
-0.0002088726930009	-0.0013334663470505	1.1114823181303557	1.8729423216488388e-15	-2.8333516643947307e-12	0.0163160361202886	8.819768822049928e-06	7.778735722563186e-11	0.0002662130346764	-0.0692226966765205	0.0276210169208342	0.0007629205757396	0.0047917817351694	0.0416768961483755	-0.0195026969637559	0.0003803551888589	0.0017369636725625	-0.001452960097379	0.0003239841474281	1.049657266899499e-07	2.1110930458019984e-06	0.0003401868389733	-1.1132804622165397e-07	1.1499406192794107e-14	1.1572708555472845e-07	-0.0002567524675165	7.894513267121506e-05	6.232333791578258e-09	6.592182733191716e-08	0.0900384497000019	0.0879985677000026	0.0846329284000023	0.0799922374000025	0.0741464099000019	0.0671835172000019	0.0592084599000018	0.0503413875000014	0.0407158885000017	0.0304769774000013	1
0.0006479761166173	0.0029995210448069	1.0518814791178377	1.5441043097705697e-15	7.875014372904819e-12	0.0054777216865183	-0.0108383144337713	0.0001174690597657	3.000543487405142e-05	-0.0417275697940767	0.0274951268824434	0.0007559820022808	0.0017411900809178	0.078300165748448	0.0366232696000712	0.0013412638761985	0.0061309159562362	-0.0019538930294464	-0.0005009329320668	2.5093380141890444e-07	3.81769797519054e-06	0.0003411121708972	9.25331924119256e-07	8.54558999834114e-13	1.1635751266151021e-07	-0.000626167503704	-0.0003694150361874	1.3646746868015e-07	3.920857443668944e-07	0.0898872380000016	0.087398781000002	0.0833022569000021	0.0776730385000021	0.0706146988000017	0.0622571057000017	0.0527540320000016	0.042280326700001	0.0310286975000011	0.019206165300001	1
-0.0018837286073986	-0.0071548198700424	1.0306555729673956	1.6123791257270593e-15	-2.1398366233122078e-11	-0.0042089073886443	-0.0096866290751637	9.383078284039292e-05	1.7714901407554448e-05	-0.0591354868458462	-0.0174079170517699	0.0003030355760808	0.0034970058044934	0.1765655158437846	0.0982653500953337	0.009656079029358	0.0311753813851878	-0.002236868900203	-0.000282975870755	8.007534345059067e-08	5.003582478310645e-06	0.0003413585698276	2.46398930940926e-07	5.859949154285488e-14	1.165256714478634e-07	-0.0007671190380701	-0.0001409515343659	1.9867332786919613e-08	5.884716212611276e-07	0.0897210024000001	0.0867405652000005	0.0818462909000012	0.0751461662000009	0.0667880223000013	0.056956272600001	0.0458678440000014	0.0337673909000003	0.0209218967000007	0.0076147833000007	1
0.004875644069183	0.1170915245656635	0.8820157451910802	1.1725918892699564e-15	5.701895270381013e-11	0.0032893531101053	0.0074982604987502	5.622391050649555e-05	1.0819843881857386e-05	-0.0982858335645761	-0.0391503467187282	0.0015327496481943	0.0096601050794858	0.0590772188397079	-0.1174882970040761	0.0138034999329184	0.0034901177858343	-0.0013401273584291	0.0008967415417761	8.041453930336811e-07	1.795941339468899e-06	-0.0004321083466794	-0.0007734669165068	5.982510786339787e-07	1.86717618945848e-07	-0.0005847898493545	0.0001823291887168	3.3243932198473764e-08	3.4197916921251855e-07	0.0895397709000004	0.0860243606000013	0.0802672203000019	0.0724183767000014	0.0626823648000015	0.0513128978000013	0.038606255300001	0.0248935629000004	0.0105321631000006	-0.0041036969999996	1
-0.0073356947273248	0.6815247571579068	0.3231996137776037	6.072624983814781e-16	-1.4881777261430262e-10	-0.0099451171128943	-0.0132344702229983	0.0001751512020839	9.89053543899502e-05	0.0556820089760494	0.153967842540626	0.0237060965366171	0.0031004861236053	-0.1651559823502706	-0.2242332011899787	0.0502805285159106	0.0272764985060762	0.0006689246919898	0.0020090520504189	4.036290147095691e-06	4.474602412410149e-07	-0.000197256523876	0.0002348518228039	5.5155374961458926e-08	3.891013379584402e-08	-0.0007679345174591	-0.0001831446681056	3.3541968273497926e-08	5.897234268812225e-07	0.0893435737000036	0.0852506458000036	0.0785674201000024	0.0694969632000034	0.0583148762000017	0.0453609212000022	0.0310286975000009	0.0157536826000014	5.347845229852626e-16	-0.0157536825999999	1
