img1	img2	dice	voxinmask	voxoutmask	ratio_inoutmask
sub-16_ses-01_run-2	mni152	0.8266763102651401	83.11659288268348	16.883407117316533	4.922975102426726
sub-04_ses-02_run-2	mni152	0.8530374839994053	85.48881798425724	14.511182015742765	5.891237384488243
sub-09_ses-02_run-2	mni152	0.8411766600922801	84.3722623544111	15.62773764558889	5.398878856801525
sub-13_ses-02_run-1	mni152	0.83874352650608	84.12656931850319	15.873430681496808	5.299835366816264
sub-10_ses-02_run-2	mni152	0.8450483886629193	84.76853922856029	15.231460771439703	5.565358470903105
sub-20_ses-02_run-1	mni152	0.8191398009053611	83.10007098249815	16.899929017501847	4.9171846163636745
sub-04_ses-01_run-1	mni152	0.850344854994707	85.1819010944467	14.818098905553304	5.748504017780817
sub-09_ses-02_run-1	mni152	0.849962010202974	85.27975721582308	14.720242784176918	5.7933662145499385
sub-13_ses-02_run-2	mni152	0.8413067976836476	87.25823001612443	12.741769983875573	6.848203203051678
sub-09_ses-01_run-2	mni152	0.8461075795501611	84.89020419814918	15.109795801850828	5.618223125672606
sub-06_ses-02_run-1	mni152	0.8319716273862332	83.49921592472877	16.500784075271227	5.0603180760279285
sub-18_ses-02_run-1	mni152	0.8398469576193088	84.47724264294808	15.522757357051914	5.442154425261983
sub-16_ses-02_run-2	mni152	0.849992358801569	85.6977247547563	14.302275245243704	5.991894526240188
sub-11_ses-02_run-2	mni152	0.8374636582538125	84.06965876088194	15.930341239118057	5.277329436888838
sub-15_ses-02_run-2	mni152	0.8212553126048541	82.3757287645972	17.624271235402798	4.673993475493316
sub-16_ses-01_run-1	mni152	0.8463005490682424	84.96516278480554	15.034837215194456	5.651219336045643
sub-02_ses-01_run-2	mni152	0.8319538358055723	83.44293262129302	16.557067378706964	5.0397169204374865
sub-18_ses-01_run-1	mni152	0.8359356610435464	84.02870888871362	15.971291111286378	5.261234567901235
sub-02_ses-02_run-2	mni152	0.8360053630774936	84.01817647522594	15.981823524774047	5.2571082608305675
sub-15_ses-01_run-1	mni152	0.8560266591556714	86.1770175470899	13.822982452910093	6.234328795588352
sub-20_ses-01_run-2	mni152	0.8468175235336712	85.28355411648454	14.716445883515467	5.7951189296333
sub-03_ses-01_run-2	mni152	0.832954529362618	83.4600281649173	16.539971835082703	5.045959509307712
sub-07_ses-02_run-1	mni152	0.8460655335249181	85.06413839664899	14.935861603351022	5.695295032565375
sub-14_ses-02_run-1	mni152	0.8155497360319827	82.02629717063739	17.973702829362605	4.5636838412970615
sub-23_ses-02_run-1	mni152	0.8477809164983482	85.41303609202205	14.586963907977948	5.855436171012097
sub-05_ses-02_run-1	mni152	0.8197223976083916	82.21630548111035	17.783694518889643	4.623128528989357
sub-14_ses-01_run-1	mni152	0.8168412046424435	81.9637746911426	18.0362253088574	4.544397360732185
sub-22_ses-02_run-2	mni152	0.8277778170532551	83.26636846559191	16.73363153440809	4.975989120734351
sub-11_ses-02_run-1	mni152	0.8354558713670805	83.83935742971887	16.160642570281126	5.187872763419483
sub-06_ses-02_run-2	mni152	0.8335409385654597	83.84045934877861	16.1595406512214	5.188294714456604
sub-15_ses-02_run-1	mni152	0.8509383708778449	85.50806019347381	14.491939806526185	5.900387479871176
sub-07_ses-01_run-2	mni152	0.8430490846033643	84.99104985883518	15.008950141164828	5.662691198215888
sub-21_ses-01_run-2	mni152	0.8539712354347992	85.78527809266099	14.214721907339015	6.034959997942016
sub-01_ses-01_run-1	mni152	0.8415288604837785	84.43692778858147	15.563072211418527	5.425466555801922
sub-19_ses-01_run-2	mni152	0.833707210073697	83.76649354546039	16.233506454539608	5.160098576363677
sub-04_ses-02_run-1	mni152	0.829021276896592	83.29047838903291	16.709521610967077	4.984611787710684
sub-12_ses-02_run-1	mni152	0.8326654740608229	84.20348058902276	15.796519410977242	5.330508474576272
sub-03_ses-01_run-1	mni152	0.8306595365418895	83.21575699711805	16.784243002881947	4.95796902981144
sub-16_ses-02_run-1	mni152	0.842682540140094	84.87131472368593	15.128685276314071	5.609959700633276
sub-08_ses-02_run-2	mni152	0.8203941970286831	82.29082758379155	17.709172416208453	4.646791258775834
sub-14_ses-01_run-2	mni152	0.8310067899374192	83.5351857660175	16.46481423398249	5.073557744344627
sub-11_ses-01_run-2	mni152	0.8388793535006794	84.26124466186099	15.738755338139004	5.353742583295299
sub-09_ses-01_run-1	mni152	0.82841568065187	83.55741695303551	16.44258304696449	5.081769495362912
sub-17_ses-01_run-2	mni152	0.8180672019446026	82.2669977417123	17.733002258287705	4.639203026281912
sub-13_ses-01_run-1	mni152	0.839947373689705	84.26587472382428	15.73412527617572	5.355612291419714
sub-08_ses-01_run-1	mni152	0.8225756015979369	82.75797466206663	17.242025337933377	4.799782684461938
sub-01_ses-02_run-2	mni152	0.8148086209419487	82.04455358708998	17.955446412910014	4.569340783869329
sub-19_ses-02_run-1	mni152	0.8373390158963981	84.23021313633389	15.769786863666118	5.3412397938238385
sub-06_ses-01_run-1	mni152	0.8317861608044117	83.47159430179988	16.528405698200118	5.050190310302562
sub-04_ses-01_run-2	mni152	0.8539161438364122	85.59392662306703	14.406073376932959	5.941516774454325
sub-03_ses-02_run-2	mni152	0.8376143260107701	83.95818904890082	16.04181095109918	5.233710165568809
sub-22_ses-01_run-2	mni152	0.8282281517332145	83.33523188426433	16.664768115735665	5.000683556201136
sub-21_ses-02_run-2	mni152	0.8486114049357679	85.85794471158282	14.142055288417183	6.071107979750535
sub-06_ses-01_run-2	mni152	0.8335539976927855	83.6544147507463	16.3455852492537	5.117859867058952
