bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-01_ses-pre_T2w	0.3086762560586792	1.9925020672539522	0.5225447543905831	-1.0	2.211892027639213	2.253999966412783	2.148448932038835	2.2332271844660196	0.3288803258990277	0.5271834683054848	0.14393620579548747	0.8993996679782867	0.2278519392013546	0.0012581160511610174	0.01295559680643257	11.902271185238986	8.790700464556553	34.51995644580826	224	256	256	9.388221874293912	9.618194421819055	7.466511126170244	3.393117082397766	55.43506211092387	35.359259589994004	59.25312331934291	86.96504825711088	0.800000011920929	0.8046875	0.8046875	459.31254841031415	0.0	2.2142701230423065	0.0	3349617.0	0.0	8.897123206406832	7.534250180009245	0.9173933538149619	63.38873837228039	639.3677307814086	637.5185788609087	62247.0	532.7483362518251	753.0183041468263	67.90566589696671	0.22844377714343445	41.957307779747495	406.86450289442433	406.6412855871022	353824.0	338.49787283688784	476.1487881653011	42.2782793854146	1.5772897727527084	141.23614611614283	879.2415867256544	1000.1221585087478	28127.0	139.9474725313485	1132.7727684378622	294.74502511383173	0.11351015404967998	0.3277581070144009	0.03857832318821054	0.8711764669526225
sub-02_ses-pre_T2w	0.18620082980444372	3.213496243302175	0.5757180340703625	-1.0	2.485979194404953	2.5598249618556355	2.3570143689320386	2.5410982524271843	0.3520713424744894	0.4969570888497331	0.15097156867577752	0.8845991492271423	0.2126595377922058	0.0	0.019551004659719096	8.983040214349895	7.366216147085606	25.55417698122503	224	256	256	8.624662334329368	8.318796938836837	7.250989146343502	4.809508165864301	81.06558759519372	49.43570360862441	94.93979258146955	154.31808654059054	0.800000011920929	0.8046875	0.8046875	1456.9443317618118	0.0	1.9397612958952724	0.0	4427258.0	0.0	11.04655634611845	4.245120377996271	0.5551436489152377	58.25682739127756	525.8433296109873	525.2847771160305	82747.0	427.8533856756985	626.6722882166505	60.90459924145756	0.20809257232205347	38.082284053442145	320.2423605656682	320.3310223482549	431590.0	257.12866622954607	382.97913948073983	38.506848237495845	4.950218304699518	88.46197233247497	912.4597268166447	999.9426895938814	76849.0	462.38820802420383	1073.102235775441	207.90819959037626	0.10643061608347211	0.3190813062432772	0.0431816992974131	0.9286322814241595
sub-03_ses-pre_T2w	0.2615428191897601	2.1594926840053525	0.5596870653321824	-1.0	2.218480595785586	2.21671246696841	2.1955852427184466	2.243144077669903	0.391752722292671	0.4743793347370344	0.13386794297029456	0.9198146164417267	0.24645088315010055	0.0	0.03319965279708002	9.200135913996077	8.277595651627339	30.913390699717816	224	256	256	10.338565663992904	10.356832478497854	8.14551288783379	3.7411405210106143	82.31382924816367	54.66764328949182	89.44420357324447	131.3511381820779	0.800000011920929	0.8046875	0.8046875	1568.8907272778317	0.0	2.046681561279888	0.0	3889277.0	0.0	8.781970189884305	4.9875735412638855	0.6087653351319093	57.610588201500036	628.0316124324333	626.657711032778	110709.0	532.3452716227621	729.5942425169051	60.61332888823209	0.2175394695824453	39.61642276527733	415.83437321235687	416.18644794262946	371124.0	349.40400497056544	480.9362101741135	40.184669211898324	2.161319655842507	113.07065419232956	888.8272906689695	999.9802505429834	30808.0	207.80608314825227	1126.5846850579603	267.2885489238233	0.10580324506186738	0.2996612802728621	0.032744142734071544	0.882278172447416
sub-04_ses-pre_T2w	0.41754854698274857	1.924947174383722	0.6086042369918498	-1.0	2.3616948102668416	2.363499964781106	2.4055176699029124	2.316066796116505	0.38926245245674174	0.4625350518675813	0.14820249567567698	0.9262857437133789	0.2142974108457565	0.0	0.02054596384635162	8.446606477911722	7.587023832506776	26.53092853582272	224	256	256	10.025736199987335	9.660935755419517	7.632259963100893	3.2101079338958276	63.000947708061965	41.340410606220736	69.65899554958658	104.63562833447702	0.800000011920929	0.8046875	0.8046875	15.939668106080479	0.0	3.7099995296020056	0.0	3560211.0	0.0	17.636111890897155	6.262883020577023	0.773793000794404	56.08042687051472	603.8796868752338	602.2678112238646	130013.0	509.45641993544996	704.9467694107443	60.07194713911695	0.3629207277892865	39.493710227462024	394.99207619848335	395.20038216374815	359547.0	327.40413853898644	461.30875250324607	40.906993130628585	1.1703031603159424	213.1569543064644	901.0550735587034	1000.281315529719	46863.0	136.3715056888759	1175.4717428395525	311.6003149026031	0.10678671344185567	0.3005389563169746	0.03186090481397507	0.8500367782272894
sub-05_ses-pre_T2w	0.34288327803659296	2.008615407724084	0.6122704127289671	7813.892844428621	2.3132005628616015	2.329762465283834	2.2800776699029126	2.3297615533980585	0.3796838682502123	0.48672660338667195	0.13358952836311577	0.9275723695755005	0.18275432586669915	0.0	0.030126919677607836	7.975888959122418	6.905333542950028	26.991367623052874	224	256	256	9.55371059061421	8.662199576038233	7.126994249805937	3.165072582765365	35.86174100537536	22.226347073544947	39.96659051583833	61.81168346859467	0.800000011920929	0.8046875	0.8046875	2217.191504523929	0.0	3.827451235458616	0.0	3375650.0	0.0	15.206813206896186	10.598493316611934	0.8151201670233368	57.57142095348814	581.2317299588995	580.1546401139349	121582.0	484.55774470232427	680.8521950005553	60.72533271224874	0.3697736085366645	40.58217899450023	359.40913852042837	359.5675509888679	454790.0	291.4998929053545	426.55601587705314	41.50991356417982	1.3021605594179295	178.99795509187092	879.8048485883385	999.9607930965722	35745.0	83.70614856854081	1152.5940299659967	315.931713863938	0.1071679159255286	0.3068307595104793	0.027851502341484074	0.8743887583000188
sub-07_ses-pre_T2w	0.3128609520233595	2.684622123300993	0.5683736498420068	8073.420854667669	2.2599688962951454	2.309587465584465	2.166493203883495	2.303826019417476	0.3523657502971516	0.15302404724257337	0.494610202460275	0.8980485498905182	0.21238053739070895	0.0	0.011600799574921614	8.990932780940962	24.508741783360687	7.506916933797257	224	256	256	8.851104908328171	4.373948883287521	7.583955227369821	9.526811890493772	59.558114451780305	101.98860939441008	66.66111458718927	38.43661991537744	0.800000011920929	0.8046875	0.8046875	58.18779241372802	0.0	9.992172519477327	0.0	3541875.0	0.0	45.045534800738096	17.045513745535725	0.44997296378102947	169.4930711553428	1556.345671052212	1549.5989209972322	72569.0	1282.5238909572363	1851.8322348780925	175.07285929631266	3.599006727860833	413.0037423742564	2476.2843029398173	2653.5668653436005	51110.0	1086.5351597592237	3033.7463004840533	606.669391127305	0.11609234946927538	104.31579248915835	1000.4708263640473	1000.0542377121747	483409.0	828.8703641854227	1172.7016845718026	104.97249392869814	0.10709080499840169	0.10238793394737929	0.4430398251832481	0.32391102059448357
sub-09_ses-pre_T2w	0.38439096639454184	2.157273919860769	0.5478909455414092	-1.0	2.1658140988843075	2.2443999665558345	2.0421219417475727	2.2109203883495145	0.3421542506177193	0.5016855626121351	0.1561601867701455	0.88674595952034	0.1964584827423097	0.0030872409595252967	0.01729241869946962	10.798064987549617	8.57155098187087	29.1964019635808	224	256	256	9.432144603105035	10.091384264276423	7.734131310226867	3.678865063299142	107.18269847960838	71.35965316256382	117.93879276291165	175.2740266465628	0.800000011920929	0.8046875	0.8046875	12.966865223276695	0.0	1.8181474470860757	0.0	3274955.0	0.0	8.590165469795465	3.7377837712225603	0.7360981502801187	61.69096484960503	613.3793231387988	611.5150233339518	63813.0	510.9053292218596	721.888173809275	64.83257600320317	0.2424819259444133	39.48097498683182	406.80248100861576	407.13194002211094	345263.0	340.694343181327	472.71052031591535	40.34445025209307	1.97325162964591	188.41215875895233	917.9496942689905	1000.0000187996775	41164.0	243.68099517384547	1178.5466080893762	271.81966584365546	0.10741508561775816	0.315663671147671	0.03183652878628902	0.8506175259752989
sub-10_ses-pre_T2w	0.34135822220203826	2.092584425313703	0.5627149292299403	-1.0	2.2090131603886265	2.2412499666027728	2.155035339805825	2.2307541747572817	0.3402225818265302	0.5102048366469686	0.14957258152650124	0.9259935617446899	0.2273881435394287	0.0	0.024085943812368758	10.719174158342788	8.31664619093828	30.377262874034123	224	256	256	9.688763023817607	9.755503204542325	7.691274176295081	3.6295563005253086	91.6770992403729	60.098701710641215	98.68921172380489	144.29183422040057	0.800000011920929	0.8046875	0.8046875	8.215174426632773	0.0	2.321403606518838	0.0	3044178.0	0.0	12.767058340832591	4.539276391804171	0.9394489149884424	60.77357719358093	638.0541132246651	635.207709800452	94201.0	537.333826571703	749.842236880213	65.5609324611382	0.23141942996447895	42.274603418856394	416.3614169592091	416.4088850095868	409864.0	346.6142532695085	485.68621292710304	42.684459047809526	2.5349250616913377	156.85779918767253	907.8274619058346	999.762059636414	42967.0	179.13817532267421	1149.525654698722	275.4470085931239	0.11348952673286833	0.31563712998763993	0.028163803853394228	0.8606499422945192
sub-12_ses-pre_T2w	0.3064273912400905	2.272222079734943	0.6060324362560021	6881.569169079973	2.3005821242884967	2.342199965098501	2.2616357281553396	2.2979106796116504	0.29974338417297935	0.5664065184009803	0.13385009742604037	0.9218232929706573	0.31951303184032454	0.0	0.02094540078249005	9.62966994883359	6.329565371138471	29.146019028742117	224	256	256	7.848160105724444	7.533344012160893	6.389779424502123	3.787834155621033	39.818371253450856	24.446767546676597	42.40531943787621	62.95081951350118	0.800000011920929	0.8046875	0.8046875	304.4207493192719	0.0	5.411458296309983	0.0	3782204.0	0.0	24.14043614640832	10.408650601254672	1.2204255916665812	72.12004015727037	637.934272077081	632.6247692666948	56480.0	515.7582608442754	775.9912541136146	80.60732200770647	-0.023038416397788364	52.591737967159816	389.48413311149403	388.4044020809233	512080.0	307.0581722818315	475.13283636420965	51.55798304336423	3.2323341712258795	134.8631283146342	913.223509025471	1000.1475805323571	41294.0	182.30230589397254	1154.1842289948836	264.0388753270296	0.10979853909472313	0.3579451830233502	0.02693231299944775	0.842364484908764
sub-13_ses-pre_T2w	0.28435675682088396	1.7483489683808529	0.6097198714319225	-1.0	2.152734099028352	2.215399966987968	2.099162718446602	2.1436396116504857	0.32479027140229605	0.5366965634627773	0.13851316513492665	0.8848525583744049	0.2385834336280822	0.0	0.01641399411909237	9.212806540557377	6.638071009966627	27.78161955239226	224	256	256	8.61506141960477	9.188709132195966	6.978680045391658	3.132269584374239	55.761903658695864	36.57797448018304	58.7734825219832	83.9805694270707	0.800000011920929	0.8046875	0.8046875	1111.2195422111838	0.0	2.5126709301519634	0.0	3844456.0	0.0	12.339277690276504	7.801130225401472	0.9986306574402009	70.63522352794128	667.8597416733736	663.9928296729922	68887.0	549.6164031922817	799.6063594717531	77.07292819869663	0.08130530370746136	47.50854216850426	435.6282061841477	435.55745383910835	502798.0	358.22002557106316	513.2123592346907	47.40132856955102	0.6377280038542956	112.99752995296159	847.3220178668342	1000.010621458292	29097.0	105.97809820026167	1126.281857650727	319.2552270132213	0.10561392852939322	0.3364293309870109	0.027487693289981904	0.855121476414409
