trial_type.Alternate	trial_type.Happy	trial_type.Neutral	trial_type.Sad	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
-2.288758104309603e-15	-2.4268588497560128e-08	0.0002597694310292	-5.558244757162628e-15	-0.0428755185349995	-2.4390904647476625e-17	-2.9563706852151383e-16	0.001838310089644	0.0008866152054574	3.2247073990544403e-16	-5.126552865832717e-16	7.860865219987756e-07	-0.0187005960271072	-2.6345066976741178e-17	6.588334888361694e-17	0.0003497122917694	-0.0004669286253853	-1.4875364185667795e-16	-1.382979676054294e-16	2.180223424086713e-07	0.0016290971443498	-7.673223714528877e-16	-3.7892063216188124e-16	2.653957505521248e-06	-0.0025441291665432	-9.266923707881904e-17	1.600749003836275e-16	6.472593216318927e-06	-1.5263334613754286e-15	-7.442496965548991e-16	-3.867486761968815e-16	4.0653488224014254e-16	-7.538863421588815e-17	9.92456954882606e-17	-5.213802588480262e-16	-1.9215197632349126e-16	1
-1.887371704068159e-15	6.481439712161826e-08	0.019054846052757	-3.1687434438400448e-15	-0.0223484970057946	0.0205270215292048	0.0004213586128602	0.0004994553184184	-0.0652416144090913	-0.0661282296145482	0.0043729427519538	0.0042564682507043	0.0200348596366154	0.0387354556637268	0.0015004355254767	0.0004013956006587	-0.0004669978975709	-6.927218401270171e-08	5.044024131651491e-15	2.180870355061694e-07	0.0020609581297181	0.0004318609853694	1.865039108690083e-07	4.247548412884067e-06	-0.0019440237576992	0.0006001054088432	3.6012650102346985e-07	3.779228370473301e-06	0.0817849533999999	0.0817815676000013	0.0817759247000009	0.0817680248000007	0.0817578682000008	0.0817454551000012	0.081730786000001	0.0817138611000009	1
-5.812896777644925e-16	-1.6967082202639852e-07	0.2527513020325522	-2.2355607225544498e-15	-0.0141445666564543	0.0082039303493387	6.730447317698595e-05	0.0002000687658993	0.2322747211234472	0.2975163355325348	0.0885159699087092	0.0539515460729737	5.274166164043223e-05	-0.0199821179749762	0.0003992850387654	2.781684091771799e-09	-0.0003107691055024	0.0001562287920686	2.4407435305138816e-08	9.657743679925195e-08	0.0018059548735301	-0.0002550032561878	6.502666081946638e-08	3.261473005110294e-06	0.0002982809961569	0.0022423047538558	5.027930609521495e-06	8.897155234885674e-08	0.0817759247000018	0.0817454551000001	0.0816946810000008	0.0816236149000006	0.0815322745000007	0.0814206823	0.0812888663000002	0.0811368591000006	1
2.783352970875313e-16	4.352140902439125e-07	0.6630657691063011	-1.3817666952572708e-15	-0.0204593559315653	-0.0063147892751095	3.987656358905482e-05	0.0004185852451348	-0.0196125889798553	-0.2518873101032991	0.0634472169910758	0.0003846536464919	-0.0020474363794989	-0.002100178041139	4.41074780439402e-06	4.191995727002769e-06	-0.0001930661178029	0.0001177029876995	1.3853993391862836e-08	3.727452541504951e-08	0.0019996870779182	0.0001937322043873	3.7532166877305324e-08	3.998748409532687e-06	-0.0019348106285471	-0.0022330916247039	4.986698204638206e-06	3.7434921686539617e-06	0.0817578681999992	0.0816732462000014	0.0815322745000008	0.0813350502000009	0.0810817094000007	0.0807724271000017	0.0804074164000016	0.0799869293000011	1
1.2198533240941245e-15	-1.092512478939905e-06	0.9692447249440572	1.222608667863097e-15	-0.0166036758481884	0.0038556800833759	1.4866268905081788e-05	0.000275682051672	0.0759772461638017	0.0955898351436562	0.0091374165827911	0.0057725419346346	-0.0003003334075013	0.0017471029719971	3.052368795067353e-06	9.020015639511065e-08	-0.0002997952479083	-0.0001067291301052	1.1391107218379216e-08	8.987719040426592e-08	0.0016721810467244	-0.0003275060311939	1.0726020052955217e-07	2.79618945337697e-06	0.0021457566949706	0.004080567323519	1.665102968454267e-05	4.604271794207175e-06	0.0817307860000004	0.0815649727000001	0.0812888663000006	0.0809028402000011	0.0804074164000008	0.0798032648000006	0.079091202300001	0.0782721918000006	1
1.0508732307169017e-15	2.677709149901703e-06	1.1104604320116425	1.5878083418351559e-15	-0.014249740356803	0.0023539354913851	5.541012297657174e-06	0.0002030551002363	0.1793370598437474	0.1033598136799441	0.0106832510839524	0.0321617810333993	-0.0160491140235489	-0.0157487806160506	0.0002480240908925	0.0002575740609405	0.00020798816322	0.0005077834111283	2.57843992428361e-07	4.3259076065950854e-08	0.0014886422810599	-0.0001835387656644	3.368647809244098e-08	2.216055840979589e-06	0.0013603455755002	-0.0007854111194711	6.168706257002153e-07	1.8505400844975624e-06	0.0816946810000013	0.0814206823000001	0.0809646984000007	0.0803277484000008	0.0795112559000006	0.0785170460000004	0.0773473408000009	0.0760047548000011	1
2.1403543797023976e-15	-6.382866957340927e-06	1.1447480391667482	2.0192715169690776e-15	-0.020450824587614	-0.0062010842308101	3.8453445637279214e-05	0.0004182362263135	-0.0381863644066861	-0.2175234242504296	0.0473164400976325	0.0014581984265998	-0.0159178706718346	0.0001312433517173	1.7224817476023846e-08	0.0002533786067243	0.0006352413426612	0.0004272531794416	1.825452793309657e-07	4.035315635014708e-07	0.0011167909734986	-0.000371851307562	1.3827339457541556e-07	1.2472220787188264e-06	-0.0022223574058219	-0.0035827029813221	1.2835760654622163e-05	4.938872439622491e-06	0.0816495572999993	0.081240438900001	0.0805600928000008	0.0796107903000011	0.0783957008000009	0.0769188808000014	0.0751852610000015	0.0732006291000009	1
-2.736128086101779e-16	1.4705057222175944e-05	1.1267748911665536	1.9215413005845075e-15	-0.024800503167882	-0.0043496785802689	1.891970375105888e-05	0.0006150649573802	0.0421179174544325	0.0803042818611179	0.0064487776852295	0.0017739189706981	-0.0047396223987867	0.0111782482730476	0.0001249532344541	2.246402048376024e-05	0.0015009793187991	0.0008657379761382	7.495022433800469e-07	2.2529389161842472e-06	0.0004418739670185	-0.00067491700648	4.555129653939035e-07	1.9525260341662893e-07	-0.002167331539049	5.5025866774273486e-05	3.0278446108431173e-09	4.697326000782669e-06	0.0815954198000004	0.0810243219999999	0.0800754515000006	0.0787532322000009	0.0770638291000008	0.0750151187000005	0.072616653300001	0.0698796155000006	1
5.537362432465084e-15	-3.240719954871535e-05	1.090841730505962	1.591788442754042e-15	-0.0211340498757976	0.0036664532920836	1.3442879742907242e-05	0.0004466480641527	0.2631853419512582	0.2210674244968227	0.0488708061736591	0.0692665242179999	-0.0101987130786784	-0.0054590906798923	2.9801671051239934e-05	0.0001040137484624	0.0008985968464495	-0.0006023824723497	3.628646431978019e-07	8.074762929020529e-07	0.0008679001974465	0.000426026230429	1.8149834902290424e-07	7.532507528580668e-07	-0.0002223900358565	0.0019449415031928	3.782797450276693e-06	4.945732851847508e-08	0.0815322745000013	0.0807724270999997	0.0795112559000006	0.0777565887000008	0.0755193158000006	0.0728133232999999	0.0696554061000008	0.0660651644000006	1
-8.982202836711281e-15	6.673365628555833e-05	1.0558848243507888	1.463199005406913e-15	0.0011022848502179	0.0222363347260174	0.0004944545820476	1.2150318914058598e-06	-0.0731391631350133	-0.3363245050862676	0.1131141727215233	0.0053493371840892	-0.0235541018544298	-0.0133553887757498	0.0001783664093511	0.0005547957141672	0.0004416386598818	-0.0004569581865675	2.088107845289728e-07	1.9504470593318064e-07	0.0012819720283015	0.0004140718308548	1.7145548123227877e-07	1.6434522811310996e-06	0.0021252187327697	0.0023476087686253	5.511266930258913e-06	4.51655466186632e-06	0.0814601282999989	0.0804848653000018	0.0788680667000007	0.0766226198000009	0.0737664228000008	0.0703222422000018	0.0663175311000017	0.0617842106000009	1
