trial_type.CND_1_DR	trial_type.CND_1_RD	trial_type.CND_2_DT	trial_type.CND_2_T	trial_type.CND_3_DR	trial_type.CND_3_DT	trial_type.CND_3_RD	trial_type.CND_3_T	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
-0.0002804965990121	-0.0001866506584029	-5.61393751408872e-17	-2.4566558793609998e-17	4.2317237877384485e-18	-1.1495414574828893e-13	-3.282712384796345e-17	2.3840934166557635e-14	0.1359033242337946	0.0179707412414843	0.0003229475407682	0.0184697135377959	-0.1238507042245227	0.0291761897954647	0.0008512500509808	0.0153389969369102	-0.0151636646323249	0.0449492330379404	0.002020433550699	0.0002299367250814	-0.0054909223655029	-0.0001485126914784	2.2056019573085646e-08	3.015022842363953e-05	-0.0050018717958718	-0.0001781032112439	3.1720753934610834e-08	2.5018721462288803e-05	0.0026593097877216	0.0005231635283753	2.7370007750860425e-07	7.071928546926399e-06	0.0537222702000004	0.0129875348000001	-0.0337182636000001	-0.0649219765000003	-0.0662775916000002	-0.0371618603000001	0.0090391617	1
-0.0002263319807682	-0.0001809162937201	-4.9399306523310827e-17	-4.705774189991556e-17	-1.3885923542848275e-17	4.3958182181257677e-14	-8.777885499260485e-17	-1.029565967037682e-14	0.139676588480697	0.0037732642469023	1.4237523076862783e-05	0.0195095493696059	-0.1624103513383938	-0.0385596471138706	0.0014868463855461	0.0263771222218605	-0.0241566987611883	-0.0089930341288632	8.087466284289507e-05	0.0005835460950387	-0.0066113950964577	-0.0011204727309548	1.2554591410351953e-06	4.371054512098768e-05	-0.0053826930728274	-0.0003808212769554	1.4502484505121522e-07	2.8973384716181477e-05	0.0030542736023855	0.0003949638146639	1.5599641498318037e-07	9.328587238222287e-06	0.0533805691000004	0.0119382743	-0.0351096388000001	-0.0656718163000003	-0.0653977839000001	-0.0344162134000001	0.0127254946	1
-0.0001707340100833	-0.0001564759724454	-4.33422219961768e-17	-7.174431240255101e-18	-4.6841927349059944e-17	-1.640453262896089e-14	-8.583952784327612e-17	4.241666001088441e-15	0.1485551441359268	0.0088785556552296	7.882875052292458e-05	0.0220686308492459	-0.1194841208691169	0.0429262304692775	0.0018426612623013	0.0142764551398657	-0.0343727975369455	-0.0102160987757568	0.0001043686741959	0.0011814892105158	-0.0055678619067409	0.0010435331897169	1.0889615182182283e-06	3.1001086212242284e-05	-0.0052443090201633	0.0001383840526641	1.9150145974299852e-08	2.7502777098868055e-05	0.003134955166166	8.068156378030606e-05	6.509514589713071e-09	9.827943893688512e-06	0.0530357491000005	0.0108862237999999	-0.0364825525000001	-0.0663602684000003	-0.0644224623000002	-0.0315981886000001	0.0163754039	1
-0.0001215642500086	-0.0001243231037765	-4.8384423581646176e-17	-3.055403949179442e-17	-1.3339332120392937e-17	6.0224250540544536e-15	-1.0720462098545496e-16	-1.7481011524346659e-15	0.151978433028518	0.0034232888925912	1.1718906842085325e-05	0.0230974441058037	-0.1281019273606598	-0.0086178064915423	7.426658872561448e-05	0.0164101037935157	-0.0249464901017824	0.0094263074351634	8.885527186222669e-05	0.0006223273683982	-0.0054120044907669	0.000155857415974	2.4291534189501282e-08	2.928979260784941e-05	-0.005299331158609	-5.502213844559598e-05	3.0274357126894104e-09	2.808291072853717e-05	0.0032352082015859	0.0001002530354197	1.0050671025370036e-08	1.0466572107483466e-05	0.0526878304000004	0.0098316290999999	-0.0378362828000001	-0.0669866893000003	-0.0633530513000002	-0.0287137124000001	0.0199784426000001	1
-8.226508983205655e-05	-9.217994104855672e-05	-5.0660046641703605e-17	-3.1324925924687534e-17	-1.8840866857760165e-17	-2.1656486313990427e-15	-9.451016338799951e-17	6.63974195489965e-16	0.1277945125552693	-0.0241839204732487	0.0005848620094563	0.0163314374392389	-0.1101980834915958	0.0179038438690644	0.0003205476252877	0.0121436176052206	0.000154269839492	0.0251007599412747	0.0006300481496293	2.3799183276035692e-08	-0.0053442302304902	6.777426027680485e-05	4.5933504528637235e-09	2.8560796756266498e-05	-0.0053598940759674	-6.056291735835332e-05	3.667866960539954e-09	2.8728464505531814e-05	0.0027387207151997	-0.0004964874863862	2.464998240467365e-07	7.500591155813898e-06	0.0523368332000004	0.0087747367	-0.0391701179000001	-0.0675504934000003	-0.0621911129000002	-0.0257688508000001	0.0235242978000001	1
-5.319620254983678e-05	-6.444375205471266e-05	-4.972719595993537e-17	-2.006694117853059e-17	-4.654091842522074e-17	7.898794119358048e-16	-6.652070649328976e-17	-2.560857387707148e-16	0.0963677235093175	-0.0314267890459519	0.0009876430697386	0.0092867381343683	-0.077185319890787	0.0330127636008092	0.0010898425605627	0.005957573606643	-0.0073946630849015	-0.0075489329243933	5.6986388296945215e-05	5.4681042139192825e-05	-0.005365130582445	-2.0900351954692827e-05	4.3682477725461975e-10	2.878462616644828e-05	-0.0050128443043042	0.0003470497716634	1.2044354408911838e-07	2.512860801914885e-05	0.0019690805269758	-0.0007696401882237	5.923460193326963e-07	3.877278121754027e-06	0.0519827782000004	0.0077157936999999	-0.0404833565000002	-0.0680511537000003	-0.0609383440000002	-0.0227697969000001	0.0270028205000001	1
-3.302219063661206e-05	-4.279985300886766e-05	6.357072078966362e-18	-2.037074259413956e-17	1.3676318260256045e-17	-2.601042218465843e-16	-2.7756752038694025e-18	1.0790388072832422e-16	0.0728121976294888	-0.0235555258798287	0.0005548627994751	0.0053016161236357	-0.2121787571580849	-0.1349934372672974	0.0182232281052398	0.0450198249891497	-0.0567349120912647	-0.0493402490063629	0.0024344601720098	0.0032188502500035	-0.004883267027878	0.000481863554567	2.3219248533887361e-07	2.3846296865357165e-05	-0.0052740335604189	-0.0002611892561149	6.821982754811882e-08	2.7815429996411836e-05	0.0016271448617249	-0.0003419356652507	1.1691999909858943e-07	2.647600401166044e-06	0.0516256860000002	0.0066550474000001	-0.0417753080000002	-0.0684882022000002	-0.0595965743000001	-0.0197228578000001	0.0304040542000001	1
-1.974345316882686e-05	-2.716452253753563e-05	1.6556012503962792e-17	2.747070822150088e-17	-2.3987534431147797e-17	1.0420086765218796e-16	5.575229855114775e-17	-2.6779429497126162e-17	0.0692859224751888	-0.0035262751543	1.2434616463719673e-05	0.0048005390532378	-0.1725814620810975	0.0395972950769878	0.0015679457774139	0.0297843610540493	-0.0966170760862818	-0.0398821639950167	0.0015905870049253	0.0093348593914626	-0.0039269871561979	0.00095627987168	9.144711930987193e-07	1.542122812491491e-05	-0.0050228216920482	0.0002512118683707	6.310740275105155e-08	2.5228737750092177e-05	0.0014141539900304	-0.0002129908716944	4.5365111343708006e-08	1.9998315075034607e-06	0.0512655775000003	0.0055927458000001	-0.0430452931000003	-0.0688612303000002	-0.0581677634000002	-0.0166344412	0.0337182636000001	1
-1.14311026399896e-05	-1.655431351003829e-05	-1.0619486486176657e-17	2.498797083256481e-17	2.308659153751483e-17	4.283779833741773e-18	5.77191070295895e-17	5.521242682282101e-17	0.0571874690544833	-0.0120984534207053	0.0001463725751728	0.0032704066168575	-0.1200322169671603	0.0525492451139376	0.0027614231620445	0.0144077331100513	-0.0651230422612268	0.0314940338250555	0.0009918741665737	0.0042410106333575	-0.0038472813833515	7.970577284640266e-05	6.3530102170617746e-09	1.4801574042713452e-05	-0.0047116981527673	0.0003111235392809	9.679785671513436e-08	2.2200099482886715e-05	0.0013819507273107	-3.220326271971432e-05	1.037050176747936e-09	1.9097878127111152e-06	0.0509024736000002	0.0045291371000002	-0.0442926440000003	-0.0691698894000003	-0.0566539982000002	-0.0135110421	0.0369359628000001	1
-6.343044686486976e-06	-9.72416509755618e-06	1.4318381167717773e-17	1.9077286047579184e-17	1.17313123205468e-17	5.214742333141162e-17	3.9795538396868563e-17	3.493677006962544e-17	0.0677758836009447	0.0105884145464614	0.0001121145226076	0.0045935703978887	-0.1690481832062568	-0.0490159662390962	0.0024025649463521	0.0285772882453362	-0.0869149015907237	-0.0217918593294965	0.0004748851330365	0.0075542001185253	-0.0028611076455148	0.0009861737378366	9.725386411765364e-07	8.185936959504041e-06	-0.0046511246441003	6.057350866691899e-05	3.6691498900963455e-09	2.163296045505601e-05	0.0014678562489504	8.590552163959015e-05	7.379758612011487e-09	2.1546019675240387e-06	0.0505363957000002	0.0034644700000001	-0.0455167048000003	-0.0694138910000002	-0.0550574896000002	-0.0103592291	0.0400479417000003	1
-2.9724984226496378e-06	-5.532850105626982e-06	-2.2739990582102418e-17	-2.9681521735520416e-18	2.912315279647649e-17	2.5616033290370058e-17	3.2078006971219426e-17	1.7355497532442232e-17	0.076384402253794	0.0086085186528493	7.410659339646162e-05	0.0058345769076693	-0.1235055554281951	0.0455426277780622	0.0020741309449309	0.0152536222216268	-0.0407760433506746	0.0461388582400494	0.0021287942396953	0.001662685711336	-0.0035593118024442	-0.0006982041569295	4.874890446918499e-07	1.2668700507132023e-05	-0.0048457653919369	-0.0001946407478366	3.78850207574679e-08	2.348144223379949e-05	0.0015348913773342	6.703512838367125e-05	4.4937084305250145e-09	2.355891540226096e-06	0.0501673651000002	0.0023989932000001	-0.0467168319000003	-0.0695930068000003	-0.0533805691000002	-0.0071856304	0.0430452931000002	1
-1.6281926043674486e-06	-3.0334986798529594e-06	4.498887056923019e-18	-2.0448704872362386e-17	1.225934799350216e-17	2.2190381964312418e-17	1.0003973370066797e-17	1.9994620832608986e-17	0.0691236621850068	-0.0072607400687872	5.271834634643985e-05	0.0047780806738669	-0.191453545228668	-0.0679479898004725	0.004616929317925	0.0366544599806258	-0.0635162790673713	-0.0227402357166963	0.0005171183204508	0.0040343177065642	-0.0041912352124386	-0.0006319234099944	3.993271961311843e-07	1.7566452605938565e-05	-0.0050871798696576	-0.0002414144777206	5.8280950101680265e-08	2.587939902630811e-05	0.0014958556609471	-3.903571638703256e-05	1.5237871692330495e-09	2.237584158482408e-06	0.0497954033000002	0.0013329557000001	-0.0478923942000003	-0.0697070697000002	-0.0516256860000001	-0.0039969203	0.0459194379000002	1
-6.268958254688858e-07	-1.6740509386541372e-06	-2.175322795809134e-17	-2.46250536460604e-18	-4.7371178957278745e-18	3.852093156868913e-17	2.441663486985453e-17	1.301034518613646e-17	0.0771615174078025	0.0080378552227955	6.460711658258683e-05	0.0059538997686745	-0.1504865256118389	0.0409670196168298	0.0016782966962855	0.0226461943907226	-0.056382643520258	0.0071336355471135	5.088875611903864e-05	0.0031790024903325	-0.0047204965441305	-0.0005292613316917	2.8011755728535786e-07	2.2283087623009556e-05	-0.0052306816192966	-0.0001435017496389	2.0592752149040584e-08	2.736003020246637e-05	0.0017451799613314	0.0002493243003843	6.216260680836246e-08	3.045653097424114e-06	0.0494205322000002	0.0002666067000001	-0.0490427735000003	-0.0697559728000003	-0.0497954033000002	-0.0007998046	0.0486621495000003	1
5.479197625336052e-08	-6.702650382641614e-07	-1.9298744704527977e-17	-1.0947122246677829e-17	2.908770465512015e-18	3.71048101314841e-17	1.0861396961209413e-18	1.6197422073790066e-17	0.089063339965293	0.0119018225574905	0.0001416533801898	0.0079322785257733	-0.1784018307148752	-0.0279153051030359	0.0007792642589955	0.0318272132024191	-0.06250759763904	-0.0061249541187816	3.751506295719039e-05	0.0039071997626041	-0.0046917913123384	2.8705231792144957e-05	8.239903637889209e-10	2.2012905718420424e-05	-0.0053541728422523	-0.0001234912229557	1.5250082151436975e-08	2.86671668246938e-05	0.001965965305931	0.0002207853445994	4.8746168354602905e-08	3.86501958406775e-06	0.0490427735000002	-0.0007998045999998	-0.0501673651000003	-0.0697396705000003	-0.0478923942000001	0.0023989932	0.0512655775000002	1
-2.0136285967674375e-08	4.9560448795593654e-08	6.073997346002908e-18	1.5728606980343037e-17	-3.0310612850424143e-17	6.54990996244572e-17	1.5593490202424961e-18	4.5700953243803386e-17	0.0995884162333315	0.0105250762680384	0.0001107772304479	0.0099178526478632	-0.1580698897674746	0.020331940947401	0.0004133878226884	0.0249860900511015	-0.1101821892714622	-0.0476745916324217	0.0022728666873182	0.0121401148326525	-0.0042031561249993	0.0004886351873389	2.387643463838108e-07	1.7666521411144868e-05	-0.0051742447702061	0.0001799280720463	3.237411099666864e-08	2.677280894197861e-05	0.0024711569517813	0.0005051916458503	2.552185991688957e-07	6.10661668015531e-06	0.0486621495000003	-0.0018660288999999	-0.0512655775000003	-0.0696581780000003	-0.0459194379000001	0.0055927457999999	0.0537222702000002	1
7.141427083482053e-09	-1.7808504044357873e-08	-3.3839830905309087e-17	-8.031087197377255e-20	2.47043991838602e-17	5.4882925285061e-17	-1.8429525971159136e-17	5.612206268367576e-17	0.1143708297495895	0.0147824135162581	0.0002185197493656	0.0130806866976095	-0.1246354313674796	0.0334344583999954	0.0011178630085008	0.0155339907521577	-0.0830449960166671	0.0271371932547956	0.000736427257748	0.0068964713634084	-0.0049071298480657	-0.0007039737230663	4.955790028209773e-07	2.40799233457142e-05	-0.0053703567339184	-0.000196111963712	3.8459902296492286e-08	2.884073144952873e-05	0.0027688627600053	0.0002977058082236	8.862874826884653e-08	7.66660098360281e-06	0.0482786822000003	-0.0029318171999999	-0.0523368332000003	-0.0695115715000003	-0.0438794160000001	0.0087747367	0.0560251961000003	1
-2.393900015781368e-09	6.1840162493611034e-09	-1.7677459682603404e-17	1.1246129763610474e-18	4.9966690782383936e-18	5.098670644227424e-17	-2.246014319663293e-17	6.293326204699929e-17	0.0888911713780945	-0.025479658371495	0.000649212990728	0.0079016403489698	-0.1207917884558322	0.0038436429116476	1.4773590832176716e-05	0.0145906561583584	-0.0683623940882749	0.0146826019283925	0.0002155787993876	0.0046734169254806	-0.0046189506135493	0.0002881792345163	8.30472712448334e-08	2.1334704770379097e-05	-0.0052319998210048	0.0001383569129135	1.914263537190712e-08	2.737382212697639e-05	0.0021419434969794	-0.000626919263026	3.930277623740033e-07	4.587921944146767e-06	0.0478923942000003	-0.0039969202999999	-0.0533805691000003	-0.0692999881000003	-0.0417753080000001	0.0119382743	0.0581677634000003	1
7.38380355482387e-10	-1.908732501825233e-09	3.81879503042342e-17	2.4985356656103226e-17	-2.1049856652036162e-17	7.636421766422847e-17	3.546683724127081e-17	1.1011475672561063e-16	0.0641661385022447	-0.0247250328758498	0.0006113272507117	0.0041172933302892	-0.1627389876368847	-0.0419471991810521	0.0017595675191346	0.0264839780970781	-0.1412459663849787	-0.0728835722967031	0.0053120151107287	0.0199504230200268	-0.0040808934423378	0.0005380571712113	2.8950551955070885e-07	1.665369128775578e-05	-0.0050054292891431	0.0002265705318617	5.133420586215853e-08	2.5054322368553947e-05	0.0016583035222113	-0.0004836399747679	2.339076251756741e-07	2.749970571680299e-06	0.0475033079000002	-0.0050610892999999	-0.0543962362000003	-0.0690236255000003	-0.0396101870000001	0.0150767054999999	0.0601438397000003	1
-2.1368583939912457e-10	5.330978847975232e-10	6.905263264167665e-17	3.795799572015992e-17	6.837207963724533e-17	2.7097701760652284e-18	1.0624668367081491e-16	8.906580199147363e-17	0.0362092339800456	-0.027956904522199	0.0007815885104633	0.0013111086254217	-0.2442417048315942	-0.0815027171947089	0.0066426929101206	0.0596540103790438	-0.1245697970948852	0.0166761692900937	0.0002780946221918	0.0155176343482609	-0.0034972707565528	0.0005836226857849	3.406154392437758e-07	1.2230902744647535e-05	-0.0045398778361356	0.0004655514530073	2.167381555787091e-07	2.061049076724513e-05	0.0007710684756582	-0.000887235046553	7.871860280092906e-07	5.945465941807523e-07	0.0471114462000001	-0.0061240754999997	-0.0553833006000003	-0.0686827420000002	-0.037387215	0.0181834300999999	0.0619477689000003	1
5.316994880030569e-11	-1.2303290154343125e-10	8.655445892988299e-17	8.085148514497633e-17	-1.660500899091888e-17	5.796595727565822e-17	2.0877420516866642e-16	2.0701902884501086e-16	-0.0403065846122956	-0.0765158185923415	0.0058546704948563	0.0016246207631082	-0.206511665963276	0.0377300388683186	0.0014235558330045	0.0426470681789277	-0.206367040554241	-0.0817972434593555	0.006690789037549	0.0425873554271164	-0.0047465493000338	-0.0012492785434812	1.5606968793351334e-06	2.2529730257328976e-05	-0.0048320506570709	-0.0002921728209355	8.536495736352412e-08	2.334871355244326e-05	-0.0002079695819617	-0.0009790380576196	9.585155180892804e-07	4.3251347244574725e-08	0.0467168319	-0.0071856303999996	-0.0563412431000006	-0.0682776564000002	-0.0351096388000002	0.0212519146999999	0.0635743877000003	1
-9.31154581079925e-12	1.611381355339021e-11	-7.453725285586583e-18	1.3978047086246963e-16	1.146271830618292e-16	1.1796772182445602e-16	2.2424982766557153e-16	1.305304043528417e-16	-0.0164385824335935	0.0238680021787021	0.0005696815280025	0.0002702269924263	-0.0220135706026941	0.1844980953605821	0.0340395471916822	0.0004845972906795	-0.0459440117004557	0.1604230288537857	0.0257355481866226	0.0021108522111313	-0.0011787667152931	0.0035677825847413	1.2729072572126036e-05	1.3894909696891337e-06	-0.0038757802261806	0.0009562704308902	9.144531370606112e-07	1.5021672361838949e-05	-0.000392788514132	-0.0001848189321706	3.415803748982971e-08	1.5428281698743882e-07	0.0463194881000001	-0.0082455060999996	-0.0572695601000004	-0.0678087472000003	-0.0327807847000001	0.0242757062	0.0650190402000004	1
-7.214402827407219e-13	5.768458780618388e-12	-9.189095221822e-19	1.0552032624012377e-17	1.0141015517090445e-17	1.4511813845433998e-16	3.676196384240762e-17	1.4501772429861534e-16	-0.0371698353354049	-0.0207312529018111	0.0004297848468788	0.0013815966588614	-0.0647308083198072	-0.0427172377171128	0.0018247623981801	0.0041900775457354	-0.0173623440419839	0.0285816676584719	0.0008169117261393	0.000301450990632	-0.0016179793086086	-0.0004392125933155	1.9290770180804285e-07	2.617857043718172e-06	-0.0041571372448331	-0.0002813570186526	7.916177207154033e-08	1.728179007259201e-05	-0.000465864694466	-7.307618033401235e-05	5.340128396395967e-09	2.1702991398005238e-07	0.0459194379000001	-0.0093034546999998	-0.0581677634000003	-0.0672764528000002	-0.0304040542	0.0272484456	0.0662775916000004	1
1.901368686837244e-12	-6.707984233401175e-12	-8.101527279343126e-19	2.927479959625797e-18	1.3437383352177076e-17	1.2220148067598894e-16	5.059708027195079e-17	7.390854814539708e-17	-0.017140942985364	0.0200288923500411	0.0004011565287695	0.0002938119264276	-0.1504340090631324	-0.0857032007433244	0.0073450386176505	0.0226303910828066	0.0013168329911797	0.0186791770331639	0.0003489116546361	1.734049126486313e-06	-0.0018700759363031	-0.0002520966276945	6.355270932773783e-08	3.497184008039868e-06	-0.0042549871026554	-9.784985782251717e-05	9.574594670387547e-09	1.810491524407441e-05	-3.19743798206886e-05	0.0004338903146453	1.8826080530454458e-07	1.0223612266623271e-09	0.0455167048	-0.0103592290999997	-0.0590353808000003	-0.0666812708000002	-0.0279829183	0.030163881	0.0673464395000004	1
-1.323987634614854e-12	4.207919100499642e-12	3.5872926960198107e-17	-2.6195871826486845e-18	-2.4253942151018778e-17	8.08756713471805e-17	3.6405237647835415e-17	3.0656425541605007e-17	-0.0194274289343781	-0.002286485949014	5.228017995002751e-06	0.0003774249950004	-0.2057649147195089	-0.0553309056563758	0.0030615091207546	0.0423392001295269	-0.03277588603926	-0.0340927190304397	0.0011623134908884	0.0010742587056584	-0.0023754181975691	-0.0005053422612659	2.553708008931966e-07	5.642611613695674e-06	-0.0049200735609645	-0.0006650864583096	4.423399971748199e-07	2.4207123845477707e-05	3.9161423263777854e-05	7.113580308457104e-05	5.060302592758862e-09	1.5336173207711755e-09	0.0451113123000001	-0.0114125823999997	-0.0598719561000004	-0.0660237574000002	-0.0255209132000001	0.0330158813	0.0682225247000004	1
7.259057328072304e-13	-2.208788079951677e-12	-4.437353651997766e-17	-8.492814028344887e-18	-2.0474861365484173e-17	1.1587733561255706e-16	7.644681385901388e-17	3.859117674080564e-17	0.0261439013040105	0.0455713302383887	0.0020767461396964	0.0006835035753938	-0.1378011043608889	0.0679638103586206	0.0046190795184623	0.0189891443630806	-0.0446837491419878	-0.0119078631027276	0.0001417972036732	0.0019966374373841	-0.0041481612649655	-0.0017727430673966	3.1426179830061e-06	1.7207241880102227e-05	-0.0052110389889001	-0.0002909654279353	8.466088024055331e-08	2.715492734385972e-05	0.0007197005856573	0.0006805391623933	4.631335514752796e-07	5.179689332031181e-07	0.0447032841000001	-0.0124632685999997	-0.0606770492000005	-0.0653045274000003	-0.0230216347000001	0.0357984487000001	0.0689033394000004	1
-3.5456092527094813e-13	1.0534285854262032e-12	2.375049890984845e-20	-2.931331641277472e-17	3.874023641456087e-17	2.6276331703609676e-17	3.980386905866799e-17	2.1176570411102446e-17	0.0168438334921887	-0.0093000678118215	8.649126130447687e-05	0.0002837147267125	-0.2339264466150578	-0.0961253422541686	0.0092400814234809	0.0547215824259477	-0.0071545476530723	0.0375292014889158	0.0014084409643955	5.118755211987857e-05	-0.0053300528583976	-0.0011818915934319	1.3968677386153925e-06	2.8409463472932808e-05	-0.0053160768713663	-0.0001050378824662	1.1032956850840284e-08	2.8260673302372983e-05	0.0005678411516297	-0.0001518594340272	2.30612877089254e-08	3.224435737604921e-07	0.044292644	-0.0135110420999997	-0.0614502370000003	-0.0645242531000003	-0.0204887329999999	0.0385057314000001	0.0693869351000004	1
1.62311926112335e-13	-4.744621438850461e-13	1.8440258615248118e-17	6.6820068831276145e-18	-6.837856973732862e-17	7.366071947927139e-17	3.2652456432719235e-17	1.2715588293981558e-18	0.0313667920480755	0.0145229585558867	0.0002109163252158	0.0009838756433871	-0.2201446561778649	0.0137817904371934	0.0001899377476545	0.0484636696436705	-0.0634078564704546	-0.0562533088173822	0.0031644347529036	0.0040205562621779	-0.0053193847684787	1.0668089918920136e-05	1.1380827510628747e-10	2.8295854314814027e-05	-0.0054101898828459	-9.411301147975406e-05	8.857258888829737e-09	2.927015456846552e-05	0.0013601319785561	0.0007922908269264	6.277247547940374e-07	1.8499589989820064e-06	0.0438794160000001	-0.0145556579999998	-0.0621911129000005	-0.0636836637000003	-0.0179259073	0.0411320359000001	0.0696719276000004	1
-7.10929732558486e-14	2.054259863767727e-13	-3.712020299680712e-17	6.6615889637726546e-18	-1.9757928323919378e-17	7.377352451672856e-17	2.4203230911465533e-17	3.0581296468649738e-19	0.0669285051429115	0.0355617130948361	0.0012646354382395	0.0044794248006646	-0.1556773044981976	0.0644673516796677	0.0041560394325897	0.0242354231358245	-0.0342861473850669	0.0291217090853881	0.0008480739400538	0.0011755399025104	-0.0049007875523528	0.0004185972161258	1.7522362936872166e-07	2.4017718633167863e-05	-0.005614111097917	-0.0002039212150709	4.15838618951162e-08	3.1518243419758e-05	0.0020567729295926	0.0006966409510362	4.853086146739502e-07	4.230314883719494e-06	0.0434636243000002	-0.0155968720999998	-0.0628992872000005	-0.0627835451000003	-0.0153369008	0.0436718391000002	0.0697575012000004	1
2.993465496878544e-14	-8.583152839170892e-14	3.17205961336307e-18	-2.1056845865623448e-17	-2.1465219895021162e-17	4.706003115782378e-17	-3.3189477028564445e-17	-4.029344513663485e-18	0.0716386018611958	0.0047100967182843	2.2185011095586488e-05	0.0051320892766268	-0.1983929415909241	-0.042715637092726	0.0018246256522373	0.0393597592730999	-0.0540322438641562	-0.0197460964790888	0.0003899083261613	0.0029194833769956	-0.0039321062869119	0.000968681265441	9.383433940972766e-07	1.546145985168043e-05	-0.0059474931664538	-0.0003333820685369	1.1114360356649946e-07	3.537267496495274e-05	0.0019978339464308	-5.893898316188565e-05	3.4738036286854102e-09	3.9913404774011925e-06	0.0430452931000002	-0.0166344411999999	-0.0635743877000003	-0.0618247387000002	-0.0127254945999999	0.0461197998000001	0.0696434109000004	1
-1.241070726634596e-14	3.50936852935986e-14	8.980217908519979e-18	-1.6856450088238406e-17	-1.3700360230261732e-17	3.0766802838002907e-17	2.6171414199958418e-17	3.4111671096458494e-17	0.0278109629080207	-0.0438276389531752	0.0019208619362099	0.0007734496578712	-0.1825665254833093	0.0158264161076152	0.0002504754468111	0.0333305362270478	-0.0716578887822047	-0.0176256449180482	0.000310663358777	0.0051348530247228	-0.0040222381271128	-9.0131840201065e-05	8.123748611155546e-09	1.6178399551229748e-05	-0.0059434623152495	4.030851204303443e-06	1.6247784846248185e-11	3.5324744292684474e-05	0.0009450593404978	-0.0010527746059329	1.1083343710075495e-06	8.931371571651952e-07	0.0426244470000001	-0.0176681226999998	-0.0642160592000004	-0.0608081407000001	-0.0100955028	0.0484707698000001	0.0693299832000003	1
4.909485159152413e-15	-1.3841954014653184e-14	-4.537060144643253e-17	6.166763465070471e-18	-3.4408918915770694e-18	1.0653139970094057e-16	3.672413039086881e-17	6.608020471122112e-17	0.0131573462478373	-0.0146536166601834	0.0002147284812235	0.0001731157602856	-0.048928915257533	0.1336376102257767	0.0178590108668564	0.0023940387482786	-0.0172450422089192	0.0544128465732858	0.0029607578722077	0.0002973914807873	-0.0045370646122054	-0.0005148264850924	2.6504630968711213e-07	2.0584955295300863e-05	-0.0057090401213583	0.0002344221938913	5.49537649609001e-08	3.259313910717285e-05	0.0008720606509263	-7.299868957148351e-05	5.328808758779817e-09	7.604897789787109e-07	0.0422011103000002	-0.0186976750999999	-0.0648239645000004	-0.0597347014000002	-0.0074507665	0.0507198051000001	0.0688181154000004	1
-1.9632026593430938e-15	5.397754115643395e-15	2.7453178619387226e-17	-2.489855145063293e-17	6.193539553341836e-17	5.213289664653763e-17	3.2865871757206176e-17	3.372622300594943e-17	0.021897831061949	0.008740484814112	7.639607478570412e-05	0.0004795150052176	-0.2581340908778595	-0.2092051756203263	0.0437668055063317	0.0666332088733393	-0.0451640234253427	-0.0279189812164232	0.0007794695121628	0.0020397890119648	-0.0035934832134462	0.0009435813987592	8.903458559215618e-07	1.2913121605410911e-05	-0.0057276565172068	-1.8616395848810344e-05	3.465701258078669e-10	3.2806049179137295e-05	0.0008922216286231	2.0160977696939427e-05	4.0646494974118427e-10	7.96059434735252e-07	0.041775308	-0.0197228577999998	-0.0653977839000003	-0.0586054243000002	-0.0047951481999998	0.0528621758000001	0.0681092725000004	1
7.465087064698311e-16	-2.015730012068047e-15	-1.154268169218728e-17	7.980066791010065e-18	-3.363842386896116e-17	7.836648453183204e-17	5.3966809662567626e-17	3.566565376910588e-17	-0.0105441772983138	-0.0324420083602632	0.0010524839064472	0.0001111796748983	-0.1057593270225959	0.1523747638552643	0.0232180686599473	0.0111850352522722	-0.0372119843361383	0.0079520390892045	6.323492567610547e-05	0.001384731778233	-0.0047183383954407	-0.0011248551819946	1.2652991805882552e-06	2.2262717213796184e-05	-0.0060941829713182	-0.0003665264541113	1.3434164147954426e-07	3.713906608786813e-05	0.0008941371057576	1.9154771346184844e-06	3.669155121605276e-12	7.994811639148247e-07	0.0413470649000001	-0.0207434310999998	-0.0659372156000005	-0.0574213648000002	-0.0021325266	0.0548933765000001	0.0672054834000003	1
