trial_type.Face	trial_type.Hand	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
1.6487397342376686e-15	-1.943424921361147e-11	-0.0139800002798436	3.2313521571085315e-16	-9.848571919238271e-16	0.0001954404078241	5.387722259730244e-05	1.5612476059094536e-16	1.2083735749479392e-18	2.9027564077229587e-09	-7.671400021219777e-06	7.688857645526899e-16	-1.175590801234276e-17	5.885252156332662e-11	-0.0003479999768104	-4.5514073016086085e-17	5.599900925488665e-16	1.21103982149449e-07	5.0215957435965385e-15	-9.087746272744837e-16	-5.8900950754021255e-16	2.017136067339373e-15	1.0674030006728556e-14	-8.92552410662378e-16	-2.93583108609788e-15	7.587952134071335e-15	-3.4406370981687813e-15	1.0112179299273809e-15	-1.196361291708024e-15	-1.1178320796357761e-15	1
-1.4996200118592705e-15	4.5184302272802914e-11	-0.0169438514566447	-0.002963851176801	8.784413797260604e-06	0.0002870941021846	0.0402081733363133	0.0401542961137132	0.0016123674963878	0.001616697203043	0.0237601218006913	0.0237677932007204	0.000564907993632	0.0005645433879785	-0.0004139999855573	-6.600000874741081e-05	4.3560018583652106e-09	1.713959863181338e-07	7.575805715423713e-08	7.575805125257222e-08	5.724271960652854e-15	8.758973228832202e-15	-0.0003669996003466	-0.0003669996003586	1.3468870472144761e-07	1.3468871182923849e-07	-3.4503426792999028e-15	1.0999793502945328e-15	-1.35038932930666e-15	-1.1391022941886318e-15	1
6.364979072948884e-17	-1.0128564145278223e-10	-0.0270795280435317	-0.0101356765868879	0.000102731939872	0.0007333008390559	0.0544652442259805	0.0142570708896692	0.0002032640703523	0.002966462828595	-0.1731372922565423	-0.1968974140572348	0.038768591662425	0.0299765219699242	-0.0017020006704435	-0.0012880006848872	1.6589457635822598e-06	2.8968062825819414e-06	9.29708118911756e-07	8.539500687373419e-07	7.286663469243767e-13	8.673562202421931e-13	-0.0005049997658392	-0.0001380001654856	1.9044044107658287e-08	2.550247685779072e-07	0.0773814675000014	0.0773789002000019	0.0773746214000021	0.0773686313000018	1
-1.4663706774325105e-17	2.1606382439787678e-10	-0.0474263572103591	-0.0203468291668269	0.0004139934571437	0.0022492593582418	-0.0065145190591361	-0.0609797632851186	0.0037185315303089	4.243895857148035e-05	-0.068226676948042	0.1049106153084986	0.0110062372044077	0.004654879447367	-0.0016688695590654	3.3131111377986374e-05	1.097670232790566e-09	2.7851256052495828e-06	-0.0007947270607926	-0.000795656768913	6.330696948765669e-07	6.315911009909798e-07	-0.0009271637206127	-0.000422163954772	1.782224030669162e-07	8.596325683882687e-07	0.077374621400001	0.0773515175000021	0.0773130160000022	0.0772591246000018	1
-6.711791494594095e-17	-4.274789103099511e-10	-0.0537752955130807	-0.0063489383027201	4.030901757119273e-05	0.0028917824075181	-0.1448563871984742	-0.1383418681393367	0.019138472480282	0.020983372912193	0.0870572520662586	0.1552839290143043	0.0241130986101186	0.0075789651373257	-0.0008436493035972	0.0008252202554693	6.809884703526349e-07	7.117441473541222e-07	-0.0010239653307989	-0.0002292382700072	5.2550183787873446e-08	1.0485049977311572e-06	-0.0012669323819255	-0.0003397686613135	1.154427424413148e-07	1.6051176624480366e-06	0.0773609299000014	0.077296761700002	0.0771898542000023	0.0770402663000019	1
-3.1571484986770366e-16	7.389168651646483e-10	-0.0639848323298965	-0.0102095368168151	0.0001042346420134	0.0040940587682854	-0.2136833086435403	-0.0688269214450658	0.004737145115605	0.0456605563928494	0.2731242016186	0.1860669495523428	0.0346209097157142	0.0745968295097944	0.000349756245831	0.0011934055494289	1.4242168064803291e-06	1.2232943168257124e-07	-0.00101975620053	4.2091302684867375e-06	1.7716605054944538e-11	1.039902707288624e-06	-0.0014598240831423	-0.0001928917012167	3.720720803176389e-08	2.13108635466122e-06	0.0773403942000017	0.077214652300002	0.0770052340000025	0.076712366200002	1
-2.4011484538953955e-16	-9.089930340413751e-10	-0.0500548696704485	0.0139299626594489	0.0001940438596938	0.0025054899777261	-0.1790736931538687	0.0346096154896724	0.001197825484343	0.0320673875797646	0.2876719903530616	0.014547788734462	0.0002116381570629	0.0827551740336903	0.0004404739149411	9.071766910946504e-05	8.229695271936512e-09	1.9401726991074005e-07	-0.0009202520376526	9.950416287718167e-05	9.9010777338139e-09	8.468638104753539e-07	-0.0011437977658471	0.0003160263172947	9.987263165902953e-08	1.3082733317055191e-06	0.077313016000002	0.0771052183000018	0.0767593025000024	0.0762758882000021	1
-2.236035029427632e-16	-3.3444863253942625e-10	-0.0448247566991287	0.0052301129713198	2.735408169290149e-05	0.0020092588131366	-0.1626549673488003	0.0164187258050682	0.000269574557062	0.0264566384032379	0.3249319949379106	0.037260004584852	0.0013883079416634	0.1055808013343231	0.0007729737366332	0.0003324998216917	1.1055613102575323e-07	5.974883974222574e-07	-0.0009209411411251	-6.891034719859001e-07	4.748942715406028e-13	8.4813258315225e-07	-0.0011431437881328	6.539777135524095e-07	4.2696021127091634e-13	1.3067777232167366e-06	0.0772787978000024	0.0769684985000021	0.0764522555000021	0.075731450300002	1
-2.9586376336869486e-16	7.928859716004971e-09	-0.05725982177303	-0.0124350650739012	0.0001546308433918	0.0032786871894804	-0.1487886850930216	0.013866282255777	0.0001922737835964	0.0221380728117105	0.518981368902617	0.1940493739647053	0.0376551595360935	0.2693416612680274	0.000562223232302	-0.0002107505043324	4.4415774143899337e-08	3.160949624615773e-07	-0.0012890574375308	-0.0003681162964054	1.3550960938252872e-07	1.6616690752609927e-06	-0.0019821385980306	-0.0008389948098987	7.039122946017401e-07	3.928873421696387e-06	0.0772377427000027	0.0768045411000021	0.0760843375000018	0.0750798229000019	1
-2.457744218273622e-16	-3.875045560371249e-08	-0.0292610912551633	0.0279987305178671	0.0007839289106128	0.0008562114614442	-0.1104312105711917	0.0383574745218307	0.0014712958516925	0.0121950522682181	0.3540957990384195	-0.1648855698641979	0.0271872511494408	0.1253838348966524	-0.0001877287271374	-0.0007499519594401	5.624279403542783e-07	3.524207437639461e-08	-0.00026033540919	0.0010287220283413	1.0582690125932423e-06	6.777452669536308e-08	-0.0017510285700181	0.0002311100280113	5.3411842256477154e-08	3.06610105241469e-06	0.0771898542000027	0.0766134043000017	0.0756558413000017	0.0743219285000019	1
