trial_type.stimulus_shape	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-3.176861425859747e-09	0.0001200919999975	9.868351394559108e-16	-2.4079207981440802e-15	1.4422087893368397e-08	0.0345314000000035	-1.1530682753960602e-15	-1.1558333600703276e-15	0.0011924175859611	-0.0497973000000022	3.3637327049462923e-16	-4.68778758441899e-16	0.0024797710872921	0.0009270470000092	-1.832622993647177e-15	-4.649057063207779e-16	8.594161424075071e-07	0.000626800000005	-6.543668040804492e-16	6.294825891549022e-16	3.928782422118279e-07	0.0005404660000034	-3.9203318686361343e-16	-1.1045591371022306e-15	2.921035003862395e-07	-1.0369130429728438e-15	-8.868104120654419e-16	-7.393425387528028e-16	1
8.871206673818182e-09	0.0127506000000007	0.0126305080000033	0.0001595297323409	0.0001625778003623	0.037509200000001	0.0029777999999999	8.867292839819903e-06	0.0014069400846409	-0.030589200000003	0.0192081000000028	0.0003689511056111	0.000935699156639	0.0007394790000011	-0.0001875680000011	3.518175447644096e-08	5.468291934922098e-07	0.0007016380000002	7.483800000191332e-05	5.60072679407355e-09	4.922958836302511e-07	-9.480560000154108e-05	-0.0006352716000033	4.035700094282191e-07	8.988099744136904e-09	0.1226193154000016	0.1225936593000009	0.122550903000001	1
-2.4325514611899453e-08	6.075079999883933e-05	-0.0126898492000034	0.0001610322727225	3.690658730246986e-09	0.0375129000000011	3.699999999749929e-06	1.3689523557422059e-11	0.0014072176664108	-0.0306521000000026	-6.289999999985696e-05	3.956408612583164e-09	0.0009395512344088	0.0006540490000015	-8.543000000027475e-05	7.298286233671915e-09	4.277800957417313e-07	0.0007016379999998	-7.837229890234731e-16	-2.36291496920211e-15	4.922958844068375e-07	-9.480560000418612e-05	5.670609331815695e-16	-2.7249551789305205e-15	8.988101608942562e-09	0.1225509030000013	0.122320104900001	0.1219357633000009	1
6.557498474161386e-08	0.0067379799999998	0.0066772292000017	4.458538978883542e-05	4.5400374479720405e-05	-0.0041117500000013	-0.0416246500000015	0.0017326114876245	1.690648806022249e-05	-0.0263722000000024	0.0042799000000008	1.831754400965919e-05	0.0006954929328389	0.000736757000001	8.270799999820209e-05	6.8406123703451875e-09	5.428108810838628e-07	0.000484975	-0.0002166630000008	4.6942856117110014e-08	2.352007487859645e-07	9.17950999982192e-05	0.0001866007000025	3.4819820324095365e-08	8.42633740728338e-09	0.1224141163000018	0.1217736065000011	0.1207085716000011	1
-1.738685104431913e-07	0.0088404100000014	0.0021024299999995	4.420211902321762e-06	7.815284896827511e-05	0.0151579999999982	0.0192697500000016	0.0003713232650633	0.0002297649639986	-0.0349478000000032	-0.0085756000000006	7.354091535975442e-05	0.0012213487248391	0.0001659269999982	-0.0005708300000014	3.258468920438157e-07	2.7531766690975785e-08	0.0005485330000008	6.355799999993585e-05	4.039619715889368e-09	3.008884538178844e-07	3.2509899999613555e-05	-5.928520000121185e-05	3.514733536034557e-09	1.0568930854677324e-09	0.1222090316000019	0.120955383600001	0.1188754878000008	1
4.533776251346218e-07	7.247979999869165e-05	-0.0087679302000023	7.687659999315092e-05	5.253321258825019e-09	0.0374722000000004	0.0223142000000011	0.0004979235216405	0.0014041657728402	-0.009219740000001	0.0257280600000032	0.0006619330713678	8.500360566692979e-05	0.0004150819999993	0.0002491550000017	6.207821394585223e-08	1.722930667337723e-07	0.0007016380000007	0.0001531050000004	2.344114084308825e-08	4.922958855145457e-07	0.0001416129999989	0.0001091031000012	1.1903485595667704e-08	2.0054242349560985e-08	0.1219357633000014	0.119867261900001	0.116445712800001	1
-1.1618262006573249e-06	0.0103161000000001	0.0102436202000028	0.0001049317548029	0.0001064219192106	0.0356899000000013	-0.0017823000000004	3.1765932892419523e-06	0.0012737689620113	-0.0345827000000024	-0.025362960000003	0.0006432797399657	0.0011959631392885	0.0003605529999988	-5.452899999884012e-05	2.9734116168651114e-09	1.2999846334123306e-07	0.0007016380000022	5.067970266883997e-16	-6.071455080320667e-16	4.922958859961803e-07	2.689159999881294e-05	-0.0001147213999998	1.3160998088971446e-08	7.231584799780154e-10	0.1215944640000013	0.1185116696000008	0.1134314430000009	1
2.921728557815763e-06	0.0089203600000016	-0.001395740000001	1.948090145285412e-06	7.957282252994436e-05	0.0196936999999999	-0.0159962000000006	0.0002558784144398	0.0003878418196882	-0.0231100000000021	0.0114727000000015	0.00013162284529	0.0005340720999984	0.0003765969999978	1.6043999999753135e-05	2.5740974060813763e-10	1.418252993891428e-07	0.0007016380000024	-1.0422134001389936e-15	-8.00454980103897e-17	4.922958870652843e-07	0.0002655490000015	0.0002386574000015	5.695735518493165e-08	7.051627172839775e-08	0.1211853240000014	0.1168916313000007	0.109847808200001	1
-7.183200516609263e-06	7.630839999883289e-05	-0.0088440516000024	7.821724870484831e-05	5.822971355771475e-09	0.0308447000000002	0.0111510000000004	0.0001243448009997	0.0009513955180898	-0.0161535000000013	0.0069565000000007	4.839289224922648e-05	0.0002609355622484	0.0004537419999996	7.71450000011152e-05	5.9513503593874385e-09	2.058818031946072e-07	0.000401141	-0.0003004970000029	9.029844764686969e-08	1.609141000876669e-07	0.000299543000001	3.399399999906487e-05	1.1555903311636967e-09	8.972600983199337e-08	0.1207085716000014	0.1150107621000008	0.1057127965000009	1
1.7246898086783083e-05	6.979919999715371e-05	-6.509199999109364e-06	4.236765433210304e-11	4.871927842114921e-09	0.0425001000000017	0.0116554000000001	0.0001358483491593	0.0018062585000123	-0.0132473000000008	0.0029062000000001	8.445998438920533e-06	0.0001754909572879	0.0002140299999994	-0.0002397120000006	5.7461843430979874e-08	4.580883979562086e-08	0.0002636679999982	-0.0001374729999998	1.8898825906255472e-08	6.952081262837058e-08	0.0003805900000002	8.104700000106893e-05	6.568615484207389e-09	1.4484874881845113e-07	0.1201644728000013	0.1128732589000007	0.1010471634000006	1
