trial_type.easy_par	trial_type.hard_par	rt_reg.rt	demeaned_rlglater	demeaned_smsooner	demeaned_timedelay	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	intercept
-9.83075020886886e-07	1.1492980932883832e-12	-1.4354849791714834e-06	-1.914101102239726e-06	3.863763008583986e-05	-0.0012917450197531	-0.0593811000001519	-6.879784553096777e-15	-1.6963999255804245e-14	0.0035261150372035	-0.0251842000003597	1.1313357223009411e-13	-2.1903736128769826e-13	0.0006342439297944	0.0723403000001012	-3.4446205242464814e-14	-3.3973183065755754e-14	0.0052331190040719	0.0014404500003365	-7.139761151092862e-14	-6.344435594394018e-14	2.0748967349697587e-06	0.0010770000001765	-2.1311547881382752e-14	1.1649910142663475e-14	1.1599293749645515e-06	8.153423274735973e-14	-6.49613505215837e-14	-1.136995977702755e-13	-4.663007475159924e-14	0.0826180512000971	0.08261448940015	0.0826085531001231	0.0826002426000905	0.0825895581001368	0.0825764998000791	0.0825610682001555	0.0825432638000908	1
2.4088796006063875e-06	-4.569600570395849e-12	3.4793345350437165e-06	6.953106826529455e-06	-0.0001724187592526	0.0043241778819373	-0.0382030000000637	0.0211781000001707	0.0004485119195575	0.0014594692088931	0.0275155999999832	0.052699800000179	0.0027772689202214	0.0007571082433393	0.053677199999978	-0.0186631000000666	0.0003483113015632	0.0028812417998156	0.0004921610001194	-0.0009482890001864	8.992522220767547e-07	2.42222468882044e-07	0.0010770000001804	-7.6522812463005e-14	-1.3457654269246722e-13	1.159929460817575e-06	-8.519414467076556e-14	-8.586036331751109e-14	-2.014496447707742e-13	-1.912386775235421e-13	0.0826085531001371	0.0825764998001307	0.0825230869001408	0.0824483281000993	0.082352242800142	0.0822348559001049	0.0820961977001483	0.0819363041000914	1
-5.741535247165221e-06	1.4199032759812982e-11	-8.184671132090137e-06	-2.3028359535831232e-05	0.0006329920352975	-0.0136101438408237	-0.0298231999999845	0.0083798000000331	7.022104793130902e-05	0.0008894232581937	-0.0211166000001191	-0.048632200000161	0.0023650908769746	0.0004459107956986	0.060845600000006	0.0071684000000237	5.138595846237397e-05	0.003702187039319	0.0004471449999789	-4.5016000166159184e-05	2.0263088214297696e-09	1.9993857924640324e-07	0.0010770000002372	-1.4798370850387175e-14	-4.476736225451325e-14	1.1599294853339438e-06	0.0006252930002357	0.0006252930002452	3.909914915817066e-07	3.909917415051415e-07	0.0825895581000849	0.0825005382001363	0.0823522428001433	0.0821447785001097	0.081878294300153	0.0815529816001006	0.0811690742001451	0.0807268480001038	1
1.3229408141223609e-05	-4.410007935964785e-11	1.854120070412794e-05	7.199721084743923e-05	-0.0021105656355488	0.0410411186255762	-0.0439533000000218	-0.0141301000001937	0.0001996597261815	0.0019318925807893	0.0282429999999559	0.0493596000001846	0.0024363701123223	0.0007976670489422	0.0755152000000241	0.0146696000000391	0.0002151971640957	0.0057025454309879	-8.425310008838636e-05	-0.0005313981000253	2.823838230175308e-07	7.098364322588921e-09	0.0006576660000085	-0.0004193340001727	1.7584109914323577e-07	4.325244803508263e-07	0.0002054620001963	-0.0004198310001773	1.7625827680874005e-07	4.221461632712378e-08	0.0825610682001315	0.0823866395001189	0.0820961977001441	0.081690152100108	0.0811690742001362	0.0805336979001071	0.0797849180001393	0.0789237887000903	1
-2.917225801997892e-05	1.2982803671506803e-10	-3.991632126767754e-05	-0.0002159833020984	0.0066269797518213	-0.119725176853519	-0.057011900000116	-0.0130586000001482	0.0001705270340611	0.0032503567415698	0.0030445399999232	-0.0251984600000807	0.0006349623863508	9.269223828009704e-06	0.0979904000000636	0.0224752000000521	0.0005051346150582	0.0096021184920847	0.0007443680000507	0.0008286211002286	6.866130676905996e-07	5.54083850684373e-07	0.000631803000001	-2.5862999921193772e-05	6.688364348615137e-10	3.9917495595835946e-07	8.655876283478516e-14	-0.0002054620001104	4.221461347051867e-08	-6.07578146032895e-14	0.0825230869002147	0.0822348559000828	0.0817552165001597	0.0810852849000812	0.0802266206001256	0.0791812221001064	0.077951522700132	0.076540384600074	1
6.01329035266343e-05	-3.7303386933476116e-10	7.930313544782953e-05	0.0006201997445625	-0.0196891123319612	0.3362191194771557	-0.0491206000001066	0.0078913000000497	6.227261566884681e-05	0.0024128333442783	0.0362584000000199	0.0332138600000973	0.0011031604961737	0.0013146715704982	0.0916095000000457	-0.0063809000000465	4.071588482178944e-05	0.0083923004901618	0.0001327190000027	-0.0006116490000571	3.741145254465463e-07	1.7614198357330922e-08	0.0006629229999992	3.112000002567946e-05	9.68350995210917e-10	4.394668476212919e-07	7.095914066034181e-15	5.144407597006352e-15	-8.655530049107771e-14	-6.6685813092809e-14	0.0824756184002419	0.082045257400067	0.0813296518001626	0.0803312895000767	0.0790536414001193	0.0775011496001105	0.0756792115001237	0.0735941614000637	1
-0.0001035527674453	1.0434456423787371e-09	-0.0001287081428089	-0.0017015683685067	0.0555192449243444	-0.905215021791315	-0.0401465000000464	0.0089741000000558	8.053447074561233e-05	0.0016117414622019	0.0096375999999424	-0.0266208000000939	0.0007086669926739	9.28833337544114e-05	0.1104610000000952	0.018851500000042	0.0003553790522688	0.0122016325208912	-0.0002021110001988	-0.0003348300001098	1.1211107761300476e-07	4.0848607726313634e-08	0.0005898210000325	-7.310199998992942e-05	5.343804459476719e-09	3.478886834376805e-07	0.0005076320002599	0.0005076320002182	2.576902877055835e-07	2.576905979985041e-07	0.082418668200225	0.0818179311000536	0.0808199441001668	0.0794295525000811	0.0776535072001201	0.0755004314001087	0.072980778900114	0.0701067834000638	1
0.000131590597816	-2.856339301432388e-09	0.0001229547183524	0.0048213335246222	-0.1618514538400278	2.5127619839423723	-0.0401564000000625	-9.900000060494194e-06	9.80499470468906e-11	0.0016125364609056	0.0080695699999689	-0.0015680300000154	2.4587179105424312e-06	6.511795994636435e-05	0.0526829000000172	-0.0577781000002513	0.0033383088398052	0.0027754879523453	-0.0002746100001863	-7.249899982137895e-05	5.25609488692401e-09	7.541040993904399e-08	0.0009117470001242	0.0003219260001002	1.0363643057184997e-07	8.312828937091347e-07	0.000141880000193	-0.0003657520002673	1.337747113540118e-07	2.0130003315183746e-08	0.0823522428001678	0.081552981600097	0.0802266206001464	0.078381732400081	0.0760302412001269	0.0731873452000886	0.069871418900119	0.0661038941000587	1
-0.0003890043334358	7.656972049539646e-09	-0.0001800086497452	-0.0363662032526736	1.2669263694123984	-18.42300494876858	-0.0335241000000388	0.0066323000000317	4.398740322172239e-05	0.0011238652807034	0.0158520000000118	0.007782430000006	6.056621663368644e-05	0.0002512859039992	0.0658910999999889	0.0132082000000428	0.0001744565472592	0.0043416370591491	0.0002724559999132	0.0005470660002658	2.992812461993689e-07	7.423219406414828e-08	0.0005910130000844	-0.0003207340001227	1.0287039163367618e-07	3.492963703840175e-07	-3.215682252966732e-14	-0.0001418800001287	2.0129933957482977e-08	-1.0960220590185769e-13	0.0822763500001474	0.0812505306001037	0.0795502952001421	0.0771897563000881	0.0741885076001213	0.0705714608000958	0.0663686390001186	0.0616149276000475	1
0.0235463143670571	-2.0119652267956936e-08	0.0229558216849073	-0.080378128499434	2.835445744838497	-40.31231946721445	-0.0401536000000791	-0.0066295000001033	4.395027030664663e-05	0.0016123115928413	0.0008533859999458	-0.014998614000058	0.0002249584218768	7.282676685186376e-07	0.0693178000000299	0.0034266999999811	1.1742272874286366e-05	0.0048049573967647	9.754499995465028e-05	-0.0001749110000493	3.059382565004226e-08	9.514891712526998e-09	0.0005910130000366	3.503565758739946e-14	-2.1069942238112028e-14	3.492963857716356e-07	-4.5108951325320793e-14	6.634666508740597e-14	-4.6703079020296173e-14	-7.084175349905696e-14	0.0821909983001545	0.0809107173000849	0.0787916676001365	0.0758558164000764	0.0721335987001047	0.067663601000092	0.0624921622001135	0.0566728923000287	1
