trial_type.fat_image	trial_type.scramble_image	trial_type.thin_image	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	intercept
-1.5526485387888425e-07	-3.145194000113352e-14	2.174662923545169e-16	1.0912800000175866e-05	5.68633165062731e-17	6.662709442213682e-17	1.1908893845848294e-10	-0.0544107000000013	4.983087595240584e-16	-6.494871802725771e-16	0.0029605242744901	-0.0311081000000002	1.109959042445538e-15	-2.4306633189528283e-15	0.0009677138856096	0.0009286210000011	-4.740584043844983e-16	5.583177836479654e-16	8.623369614367369e-07	0.0006642890000027	-9.211995291594081e-16	1.3755112296922937e-15	4.4127987390807227e-07	9.22476000008316e-05	-5.418566317514132e-16	-6.755156994730737e-17	8.509619833327073e-09	0.0845140955000019	0.0845101058000018	0.084503456400002	0.084494147400002	0.0844821793000019	0.084467552400002	0.0844502671000019	1
3.8820930459450873e-07	5.6084192394152586e-14	-3.270782829832946e-16	-1.897639999769876e-06	-1.2810440000160788e-05	1.6410740419534435e-10	3.601121215118982e-12	-0.0208746999999998	0.033536	0.0011246632959997	0.0004357531000893	-0.0047299899999996	0.0263781100000012	0.0006958046871695	2.2372805399410137e-05	0.0004727120000011	-0.0004559090000007	2.078530163580919e-07	2.234566348256389e-07	0.0004837830000024	-0.0001805060000014	3.2582416559056205e-08	2.340459898091123e-07	-0.0002410330000009	-0.0003332806000017	1.1107595867868961e-07	5.809690734868849e-08	0.0845034564000021	0.084467552400002	0.084407723800002	0.084323987500002	0.0842163671000018	0.084084893300002	0.083929603200002	1
-9.474672032147035e-07	-6.988284338185312e-14	-3.291739280959639e-16	-3.211899999992908e-05	-3.0221359999416915e-05	9.133304618070387e-10	1.0316316530900783e-09	-0.0641568000000012	-0.0432821000000002	0.001873340180409	0.00411609498624	0.1750190000000021	0.1797489900000022	0.0323096994060184	0.0306316503609992	-0.002337170000001	-0.0028098820000016	7.89543685473346e-06	5.462363611345856e-06	0.0004408590000004	-4.292400000041746e-05	1.8424688647077223e-09	1.943566561985607e-07	-0.0003196200000021	-7.858699999893682e-05	6.175915742672699e-09	1.0215694512374137e-07	0.084482179300002	0.0843824671000025	0.0842163671000019	0.0839840102000021	0.083685579100002	0.0833213086000024	0.0828914853000019	1
2.247731220117077e-06	-2.3320376741646154e-14	-4.607282153595586e-16	-7.883370000018128e-05	-4.671469999965745e-05	2.182264891562447e-09	6.2147531104668395e-09	-0.0450396000000013	0.0191172000000009	0.0003654673358391	0.0020285655681607	0.2023550000000031	0.0273360000000005	0.000747256895998	0.0409475460249986	-0.0021879100000012	0.000149260000001	2.2278546955311725e-08	4.786950169466337e-06	0.0008601230000014	0.0004192640000012	1.757823022749123e-07	7.398115730975891e-07	-0.0003196200000032	1.3014504839255442e-15	6.124587776536137e-17	1.0215694522009821e-07	0.084450267100002	0.0842548926000027	0.0839296032000018	0.0834749003000018	0.0828914853000017	0.0821802575000025	0.081342313800002	1
-5.147570274285474e-06	6.12003482443995e-13	-4.901831177200938e-16	0.015054600000001	0.0151334337000011	0.0002290208155534	0.0002266409811604	-0.100141000000003	-0.0551013999999992	0.0030361642819584	0.0100282198810028	0.1404490000000023	-0.0619059999999998	0.0038323528359962	0.0197259216009984	-0.0018661000000012	0.0003218100000004	1.0356167561073259e-07	3.482329211695052e-06	0.0007195700000014	-0.0001405530000002	1.975514585393475e-08	5.177809827578118e-07	-0.0001587980000025	0.0001608220000024	2.586371577504451e-08	2.5216805099765182e-08	0.0844077238000019	0.0840848933000026	0.0835477567000019	0.082797683100002	0.0818365842000018	0.0806669094000024	0.0792916399000017	1
1.1247378045148838e-05	-3.0326629053329536e-12	-4.561695174497201e-16	-0.0001469979999992	-0.0152015980000014	0.0002310885817549	2.160841258948107e-08	-0.0001728710000003	0.0999681290000014	0.0099936268157611	2.988438214023402e-08	0.1914860000000033	0.0510370000000006	0.0026047753689976	0.0366668881959988	-0.002523440000001	-0.0006573399999997	4.3209587591261726e-07	6.367749435441577e-06	0.0005824690000013	-0.000137101000001	1.8796683458763613e-08	3.3927013370368294e-07	3.914969999987062e-05	0.0001979477000013	3.9183292398067496e-08	1.5326985809877856e-09	0.084354554700002	0.0838725547000025	0.083071260400002	0.0819537224000017	0.0805241949000015	0.0787881200000021	0.076752106700002	1
-2.294266584994327e-05	1.1593565042583649e-11	-4.31912816988678e-16	-0.0001630460000001	-1.6047999999738683e-05	2.575397387882126e-10	2.6583998668872392e-08	-0.0491816999999997	-0.0490088290000009	0.0024018653199509	0.00241883961489	0.2241180000000033	0.0326320000000004	0.0010648474239972	0.050228877923999	-0.0028046000000017	-0.0002811599999992	7.905094501491074e-08	7.865781162379778e-06	0.0004240809999996	-0.0001583880000002	2.5086757365137904e-08	1.7984469243351686e-07	3.914970000048868e-05	2.4931607939800875e-16	4.0697737724617285e-16	1.5326982417605974e-09	0.0842907664000021	0.0836179837000029	0.0825006541000016	0.0809447178000016	0.0789584467000017	0.0765524007000025	0.0737393713000018	1
4.135206403350265e-05	-3.947238780420013e-11	-1.2564794647397835e-16	8.214939999958783e-05	0.0002451953999998	6.012078540484711e-08	6.7485230536018785e-09	-0.0901998000000017	-0.0410180999999994	0.0016824845276091	0.0081360039200424	-0.1357319999999995	-0.3598500000000006	0.1294920224999972	0.0184231758239984	0.002553420000001	0.0053580200000034	2.870837832259852e-05	6.519953695237446e-06	0.0001741410000002	-0.0002499400000003	6.247000505766728e-08	3.0325087719439563e-08	3.914969999986612e-05	-1.0111399742337777e-15	5.505673676439263e-16	1.5326997451641975e-09	0.0842163671000018	0.0833213086000021	0.081836584200002	0.0797727013000017	0.0771442660000016	0.0739698799000017	0.0702720081000016	1
-4.999863642262308e-05	1.2556446083046167e-10	9.53140519312728e-17	-0.0021403699999998	-0.0022225194000005	4.9395924823631244e-06	4.581183736373924e-06	0.0306145000000013	0.1208143000000004	0.0145960950844914	0.0009372476102491	-0.0837487000000007	0.051983300000001	0.0027022634788874	0.00701384475169	0.0013951500000019	-0.0011582700000012	1.3415893933706842e-06	1.9464435218214783e-06	-6.857419999953691e-05	-0.0002427152000011	5.89106685210402e-08	4.702422791096313e-09	3.914970000149717e-05	-3.481704076379377e-16	-6.727949637672302e-16	1.532698861373976e-09	0.084131366100002	0.0829826787000015	0.0810798029000021	0.0784400331000017	0.0750873609000015	0.0710522571000013	0.0663713945000018	1
-1.1306275154240744e-05	-3.8133807637332124e-10	-2.9256978038796897e-16	-0.0021714100000003	-3.103999999961491e-05	9.634804491302847e-10	4.715021387920206e-06	-0.1090700000000008	-0.1396845000000017	0.0195117595402508	0.0118962649000004	-0.0836486000000008	0.0001001000000013	1.0020007532601822e-08	0.0069970882819602	0.0016870400000013	0.0002918899999997	8.519977199294112e-08	2.8461039614985823e-06	4.258829999988968e-05	0.0001111625000004	1.2357101654552125e-08	1.8137641784430947e-09	3.914970000128766e-05	-7.113975901011924e-16	1.2078356449107702e-16	1.5326984085727175e-09	0.084035774100002	0.0826022645000019	0.0802311677000017	0.076949397200002	0.0727942032000018	0.0678127497000016	0.0620615793000014	1
-1.3360627393785384e-05	1.1184663972132379e-09	4.581151254786025e-16	0.0178266000000018	0.0199980100000005	0.0003999204039598	0.000317787667558	0.0124558999999998	0.1215259000000016	0.014768544370811	0.000155149444809	-0.0468338000000004	0.036814800000001	0.0013553294990375	0.0021934048224395	0.0011993100000018	-0.0004877300000011	2.3788055295610305e-07	1.4383444758599493e-06	0.0001261800000006	8.359169999985614e-05	6.987573812842712e-09	1.5921393111479337e-08	9.337360000178486e-05	5.422389999971753e-05	2.9402312088542574e-09	8.718629278863512e-09	0.0839296032000021	0.0821802575000016	0.0792916399000021	0.0753037955000018	0.0702720081000016	0.0642660337000011	0.0573691338000016	1
0.0178693235754277	-3.189348296138454e-09	-1.6766972795503149e-15	-0.0045025499999994	-0.0223291500000017	0.0004985909397219	2.027295650259498e-05	-0.0978035000000009	-0.1102594000000012	0.0121571352883602	0.0095655246122501	-0.0645957000000008	-0.0177618999999986	0.0003154850916075	0.0041726044584899	0.0012233400000013	2.402999999958748e-05	5.774404292020247e-10	1.4965607556467823e-06	0.0001916520000006	6.547200000005493e-05	4.286582627207832e-09	3.673048908259056e-08	4.8514800000967554e-05	-4.4858800001111705e-05	2.012312469035877e-09	2.353685392991801e-09	0.0838128666000021	0.0817168704000019	0.0782622840000017	0.0735065419000018	0.0675287111000016	0.0604281765000015	0.052322988500001	1
