trial_type.congruent	trial_type.incongruent	trial_type.unfamiliar	trial_type.unknown	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
7.530483383026475e-07	-1.1241196785989896e-10	-1.1149879565993543e-05	6.088033955135877e-08	0.054494019945485	2.757052378917869e-16	6.4630553081233275e-18	0.0029695982098207	-0.0086961506884384	4.750943086625779e-16	3.893255719448228e-16	7.562303679654487e-05	0.0281886770559102	-6.292279944240762e-16	-3.1317244386124638e-15	0.0007946015141603	-0.0011179373404268	6.154063818902433e-16	-3.3923200951306065e-17	1.2497838946124325e-06	-6.613347350073807e-05	2.1043896153949407e-16	8.558096654473206e-17	4.3736365554510466e-09	0.0020259610604907	9.981635696772423e-17	6.9757974866737415e-16	4.104518221880269e-06	0.0903489332999992	0.0903433624000026	0.0903340779000021	0.0903210801000025	0.0903043695000015	0.0902839469000018	1
-2.1914413952776297e-06	1.5417593920425415e-10	2.962552526822812e-05	-1.911140753479231e-07	0.0545336035133828	3.958356789724149e-05	1.5668588155546946e-09	0.0029739139121558	-0.0439465859788319	-0.0352504352903931	0.0012425931881622	0.0019313024191961	-0.038315338709845	-0.0665040157657547	0.0044227841129753	0.0014680651804508	-0.001502001305345	-0.0003840639649202	1.475051292388619e-07	2.256007920891502e-06	-3.0204174208253887e-06	6.311305608007071e-05	3.983256977166254e-09	9.12137202992298e-12	0.0020260027374518	4.16769607090792e-08	2.466529611534514e-15	4.104687093975132e-06	0.0903340778999999	0.0902839469000016	0.0902004158000025	0.0900835156000023	0.0899332895000016	0.0897497930000015	1
6.211556558253808e-06	-2.2670645521949288e-11	-7.519536027019722e-05	5.750785859569532e-07	0.0545305234504152	-3.080062966788057e-06	9.486420779212571e-12	0.0029735779877767	-0.026394576919518	0.0175520090593166	0.0003080730220184	0.0006966736907607	-0.0279901271367422	0.0103252115731053	0.0001066099940261	0.0007834472171313	-0.0014469968773066	5.500442803875819e-05	3.025487201580151e-09	2.093799962467407e-06	-2.965696167622302e-06	5.4721252593835614e-08	3.2415402708935567e-15	8.794837815408672e-12	0.0020260012419329	-1.4955194863681994e-09	-5.060428993420482e-16	4.104681033945269e-06	0.0903043695000004	0.0901651549000015	0.0899332895000027	0.0896090116000022	0.089192654300002	0.0886846456000013	1
-1.7219542512172154e-05	-9.56612174912796e-10	0.0001791293628922	-1.675220419014562e-06	0.0574594970432175	0.0029289735928028	8.578886307034355e-06	0.0033015938004607	-0.0011487163113514	0.0252458606081659	0.0006373534778468	1.3195491637543398e-06	0.0289102474865078	0.0569003746232507	0.0032376526322691	0.0008358024097298	-0.0015449970857024	-9.800020839370676e-05	9.604040977479132e-09	2.3870159956560684e-06	-2.952769793342699e-06	1.2926374876618949e-08	-3.0415492148973263e-16	8.718432416092592e-12	0.001880000784397	-0.0001460004575351	2.131613371690093e-08	3.534402949636457e-06	0.0902598130999988	0.089987064600002	0.0895330941000023	0.0888988159000022	0.0880855073000015	0.0870948063000014	1
4.6792746148144825e-05	5.162477036814336e-09	-0.0004288043135438	4.7525299349163e-06	0.049540849617093	-0.0079186474261244	6.27049770593275e-05	0.0024542957807843	-0.0194055480340021	-0.0182568317226522	0.0003333119045492	0.0003765752945003	-0.0058998072514458	-0.0348100547379552	0.0012117399108583	3.480772560275706e-05	-0.0013110005066388	0.000233996579066	5.4754399350524217e-08	1.7187223281576236e-06	-2.12922780088084e-06	8.235419917682955e-07	6.780581083415383e-13	4.5333303808624675e-12	0.0017230000507989	-0.0001570007335976	2.4649231075333944e-08	2.9687291750774443e-06	0.0902004157999995	0.0897497930000027	0.0890004218000023	0.0879547967000022	0.0866163981000015	0.0849896813000015	1
-0.0001226136235248	-2.033523951866909e-08	0.0085568554643751	-1.3187425987054924e-05	0.0381659208691216	-0.0113749287479704	0.0001293890040215	0.0014566375157884	-0.0299744312873013	-0.0105688832532982	0.0001117012932206	0.000898466530996	-0.0510559041794533	-0.0451560969280058	0.0020390730897722	0.0026067053515838	-0.0016379975196141	-0.0003269970129757	1.0692704761961609e-07	2.683035877003712e-06	-2.793713545203997e-06	-6.644857444615076e-07	4.4064658528638223e-13	7.805410651931139e-12	0.0015810027564816	-0.0001419972943189	2.016323112215479e-08	2.4995697155032817e-06	0.0901261876000017	0.0894534963000026	0.0883360609000024	0.086779436900002	0.084791363600002	0.0823817253000013	1
0.0003041695371593	7.037550801206876e-08	0.0464600792945832	3.586775139981173e-05	0.0410725796592752	0.0029066587901536	8.44866532218979e-06	0.0016869567998679	0.0093819991907796	0.0393564304780803	0.0015489286199767	8.802190881424347e-05	-0.0173659782778337	0.0336899259016212	0.0011350111072568	0.0003015772015457	-0.0015079966785417	0.0001300008410715	1.6900218008964016e-08	2.274053983626576e-06	-2.2030773896214543e-06	5.906361555033734e-07	3.482760403569762e-13	4.854255593358235e-12	0.0015960004883956	1.4997731913802698e-05	2.2493012924140187e-10	2.5472175607022552e-06	0.0900371406000013	0.0890983693000019	0.0875409941000021	0.0853758279000019	0.0826179031000018	0.0792863680000013	1
-0.000728285501309	-2.2632638756289798e-07	0.0763354889293228	-9.352118380538206e-05	0.0378826234431003	-0.0031899562161757	1.0175820661371026e-05	0.0014350931589321	-0.026406547390394	-0.035788546581175	0.0012808200663935	0.0006973057450797	-0.0425763249686467	-0.0252103466908124	0.0006355615802704	0.0018127434478374	-0.0015080286619269	-3.19833866651092e-08	1.845124498357679e-16	2.274150446752511e-06	5.009912299003306e-05	5.23022003790234e-05	2.735520447094182e-09	2.5099218233783233e-09	0.0011950385059794	-0.0004009619824143	1.6077051264468144e-07	1.4281170285507862e-06	0.0899332895000001	0.0886846456000014	0.0866163981000018	0.0837476616000016	0.0801049480000015	0.0757219226000012	1
0.0097686021255527	6.931145226539659e-07	0.0592769097297327	0.000229874322182	0.0338010217976607	-0.0040816016454389	1.6659471991788773e-05	0.0011425090745652	-0.0400756464368082	-0.0136690990464105	0.0001868442687396	0.0016060574373291	-0.0408730745714897	0.0017032503971584	2.9010619132085207e-06	0.0016706082249276	-0.0013749998466403	0.0001330288152862	1.7696665097516493e-08	1.890624579307527e-06	-1.8220439502062524e-06	-5.192116694136419e-05	2.695807947929028e-09	3.3188489314599546e-12	0.0011949989897703	-3.951620768620525e-08	6.674378188417119e-16	1.4280225837385168e-06	0.0898146513000011	0.0882125971000015	0.085563640900002	0.0818992203000016	0.0772628244000018	0.0717094778000009	1
0.0374224381264562	-2.0471407695655e-06	0.03871587282068	-0.0005469483675365	0.0243262336859713	-0.0094747881116891	8.977160976059758e-05	0.0005917656453432	0.0134333652502626	0.0535090116870704	0.0028632143317277	0.000180455301946	0.0191917612427153	0.0600648358142049	0.0036077845013916	0.0003683236995966	-0.0014057568282502	-3.075698160728888e-05	9.45989091794793e-10	1.9761522635883707e-06	-0.0004028407176533	-0.0004010186737036	1.60815977348023e-07	1.622806448069232e-07	0.0011947158801876	-2.831095851053445e-07	7.823993212472248e-14	1.4273460374007869e-06	0.0896812455000006	0.0876825345000032	0.0843842802000017	0.0798353660000012	0.0741032114000022	0.0672727727000018	1
