trial_type.ah	trial_type.controlno	trial_type.controlyes	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	intercept
-8.160606440889647e-15	-2.4248594907835084e-16	1.6887738389525046e-05	0.0055119142158729	2.7544651104424965e-17	4.748672974231549e-17	3.038119832294789e-05	-0.0543903666867471	3.2631125173067133e-16	-7.098638387563769e-16	0.0029583119883179	-0.1252488570159621	-5.653184181329595e-17	-2.18983356919209e-16	0.015687276183805	-0.0047894296176759	1.457895815815375e-16	-7.274433106232157e-16	2.2938636061490875e-05	0.0004519717414293	8.21978795758621e-17	-3.72929957859147e-16	2.042784561901721e-07	-0.0004049201991573	-1.206935373993143e-16	1.958622524877558e-17	1.6396036726120318e-07	0.0885598083000017	0.0885547676000013	0.0885463667000008	0.0885346059000002	0.0885194856000004	0.0885010064000007	1
2.4512571473025342e-14	-2.5033589093824354e-16	1.374970863101827e-05	0.0147870340397559	0.009275119823883	8.602784774734976e-05	0.0002186563756926	-0.0015301956823064	0.0528601710044409	0.0027941976786188	2.3414988255265053e-06	-0.0704100988347424	0.0548387581812198	0.0030072893988583	0.0049575820179176	0.0029166929239154	0.0077061225415919	5.938432462886279e-05	8.507097612872858e-06	0.0004352406362028	-1.673110522632427e-05	2.799297991906129e-10	1.894344113009741e-07	-0.0008641372480228	-0.000459217048865	2.108802979908017e-07	7.467331836931439e-07	0.0885463667000015	0.0885010064000011	0.0884254230000009	0.0883196425000002	0.0881837009000005	0.0880176446000005	1
-7.298574866457869e-14	-1.679593027316028e-16	-0.0001761587441221	0.0190894552310112	0.0043024211912551	1.85108281065786e-05	0.0003644073010164	0.0113453882189846	0.0128755839012913	0.0001657806607989	0.0001287178338387	-0.1182061591878072	-0.0477960603530651	0.0022844633852736	0.0139726960699332	7.015821870139266e-05	-0.0028465347052152	8.102759829493252e-06	4.922175927546913e-09	0.0003709698085395	-6.427082766306256e-05	4.130738984897905e-09	1.3761859876842758e-07	-0.0008530127166003	1.112453142289396e-05	1.237549936961485e-10	7.276306949019953e-07	0.0885194856000015	0.088393516500001	0.0881837009000008	0.0878902376000001	0.0875134051000004	0.0870535609000006	1
2.0982784968342517e-13	-2.0742673330200951e-16	0.0005235169277322	0.0042226300193416	-0.0148668252116696	0.0002210224918741	1.783060428010358e-05	0.0332767760950794	0.0219313878760947	0.0004809857741713	0.001107343827282	-0.1166860023808033	0.0015201568070041	2.3108767176531974e-06	0.0136156231516128	-8.999060010205697e-05	-0.0001601488188029	2.5647643551467664e-08	8.098307838299941e-09	1.704977021574832e-05	-0.0003539200383242	1.252593934934315e-07	2.906945683617854e-10	-0.0011059988239195	-0.0002529861073189	6.400196994482294e-08	1.2232333995318112e-06	0.0884791690000014	0.088232363300001	0.0878215304000008	0.0872474339000001	0.0865111411000003	0.0856140209000008	1
-5.901661432366577e-13	-2.1448681093333222e-16	0.0062710840790294	0.0118479858313375	0.0076253558119959	5.814605125912623e-05	0.0001403747682594	0.0275728788652294	-0.0057038972298501	3.2534443608127835e-05	0.0007602636489162	-0.0685018727017026	0.0481841296791009	0.0023217103529327	0.0046925065636397	-0.0012407286982761	-0.001150738098174	1.3241981705612829e-06	1.5394077020439672e-06	0.0005141579553535	0.0004971081851382	2.4711654791291525e-07	2.643584037413984e-07	-0.0010601818627642	4.581696115552236e-05	2.09919373666255e-09	1.1239855829369317e-06	0.0884254230000014	0.088017644600001	0.0873394062000006	0.0863927920000001	0.0851807107000004	0.0837068868000005	1
1.6213554384890702e-12	-9.407254610049973e-17	0.1386978970067252	0.0052404439107929	-0.0066075419205447	4.3659610231354194e-05	2.746225238182487e-05	-0.0236742627253079	-0.0512471415905375	0.0026262695212018	0.0005604707155858	-0.070277363926664	-0.0017754912249615	3.152369089731646e-06	0.0049389078804803	-0.0020349982594592	-0.0007942695611833	6.308641355997854e-07	4.141217915036402e-06	6.9027219923315975e-06	-0.0005072552333608	2.5730787219621945e-07	4.764755323893383e-11	0.0005870071428297	0.0016471890055936	2.7132316212184726e-06	3.445773849613805e-07	0.0883582559000015	0.087749490700001	0.0867379869000008	0.0853283871000002	0.0835271607000004	0.0813425747000008	1
-4.366424351372469e-12	-2.5317475923738096e-16	0.2562624855589705	0.0105048893073555	0.0052644453965625	2.771438533288788e-05	0.0001103526993597	0.0449761496754499	0.0686504124007579	0.0047128791227953	0.0020228540396284	0.0424108202629871	0.1126881841896516	0.0126986268559621	0.0017986776753793	0.002836118992905	0.0048711172523641	2.372778328603461e-05	8.043570941998348e-06	0.0003350365979856	0.0003281338759928	1.0767184062455965e-07	1.1224952219035705e-07	-0.0006799770332302	-0.0012669841760604	1.6052489023273258e-06	4.623687652606902e-07	0.088277677800001	0.087428064400001	0.0860180940000006	0.0840568035000001	0.0815567635000004	0.0785339976000003	1
1.1528606544586809e-11	7.255020952397092e-16	0.1908661893977432	-0.0297596615213259	-0.0402645508286815	0.0016212340534356	0.000885637453864	0.0561697387801427	0.0111935891046925	0.0001252964370439	0.0031550395546298	0.0331414302665968	-0.0092693899963904	8.59215909049399e-05	0.0010983544001156	0.0051088262872876	0.0022727072943824	5.165198445279554e-06	2.6100106035167586e-05	0.0006430389987352	0.0003080024007494	9.486547927351084e-08	4.13499154065903e-07	0.0006008612113667	0.0012808382445974	1.6405466091287064e-06	3.610341949720052e-07	0.0881837009000008	0.0870535609000008	0.0851807107000005	0.0825811287000001	0.0792769936000004	0.0752964951000007	1
-2.984406728522557e-11	-1.9416222466283842e-15	0.0880169723042767	0.0256140223942223	0.0553736839155484	0.0030662448703798	0.0006560781432115	0.0561227384211246	-4.700035901842289e-05	2.209033626931628e-09	0.0031497617678862	0.0177516773641035	-0.0153897529024933	0.0002368444943992	0.000315122049239	0.0032570946321147	-0.0018517316551732	3.4289101234658638e-06	1.0608665443120057e-05	0.0007456172915879	0.0001025782928526	1.0522305589751478e-08	5.559451460494008e-07	-0.0002362142475152	-0.0008370754588825	7.006953226912711e-07	5.579717003775092e-08	0.0880763395000012	0.086626207500001	0.0842269808000006	0.0809049456000002	0.0766964989000005	0.0716477493000007	1
7.568185884414e-11	5.348942615419704e-15	0.0216907502386818	0.0172068569559087	-0.008407165438314	7.068043070646682e-05	0.0002960759263009	0.0452492313526287	-0.010873507068496	0.0001182331559683	0.0020474929380036	0.0112699333512867	-0.0064817440128166	4.201300544757382e-05	0.000127011397742	0.0030777068890894	-0.0001793877430254	3.217996175804124e-08	9.472279696054649e-06	0.0006380307285375	-0.0001075865630502	1.1574868424454034e-08	4.070832109440293e-07	-0.0006309840253397	-0.0003947697778241	1.5584317702987658e-07	3.981408400447011e-07	0.0879556098000014	0.0861462637000007	0.0831582070000006	0.0790323240000001	0.0738250681000003	0.0676076883000006	1
