trial_type.nbacknontarget	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	cosine03	intercept
6.164726380104923e-10	1.799849999979993e-05	1.1235700790190855e-16	-7.932916378893752e-16	3.23944144696596e-10	5.6694699999309774e-05	-4.1568478769979126e-16	-1.9206645618896197e-17	3.214288310187168e-09	0.0620498000000031	2.0922668517780048e-16	-6.495429935883622e-17	0.0038501776800399	-0.0015990900000004	-1.4398218449419075e-16	2.336939116641742e-16	2.557088829517133e-06	0.0005077120000042	-7.789517072413384e-16	-1.2380656562016342e-15	2.577714786470432e-07	-1.585065368508973e-15	8.240613679595622e-17	9.011752472948614e-17	7.552156212626084e-16	0.1208164769000037	0.1207926525000051	0.1207529488000014	0.120697370900003	1
-5.922491793153694e-09	0.0100150000000007	0.0099970015000008	9.994003898977252e-05	0.0001003002249995	-0.029869300000002	-0.0299259947000009	0.0008955651587838	0.0008921750824911	0.0620698000000025	2.00000000003002e-05	4.0000022859048434e-10	0.0038526600720397	-0.0015620900000013	3.699999999967128e-05	1.369000137457465e-09	2.440125170422744e-06	0.0003695110000024	-0.0001382010000017	1.9099515087383452e-08	1.365383796435906e-07	-2.312952927899198e-16	8.481299178772751e-16	-6.688170398511941e-16	1.5333034188762062e-16	0.1207529488000037	0.1205386237000049	0.1201816970000015	0.119682590900003	1
2.6827956737265213e-08	0.0136533000000017	0.0036382999999998	1.3237226887970204e-05	0.0001864126008902	-0.0094836500000015	0.0203856500000005	0.0004155747259227	8.993961732234784e-05	0.0620603000000025	-9.499999999652565e-06	9.025008995053076e-11	0.0038514808360899	-0.0012378700000004	0.0003242200000013	1.0511860889115469e-07	1.5323221370601909e-06	0.000274459000001	-9.50520000009418e-05	9.034881901223604e-09	7.53277417887047e-08	2.142196781013428e-16	3.314232401244556e-16	-5.760675648578059e-16	-8.016165871844143e-16	0.1206259260000037	0.120031100300005	0.1190418958000013	0.117661562800003	1
-9.951162577506753e-08	-0.0099912200000004	-0.0236445200000016	0.0005590633260305	9.982447708815078e-05	-0.0280791000000017	-0.0185954500000005	0.0003457907607019	0.0007884358568111	0.0620810000000028	2.0700000000301237e-05	4.2848990920061477e-10	0.0038540505609999	-0.0010735600000004	0.000164309999999	2.699777574096107e-08	1.1525310740555309e-06	-0.0002358119999995	-0.0005102709999997	2.60376493199786e-07	5.56072977549134e-08	8.610640000089157e-05	8.61063999996978e-05	7.414311935571986e-09	7.414314031596537e-09	0.1204354754000036	0.1192711496000049	0.1173389375000015	0.1146512788000031	1
3.3490611959039814e-07	1.6827799999523715e-05	0.0100080478000012	0.0001001610207665	2.8317362927679336e-10	-0.0261242000000023	0.0019549000000001	3.821634009969047e-06	0.0006824738256409	0.0620480000000028	-3.299999999965538e-05	1.0890001172261296e-09	0.0038499543039998	-0.0011165500000006	-4.298999999993302e-05	1.8481402148874054e-09	1.2466839031298675e-06	-0.000376381000001	-0.0001405690000005	1.9759644131450704e-08	1.4166265564139956e-07	3.4714055031185077e-16	-8.610640000067193e-05	7.414313186773606e-09	-2.3469575810936845e-16	0.1201816970000038	0.118260369800005	0.1150808781000016	0.110677048200003	1
-1.062145846836902e-06	-0.0164763000000015	-0.0164931278000007	0.0002720232646269	0.0002714684616917	-0.0178608000000015	0.0082634000000002	6.828377956018413e-05	0.0003190081766405	0.0620198000000028	-2.819999999972169e-05	7.952398364261974e-10	0.0038464555920401	-0.0010835300000005	3.301999999973326e-05	1.090320026128544e-09	1.1740372614593911e-06	-0.0004835580000009	-0.0001071769999982	1.1486909158627082e-08	2.338283387444869e-07	6.920029999977516e-05	6.920029999998159e-05	4.78868140544688e-09	4.788682656068361e-09	0.1198647243000035	0.117000886700005	0.1122784001000014	0.1057722848000027	1
3.228293409376002e-06	-0.0165006000000023	-2.4299999999077298e-05	5.904897439568058e-10	0.000272269800362	-0.0150422000000014	0.0028185999999999	7.944505960223104e-06	0.0002262677808401	0.0620497000000031	2.9900000000202294e-05	8.940098969210191e-10	0.0038501652700901	-0.0010276000000002	5.592999999996221e-05	3.1281648433763223e-09	1.0559617603472542e-06	-0.000616523000001	-0.0001329649999999	1.7679692195728295e-08	3.801006098577902e-07	-1.1547399813839753e-15	-6.9200300000238e-05	4.788682692487993e-09	-3.6902849870994754e-16	0.1194847240000037	0.1154953489000051	0.1089447612000014	0.0999782263000028	1
-9.490147797721082e-06	0.0127405000000004	0.0292411000000022	0.0008550419292123	0.0001623203402476	0.0200443999999997	0.0350866000000007	0.0012310694995608	0.0004017779713581	0.0619924000000036	-5.729999999990329e-05	3.2832897997961873e-09	0.0038430576577605	-0.0012698699999994	-0.000242269999999	5.8694752315695986e-08	1.6125698165578917e-06	0.0003352410000006	0.0009517640000014	9.058547148010328e-07	1.1238652917722933e-07	5.3705700000119984e-05	5.37057000008045e-05	2.884302130574014e-09	2.884303380374417e-09	0.1190418958000036	0.1137469225000049	0.1050957322000012	0.0933435868000026	1
2.7217402245409684e-05	0.014864300000002	0.0021237999999995	4.510526437795435e-06	0.0002209474144898	-0.0108183000000006	-0.0308627000000012	0.0009525062512893	0.0001170356148896	0.0620411000000036	4.870000000005043e-05	2.371689790943948e-09	0.0038490980892106	-0.0011949100000002	7.495999999940977e-05	5.619001541194309e-09	1.427809907450907e-06	0.0003182470000005	-1.699400000013347e-05	2.8879475662602096e-10	1.0128115271586769e-07	7.656474690174602e-16	-5.370570000067946e-05	2.884302534416723e-09	-8.721573881262254e-16	0.1185364727000033	0.1117592846000048	0.100749521600001	0.0859241482000024	1
-7.648732127454791e-05	-0.0165966000000008	-0.0314609000000023	0.0009897882288119	0.0002754471315607	0.0044061799999998	0.01522448	0.0002317847912705	1.94144221914728e-05	0.0619928000000039	-4.829999999995358e-05	2.332889731433978e-09	0.0038431072518408	-0.0009004959999999	0.0002944140000001	8.667960284013166e-08	8.108930454514435e-07	-0.0004427729999999	-0.0007610200000005	5.791514407939081e-07	1.9604792885518465e-07	-8.042210188065206e-16	-1.0481184739736788e-15	-7.898141018287822e-16	-6.870995463983061e-16	0.1179687204000033	0.1095366152000049	0.095926690500001	0.0777822902000023	1
0.0002111235371259	4.250639999368919e-06	0.0166008506400017	0.0002755882419721	1.80659437704383e-11	-0.0094514600000008	-0.0138576400000006	0.0001920341863693	8.933009613109355e-05	0.0619970000000038	4.199999999988983e-06	1.763980773952727e-11	0.0038436280090007	-0.0009812720000002	-8.077600000031072e-05	6.524762104102437e-09	9.62894737332415e-07	-0.0005111300000021	-6.835700000085108e-05	4.6726793675608015e-09	2.612538766245255e-07	-4.477989791525455e-16	8.859962839006665e-16	1.4286284488841656e-16	-8.86408222219805e-16	0.1173389375000032	0.1070835886000048	0.090650054300001	0.0689864669000023	1
-0.000559864077329	-0.0148961000000012	-0.0149003506400008	0.0002220204491946	0.0002218937952103	-0.0111111000000008	-0.0016596400000002	2.7544049295071278e-06	0.0001234565432098	0.061994800000004	-2.199999999978909e-06	4.8396713597264595e-12	0.0038433552270411	-0.0009326090000007	4.866299999967289e-05	2.36808724664946e-09	8.697595462019918e-07	-0.0004427730000013	6.835700000257536e-05	4.672679331118258e-09	1.9604792930388277e-07	-1.314228510239652e-15	-7.508210855680717e-16	4.45977435772884e-17	-7.900378629234997e-16	0.116647455000003	0.1044053636000048	0.084944575500001	0.0596106302000022	1
0.0013929272677761	-0.0148802000000018	1.5900000000579774e-05	2.5280983487208786e-10	0.0002214203520408	0.0074240699999996	0.01853517	0.0003435525269292	5.511681536372527e-05	0.0619867000000043	-8.100000000093515e-06	6.560980231478089e-11	0.0038423509768913	-0.0007696079999994	0.0001630010000007	2.6569326040427333e-08	5.922964726072036e-07	-0.0004427730000004	3.1424805646688016e-17	1.0984996907036425e-15	1.9604792868895538e-07	0.0001097929999995	0.0001097930000014	1.205450424283258e-08	1.2054504839078464e-08	0.1158946366000028	0.1015075724000049	0.0788372454000008	0.049733608800002	1
